Column,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
59,Beusselstr.,s-bahn,['KBS 100'],"52.534444444444,13.329166666667",Q323219,"['KBS 100']+ ['KBS 100', 'KBS 103a']+ KBS 100c,KBS 103a,KBS 100+ KBS 100+ KBS 100a,KBS 100",nan+ nan+ Berlin Beusselstraße station+ Berlin Beusselstraße station+ Berlin Beusselstraße station
61,Bhf. Baumschulenweg,strassenbahn,"['87', '95']","52.467479828977226, 13.48936207921958",,,
62,Bhf. Bornholmer Strasse,strassenbahn,['8'],"52.5548305,13.3962829",Q65676177,,
63,Bhf. Charlottenburg,strassenbahn,"['75', '62']","52.50508698198708, 13.303282689162542",,,
64,Bhf. Friedrichshagen,strassenbahn,['87'],"52.457326972958604, 13.625511399091163",,"['84', '87']",nan
65,Bhf. Friedrichstrasse,u-bahn,['C'],"52.520111111111,13.388305555556",Q3753274,,
66,Bhf. Grünau,strassenbahn,['86'],"52.413493,13.5746802",Q62470512,['86']+ ['86']+ 86,nan+ nan+ S-Bahnhof Grünau (tram stop)
67,Bhf. Halensee,strassenbahn,['76'],"52.49688327253505, 13.289515124907771",,"['76', '76E']",nan
68,Bhf. Heerstrasse,strassenbahn,['75'],"52.50857975740797, 13.258353900023156",,"['75']+ ['75']+ 76,75+ 75,76",nan+ nan+ Bhf. Heerstrasse+ Bhf. Heerstrasse
69,Bhf. Hermannstrasse,strassenbahn,['27'],"52.4678315178447, 13.431116763350932",,,
70,Bhf. Jungfernheide,strassenbahn,['55'],"52.53103413649224, 13.300559481238167",,"['35', '55']+ ['35', '55']+ 35,55+ 55",nan+ nan+ Bhf. Jungfernheide+ Bhf. Jungfernheide
71,Bhf. Kaulsdorf,bus,['H'],"52.511553392977326, 13.587295035057858",,['A27'],nan
72,Bhf. Köpenick,strassenbahn,['83'],"52.4582153,13.5790435",Q66370784,['86']+ 83,nan+ nan
73,Bhf. Landsberger Allee,strassenbahn,['69'],"52.52856288091548, 13.455758715053463",,,
74,Bhf. Lansberger Allee,strassenbahn,['64'],"52.52854013868831, 13.455680403774341",,,
75,Bhf. Lichtenberg,strassenbahn,['69'],"52.5123603,13.4977547",Q66013733,"['69']+ 69E,69+ 69+ 69,69E",nan+ S+U Lichtenberg/Siegfriedstraße+ S+U Lichtenberg/Siegfriedstraße+ S+U Lichtenberg/Siegfriedstraße
76,Bhf. Lichtenberg,u-bahn,['E'],"52.5106,13.4964",Q634247,,
77,Bhf. Lichtenrade,strassenbahn,['99'],"52.38669305818232, 13.39694576786419",,['99']+ ['99']+ 99,nan+ nan+ Bhf. Lichtenrade
78,Bhf. Mahlsdorf,strassenbahn,['83'],"52.51253960592773, 13.612269169915399",,,
79,Bhf. Mariendorf,strassenbahn,['96'],"52.447078310256, 13.361439800164863",,['96']+ 96+ 96,nan+ Bhf. Mariendorf+ Bhf. Mariendorf
80,Bhf. Neukölln,strassenbahn,['6'],"52.469429556071695, 13.441761396090287",,['15']+ 6,nan+ Bhf. Neukölln
81,Bhf. Nikolassee,bus,['17'],"52.43378197004219, 13.193152057415048",,['A3']+ ['A3']+ A3+ A3,nan+ nan+ Bhf. Nikolassee+ Bhf. Nikolassee
82,Bhf. Pankow-Heinersdorf,strassenbahn,['24'],"52.5777355,13.4281593",Q66195804,['24'],nan
83,Bhf. Papestrasse,strassenbahn,['6'],"52.474088737380455, 13.363804736501839",,"['60']+ 6,60+ 60",nan+ Bhf. Papestrasse+ Bhf. Papestrasse
84,Bhf. Prenzlauer Allee,strassenbahn,"['72', '73']","52.5448075,13.427408",Q65219791,,
85,Bhf. Schöneberg,strassenbahn,['6'],"52.479867391229774, 13.352797522353837",,,
86,Bhf. Schöneweide,strassenbahn,['95'],"52.45640818289644, 13.509916574756422",,"['92']+ ['69']+ 87,92,69E,69+ 95,69,92+ 85,69E,92,87,69,95",nan+ nan+ Bhf. Schöneweide+ Bhf. Schöneweide+ Bhf. Schöneweide
87,Bhf. Tempelhof,strassenbahn,['99'],"52.47106947231412, 13.385621239987778",,"['99', '96']+ ['99']",nan+ nan
88,Bhf. Wannsee,bus,['17'],"52.42151302311533, 13.17810256503659",,"['A3']+ ['A6', 'A51', 'A3']+ A6,A51,A3+ A3,A51,A6+ AS4,A3,A51,A6",nan+ nan+ Bhf. Wannsee+ Bhf. Wannsee+ Bhf. Wannsee
89,Bhf. Wedding,u-bahn,['C'],"52.5425,13.366111",Q4018733,,
90,Bhf. Weißensee,strassenbahn,['60'],"52.540767536231364, 13.438418814778837",,,
91,Biesdorf,s-bahn,['KBS 101'],"52.5131,13.5554",Q4892357,['KBS 101']+ ['KBS 101']+ KBS 101+ KBS 101+ KBS 101,nan+ nan+ Berlin-Biesdorf station+ Berlin-Biesdorf station+ Berlin-Biesdorf station
92,Biesdorf-Süd,bus,['D'],"52.49390691698614, 13.561942550423845",,,
93,Birkenwerder,s-bahn,['KBS 104'],"52.6885,13.2888",Q2343634,['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 104,nan+ nan+ Birkenwerder station+ Birkenwerder station+ Birkenwerder station
94,Bismarckplatz,strassenbahn,"['199', '47', '23']","52.57979168986186, 13.398319596978663",,"['23', '46']",nan
95,Bismarckstrasse,strassenbahn,['47'],"52.580570918026496, 13.401710070736616",,,
96,Blankenburg,s-bahn,['KBS 103'],"52.5915,13.4435",Q800469,"['KBS 106']+ ['KBS 106', 'KBS 100b']+ KBS 106,KBS 100b+ KBS 106+ KBS 104,KBS 106",nan+ nan+ Berlin-Blankenburg station+ Berlin-Blankenburg station+ Berlin-Blankenburg station
97,Boddinstrasse,u-bahn,['D'],"52.48,13.425277777778",Q819495,,
98,Borgsdorf,s-bahn,['KBS 104'],"52.7155,13.2764",Q4093486,['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 104,nan+ nan+ Borgsdorf station+ Borgsdorf station+ Borgsdorf station
99,Bornholmer Str.,s-bahn,"['KBS 104', 'KBS 105', 'KBS 103']","52.554287,13.397985",Q32662318,"['KBS 105', 'KBS 104', 'KBS 106']+ ['KBS 106', 'KBS 105', 'KBS 104']+ KBS 106,KBS 105,KBS 104",nan+ nan+ Berlin Bornholmer Straße station
100,Bornholmer Strasse,strassenbahn,['8'],"52.5537705,13.4138898",,49,nan
101,Bornholmer Strasse Ecke Schönhauser Allee,strassenbahn,['8'],"52.5537705,13.4138898",Q65076842,49,nan
102,Botanischer Garten,s-bahn,['KBS 104a'],"52.44806,13.30722",Q800498,['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 100e,nan+ nan+ Berlin Botanischer Garten station+ Berlin Botanischer Garten station+ Berlin Botanischer Garten station
103,Brandenburger Tor,bus,['9'],"52.51776764730101, 13.370281416321609",,A69,"Brandenburger Tor, John-Foster-Dulles-Allee"
104,Brandenburgische Strasse,strassenbahn,"['3', '62']","52.49361288861298, 13.310021855604777",,,
106,Breite Strasse Ecke Berliner Strasse,strassenbahn,"['49', '24', '47']","52.57099160012513, 13.40999970857956",,,
107,Breitenbachplatz,u-bahn,['A2'],"52.466388888889,13.308055555556",Q571339,"['A II']+ ['A II']+ B II,A II+ A II,B II+ A II",nan+ nan+ Breitenbachplatz metro station+ Breitenbachplatz metro station+ Breitenbachplatz metro station
109,"Britz, Rudower Strasse",strassenbahn,['147'],"52.44286829705947, 13.45615959331519",,,
110,Brunnenstrasse,strassenbahn,"['199', '28', '128', '41', '24', '141']","52.5324542,13.3974236",Q65691740,"46E,46,70+ 46,70+ 46,70",Brunnenstraße/Invalidenstraße+ Brunnenstraße/Invalidenstraße+ Brunnenstraße/Invalidenstraße
111,Buch,s-bahn,['KBS 103'],"52.6359,13.4917",Q4892359,['KBS 106']+ ['KBS 106']+ KBS 106+ KBS 106+ KBS 106,nan+ nan+ Berlin-Buch station+ Berlin-Buch station+ Berlin-Buch station
112,Buchholz,strassenbahn,"['49', '24']","52.619072064369824, 13.393383358408967",,['49'],nan
113,Buckow,strassenbahn,['27'],"52.42355261827082, 13.436838614074265",,,
114,"Buckow-Ost, Rudower Strasse",strassenbahn,['147'],"52.43428074617617, 13.469028794063673",,,
115,Buckower Ch.,s-bahn,['KBS 105a'],"52.4103,13.3829",Q800499,['KBS 105b']+ ['KBS 105']+ KBS 105+ KBS 105+ KBS 100c,nan+ nan+ Buckower Chaussee station+ Buckower Chaussee station+ Buckower Chaussee station
116,Buckower Chaussee,strassenbahn,['27'],"52.43210375221334, 13.435048135233718",,,
117,Bulgarische Strasse,strassenbahn,['91'],"52.48142358933512, 13.473067363351124",,"['92', '87']+ 92",nan+ Bulgarische Strasse Ecke Köpenicker Landstrasse
118,Buschkrug,strassenbahn,['147'],"52.452470895695484, 13.450748195174354",,"['47', '6']+ 6,47+ 47+ 47",nan+ Buschkrug+ Buschkrug+ Buschkrug
119,Börse,s-bahn,"['KBS 101', 'KBS 100c']","52.5226,13.4022",Q689312,,
120,Carl-Schurz-Strasse,strassenbahn,"['54', '75']","52.53759585854496, 13.203799788543511",,"53,54",Carl-Schurz-Strasse
122,Carolinenstrasse Ecke Conradshöher Chaussee,strassenbahn,['128'],"52.597963503369265, 13.275045981437504",,,
123,Carstennstrasse,strassenbahn,['77'],"52.432751581042794, 13.287050510011854",,,
124,Charlottenburg,s-bahn,"['KBS 101', 'KBS 100c']","52.504722222222,13.303333333333",Q111326217,"['KBS 101', 'KBS 103', 'KBS 102']+ ['KBS 102', 'KBS 101', 'KBS 103']+ KBS 102,KBS 103,KBS 101+ KBS 101,KBS 102+ KBS 100h,KBS 100g,KBS 100k",nan+ nan+ S-Bahnhof Berlin Charlottenburg+ S-Bahnhof Berlin Charlottenburg+ S-Bahnhof Berlin Charlottenburg
125,"Charlottenburg, Knie",bus,['9'],"52.512535145950686, 13.321796492553819",,,
126,"Charlottenburg, Königin-Elisabeht-Strasse",strassenbahn,['62'],"52.518592490142176, 13.283070656683321",,,
127,Charlottenburger Chaussee,bus,['9'],"52.513938592229856, 13.350204275572693",,,
128,"Charlottenburger Chaussee, U-Bhf. Ruhleben",strassenbahn,['54'],"52.52600471402874, 13.241309892919059",,,
129,Chauseestrasse Ecke Blaschkoallee,strassenbahn,['27'],"52.452665402462785, 13.438541176798315",,,
130,Chausseestrasse,strassenbahn,"['1'] ; ['27'] ; ['99']","52.52716975261716, 13.387046161831702 ; 52.444151379426934, 13.433518263070448 ; 52.43937787982445, 13.387599101427494",,82,nan
131,Conradshöher Chaussee,strassenbahn,['28'],"52.58905755725733, 13.240889150790816",,,
132,Conradshöher Chaussee Ecke Carolinenstrasse,strassenbahn,['28'],"52.59789482528517, 13.275115353233018",,,
133,Dahlem-Dorf,u-bahn,['A2'],"52.456944444444,13.289444444444",Q668585,"['A II']+ ['A II']+ B II,A II+ A II,B II+ A II",nan+ nan+ Dahlem-Dorf+ Dahlem-Dorf+ Dahlem-Dorf
134,Dahlewitz,s-bahn,['KBS 105a'],"52.326389,13.419722",Q5208886,['KBS 105b']+ ['KBS 105']+ KBS 105+ KBS 105,nan+ nan+ Dahlewitz railway station+ Dahlewitz railway station
135,"Dahlwitz, Kol. Waldesruh",bus,['D'],"52.478269416919034, 13.62093701953678",,,
136,Dammbrücke,strassenbahn,"['83', '95']","52.44841874575463, 13.574648976218885",,,
137,Danziger Strasse,u-bahn,['A'],"52.541666666667, 13.412222222222",Q571382,,
138,Danziger Strasse Ecke Schönhauser Allee,strassenbahn,['4'],"52.54104742454958, 13.412165003566182",,,
139,Dorfstrasse,strassenbahn,['6'],"52.46605116645637, 13.37863626316366",,,
140,Dorfstrasse Ecke Berliner Strasse,strassenbahn,['6'],"52.46590130350415, 13.38556580514773",,,
141,Dorotheenstrasse,strassenbahn,['1'],"52.518718761338874, 13.388522669782862",,,
142,Dreilinden,s-bahn,['KBS 104a'],"52.40334210617422, 13.175963626814108",Q96473908,['KBS 104b']+ KBS 104b,nan+ Dreilinden station
143,Dönhoffplatz,bus,['1'],"52.51104121136219, 13.39862526380472",,,
144,Dönhoffplatz,strassenbahn,"['87', '74']","52.509950568117645, 13.398144081918815",,"['46', '73', '74']+ 64+ 64",nan+ nan+ nan
145,Eichbornstr.,s-bahn,['KBS 105'],"52.5776,13.3169",Q800500,['KBS 105']+ ['KBS 105']+ KBS 105+ KBS 105+ KBS 100c,nan+ nan+ Eichborndamm station+ Eichborndamm station+ Eichborndamm station
146,Eichkamp,s-bahn,['KBS 100c'],"52.4987,13.2702",Q800504,"['KBS 101', 'KBS 103']+ ['KBS 101', 'KBS 103']+ KBS 103,KBS 101+ KBS 101+ KBS 100g",nan+ nan+ Berlin Messe Süd railway station+ Berlin Messe Süd railway station+ Berlin Messe Süd railway station
147,Elbinger Strasse Ecke Lansberger Allee,strassenbahn,['4'],"52.5264128560996, 13.447642432361302",,,
148,Elbinger Strasse Ecke Prenzelauer Allee,strassenbahn,['4'],"52.5396522,13.4244789",Q65222180,,
149,Eldenaer Strasse,strassenbahn,['65'],"52.520416962203576, 13.473386263465185",,,
150,Erkstrasse,strassenbahn,['6'],"52.481710013190636, 13.440170901917053",,95,Erkstrasse Ecke Sonnenallee
151,Exerzierstrasse,strassenbahn,"['28', '128', '41', '141']","52.55374755712111, 13.377246753472674",,,
152,Fehrbelliner Platz,strassenbahn,"['3', '62']","52.49032472677901, 13.314317300484289",,"['60', '44', '3', '57']+ ['3', '60', '44']+ 60,44,3+ 60,3",nan+ nan+ Fehrbelliner Platz+ Fehrbelliner Platz
153,Fehrbelliner Platz,u-bahn,['A2'],"52.490277777778,13.314444444444",Q663245,"['A II']+ ['A II']+ B II,A II+ A II,B II+ A II",nan+ nan+ U-Fehrbelliner Platz+ U-Fehrbelliner Platz+ U-Fehrbelliner Platz
154,Fennstrasse,strassenbahn,['23'],"52.54108945864209, 13.368519561996605",,,
155,Feuerbachstr.,s-bahn,['KBS 104a'],"52.463611111111,13.332777777778",Q800501,['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 100e,nan+ nan+ Berlin Feuerbachstraße station+ Berlin Feuerbachstraße station+ Berlin Feuerbachstraße station
156,Flughafen,bus,['1'],"52.470965141866394, 13.385641462324475",,"A24,A19+ A19,A24+ A24,A19",Flughafen+ Flughafen+ Flughafen
157,Forkenbeckplatz,strassenbahn,['65'],"52.5201985,13.4585731",Q66044398,,
158,Frankfurter Allee,bus,['1'],"52.51348352208039, 13.476830323062508",,['A40'],nan
159,Frankfurter Allee,s-bahn,['KBS 100'],"52.514166666667,13.474722222222",Q111250033,"KBS 106a,KBS 104,KBS 106",nan
161,Frankfurter Allee,u-bahn,['E'],"52.513638888889,13.475694444444",Q3752007,,
162,Frankfurter Allee Ecke Gürtelstrasse,bus,['1'],"52.51348326435681, 13.476984666930822",,,
163,Frankfurter Allee Ecke Warschauer Strasse,bus,['1'],"52.5158293510385, 13.453999993701924",,,
164,Franz-Mehring-Strasse,bus,['1'],"52.49508128500466, 13.389323838894562",,,
166,Franz-Mehring-Strasse,u-bahn,['C'],"52.493888888889,13.388333333333",Q657905,,
167,Franz-Mehring-Strasse Ecke Gneisenaustrasse,strassenbahn,['99'],"52.49289753565708, 13.387758933826115",,,
168,Französische Strasse,u-bahn,['C'],"52.514722222222,13.389166666667",Q571479,,
169,Freybrücke,strassenbahn,['75'],"52.511784691779035, 13.203183873771536",,,
170,Friedenau,s-bahn,['KBS 104a'],"52.47,13.341",Q800471,['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 100e,nan+ nan+ Berlin-Friedenau station+ Berlin-Friedenau station+ Berlin-Friedenau station
171,"Friedenau, Friedrich-Wilhelm-Platz",strassenbahn,['77'],"52.471981070085796, 13.328404849316785",,,
172,"Friedenau, Rheinstrasse",strassenbahn,"['74', '77']","52.465007265543484, 13.32855730681896",,,
175,Friedrich-Karl-strasse,strassenbahn,['99'],"52.45582815857282, 13.383932790023245",,,
176,Friedrichsfelde,u-bahn,['E'],"52.506111111111,13.512777777778",Q429781,['E'],nan
177,Friedrichsfelde Ost,s-bahn,['KBS 101'],"52.5141,13.5198",Q800473,['KBS 101']+ ['KBS 101']+ KBS 101+ KBS 101+ KBS 101,nan+ nan+ Berlin-Friedrichsfelde Ost station+ Berlin-Friedrichsfelde Ost station+ Berlin-Friedrichsfelde Ost station
178,Friedrichstr.,s-bahn,"['KBS 101', 'KBS 100c', 'KBS 104a']","52.52027777777778,13.386944444444444",Q111219456,"['KBS 105', 'KBS 105b', 'KBS 106', 'KBS 101', 'KBS 104', 'KBS 103', 'KBS 102']+ ['KBS 105', 'KBS 104', 'KBS 106', 'KBS 102', 'KBS 101', 'KBS 103']+ KBS 104,KBS 106,KBS 103,KBS 102,KBS 101,KBS 105+ KBS 106,KBS 104,KBS 101,KBS 105,KBS 103,KBS 102+ KBS 100d,KBS 101,KBS 100g,KBS 100c,KBS 100h,KBS 102,KBS 103,KBS 103a,KBS 100e",nan+ nan+ S-Bahnhof Friedrichstraße+ S-Bahnhof Friedrichstraße+ S-Bahnhof Friedrichstraße
179,Friedrichstrasse,strassenbahn,"['1']","52.51986268004412, 13.388183618668693",,96,Friedrichstrasse Ecke Attilastrasse
180,Frohnau,s-bahn,['KBS 104'],"52.6325,13.2902",Q800472,['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 106+ KBS 100e,nan+ nan+ Berlin-Frohnau station+ Berlin-Frohnau station+ Berlin-Frohnau station
181,Fruchtstrasse,bus,['1'],"52.5121233087592, 13.438416859495533",,,
182,Fürst-Bismarck-Strasse,strassenbahn,['21'],"52.52081005309171, 13.372234861490762",,,
183,Fürstenwalder Damm,strassenbahn,['87'],"52.4498638,13.661534",Q66361484,84+ 84,Fürstenwalder Damm/Müggelseedamm+ Fürstenwalder Damm/Müggelseedamm
184,Gardepionierplatz,strassenbahn,['3'],"52.48915625862438, 13.407771678016932",,,
185,Gardepionierplatz,u-bahn,['C'],"52.489444444444,13.407777777778",Q656081,,
186,Gartenfeld,s-bahn,['KBS 100b'],"52.54695,13.24882",Q96080469,"['KBS 100b']+ ['KBS 100d']+ KBS 100c,KBS 100d+ KBS 100c+ KBS 100b",nan+ nan+ Gartenfeld+ Gartenfeld+ Gartenfeld
187,Germaniastrasse,strassenbahn,['6'],"52.46053782557012, 13.418009045149528",,"26,15+ 15,26+ 15",Germaniastrasse+ Germaniastrasse+ Germaniastrasse
