,line_id,year,line_name,type,start_stop,Length (time),east_west,Frequency
37,194638,1946,75,strassenbahn,"Freybrücke<> Grunewald, Hubertusallee",0,,15
38,194639,1946,76,strassenbahn,Joachimstaler Strasse<> Roseneck,0,,15
39,194640,1946,77,strassenbahn,"Lichterfelde-Süde, Goerzallee Ecke Appenzeller Strasse<> Kantstrasse ",0,,10
40,194641,1946,82,strassenbahn,Molkenmarkt<> Markgrafendamm,0,,15
41,194642,1946,83,strassenbahn ,"Köpenick, Marienhain über Wendenschloßstrasse<> Bhf. Mahlsdorf",0,,20
42,194643,1946,86,strassenbahn,Bhf. Grünau<> Schmöckwitz,0,,20
43,194644,1946,87,strassenbahn,Dönhoffplatz<> Rahnsdorf,30,,10
44,194645,1946,91,strassenbahn,"Treptow, Rathaus<> Johannisthal",0,,15
45,194646,1946,95,strassenbahn,"Hermannplatz <> Köpenick, Krankenhaus",15,,7
46,194647,1946,96,strassenbahn,Machnower Schleuse<> Bhf. Tempelhof,0,,15
47,194648,1946,99,strassenbahn,Baerwaldstrasse Ecke Gneisenaustrasse<> Bhf. Lichtenrade,10,,5
48,194649,1946,199,strassenbahn,Nordend<> Ramlerstrasse,15,,10
49,194650,1946,KBS 100,s-bahn,Gesundbrunnen<> Gesundbrunnen,0,,10
50,194651,1946,KBS 100a,s-bahn,Hermannstr.<> Grünau,0,,30
51,194652,1946,KBS 100b,s-bahn,Jungfernheide<> Gartenfeld,0,,30
52,194653,1946,KBS 100c,s-bahn,Spandau<> Grünau,0,,30
53,194654,1946,KBS 100d,s-bahn,Schöneweide<> Spindlersfeld,0,,30
54,194655,1946,KBS 103,s-bahn,Bernau <> Stettiner Bahnhof,0,,30
55,194656,1946,KBS 103,s-bahn,Potsdamer Platz<> Lichterfelde Süd,0,,30
56,194657,1946,KBS 104,s-bahn,Oranienburg<> Stettiner Bahnhof,0,,30
57,194658,1946,KBS 104a,s-bahn,Friedrichstr.<> Dreilinden,0,,30
58,194659,1946,KBS 105,s-bahn,Velten <> Stettiner Bahnhof,60,,30
59,194660,1946,KBS 105a,s-bahn,Potsdamer Platz<> Rangsdorf,40,,40
60,194661,1946,KBS 101,s-bahn,Potsdam<> Kaulsdorf,15,,15
61,194662,1946,A,u-bahn,"Pankow, Vinetastrasse<> Wittenbergplatz",10,,7
62,194663,1946,A1,u-bahn,Wittenbergplatz<> Ruhleben,10,,10
63,194664,1946,A2,u-bahn,Wittenbergplatz<> Krumme Lanke,10,,10
64,194665,1946,B,u-bahn,Hallesches Tor<> Warschauer Brücke,12,,12
65,194666,1946,B1,u-bahn,Innsbrucker Platz<> Nollendorfplatz,10,,10
66,194667,1946,B2,u-bahn,Wittenbergplatz<> Uhlandstrasse,10,,10
67,194668,1946,C,u-bahn,Seestrasse<> Grenzallee,7,,6
68,194669,1946,D,u-bahn,Gesundbrunnen<> Leinestrasse,7,,6
69,194670,1946,E,u-bahn,Alexanderplatz<> Friedrichsfelde,10,,10
70,194671,1946,Wannsee-Pichelsberg,Fähre,"Pichelsberg, Stössenseebrücke<> Wannsee",120,,120
