line_name,Stops,Frequency,Length (time),type,east-west,year
KBS 100,Gesundbrunnen - Wedding - Putlitzstr. - Beusselstr. - Jungfernheide - Westend - Witzleben - Westkreuz - Halensee - Hohenzollerndamm - Schmargendorf - Wilmersdorf - Innsbrucker Platz - Schöneberg - Papestr. - Tempelhof - Hermannstr. - Neukölln - Sonnenallee,,,s-bahn,West,1967
KBS 100a,Gesundbrunnen - Wedding - Putlitzstr. - Beusselstr. - Jungfernheide - Siemensstadt-Fürstenbrunn - Spandau - Spandau West - Staaken,,,s-bahn,West,1967
KBS 100b,Jungfernheide – Wernerwerk – Siemensstadt – Gartenfeld,,,s-bahn,West,1967
KBS 100c,Heiligensee - Schulzendorf (b Tegel) - Tegel - Eichbornstr. - Wittenau (Kremmener Bahn) - Reinickendorf - Schönholz - Wollankstr. - Gesundbrunnen - Humboldthain - Friedrichstr. - Anhalter Bahnhof - Yorckstr. - Papestr. - Priesterweg - Mariendorf - Marienfelde - Buckower Ch. - Lichtenrade,,,s-bahn,West,1967
KBS 100d,Gesundbrunnen - Humboldthain - Friedrichstr. - Anhalter Bahnhof - Yorckstr. - Papestr. - Priesterweg - Südende - Lankwitz - Lichterfelde Ost - Lichterfelde Süd,,,s-bahn,West,1967
KBS 100e,Frohnau - Hermsdorf - Waidmannslust - Wittenau (Nordbahn) - Wilhelmsruh - Schönholz - Wollankstr. - Gesundbrunnen - Humboldthain - Friedrichstr. - Anhalter Bahnhof - Großgörschenstr. - Schöneberg - Friedenau - Feuerbachstr. - Steglitz - Botanischer Garten - Lichterfelde West - Sundgauer Str. - Zehlendorf - Lindenthaler Allee - Schlachtensee - Nikolassee - Wannsee,,,s-bahn,West,1967
KBS 100f,Zehlendorf - Düppel-Kleinmachnow,,,s-bahn,West,1967
KBS 100g,Friedrichstr. - Lehrter Stadtbahnhof - Bellevue - Tiergarten - Zoologischer Garten - Savignyplatz - Charlottenburg - Westkreuz - Eichkamp - Heerstr. - Olympiastadion - Pichelsberg - Spandau - Spandau West,,,s-bahn,West,1967
KBS 100h,Friedrichstr. - Lehrter Stadtbahnhof - Bellevue - Tiergarten - Zoologischer Garten - Savignyplatz - Charlottenburg - Westkreuz - Grunewald - Nikolassee - Wannsee,,,s-bahn,West,1967
KBS 100k,Zoologischer Garten - Savignyplatz - Charlottenburg - Halensee - Hohenzollerndamm - Schmargendorf - Wilmersdorf - Innsbrucker Platz - Schöneberg - Papestr. - Tempelhof - Hermannstr. - Neukölln - Köllnische Heide,,,s-bahn,West,1967
KBS 101,Friedrichstr. - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Str. - Ostkreuz - Nöldnerplatz - Lichtenberg - Friedrichsfelde Ost - Biesdorf - Kaulsdorf - Mahlsdorf - Hoppegarten (Mark) - Neuenhagen (b Bln) - Fredersdorf (b Bln) - Petershagen Nord - Strausberg,,,s-bahn,Ost,1967
KBS 101c,Strausberg - Strausberg Stadt - Strausberg Nord,,,s-bahn,Ost,1967
KBS 102,Friedrichstr. - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Str. - Ostkreuz - Rummelsburg - Betriebsbahnhof Rummelsburg - Karlshorst - Wuhlheide - Köpenick - Hirschgarten - Friedrichshagen - Rahnsdorf - Wilhelmshagen - Erkner,,,s-bahn,Ost,1967
KBS 103,Friedrichstr. - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Str. - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Betriebsbahnhof Schöneweide - Adlershof - Grünau - Eichwalde - Zeuthen - Wildau - Königs Wusterhausen,,,s-bahn,Ost,1967
KBS 103a,Friedrichstr. - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Str. - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Betriebsbahnhof Schöneweide - Adlershof - Altglienicke - Grünbergallee - Zentralflughafen Berlin-Schönefeld,,,s-bahn,Ost,1967
KBS 104,Oranienburg - Lehnitz - Borgsdorf - Birkenwerder - Hohen Neuendorf (b Bln) - Bergfelde (b Bln) - Schönfließ - Blankenburg - Pankow-Heinersdorf - Pankow - Schönhauser Allee - Prenzlauer Allee - Greifswalder Str. - Leninallee - Zentralviehhof - Frankfurter Allee - Warschauer Str. - Ostbahnhof,,,s-bahn,Ost,1967
KBS 104d,Hennigsdorf (b Bln) - Hennigsdorf Nord - Hohenschöpping - Velten (Mark),,,s-bahn,Ost,1967
KBS 105,Blankenburg - Pankow-Heinersdorf - Pankow - Schönhauser Allee - Prenzlauer Allee - Greifswalder Str. - Leninallee - Zentralviehhof - Frankfurter Allee - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Betriebsbahnhof Schöneweide - Adlershof - Grünau - Eichwalde - Zeuthen,,,s-bahn,Ost,1967
KBS 106,Bernau (b Bln) - Zepernick (b Bernau) - Röntgental - Buch - Karow - Blankenburg - Pankow-Heinersdorf - Pankow - Schönhauser Allee - Prenzlauer Allee - Greifswalder Str. - Leninallee - Zentralviehhof - Frankfurter Allee - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Oberspree - Spindlersfeld,,,s-bahn,Ost,1967
KBS 106a,Schönhauser Allee - Prenzlauer Allee - Greifswalder Str. - Leninallee - Zentralviehhof - Frankfurter Allee - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Betriebsbahnhof Schöneweide - Adlershof - Altglienicke - Grünbergallee - Zentralflughafen Berlin-Schönefeld,,,s-bahn,Ost,1967
O30,Ostbahnhof - Küstriner Platz - Warschauer Strasse - Boxhagenerstrasse Ecke Holteistrasse - S-Bhf. Rummelsburg - Weitlingstrasse - Bhf. Lichtenberg - Obus-Bf. Siegfriedstrasse - Herzbergstrasse - Roederplatz - Proskauer Ecke Dolziger Strasse - Ebertystrasse Ecke Leninallee - Greifswalderstrasse Ecke Dimitroffstrasse - Königstor - U-Bhf. Luxemburgplatz - Rosenthaler Platz - Robert-Koch-Platz,15,66,bus,Ost,1967
O37,"Dimitroffstrasse vor Cotheniusstrasse - S-Bhf. Leninallee - Weißenseer Weg - Genslerstrasse Ecke Landsberger Chaussee - Dingelstädterstrasse Ecke Landsberger Chaussee - Bürknersfelde - Marzahner Chaussee Ecke Berliner Chaussee - Alt-Marzahn, Kirche - Elisabethstrasse - Boschpolerstrasse - S-Bhf. Biesdorf - Alt-Biesdorf, Oberfeldstrasse -  Alt-Friedrichsfelde, Am Tierpark - Bhf. Lichtenberg",15,46,bus,Ost,1967
O40,Ostbahnhof - Küstriner Platz - Leninplatz - Königstor - Rosenthaler Platz - Oranienburger Tor - Robert-Koch-Platz,8,23,bus,Ost,1967
"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)","S-Bhf. Friedrichshagen (Grenze) - Schöneiche, Waldstrasse - Schöneiche, Goethepark - Schöneiche, Dorfstrasse - Dorfaue - Schöneiche, Schillerstrasse - Schöneiche, Grätzwalde - Schöneiche, Jägerstrasse - Rüdersdorf, Berghof - Rüdersdorf, Torellplatz - Rüdersdorf, Heinitzstrasse - Rüdersdorf, Post - Rüdersdorf, Schulstrasse - Rüdersdorf, Karl-Marx-Platz",20,39,strassenbahn,Ost,1967
S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),"S-Bhf. Rahnsdorf - Goethestrasse - Eichendamm - Lerchenstrasse - Fasanenstrasse - Thälmannplatz - Blumenstrasse - Woltersdorf, Krankenhaus - Woltersdorfer Schleuse",20,20,strassenbahn,Ost,1967
A,Pankow (Vinetastr.) - Schönhauser Allee - Dimitroffstr. - Senefelderplatz - Luxemburgplatz - Alexanderplatz - Klosterstr. - Märkisches Museum - Spittelmarkt - Hausvogteiplatz - Stadtmitte - Thälmannplatz,2.5,19,u-bahn,Ost,1967
E,Alexanderplatz - Schillingstr. - Strausberger Platz - Marchlewskistr. - Frankfurter Tor - Samariterstr. - Frankfurter Allee - Magdalenenstr. - Bahnhof Lichtenberg - Friedrichsfelde,5,16,u-bahn,Ost,1967
Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),Kladow - Wannsee,60,19,Fähre,West,1967
69,"Johannisthal, Haeckelstrasse - Bhf. Schöneweide - Wilhelminenhofstrasse - S-Bhf. Karlshorst - Hochschule für Ökonomie - Tierpark Berlin - Alt-Friedrichsfelde Ecke Am Tierpark - Bhf. Lichtenberg - Strab. Bhf. Siegfriedstrasse - Herzbergstrasse - Roederplatz - Steuerhaus - Dimitroffstrasse Ecke Landsberger Allee - Leninplatz - Alexanderplatz, Memhardstrasse - Hackescher Markt - Oranienburger Tor - Walter-Ulbricht-Stadion",20,84,strassenbahn,Ost,1967
69E,"Johannisthal, Haeckelstrasse - Bhf. Schöneweide - Wilhelminenhofstrasse - S-Bhf. Karlshorst - Hochschule für Ökonomie - Tierpark Berlin - Alt-Friedrichsfelde Ecke Am Tierpark - Bhf. Lichtenberg - Strab. Bhf. Siegfriedstrasse - Herzbergstrasse - Roederplatz - Steuerhaus - Dimitroffstrasse Ecke Landsberger Allee - Kniprodestrasse",20,55,strassenbahn,Ost,1967
