line_name,Stops,Frequency,Length (time),type,east-west,year
A3,"Rathaus Zehlendorf - Winifriedstrasse Ecke Clayallee - U-Bhf. Oskar-Helene-Heim - U-Bhf. Onkel-Toms-Hütte - U-Bhf. Krumme Lanke - Bhf. Lindenthaler Allee - Benschallee Ecke Potsdamer Chaussee - Schopenhauer-Strasse Ecke Spanische Allee - Borussenstrasse Ecke Kronprizessinnen Weg - Badeweg - Bhf. Wannsee - Am Großen Wannsee Ecke Königstrasse - Pfaueninsel-Chaussee Ecke Königstrasse - Rathaus Wannsee - Stölpchensee, Wilhelmplatz",10,39,bus,West,1967
A10,"Haselhorst, Kirche - Paulsternstrasse - Verwaltungs-Gebäude - Spandauer Damm - U-Bhf. Kaiserdamm - Amtsgericht - Kurfürstendamm Ecke Joachimsthaler Strasse - Henriettenplatz - Elsterplatz - Königin-Luise-Strasse Ecke Pacelliallee - U-Bhf. Thielplatz - Berlinerstrasse Ecke Unter den Eichen - Teltower Damm Ecke Machnowerstrasse - Behring-Krankenhaus - Lupsteiner Weg",10,62,bus,West,1967
A11,Saargemünder Strasse Ecke Clayallee - U-Bhf. Oskar-Helene-Heim - Ihnestrasse - Corrensplatz - Unter den Eichen Ecke Habelschwerdter-Allee - Gardeschützweg Ecke Drakestrasse - Ringstrasse - Wiesenbaude - Ostpreußendamm Ecke Wilhelmstrasse - Kranoldplatz - Hildburghauser Strasse - Alt-Marienfelde Ecke Merienfelderallee - Daimlerstrasse Ecke Großbeerenstrasse - Körtingstrasse Ecke Großbeerenstrasse - U-Bhf. Alt-Mariendorf,7.5,39,bus,West,1967
A12,Gartenstrasse Ecke Bernauer Strasse - Grenzstrasse Ecke Gerichtstrasse - U-Bhf. Leopold-Platz - U-Bhf. Seestrasse - Bristolstrasse Ecke Barfusstrasse - Emmentaler Strasse Ecke Aroserallee - Aroserallee Ecke Lindauerstrasse - Tessenowstrasse Ecke Oranienburgerstrasse - Rathaus Reinickendorf - Cyclopstrasse - Waidmannsluster Damm Ecke Oraniendamm - Almutstrasse Ecke Berliner Strasse - Hermsdorfer Damm Ecke Berlinerstrasse - Zeltinger Platz - Donnersmarckplatz - Hainbuchenstrasse Ecke Kastanienallee,15,54,bus,West,1967
A13,Alt-Heiligensee Ecke Sandhauserstrasse - Gabelung - Karolinenstrasse Ecke Ruppinerchaussee - U-Bhf. Tegel - Bernauer Strasse - Krankenhaus Tegel-Süd - Strasse nach Saatwinkel - Paulsternstrasse - Daumstrasse - Carl-Schurz-Strasse Ecke Neuendorfer Strasse - Rathaus Spandau - Seebugerstrasse Ecke Pichelsdorferstrasse - Päwesiner Weg - Heerstrasse Ecke Wilhelmstrasse - Weinmeisterhornweg,15,57,bus,West,1967
A14,Alt-Heiligensee Ecke Sandhauserstrasse - Mattenbuder Pfad Chaussee Ecke Hennigsdorfer Strasse - Ruppiner Chaussee Ecke Hennigsdorfer Strasse - Ruppiner Chaussee & Schulzendorferstrasse - Heiligenseestrasse Ecke Ruppiner Chaussee - U-Bhf. Tegel - Ziekowstrasse Ecke Gorkistrasse - Rathaus Reinickendorf - Bonhoeffer Nervenklinik  - Aroser Allee Ecke Lindauerallee - Kopenhagener Strasse Ecke Klemkestrasse - Pankower Allee Ecke Provinzstrasse - Pankstrasse Ecke Badstrasse - U-Bhf. Gesundbrunnen - Rügener Strasse,20,55,bus,West,1967
A14E,"Alt-Heiligensee - Havelblick - Strandbad - Gemendefriedhof, Sandhauserstrasse - Sperberstrasse Ecke Sandhauserstrasse - Falkenplatz",30,9,bus,West,1967
A15,"Lübarser Strasse Ecke Eichhorster Weg - Cyclopstrasse Ecke Oranienburger Strasse - Alt-Wittenau Ecke Eichborndamm - Breitenbachstrasse Ecke Eichborndamm - Holzhauser Strasse Ecke Eichborndamm - Ernststrasse Ecke Conradstrasse  - Gorkistrasse Ecke Ziekowstrasse - U-Bhf. Tegel - Hermsdorfer Damm Ecke Karolinenstrasse - Schulzendorfer Strasse - Bhf. Hermsdorf - Dominikus-Krankenhaus - Donnersmarckplatz - Zeltinger Platz - Am Pilz - Frohnau, Invalidensiedlung",20,55,bus,West,1967
A16,Osloer Strasse Ecke Drontheimerstrasse - Louise-Schroeder-Platz - U-Bhf. Seestrasse - Virchow-Krankenhaus - Fennstrasse Ecke Tegeler Strasse - Birkenstrasse Ecke Perlebergerstrasse - Wilsnacker Strasse Ecke Turmstrasse - Hansaplatz - Großer Stern - Lützowplatz - Nollendorfplatz - Rathaus Schöneberg - Innsbrucker Platz - Bundesplatz - Wiesbadener Strasse - Breitenbachplatz - Englerallee,12,5,bus,West,1967
A16,Arkonaplatz - Veteranenstrasse Ecke Brunnenstrasse - Rosenthaler Platz - Liebknechstrasse vor Littenstrasse,12,9,bus,Ost,1967
A17,"Grunewald, Fontanestrasse - Hagenplatz - Roseneck - Warnemünder Strasse - U-Bhf. Rüdesheimer Platz - Friedrich-Wilhelm-Platz - Schloßstrasse Ecke Rheinstrasse - Rathaus Steglitz - Stadtpark - Leonorenstrasse - Stadion Lichterfelde - Ostpreußendamm Ecke Wilhelmstrasse - Morgensternstrasse Ecke Wilhelmstrasse - Oberhofer Platz  - Saaleckplatz",10,48,bus,West,1967
A18,U-Bhf. Oskar-Helene-Heim - Teltowerdamm Ecke Clayallee - Lindenthalerallee Ecke Potsdamerchaussee - Spanische Allee Ecke Potsdamerchaussee - Kronprinzessinen Weg Ecke Königstrasse - Am Grossen Wannsee - Pfaueninsel-Chaussee - Rathaus Wannsee - Stölpchensee - Machnowerstrasse Ecke Königsweg,20,31,bus,West,1967
A18,Adalbertstrasse - S-Bhf. Jannowitzbrücke - Alexanderplatz - Charlottenstrasse Ecke Französische Straße - Bhf. Friedrichstrasse - Schumannstrasse Ecke Reinhardtstrasse - Robert-Koch-Platz,6,20,bus,Ost,1967
A19,Roseneck - Hagenplatz - Rathenauplatz - Henriettenplatz - Wilmersdorfer Strasse Ecke Kurfürstendamm - Olivaer Platz - Joachimstaler Strasse Ecke Kurfürstendamm - Breitscheidplatz - Wittenbergplatz - Nollendorfplatz - Bülowstrasse Ecke Potsdamer Strasse - Bautzener Strasse Ecke Yorckstrasse - Katzbachstrasse Ecke Yorckstrasse - Mehringdamm - Flughafen,10,39,bus,West,1967
A20,"Tegelort - Gerlindeweg Ecke Friederikestrasse - Falkenplatz - Freiheitsweg - Heiligenseestrasse Ecke Konradshöherstrasse - Karolinenstrasse Ecke Hermsdorferdamm - U-Bhf. Tegel - Hatzfeldtallee - Martin-Luther-Friedhof - Freie Scholle - Waldhornstrasse - Cyclopstrasse Ecke Waidmannsluster Damm - Oraniendamm Ecke Zabel-Krüger-Damm - Am Vierrutenberg Ecke Zabel-Krüger-Damm - Lübars, Dorfaue",15,39,bus,West,1967
A21,"Wilhelmsruherdamm, Sektorengrenze - Oranienburger Strasse Ecke Wilhelmsruher Damm - Alt-Wittenau Ecke Eichborndamm - Breitenbachstrasse Ecke Eichborndamm - U-Bhf. Scharnweberstrasse - Kurt-Schumacher-Platz - Kaserne Südtor - Heckerdamm Ecke Kurt-Schumacher-Damm - DRK-Krankenhaus - Luisenplatz - Kantstrasse - Stuttgarter Platz - Amtsgericht Charlottenburg - Kurfürstendamm Ecke Joachim-Friedrichstrasse - Bhf. Hohenzollerndamm - U-Bhf. Fehrbelliner Platz",15,52,bus,West,1967
A21E,Alt-Wittenau Ecke Eichborndamm - Oranienburgerstrasse Ecke Wilhelmsruher Damm - Finisterwegstrasse Ecke Eichhorster Weg - Schorfheidestrasse Ecke Wilhelmsruher Damm - Tramper Weg Ecke Dannenwalderweg - Senftenberger Ring,15,16,bus,West,1967
A22,"Hessenwinkel, Lutherstrasse - Fahlenbergstrasse Ecke Fürstenwalder Allee - S-Bhf. Wilhelmshagen - Zentralschule - Waldschänke - S-Bhf. Rahnsdorf - Fichtenau, Post",20,32,bus,Ost,1967
A23,"Falkenhöhe - S-Bhf. Grünbergallee - S-Bhf. Altglienicke - Wolfmarsteig - Altglienicke, Schönefelder Chaussee - Altglienicke, Kirche ",20,20,bus,Ost,1967
A24,Wiebestrasse - Gotzkowskystrasse Ecke Turmstrasse - Stromstrasse Ecke Turmstrasse - Rathenower Strasse Ecke Turmstrasse - Alt-Moabit Ecke Paulstrasse - John-Foster-Dulles-Allee Ecke Spreeweg - Tiergartenstrasse - Lützowplatz - Potsdamer Strasse Ecke Schöneberger Ufer - Hafenplatz - Askanischer Platz - U-Bhf. Hallesches Tor - Alexandrinenstrasse Ecke Neuenburgerstrasse - Gneisenaustrasse Ecke Zossener Strasse - Columbiadamm Ecke Friesenstrasse - Flughafen,15,39,bus,West,1967
A25,"Unionplatz - Gotzkowskybrücke - Hansaplatz - U-Bhf. Ernst-Reuter-Platz - Bhf. Zoo, Jebensstrasse - Berliner Strasse Ecke Bundesallee - Bundesplatz - Kaisereiche - Grazer Platz - Attilaplatz - Tempelhofer Damm Ecke Ordensmeisterstrasse - Gottlieb-Dunkel-Strasse Ecke Germaniastrasse - Britzer Damm Ecke Tempelhofer Weg - U-Bhf. Parchimer Allee - Grüner Weg Ecke Buschkrug Allee",10,59,bus,West,1967
A26,VEB Bautransporte - Bhf. Schöneweide,7.5,5,bus,Ost,1967
A27,"S-Bhf. Kaulsdorf, Planitzstrasse - Chemnitzer Strasse Ecke Alt-Kaulsdorf - Jägerstrasse - Bachwitzerstrasse - S-Bhf. Köpenick - Bahnhofstrasse Ecke Lindenstrasse - Schloßplatz - Wendenschloßstrasse Ecke Müggelheimerstrasse - Köpenick, Krankenhaus - Chausseehaus - Müggelseeperle - Müggelheim",10,41,bus,Ost,1967
A28,U-Bhf. Tempelhof - Boelckestrasse Ecke Manteuffelstrasse - Loewenhardtdamm Ecke Boelckestrasse  - Dudenstrasse Ecke Katsbachstrasse - Yorckstrasse Ecke Großbeerenstrasse - U-Bhf. Mehringdamm - Zossener Strasse Ecke Gneisenaustrasse - Südstern - Urban-Krankenhaus - U-Bhf. Prinzenstrasse - U-Bhf Kottbusser Tor - Oranienstrasse Ecke Adalbertstrasse - Mariannenplatz - U-Bhf. Schlesisches Tor - Heckmannufer,15,35,bus,West,1967
A29,Roseneck - Berkaer Strasse - Bismarckplatz - Henriettenplatz - Joachim-Friedrich-Strasse Ecke Kurfürstendamm - Wilmersdorfer Strasse Ecke Kurfürstendamm - Olivaer Platz - Uhlandstrasse Ecke Kurfürstendamm - Joachimstaler Strasse Ecke Kurfürstendamm - Breitscheidplatz - Wittenbergplatz - Lützowplatz - Lützowstrasse Ecke Potsdamer Strasse - Askanischer Platz - U-Bhf. Kochstrasse - Oranienplatz,10,40,bus,West,1967
A31,U-Bhf. Ruhleben - Stresowplatz - Rathaus Spandau - Nauener Strasse - Magistratsweg - Heidebergplan,20,28,bus,West,1967
A32,"Breitenbachplatz - Rathaus Steglitz - Leonorenstrasse Ecke Kaiser-Wilhelm-Strasse - Lankwitz, Kirche - Marienfelder Allee Ecke Hildburghauserstrasse - Marienfelde, Bahnstrasse",6,28,bus,West,1967
A33,Berlinickestrasse Ecke Albrechtstrasse - Handjeryplatz - Heinrich-Seidel-Strasse Ecke Steglitzer Damm - Kaiserstrasse Ecke Gersdorferstrasse - Mariendorfer Damm Ecke Kaiserstrasse - Dirschelweg Ecke Rixdorferstrasse,7.5,20,bus,West,1967
A34,"Spandau, Wasserwerk - Spandau, Friedhof - Askanierring Ecke Falkenhagener Strasse - Wröhmännerpark - Rathaus Spandau - Wilhelmstrasse Ecke Pichelsdorferstrasse - Adamstrasse Ecke Pichelsdorferstrasse - Heerstrasse Ecke Gatower Strasse - Weinmeisterhornweg Ecke Gatower Strasse - Gatow, Kirche - Großglienicker Weg Ecke Alt-Gatow - Krankenhaus Hohengatow - Krankenhaus Havelhöhe - Alt-Kladow Ecke Kladower Damm - Schwiezerhaus - Gutshof",20,51,bus,West,1967
A34E,Alt-Gatow Ecke Groß-Glienicker Weg - Siedlung Habichtswald,17,8,bus,West,1967
A35,"U-Bhf. Ruhleben - Teltowerstrasse Ecke Ruhlebenerstrasse - Kroweistrasse Ecke Weißenburgerstrasse - Adamstrasse Ecke Wilhelmstrasse - Heerstrasse Ecke Gatowerstrasse - Weinmeisterhornweg Ecke Gatowerstrasse - Gatow, Kirche - Krankenhaus Hohengatow - Krankenhaus Havelhöhe - Alt-Kladow Ecke Kladower Damm - Krampnitzer Weg Ecke Sakrower Landstrasse - Hottengrund",20,35,bus,West,1967
A35E,"Altenheim Hottengrund - Pottensteiner Weg Ecke Selbitzer Strasse - Selbitzer Strasse Ecke Krampnitzer Weg - Kladow, Dorfplatz - Alt-Kladow Ecke Kladower Damm",40,7,bus,West,1967
A36,"Zentralflughafen - Schönefeld, Kirche - Bhf. Schönefeld - Gartenstrasse - S-Bhf. Grünbergallee - Bohnsdorf, Kirche - Gartenstadtweg - S-Bhf. Grünau",20,21,bus,Ost,1967
AD/38,"Diepensee - Kienberg - Waltersdorf - Bohnsdorf, Waldstrasse - Joachimstrasse - S-Bhf. Grünau",20,26,bus,Ost,1967
A39,"Wartenberg, Siedlung - Wartenberg, Schule - Wartenberg, Lindenbergerstrasse - Falkenberger Chaussee Ecke Wartenbergerstrasse - Arnimstrasse Ecke Wartenbergerstrasse - Kolonie ""Land in Sonne"" - Hohenschönhausen, Falkenberger Strasse",15,13,bus,Ost,1967
A4,Brixplatz - Theodor-Heuss-Platz - Messedamm - Henriettenplatz - Hochmeisterplatz - U-Bhf. Fehrbelliner Platz - Bundesallee Ecke Badenische Strasse - Rathaus Schöneberg - Hauptstrasse Ecke Dominicusstrasse - Kaiser-Wilhelm-Platz - U-Bhf. Flughafen - Friesenstrasse Ecke Columbiadamm - U-Bhf. Boddinstrasse - Kienitzer Strasse Ecke Hermannstrasse - U-Bhf. Karl-Marx-Strasse - Sonnenallee Ecke Erkstrasse - Teuptitzerstrasse Ecke Kiehl-Ufer,10,55,bus,West,1967
A41,"Gradestrasse Ecke Tempelhofer Weg - U-Bhf. Blaschko-Allee - Parachimer Allee Ecke Buschkrug Allee - Grüner Weg Ecke Buschkrug Allee - Krankenhaus Neukölln - Zwickauer Damm Ecke Neuköllnerstrasse - Schönefelderstrasse Ecke Neuköllnerstrasse - Rudow Stadtgrenze, Waltersdorfer Chaussee",20,27,bus,West,1967
A42,"Buch, Kiesgruben - Ludwig-Hoffmann-Krankenhaus - Karower Strasse, Alt-Buch - Strasse 78 - Alt-Karow - Güteraußenring - Georgenstrasse - Blankenburg, Bahnhofstrasse - Heinersdorf, Kirche - Am Steinberg - Prenzlauer Promenade Ecke Ostseestrasse - Ostseestrasse",10,32,bus,Ost,1967
A43,"Bürknersfelde - Marzahn, Berliner Chaussee - Kolonie Springpfuhl - Marzahner Chaussee, Schule - S-Bhf. Friedrichsfelde-Ost - Alt-Friedrichsfelde, Am Tierpark - U-Bhf. Friedrichsfelde - Hans-Loch-Strasse, Schule - S-Bhf. Nöldnerplatz",20,24,bus,Ost,1967
A43/R,"Friedrichsfelde, Kirche - U-Bhf. Friedrichsfelde - Lincolnstrasse Ecke Rummelsburgerstrasse - Weitlingstrasse Ecke Rummelsburgerstrasse - S-Bhf. Nöldnerplatz",20,7,bus,Ost,1967
A44,"Hönow, Nord - Hönow, Dorfstrasse - Greifswalder Strasse - Am Rosenhag - S-Bhf. Mahlsdorf",18,23,bus,Ost,1967
A44E,S-Bhf. Mahlsdorf - Am Rosenhag - Hönowerstrasse Ecke Greifswalderstrasse - Am Rosenhag - S-Bhf. Mahlsdorf,10,17,bus,Ost,1967
A45,"Wilhelmsruh, Schillerstrasse - Hauptstrasse Ecke Edelweißstrasse - Heinrich-Mann-Platz - Pankow, Kirche - Prenzlauer Promenade Ecke Kissingenstrasse - Am Steinberg - Hamburger Platz - Lichtenberger Strasse Ecke Klement-Gottwald-Allee - Klement-Gottwald-Allee Ecke Rennbahnstrasse - Weißensee, Schwarzelfenweg",12,39,bus,Ost,1967
A46,"Ahrensfeld, Kirche - LPG Falkenberg - Malchower Weg - Buschallee Ecke Klement-Gottwald-Allee - Feldtmannstrasse - Malchow, Dorfstrasse",15,30,bus,Ost,1967
A47,"Bhf. Schöneweide - Sterndamm - Johannisthaler Chaussee - Baumschulenstrasse  Ecke Südostallee - S-Bhf. Baumschulenweg - Treptow, Rathaus - Sowjetisches Ehrenmal - S-Bhf. Treptower Park",10,26,bus,Ost,1967
A48,Bhf. Schöneweide - Königsheideweg - Lindhorstweg - Stubenrauchstrasse - Lindhorstweg - Königsheideweg - Bhf. Schöneweide,5,17,bus,Ost,1967
A48,"Potsdamer Strasse Ecke Fischerhüttenstrasse - Teltower Damm Ecke Potsdamerstrasse - Sundgauer Strasse Ecke Berlinerstrasse - Dahlemer Weg Ecke Berlinerstrasse - Drakestrasse Ecke Unter den Eichen - Hindenburgdamm Ecke Schloßstrasse - Rathaus Steglitz - Bundesallee Ecke Rheinstrasse - Kaisereiche - Innsbrucker Platz - Kaiser-Wilhelm-Platz - Goeben-/Pallasstrasse - U-Bhf. Bülowstrasse - Philharmonie, Tiergartenstrasse",12,39,bus,West,1967
A49,"Bhf. Kaulsdorf, Bausdorfstrasse - Ridbacher Strasse - Grottkauer Strasse - Uckermarkstrasse - Bhf. Kaulsdorf, Bausdorfstrasse",20,14,bus,Ost,1967
A5,U-Bhf. Ruhleben - Stresowplatz - Rathaus Spandau - Falkenseer Chaussee - Waldkrankenhaus - Nervenklinik,10,30,bus,West,1967
A50,"Niederschönhausen, Rolandstrasse - Ossietzkyplatz - Kurt-Fischer-Platz - Pankow, Rathaus - Mühlenstrasse Ecke Florastrasse - U-Bhf. Pankow (Vinetastrasse)",10,15,bus,Ost,1967
A50,Roseneck - Forckenbeckstrasse Ecke Hohenzollern Damm - Rudolfstadtstrasse Ecke Hohenzollern Damm - U-Bhf. Fehrbelliner Platz - Uhlandstrasse Ecke Güntzelstrasse - Bundesallee Ecke Trautenaustrasse - Martin-Luther-Strasse Ecke Hohenstaufenstrasse - Potsdamerstrasse Ecke Pallasstrasse - Goebenstrasse Ecke Bülowstrasse,10,25,bus,West,1967
51B,S-Bhf. Buch - Karowerstrasse - Akademie der Wissenschaften,20,5,bus,Ost,1967
