line_name,type,east-west,Stops,Frequency,Length (time),Length (km),year,Route
9,bus,West,Flughafen Berlin-Tegel - Flugsteig 15 - Haupthalle - Verwaltungsgebäude/Luftfracht - U-Bhf. Jakob-Kaiser-Platz - Jakob-Kaiser-Platz - Bhf. Jungfernheide - Luisenplatz - Kantstrasse - U-Bhf. Adenauerplatz - Olivaer Platz/Leibnizstrasse - Bleibtreustrasse - U-Bhf. Uhlandstrasse - U-Bhf. Kurfürstendamm - U-Bhf. Zoologischer Garten - Breitscheidplatz - Bayreutherstrasse - Landgrafenstrasse - Lützowplatz - Budapesterstrasse,15,40,,1980,
92,bus,Ost,S-Bhf. Marzahn - Stadtberg - Alt-Marzahn - Elisabethstrasse - Cecilienstrasse - S-Bhf. Biesdorf,20,17,,1980,
93,bus,Ost,"Lindenhof - Fanningerstrasse - Frankfurter Allee - Bhf. Lichtenberg - Zentralfriedhof - Kinderkrankenhaus Lindenhofstrasse",20,8,,1980,
94,bus,Ost,U-Bhf. Tierpark - Zwieselerstrasse - Robert-Siewert-Strasse - Frankestrasse - U-Bhf. Tierpark,20,13,,1980,Rundverkehr Kein Verkehr zwischen 7:40 und 13:40
94,bus,West,"Heerstrasse Ecke Reimerweg - Wilhelmstrasse - Gatowerstrasse - Pichelsdorferstrasse - Alt-Pichelsdorf/Freybrücke - Pichelswerder - Stößenseebrücke - Scholzplatz - Reichssportfeldstrasse - Mohrunger Allee - Preußenallee - U-Bhf. Theodor-Heuss-Platz - Ausstellungshallen - ICC/Omnibusbahnhof - Dernburgstrasse - Kuno-Fischer-Strasse - Suarezstrasse/Amtsgericht - Kaiser-Friedrich-Strasse - U-Bhf. Wilmersdorferstrasse - Leibnizstrasse - Schlüterstrasse - Savignyplatz - Uhlandstrasse - Joachimstalerstrasse - Zoo, Hardenbergplatz",10,41,,1980,
95,bus,Ost,"S-Bhf. Marzahn - Murtzaner Ring - Elisabethstrasse - Zentrale Baustelleneinrichtung - LPG Edwin-Hoernle - Hellersdorf - S-Bhf. Kaulsdorf - Am Rosenhag - Lemkestrasse - Mahlsdorf, Greifswalderstrasse",30,39,,1980,
95,bus,West,Sonnenallee Ecke Peter-Anders-Strasse - Schulenburg-Park - Planetenstrasse - Dammweg - Ziegrastrasse - Saalestrasse - Mareschstrasse - Hertzbergplatz - Geygerstrasse - Wildenbruchstrasse - Fuldastrasse - Pannierstrasse - Sonnenallee - Hermannplatz - Schönleinstrasse - Grimmstrasse - Geibelstrasse/Urban-Krankenhaus - Baerwaldstrasse - Blücherstrasse - Johanniterstrasse - Neuenburgerstrasse - Alte Jakobstrasse - Gitschinerstrasse - U-Bhf. Hallesches Tor,12,25,,1980,
96,bus,Ost,S-Bhf. Nöldnerplatz - Kraftwerk Klingenberg - IFA-Vertrieb - Bhf. Karlshorst - U-Bhf. Tierpark - Mellenseestrasse - Weitlingstrasse - S-Bhf. Nöldnerplatz,15,29,,1980,Rundverkehr Kein Verkehr zwischen 7:58 und 13:28
96,bus,West,Platz der Luftbrücke - Manfred-v.-Richthofen-Strasse - Bayernring - Schreiberring - Adolf-Scheidt-Platz/Krankenhaus - Hoeppnerstrasse - Berlinickeplatz - Albrechtstrasse - Friedrich-Wilhelm-Strasse - Attilaplatz - Paul-Schmidt-Strasse - Röblingstrasse - Steglitzer Damm - Crailsheimerstrasse - Alt-Lankwitz/Krankenhaus - Bruchwitzstrasse - Lankwitz/Kirche - Seydlitzstrasse - Amalienstrasse - Kranoldplatz - Morgensternstrasse - Ostpreußendamm - Osdorferstrasse - Wismarerstrasse - Lichterfelde Lindenstrasse,12,34,,1980,
97,bus,West,"Heerstrasse/Stadtgrenze - Reimerweg - Magistratsweg - Sandstrasse - Wilhelmstrasse - Gatowerstrasse - Jaczostrasse - Pichelsdorferstrasse - Genfenbergstrasse - Adamstrasse - Weißenburgerstrasse - Metzerstrasse - Ruhlebenerstrasse - Rathaus Spandau - Spandau, Markt - Am Juliusturm - Wröhmännerpark - Triftstrasse - Parkstrasse/Lynarstrasse - Schäferstrasse - Hohenzollernring - Rauchstrasse - Mertensstrasse - Werderstrasse - Hakenfelde Aalemannufer",20,37,,1980,
99,bus,West,"Wedding, Gartenplatz - Brunnenstrasse - U-Bhf. Gesundbrunnen - U-Bhf. Pankstrasse - Nettelbeckplatz - Müllerstrasse - Rathenowerstrasse - Wilhelmshavenerstrasse - Beusselstrasse - Wiebestrasse - Lise-Meitner-Strasse - Tegeler Weg/DRK-Krankenhaus - Jakob-Kaiser-Platz - U-Bhf. Rohrdamm - Paulsternstrasse - Gartenfelderstrasse - Carl-Schurz-Strasse - Rathaus Spandau - Zeppelinstrasse - Falkenseer Chaussee - Wasserwerkstrasse - Stadtrandstrasse - Spandau Freudstrasse",12,75,,1980,
E,bus,West,Wannsee Kronprinzessinenweg - Nibelungenstrasse - Isoldestrasse - Drewitz,60,,,1980,
S-Bhf. Friedrichshagen <> Alt-Rüdersdorf,strassenbahn,Ost,S-Bhf. Friedrichshagen - Brösenerstrasse - Waldstrasse - Goethepark - Rahnsdorferstrasse - Dorfstrasse - Thälmannpark - Schillerstrasse - Grätzwalde - Jägerstrasse - Kalkbergerstrasse - Berghof-Weiche - Berghof - Torellplatz - Kulturhaus - Rathaus - Breitscheidstrasse - Brückenstrasse - Alt-Rüdersdorf,20,40,,1980,
S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse,strassenbahn,Ost,S-Bhf. Rahnsdorf - Goethestrasse - Eichendamm - Lerchenstrasse - Fasanenstrasse - Thälmannplatz - Blumenstrasse - Krankenhaus - Woltersdorfer Schleuse,20,,,1980,
A,u-bahn,Ost,Pankow (Vinetastrasse) – Schönhauser Allee – Dimitroffstrasse – Senefelderplatz – Rosa-Luxemburg-Platz – Alexanderplatz – Klosterstrasse – Märkisches Museum – Spittelmarkt – Hausvogteiplatz – Stadtmitte – Thälmannplatz,2.5,19,,1980,
E,u-bahn,Ost,Alexanderplatz – Schillingstrasse – Strausberger Platz – Marchlewskistrasse – Frankfurter Tor – Samariterstrasse – Frankfurter Allee – Magdalenenstrasse – Lichtenberg – Friedrichsfelde – Tierpark,5,16,,1980,
KBS 100,s-bahn,Ost,Friedrichstrasse – Marx-Engels-Platz – Alexanderplatz – Jannowitzbrücke – Ostbahnhof – Warschauerstrasse – Ostkreuz – Nöldnerplatz – Lichtenberg – Friedrichsfelde Ost – Biesdorf – Kaulsdorf – Mahlsdorf – Hoppegarten (Mark) – Neuenhagen (b Bln) – Fredersdorf (b Bln) – Petershagen Nord – Strausberg – Strausberg Stadt – Strausberg Nord ,20,65,,1980,
KBS 101,s-bahn,Ost,Warschauerstrasse – Ostkreuz – Nöldnerplatz – Lichtenberg – Friedrichsfelde Ost – Springpfuhl – Karl-Maron-Strasse – Marzahn,20,18,,1980,
KBS 105,s-bahn,Ost,Friedrichstrasse –  Marx-Engels-Platz – Alexanderplatz – Jannowitzbrücke – Ostbahnhof – Warschauerstrasse – Ostkreuz – Rummelsburg – Betriebsbhf. Rummelsburg – Karlshorst – Wuhlheide – Köpenick – Hirschgarten – Friedrichshagen – Rahnsdorf – Wilhelmshagen – Erkner,20,45,,1980,
KBS 110,s-bahn,Ost,Friedrichstrasse –  Marx-Engels-Platz – Alexanderplatz – Jannowitzbrücke – Ostbahnhof – Warschauerstrasse (< Ostkreuz) – Treptower Park – Plänterwald – Baumschulenweg – Schöneweide – Betriebsbhf. Schöneweide – Adlershof – Grünau – Eichwalde – Zeuthen – Wildau – Königs Wusterhausen,51,20,,1980,
KBS 115,s-bahn,Ost,Friedrichstrasse – Marx-Engels-Platz – Alexanderplatz – Jannowitzbrücke – Ostbahnhof – Warschauerstrasse (< Ostkreuz) – Treptower Park – Plänterwald – Baumschulenweg – Schöneweide – Betriebsbhf. Schöneweide – Adlershof – Altglienicke – Grünbergallee – Flughafen Berlin-Schönefeld,20,39,,1980,
KBS 140 ,s-bahn,Ost,Oranienburg – Lehnitz – Borgsdorf – Birkenwerder – Hohen Neuendorf (b Bln) – Bergfelde (b Bln) – Schönfließ – Blankenburg – Pankow-Heinersdorf – Pankow – Schönhauser Allee – Prenzlauer Allee – Greifswalderstrasse – Leninallee – Storkowerstrasse – Frankfurter Allee – Ostkreuz – Treptower Park – Plänterwald – Baumschulenweg – Schöneweide – Betriebsbhf. Schöneweide – Adlershof – Altglienicke – Grünbergallee – Flughafen Berlin-Schönefeld,20,85,,1980,
KBS 141,s-bahn,Ost,Bernau (b Bln) – Zepernick (b Bernau) – Röntgental – Buch – Karow – Blankenburg – Pankow-Heinersdorf – Pankow – Schönhauser Allee – Prenzlauer Allee – Greifswalderstrasse – Leninallee – Storkowerstrasse – Frankfurter Allee – Ostkreuz – Treptower Park – Plänterwald – Baumschulenweg – Schöneweide – Betriebsbhf. Schöneweide – Adlershof – Grünau – Eichwalde – Zeuthen,20,64,,1980,
KBS 142,s-bahn,Ost,Blankenburg – Pankow-Heinersdorf – Pankow – Schönhauser Allee – Prenzlauer Allee – Greifswalderstrasse – Leninallee – Storkowerstrasse – Frankfurter Allee – Ostkreuz – Treptower Park – Plänterwald – Baumschulenweg – Schöneweide – Oberspree – Spindlersfeld,20,42,,1980,
KBS 143,s-bahn,Ost,Alexanderplatz – Jannowitzbrücke – Ostbahnhof – Warschauerstrasse (> Ostkreuz) – Frankfurter Allee – Storkowerstrasse – Leninallee – Greifswalderstrasse – Prenzlauer Allee – Schönhauser Allee – Pankow – Pankow-Heinersdorf – Blankenburg – Karow – Buch,20,43,,1980,
1,u-bahn,West,Schlesisches Tor – Görlitzer Bahnhof (Oranienstrasse) – Kottbusser Tor – Prinzenstrasse – Hallesches Tor – Möckernbrücke – Gleisdreieck – Kurfürstenstrasse – Nollendorfplatz – Wittenbergplatz – Zoologischer Garten – Ernst-Reuter-Platz – Deutsche Oper – Bismarckstrasse – Sophie-Charlotte-Platz – Kaiserdamm – Theodor-Heuss-Platz – Neu-Westend – Olympia-Stadion – Ruhleben,2.5,33,,1980,
2,u-bahn,West,Wittenbergplatz – Augsburgerstrasse – Spichernstrasse (Bundesallee) – Hohenzollernplatz – Fehrbelliner Platz – Heidelberger Platz – Rüdesheimer Platz – Breitenbachplatz – Podbielskiallee – Dahlem-Dorf – Thielplatz – Oskar-Helene-Heim – Onkel Toms Hütte – Krumme Lanke,5,22,,1980,
3,u-bahn,West,Wittenbergplatz – Kurfürstendamm (Joachimstalerstrasse) – Uhlandstrasse,10,2.5,,1980,
4,u-bahn,West,Nollendorfplatz – Viktoria-Luise-Platz – Bayerischer Platz – Rathaus Schöneberg – Innsbrucker Platz (Hauptstrasse),5,6,,1980,
6,u-bahn,West,Tegel – Borsigwerke – Holzhauserstrasse – Seidelstrasse – Scharnweberstrasse – Kurt-Schumacher-Platz – Afrikanischestrasse (Friedrich-Ebert-Siedlung) – Rehberge – Seestrasse – Leopoldplatz – Wedding – Reinickendorferstrasse – Friedrichstrasse – Kochstrasse – Hallesches Tor – Mehringdamm – Platz der Luftbrücke – Paradestrasse – Tempelhof – Alt-Tempelhof – Kaiserin-Augusta-Strasse – Ullsteinstrasse – Westpfahlweg – Alt-Mariendorf,3,13,,1980,
7,u-bahn,West,Rohrdamm – Siemensdamm – Halemweg – Jakob-Kaiser-Platz – Jungfernheide – Mierendorffplatz – Richard-Wagner-Platz – Bismarckstrasse – Wilmersdorferstrasse – Adenauerplatz – Konstanzerstrasse – Fehrbelliner Platz – Blissestrasse – Berlinerstrasse – Bayerischer Platz – Eisenacherstrasse – Kleistpark – Yorckstrasse – Möckernbrücke – Mehringdamm – Gneisenaustrasse – Südstern – Hermannplatz – Rathaus Neukölln – Karl-Marx-Strasse – Neukölln – Grenzallee – Blaschkoallee – Parchimer Allee – Britz-Süd – Johannisthaler Ch. (Gropiusstadt) – Lipschitzallee – Wutzkyallee – Zwickauer Damm – Rudow,3.25,13,,1980,
8,u-bahn,West,Osloerstrasse – Pankstrasse – Gesundbrunnen – Voltastrasse – Moritzplatz – Kottbusser Tor – Kottbusser Damm (Schönleinstrasse) – Hermannplatz – Boddinstrasse – Leinestrasse,6,23,,1980,
9,u-bahn,West,Osloerstrasse – Nauener Platz – Leopoldplatz – Amrumerstrasse (Rudolf-Virchow-Krankenhaus) – Putlitzstrasse (Westhafen) – Birkenstrasse – Turmstrasse – Hansaplatz – Zoologischer Garten – Kurfürstendamm (Joachimstalerstrasse) – Spichernstrasse (Bundesallee) – Güntzelstrasse – Berlinerstrasse – Bundesplatz – Friedrich-Wilhelm-Platz – Walther-Schreiber-Platz – Schloßstrasse – Rathaus Steglitz,3.25,22,,1980,
KBS 152,s-bahn,West,Frohnau – Hermsdorf – Waidmannslust – Wittenau (Nordbahn) – Wilhelmsruh – Schönholz – Wollankstrasse – Gesundbrunnen – Humboldthain – Friedrichstrasse – Anhalter Bahnhof – Yorckstrasse – Papestrasse – Priesterweg – Mariendorf – Marienfelde – Buckower Ch. – Lichtenrade,,,,1980,
KBS 153,s-bahn,West,Heiligensee – Schulzendorf (b Tegel) – Tegel – Eichbornstrasse – Wittenau (Kremmener Bahn) – Reinickendorf – Schönholz – Wollankstrasse – Gesundbrunnen – Humboldthain – Friedrichstrasse – Anhalter Bahnhof – Yorckstrasse – Papestrasse – Priesterweg – Südende – Lankwitz – Lichterfelde Ost – Lichterfelde Süd,,,,1980,
KBS 156,s-bahn,West,Friedrichstrasse – Lehrter Stadtbahnhof – Bellevue – Tiergarten – Zoologischer Garten – Savignyplatz – Charlottenburg – Westkreuz – Grunewald – Nikolassee – Wannsee,,,,1980,
