,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
103,Betriebsbahnhof Rummelsburg,s-bahn,['KBS 102'],"52.4939,13.4978",Q829009,KBS 102+ KBS 102+ KBS 102,Betriebsbahnhof Rummelsburg station+ Betriebsbahnhof Rummelsburg station+ Betriebsbahnhof Rummelsburg station
104,Betriebsbahnhof Schöneweide,s-bahn,"['KBS 100a', 'KBS 103']","52.44676,13.52391",Q4526101,"KBS 103,KBS 100a+ KBS 103,KBS 100a,KBS 106+ KBS 106a,KBS 103,KBS 103a",Berlin-Johannisthal railway station+ Berlin-Johannisthal railway station+ Berlin-Johannisthal railway station
105,Beusselstr.,s-bahn,"['KBS 100', 'KBS 103a']","52.534444444444,13.329166666667",Q323219,"KBS 100c,KBS 103a,KBS 100+ KBS 100+ KBS 100a,KBS 100",Berlin Beusselstraße station+ Berlin Beusselstraße station+ Berlin Beusselstraße station
106,Bhf. Ahrensfelde,bus,['A46'],,,,
107,Bhf. Alexanderplatz,bus,['A9'],,,,
108,Bhf. Botanischer Garten,strassenbahn,"['77', '78']","52.44730098506532, 13.3083006582632",nan,"77,78+ 77,78",Bhf. Botanischer Garten+ Bhf. Botanischer Garten
109,Bhf. Buckower Chaussee,bus,['A52'],"52.41109589500145, 13.382466497921738",nan,A52+ A52,Bhf. Buckower Chaussee+ Bhf. Buckower Chaussee
110,Bhf. Eichbornstrasse,bus,"['A21', 'A15']","52.57760143817809, 13.31554154716",nan,"A21,A15+ A15,A21",Bhf. Eichbornstrasse+ Bhf. Eichbornstrasse
111,Bhf. Frohnau,bus,"['A12', 'A15', 'A12S']","52.63311782571585, 13.28947655939645",nan,"A12,A15,A12S+ A15,A12",Bhf. Frohnau+ Bhf. Frohnau
112,Bhf. Gesundbrunnen,strassenbahn,"['36', '28', '29', '24']","52.54913505997412, 13.38715173368261",nan,25,Bhf. Gesundbrunnen
113,Bhf. Grunewald,bus,['A17'],"52.488010147803465, 13.26315524644143",nan,A17+ A17,"Bhf. Grunewald, Karmielplatz+ Bhf. Grunewald, Karmielplatz"
114,Bhf. Grünau,strassenbahn,['86'],"52.413493,13.5746802",Q62470512,86,S-Bahnhof Grünau (tram stop)
115,Bhf. Halensee,bus,"['A19', 'A4', 'A29', 'A10']","52.496865585452014, 13.289557340809273",nan,"A66,A4,A69,A19,A29,A10+ A10,A29,A4,A19,A69",Bhf. Halensee+ Bhf. Halensee
116,Bhf. Heerstrasse,strassenbahn,['75'],"52.50857975740797, 13.258353900023156",nan,"76,75+ 75,76",Bhf. Heerstrasse+ Bhf. Heerstrasse
117,Bhf. Heiligensee,bus,['A14'],"52.625151238346696, 13.229659068045944",nan,A14+ A14,Bhf. Heiligensee+ Bhf. Heiligensee
118,Bhf. Hermannstrasse,strassenbahn,['27'],"52.4676866643192, 13.431210901516543",nan,27+ 27,Bhf. Hermannstrasse+ Bhf. Hermannstrasse
119,Bhf. Hermsdorf,bus,['A15'],"52.61953939324446, 13.30416069232153",nan,A15+ A15+ A15,Bhf. Hermsdorf+ Bhf. Hermsdorf+ Bhf. Hermsdorf
120,Bhf. Hohen Neuendorf,bus,['AN'],,,,
121,Bhf. Hohenzollerndamm,bus,"['A21', 'A50']","52.48832716566947, 13.301436926268025+52.488411167563925, 13.302041677512456",nan,"A65,A21,AS3,A50+ A65,A21,A50,AS3+ A21",Bhf. Hohenzollerndamm+ Bhf. Hohenzollerndamm+ nan
122,Bhf. Jannowitzbrücke,strassenbahn,"['11', '64']",,,,
123,Bhf. Jungfernheide,bus,['A21'],"52.530138785889896, 13.296018817180764",nan,"A65,A21,A62+ A65,A21,A62+ A62",Bhf. Jungfernheide+ Bhf. Jungfernheide+ Bhf. Jungfernheide
124,Bhf. Jungfernheide,strassenbahn,"['35', '55']","52.53103413649224, 13.300559481238167",nan,"35,55+ 55",Bhf. Jungfernheide+ Bhf. Jungfernheide
125,Bhf. Lichtefelde-Ost,strassenbahn,['96'],,,,
126,Bhf. Lichtenberg,bus,"['A37', 'O37', 'O30']","52.5112875601879, 13.499591119128855",nan,"O37,O30+ O30,O37+ O37,O30",Bhf. Lichtenberg+ Bhf. Lichtenberg+ Bhf. Lichtenberg
127,Bhf. Lichtenberg,strassenbahn,['69'],"52.5123603,13.4977547",Q66013733,"69E,69+ 69+ 69,69E",S+U Lichtenberg/Siegfriedstraße+ S+U Lichtenberg/Siegfriedstraße+ S+U Lichtenberg/Siegfriedstraße
128,Bhf. Lichtenrade,strassenbahn,['99'],"52.38669305818232, 13.39694576786419",nan,99,Bhf. Lichtenrade
129,Bhf. Lichterfelde-Ost,bus,['A11'],"52.42911680950547, 13.329847267881705",nan,A11+ A11,Bhf. Lichterfelde-Ost+ Bhf. Lichterfelde-Ost
130,Bhf. Lichterfelde-Ost,strassenbahn,['73'],"52.4289149405705, 13.329002919186095",nan,"73,96+ 73,96",Bhf. Lichterfelde-Ost+ Bhf. Lichterfelde-Ost
131,Bhf. Lichterfelde-West,bus,['A11'],"52.44397675869793, 13.295628699942629",nan,A11+ A11+ A11,Bhf. Lichterfelde-West+ Bhf. Lichterfelde-West+ Bhf. Lichterfelde-West
132,Bhf. Lichterfelde-West,strassenbahn,"['77', '78']","52.442695165817675, 13.297046489476738",nan,"77,78+ 77,78",Bhf. Lichterfelde-West+ Bhf. Lichterfelde-West
133,Bhf. Mariendorf,bus,['A33 (Obus)'],"52.446757741789085, 13.360550212856184",nan,A33+ A33,Bhf. Mariendorf (Attilastrasse)+ Bhf. Mariendorf (Attilastrasse)
134,Bhf. Mariendorf,strassenbahn,['96'],"52.447078310256, 13.361439800164863",nan,96+ 96,Bhf. Mariendorf+ Bhf. Mariendorf
135,Bhf. Marienfelde,bus,['A32 (Obus)'],"52.42342246533686, 13.374664175181172",nan,"A32+ A32,A77+ A77,A32",Bhf. Marienfelde+ Bhf. Marienfelde+ Bhf. Marienfelde
136,Bhf. Marienfelde,strassenbahn,['15'],"52.42613307832105, 13.375057660174704",nan,15+ 15,Bhf. Marienfelde+ Bhf. Marienfelde
137,Bhf. Nikolassee,bus,['A3'],"52.43378197004219, 13.193152057415048",nan,A3+ A3,Bhf. Nikolassee+ Bhf. Nikolassee
138,Bhf. Papestrasse,strassenbahn,['60'],"52.474088737380455, 13.363804736501839",nan,"6,60+ 60",Bhf. Papestrasse+ Bhf. Papestrasse
139,Bhf. Pulitzstrasse,bus,['A16'],,,,
140,Bhf. Rosenthal,strassenbahn,['22'],"52.598664,13.3726652",Q65364041,22+ 22,Rosenthal Nord+ Rosenthal Nord
141,Bhf. Schulzendorf,bus,['A14'],"52.61386001623567, 13.245879660333635",nan,A14+ A14,Bhf. Schulzendorf+ Bhf. Schulzendorf
142,Bhf. Schöneweide,bus,['A47'],"52.45374952013775, 13.510200397684477",nan,"A47+ A47,Flughafen Schönefeld <> Strausberger Platz,A26+ A26,A47,A48","Bhf. Schöneweide, Sterndamm+ Bhf. Schöneweide, Sterndamm+ Bhf. Schöneweide, Sterndamm"
143,Bhf. Schöneweide,strassenbahn,['69'],"52.45640818289644, 13.509916574756422",nan,"87,92,69E,69+ 95,69,92+ 85,69E,92,87,69,95",Bhf. Schöneweide+ Bhf. Schöneweide+ Bhf. Schöneweide
144,Bhf. Sonnenallee,strassenbahn,"['15', '94', '95']","52.47414312526527, 13.455499525035636",nan,"95,15+ 15,95",Bhf. Sonnenallee+ Bhf. Sonnenallee
145,Bhf. Spandau,bus,['A31'],,,,
146,Bhf. Spandau,strassenbahn,['54'],"52.53469533777715, 13.199489615484376",nan,"53,54",nan
147,Bhf. Spandau-West,bus,['A5'],"52.53497194201396, 13.198460334945361",nan,"A63,A5+ A63,A5+ A63",Bhf. Spandau-West+ Bhf. Spandau-West+ Bhf. Spandau-West
148,"Bhf. Stalineallee, Gürtelstrasse",strassenbahn,['3'],,,,
149,Bhf. Steglitz,bus,['A33 (Obus)'],"52.4567389564548, 13.32114701824465",nan,"A33,A68+ A33",Bhf. Steglitz+ Bhf. Steglitz
150,Bhf. Steglitz,strassenbahn,"['44', '40']","52.45628485348418, 13.322383851748043",nan,44,Bhf. Steglitz
151,Bhf. Südende,bus,['A33 (Obus)'],"52.44906892859584, 13.354097834514832",nan,A33+ A33,Bhf. Südende+ Bhf. Südende
152,Bhf. Tegel,bus,"['A13', 'A20']",,,,
153,Bhf. Tempelhof,strassenbahn,['99'],,,,
154,Bhf. Waidmannslust,bus,['A20'],"52.60711750606285, 13.32022370793147",nan,A20+ A20,Bhf. Waidmannslust+ Bhf. Waidmannslust
155,Bhf. Wannsee,bus,"['A6', 'A51', 'A3']","52.42151302311533, 13.17810256503659",nan,"A6,A51,A3+ A3,A51,A6+ AS4,A3,A51,A6",Bhf. Wannsee+ Bhf. Wannsee+ Bhf. Wannsee
156,Bhf. Warschauer Brücke,strassenbahn,"['4', '3']","52.5080429,13.4505973",Q65706190,"4,3",S Warschauer Straße
157,Bhf. Wilhelmsruh,strassenbahn,['36'],"52.581085096062374, 13.3634387891469",nan,35,Bhf. Wilhelmsruh
158,Bhf. Wittenau,bus,['A15'],"52.59721246906266, 13.332631469768408",nan,A15+ A15,Bhf. Wittenau+ Bhf. Wittenau
159,"Bhf. Wittenau, Nordbahn, Cyclopstrasse",strassenbahn,['68'],,,,
160,Bhf. Witzleben,bus,['A10'],,,,
161,Bhf. Wollankstrasse,strassenbahn,"['23', '24']",,,,
162,Bhf. Yorckstrasse,bus,['A19'],"52.49297747613118, 13.369530914840707",nan,A19+ A19,Bhf. Yorckstrasse+ Bhf. Yorckstrasse
163,Bhf. Zehlendorf,bus,"['A1', 'A3E', 'A10']","52.43121177777893, 13.259164408129196",nan,"A1,A53+ A1,A53",Bhf. Zehlendorf+ Bhf. Zehlendorf
164,Bhf. Zehlendorf-West,bus,['A3'],,,,
165,Bhf. Zoo,bus,"['A2', 'A25']","52.506232782829265, 13.332362081097921",nan,"A25,AS3,A2,AS2,A62,AS1+ A73,AS2,AS3,A25,A62,AS1,A2+ A2,A62,AS2s,A25,AS3s,AS4,A73,AS1s",Bhf. Zoo+ Bhf. Zoo+ Bhf. Zoo
166,Bhf. Zoo,strassenbahn,"['6', '51', '25', '2', '55', '77', '78', '54']","52.50719345524868, 13.332629878993917",nan,"77,78,54,25,55,6,2,53+ 2,55,77,78+ 55",Bhf. Zoo+ Bhf. Zoo+ Bhf. Zoo
167,"Bhf. Zoo, Kantstrasse",strassenbahn,['75'],"52.50540350310839, 13.330367559360592",nan,"75+ 75,76+ 75,76","Bhf. Zoo, Kantstrasse+ Bhf. Zoo, Kantstrasse+ Bhf. Zoo, Kantstrasse"
168,Biesdorf,s-bahn,['KBS 101'],"52.5131,13.5554",Q4892357,KBS 101+ KBS 101+ KBS 101,Berlin-Biesdorf station+ Berlin-Biesdorf station+ Berlin-Biesdorf station
169,Birkbuschstrasse Ecke Siemensstrasse,strassenbahn,['44'],,,,
170,Birkenstrasse Ecke Pulitzstrasse,strassenbahn,['23'],,,,
171,Birkenwerder,s-bahn,['KBS 104'],"52.6885,13.2888",Q2343634,KBS 104+ KBS 104+ KBS 104,Birkenwerder station+ Birkenwerder station+ Birkenwerder station
172,Birkholzer Weg,bus,['A39'],,,,
173,Bismarckplatz,bus,['A29'],"52.492064537089135, 13.28493897027407",nan,"A69,A66,A29+ A29+ A29",Bismarckplatz+ Bismarckplatz+ Bismarckplatz
174,Bismarckstrasse Ecke Beckerstrasse,bus,['A25'],,,,
175,Bismarckstrasse Ecke Leibnizstrasse,bus,['A1'],,,,
176,Bismarckstrasse Ecke Wilhelmstrasse,bus,['A11'],,,,
177,Bismarckstrasse Ecke Wilhelmstrasse,strassenbahn,['96'],,,,
178,Björnsonstrasse,strassenbahn,['3'],"52.5544232,13.4030585",Q65920495,3+ 3,nan+ nan
179,Blankenburg,s-bahn,"['KBS 106', 'KBS 100b']","52.5915,13.4435",Q800469,"KBS 106,KBS 100b+ KBS 106+ KBS 104,KBS 106",Berlin-Blankenburg station+ Berlin-Blankenburg station+ Berlin-Blankenburg station
180,"Blankenburg, Bahnhofstrasse",bus,['A42'],"52.591380472079955, 13.453512267562314",nan,A42+ A42+ A42,"Blankenburg, Bahnhofstrasse Ecke Heinersdorfer Strasse+ Blankenburg, Bahnhofstrasse Ecke Heinersdorfer Strasse+ Blankenburg, Bahnhofstrasse Ecke Heinersdorfer Strasse"
181,Blankenfelde (Kr. Zossen),s-bahn,['KBS 105'],,,,
182,"Blankenfelde, Hauptstrasse",bus,['A7'],"52.63002534735451, 13.38262328371393",nan,"A7+ A7+ A7,A7E","Blankenfelde, Hauptstrasse+ Blankenfelde, Hauptstrasse+ Blankenfelde, Hauptstrasse"
183,Blissestrasse Ecke Berlinerstrasse,strassenbahn,['60'],,,,
184,Boddinstr.,u-bahn,['D'],"52.48,13.425277777778",Q819495,D+ D+ D,Boddinstraße+ Boddinstraße+ Boddinstraße
