,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
383,Graf-Roedernallee Ecke Reinickendorferstrasse,strassenbahn,['41'],,,,
384,Grazer Damm Ecke Prellerweg,bus,['A25'],,,,
385,Greifswalder Str.,s-bahn,"['KBS 100', 'KBS 103a', 'KBS 100c', 'KBS 100b']","52.539722222222,13.439444444444",Q439246,"KBS 100,KBS 100c,KBS 103a,KBS 100b+ KBS 103a,KBS 106+ KBS 106a,KBS 104,KBS 106",Berlin Greifswalder Straße station+ Berlin Greifswalder Straße station+ Berlin Greifswalder Straße station
386,Greifswalder Strasse,bus,['A44E'],"52.53002871375482, 13.62681794411932",nan,"A44E,A44+ A44,A44E+ A44,A44E",Greifswalder Strasse Ecke Hönower Strasse+ Greifswalder Strasse Ecke Hönower Strasse+ Greifswalder Strasse Ecke Hönower Strasse
387,Greifswalder Strasse,strassenbahn,"['13', '4']","52.5364975,13.4334045",Q65548960,"4,13+ 13,4+ 4,13",Greifswalder Straße/Danziger Straße+ Greifswalder Straße/Danziger Straße+ Greifswalder Straße/Danziger Straße
388,Grenzallee,u-bahn,['C I'],"52.463333333333,13.443888888889",Q571836,C I+ C I+ C I,Grenzallee+ Grenzallee+ Grenzallee
389,Griebnitzsee,s-bahn,['KBS 102'],"52.3944,13.1272",Q315133,KBS 102+ KBS 102,Potsdam Griebnitzsee railway station+ Potsdam Griebnitzsee railway station
390,Grossbeerenstrasse Ecke Daimlerstrasse,strassenbahn,['98'],"52.42636680081003, 13.37431638254586",nan,98,Grossbeerenstrasse Ecke Daimlerstrasse
391,"Groß-Glienicke, Gutshof",bus,['A34'],,,,
392,Große Präsidentenstrasse,strassenbahn,"['49', '63']",,,,
393,Großer Stern,bus,"['A24', 'A16']","52.514524715463295, 13.349933192922938",nan,"A69+ A69,A16",nan+ nan
394,Großgörschenstr.,s-bahn,['KBS 104'],"52.4922745,13.3678588",Q21776726,KBS 104+ KBS 104+ KBS 100e,Yorckstraße (Großgörschenstraße) station+ Yorckstraße (Großgörschenstraße) station+ Yorckstraße (Großgörschenstraße) station
395,Grunewald,s-bahn,['KBS 102'],"52.4892,13.2614",Q457266,KBS 102+ KBS 102+ KBS 100h,Berlin-Grunewald station+ Berlin-Grunewald station+ Berlin-Grunewald station
396,Grunewaldstrasse Ecke Joachimstalerstrasse,strassenbahn,['78'],,,,
397,Grunewaldstrasse Ecke Joachimsthalerstrasse,strassenbahn,['77'],,,,
398,Grunewaldstrasse Ecke Martin-Luther-Strasse,bus,['A16'],"52.489052179432406, 13.345015381967391",nan,A85,nan
399,Grunewaldstrasse Ecke Martin-Luther-Strasse,strassenbahn,"['6', '25']","52.489114608736564, 13.344981706170403",",","2, 3",","
400,Grünau,Fähre,['Wendenschloß<>Grünau'],,,,
401,Grünau,s-bahn,"['KBS 100a', 'KBS 103']","52.4122,13.5746",Q111307258,"KBS 103,KBS 100a+ KBS 103,KBS 100a,KBS 106+ KBS 103",S-Bahnhof Grünau+ S-Bahnhof Grünau+ S-Bahnhof Grünau
402,"Grünauerstrasse, Bhf. Schöneweide",strassenbahn,"['92', '91']",,,,
403,Grünberger Strasse,strassenbahn,['4'],"52.5122359,13.452609",Q65706239,4+ 4+ 4,Grünberger Straße/Warschauer Straße+ Grünberger Straße/Warschauer Straße+ Grünberger Straße/Warschauer Straße
404,Grüner Weg Ecke Buschkrugallee,bus,['A25'],,,,
405,Grünstrasse,strassenbahn,['95'],"52.44496664892706, 13.57413386885382+52.44496766298328, 13.574157108147524",nan,95+ 86,Grünstrasse Ecke Alt-Köpenick+ nan
406,Grüntalerstrasse Ecke Osloer Strasse,strassenbahn,['3'],,,,
407,Gustav-Adolf-Strasse Ecke Prenzlauer Promenade,strassenbahn,['72'],,,,
408,Gustav-Adolf-Strasse Ecke Rennbahnstrasse,bus,['A42'],"52.562178269666816, 13.454275093038184",nan,A55+ A55,nan+ nan
409,Gutshof Marienfelde,bus,['A52'],"52.41088450558385, 13.373192649319066",nan,A52+ A52,Gutshof Marienfelde+ Gutshof Marienfelde
410,Görlitzer Bahnhof (Oranienstr.),u-bahn,['B I'],"52.4992,13.428",Q597759,"B I,B II+ B II,B I+ A I,A II",Görlitzer Bahnhof+ Görlitzer Bahnhof+ Görlitzer Bahnhof
411,Güterbahnhof Springpfuhl,bus,['A43'],"52.52561231977731, 13.533687321893124",nan,A43+ A43,nan+ nan
412,Hackescher Markt,strassenbahn,"['49', '69']","52.522700593509725, 13.401605863643521+52.5238354,13.402603",Q65094590+nan,69+ 69,Hackescher Markt+ nan
413,"Hackescher Markt, Münzstrasse",strassenbahn,['63'],,,,
414,Hafenplatz,bus,['A34'],"52.50392083524772, 13.375479875476426+52.54215888169655, 13.206044861619935",nan,"A24+ AS1,A34+ A24+ AS1,A34+ A24+ A34,AS1s","Hafenplatz Ecke Köthener Strasse +  Hafenplatz, Spandau+ Hafenplatz Ecke Köthener Strasse+ Hafenplatz, Spandau+ Hafenplatz Ecke Köthener Strasse+ Hafenplatz, Spandau"
415,Hafenplatz,strassenbahn,"['75', '54']","52.542292547760184, 13.206201126048732",nan,"76,53,54,75+ 53,75,54,76+ 53,54,75,76,55",Hafenplatz+ Hafenplatz+ Hafenplatz
416,Hagenplatz,bus,"['A19', 'A17']","52.483382973651, 13.265818700272884",nan,"A17,A19+ A19,A17+ A17,A19",Hagenplatz+ Hagenplatz+ Hagenplatz
417,Hakenfelde,strassenbahn,['75'],"52.57886009874865, 13.210057800310379",nan,"53,75+ 53,75+ 53,75,55",Hakenfelde+ Hakenfelde+ Hakenfelde
418,Halensee,s-bahn,"['KBS 100', 'KBS 100a']","52.4961,13.2906",Q800476,"KBS 100c,KBS 100+ KBS 100+ KBS 100,KBS 100k",Berlin-Halensee station+ Berlin-Halensee station+ Berlin-Halensee station
419,Halenseestrasse Ecke Kurfürstendamm,bus,['A4'],,,,
420,Hallesches Tor,strassenbahn,['95'],,,,
421,Hallesches Tor,u-bahn,"['C I', 'B I', 'A II']","52.497777777778,13.391111111111",Q658302,"C I,C II,B II,B I+ B I,A II,B II,C I+ A I,C I,A II",Hallesches Tor+ Hallesches Tor+ Hallesches Tor
422,Hamburger Platz,strassenbahn,['96'],"52.39831680057728, 13.246541862041411",nan,96,"Hamburger Platz, Potsdamer Strasse"
423,Hannoversche Strasse,strassenbahn,['11'],"52.52716496126181, 13.387046759579254",nan,11+ 1,nan+ nan
424,Hansaplatz,bus,"['A25', 'A16']","52.5179343319099, 13.342038193257153",nan,"A25,A66,A16+ A25,A16+ A16,A25",Hansaplatz+ Hansaplatz+ Hansaplatz
425,"Haselhorst, Kirche",bus,['A10'],"52.5468281751583, 13.237065889883622",nan,A10+ A10+ A10,"Haselhorst, Kirche+ Haselhorst, Kirche+ Haselhorst, Kirche"
426,Hauptstrasse,strassenbahn,['6'],"52.48184785648144, 13.34836694193233",nan,"25,6",Hauptstrasse/Dominicusstrasse
427,Hauptstrasse Ecke Dominicusstrasse,strassenbahn,['60'],"52.48179322469747, 13.348385662518401",nan,2,nan
428,Hauptstrasse Ecke Dominicusstrasse- Innsbrucker Platz,strassenbahn,['66'],,,,
429,Hauptstrasse Ecke Edelweißstrasse,bus,"['A55', 'A45']","52.586379262142074, 13.36752938856218",nan,"A55,A45+ A45,A55",nan+ nan
430,Hausvogteiplatz,u-bahn,['A I'],"52.513055555556,13.396666666667",Q656523,"A I,A II+ A+ A",Hausvogteiplatz station+ Hausvogteiplatz station+ Hausvogteiplatz station
431,Heerstr.,s-bahn,"['KBS 101', 'KBS 103']","52.5086,13.2586",Q800502,"KBS 103,KBS 101+ KBS 101+ KBS 100g",Berlin Heerstraße station+ Berlin Heerstraße station+ Berlin Heerstraße station
432,Heerstrasse Ecke Pichelsdorferstrasse,bus,"['A35', 'A34']",,,,
433,Heerstrasse Ecke Wilhelmstrasse,bus,['A13'],"52.51662457723462, 13.179022303033726",nan,A13,nan
434,"Hegemeisterweg, Rennbahn",strassenbahn,['69'],,,,
435,Heidelberger Platz,u-bahn,['A II'],"52.479808333333,13.313236111111",Q21777872,"B II,A II+ A II,B II+ A II",Heidelberger Platz+ Heidelberger Platz+ Heidelberger Platz
436,Heilanstalt,strassenbahn,['68'],,,,
437,Heiligensee,s-bahn,['KBS 105'],"52.6247,13.2292",Q800475,KBS 105+ KBS 105+ KBS 100c,Heiligensee station+ Heiligensee station+ Heiligensee station
438,"Heiligensee, Dorfaue",strassenbahn,['29'],,,,
439,"Heiligensee, Hennigsdorferstrasse Ecke Mattenbuder Pfad",bus,['A14'],,,,
440,Heiligenseestrasse Ecke Karolinenstrasse,bus,['A14'],,,,
441,"Heimholtzstrasse, Autobusbahnhof",bus,['A1'],,,,
442,"Heinersdorf, Kirche",bus,"['A55', 'A42']","52.56826376476754, 13.440601903603064",nan,"A42,A55+ A42+ A42,A55","Heinersdorf, Kirche+ Heinersdorf, Kirche+ Heinersdorf, Kirche"
443,"Heinersdorf, Kirche",strassenbahn,['71'],"52.5686908,13.4389053",Q65096107,71+ 71+ 71,Heinersdorf Kirche+ Heinersdorf Kirche+ Heinersdorf Kirche
444,"Heinersdorf, Romain-Rolland-Str.",strassenbahn,['71'],"52.5725511,13.4371063",Q65096052,71+ 71+ 71,Heinersdorf+ Heinersdorf+ Heinersdorf
445,Heinrich-Mann-Platz,bus,['A45'],"52.57297246262195, 13.392146133350426",nan,"A45+ A55,A45+ A45,A55,A58",Heinrich-Mann-Platz+ Heinrich-Mann-Platz+ Heinrich-Mann-Platz
446,Hennigsdorf (b Bln),s-bahn,['KBS 105'],"52.638,13.2057",Q800909,KBS 105+ KBS 105+ KBS 104d,Hennigsdorf station+ Hennigsdorf station+ Hennigsdorf station
447,Hennigsdorferstrasse Ecke Heiligensee,strassenbahn,['29'],,,,
448,"Herbstrasse, Bhf. Schönholz",bus,['A14'],,,,
449,Hermannplatz,strassenbahn,"['94', '2', '47', '95', '26']","52.487085572732276, 13.424752445258537",nan,"95,26,2,47+ 3,95,47,27,26+ 95",Hermannplatz+ Hermannplatz+ Hermannplatz
450,Hermannplatz,u-bahn,"['D', 'C I']","52.48629,13.42455",Q658929,"C I,D+ D,C I+ D,C I",Hermannplatz+ Hermannplatz+ Hermannplatz
451,Hermannstr.,s-bahn,"['KBS 100', 'KBS 100a']","52.4675,13.431111111111",Q111263802,"KBS 100,KBS 100a+ KBS 100a,KBS 100+ KBS 100,KBS 100k",S-Bahnhof Hermannstraße+ S-Bahnhof Hermannstraße+ S-Bahnhof Hermannstraße
452,Hermannstrasse Ecke Hertastrasse,strassenbahn,"['15', '26']",,,,
453,Hermsdorf,s-bahn,['KBS 104'],"52.6178,13.3069",Q263189,KBS 104+ KBS 106+ KBS 100e,Berlin-Hermsdorf station+ Berlin-Hermsdorf station+ Berlin-Hermsdorf station
454,Hermsdorfer Damm Ecke Hohefeldstrasse,bus,"['A12', 'A12S']",,,,
455,Hermsdorfer Damm Ecke Karolinenstrasse,bus,['A15'],"52.596782782505926, 13.276626902280602",nan,A15,Hermsdorfer Damm Ecke Berliner Strasse
456,Hermsdorferstrasse Ecke Alt-Wittenau,bus,['A14'],,,,
457,Hertzbergplatz,strassenbahn,['95'],"52.4773735457893, 13.448843811492495",nan,95+ 95+ 95,Hertzbergplatz+ Hertzbergplatz+ Hertzbergplatz
458,"Hessenwinkel, Lindenstrasse",bus,['A22'],"52.42653518647879, 13.728458969026482",nan,A22+ A22+ A22,"Hessenwinkel, Lindenstrasse+ Hessenwinkel, Lindenstrasse+ Hessenwinkel, Lindenstrasse"
459,Hildburghauser Strasse Ecke Sonderhauserstrasse,bus,['A11'],,,,
460,Hildegardstrasse Ecke Bundesallee,bus,['A25'],,,,
461,Hildegardstrasse Ecke Bundesallee,strassenbahn,['44'],,,,
462,Hindenburgdamm Ecke Schloßstrasse,bus,['A48'],,,,
463,Hindenburgdamm Ecke Schloßstrasse,strassenbahn,"['74', '73', '78', '77']",,,,
464,Hirschgarten,s-bahn,['KBS 102'],"52.4579,13.6032",Q4892435,KBS 102+ KBS 102+ KBS 102,Berlin Hirschgarten station+ Berlin Hirschgarten station+ Berlin Hirschgarten station
465,"Hirschgarten, Fürstenwalder Damm",strassenbahn,['84'],,,,
466,Hirschgartenm Fürstenwalderdamm,strassenbahn,['87'],,,,
467,Hochgerichtstrasse Ecke Seegefelderstrasse,bus,['A5'],,,,
468,Hochmeisterplatz,bus,['A4'],"52.49468637986547, 13.301254684721862",nan,A4+ A4+ A4,Hochmeisterplatz+ Hochmeisterplatz+ Hochmeisterplatz
469,Hoeppnerstrasse Ecke Boelckestrasse,strassenbahn,['95'],,,,
470,Hohen-Neuendorf (b Bln),s-bahn,['KBS 104'],"52.6684,13.287",Q4500489,KBS 104+ KBS 104,Hohen Neuendorf station+ Hohen Neuendorf station
471,"Hohenschönhausen, Falkenberger Strasse",bus,['A39'],"52.550229554941964, 13.509585042301534",nan,A39+ A39,nan+ nan
472,"Hohenschönhausen, Falkenberger Strasse",strassenbahn,"['70', '64']","52.5508672,13.5094994",Q65555882,"64,70+ 70,64",nan+ nan
473,"Hohenschönhausen, Gartenstadt",strassenbahn,['63'],"52.5508672,13.5094994",Q65555882,63+ 63,nan+ nan
474,Hohenschönhauser Strasse,strassenbahn,['3'],"52.5359329,13.4729468",Q65553684,3+ 3,nan+ nan
475,Hohenschöpping,s-bahn,['KBS 105'],"52.67,13.1945",Q19274489,KBS 105+ KBS 105+ KBS 104d,Bahnhof Hohenschöpping+ Bahnhof Hohenschöpping+ Bahnhof Hohenschöpping
476,Hohenzollerndamm,s-bahn,"['KBS 100', 'KBS 100a']","52.4885,13.3004",Q800503,"KBS 100+ KBS 100+ KBS 100,KBS 100k",Berlin Hohenzollerndamm station+ Berlin Hohenzollerndamm station+ Berlin Hohenzollerndamm station
477,Hohenzollernplatz,u-bahn,['A II'],"52.493888888889,13.325",Q571570,"B II,A II+ A II,B II+ A II",Hohenzollernplatz+ Hohenzollernplatz+ Hohenzollernplatz
478,Hohenzollernring Ecke streitstrasse,strassenbahn,['75'],,,,
479,"Holszhauserstrasse, Rathaus Reinickendorf",bus,['A14'],,,,
480,Holteistrasse,strassenbahn,['13'],"52.5088235,13.465969",Q65675805,13,Boxhagener Straße/Holteistraße
481,Holzhauserstrasse Ecke Alt-Wittenau,bus,"['A12', 'A12S']",,,,
482,Hoppegarten (Mark),s-bahn,['KBS 101'],"52.5183,13.6734",Q15197357,KBS 101+ KBS 101+ KBS 101,Hoppegarten (Mark) station+ Hoppegarten (Mark) station+ Hoppegarten (Mark) station
483,Hubertussportplatz,bus,['A29'],,,,
484,Hultschiner Damm,bus,['A8'],"52.47711373957008, 13.600598140620137",nan,A8+ A8,nan+ nan
485,Humboldthain,s-bahn,"['KBS 106', 'KBS 105', 'KBS 104']","52.5451,13.3796",Q481276,"KBS 106,KBS 105,KBS 104+ KBS 104,KBS 105,KBS 106+ KBS 100d,KBS 100c,KBS 100e",Berlin Humboldthain station+ Berlin Humboldthain station+ Berlin Humboldthain station
486,Händelplatz,strassenbahn,"['77', '78']","52.450279094879285, 13.315466784727654",nan,"73,77,78,74",nan
487,"Hönow, Dorfstrasse",bus,['A44'],"52.54884927869554, 13.63648687804691",nan,A44+ A44,nan+ nan
488,Hönowerstrasse Ecke Greifswalder Strasse,bus,['A44'],,,,
489,Ihnestrasse,bus,['A11'],"52.44831039409289, 13.276355065531465",nan,A11+ A11+ A11,Ihnestrasse Ecke Garystrasse+ Ihnestrasse Ecke Garystrasse+ Ihnestrasse Ecke Garystrasse
490,Imbrosweg,strassenbahn,['15'],"52.443541863050356, 13.398564688322455",nan,15+ 15+ 15,Imbrosweg+ Imbrosweg+ Imbrosweg
491,Industriebahn,bus,['A7'],,,,
492,Industriestrasse,strassenbahn,['15'],"52.455350229930445, 13.409794385645863",nan,"26,15+ 15,26+ 15",Industriestrasse+ Industriestrasse+ Industriestrasse
493,Innsbrucker Platz,bus,"['A48', 'A16', 'A4']","52.478545508234895, 13.34405868604117",nan,"A65,A4,A48,A16+ A75,A65,A4,A16,A48+ A16,A75,A84,A48,A4,A65,A83",Innsbrucker Platz+ Innsbrucker Platz+ Innsbrucker Platz
494,Innsbrucker Platz,s-bahn,"['KBS 100', 'KBS 100a']","52.4786,13.3439",Q111263876,"KBS 100,KBS 100a+ KBS 100a,KBS 100+ KBS 100,KBS 100k",S-Bahnhof Innsbrucker Platz+ S-Bahnhof Innsbrucker Platz+ S-Bahnhof Innsbrucker Platz
495,Innsbrucker Platz,strassenbahn,"['74', '73', '88']","52.47804266204959, 13.343446877940893",nan,"74,66,73,88+ 66,73,74",Innsbrucker Platz+ Innsbrucker Platz
496,Innsbrucker Platz (Hauptstr.),u-bahn,['B II'],"52.4786,13.3439",Q10275871,B III+ B III,Innsbrucker Platz metro station+ Innsbrucker Platz metro station
497,Invalidenstrasse Ecke Brunnenstrasse,strassenbahn,['70'],,,,
498,Invalidenstrasse Ecke Chausseestrasse,bus,['A9'],,,,
499,Invalidenstrasse Ecke Chausseestrasse,strassenbahn,"['1', '46', '11', '70']","52.5304158,13.3827302",Q65552697,"70,69+ 1+ 1",U Naturkundemuseum+ U Naturkundemuseum+ U Naturkundemuseum
500,JannowitzbrÃ¼cke,s-bahn,"['KBS 102', 'KBS 101']",,,,
501,Jannowitzbrücke,s-bahn,['KBS 103'],"52.514822222222,13.41795",Q27955427,"KBS 102,KBS 103,KBS 101+ KBS 101,KBS 103,KBS 102+ KBS 101,KBS 102,KBS 103,KBS 103a,KBS 104",S-Jannowitzbrücke station+ S-Jannowitzbrücke station+ S-Jannowitzbrücke station
502,Jannowitzbrücke,u-bahn,['D'],"52.515656,13.418185",Q27955418,D,Jannowitzbrücke metro station
503,Jerusalemerstrasse Ecke Oranienstrasse,strassenbahn,['88'],,,,
504,Joachim-Friedrich-Strasse Ecke Kurfürstendamm,bus,['A29'],,,,
505,Joachim-Friedrichstrasse Ecke Kurfürstendamm,bus,['A10'],,,,
506,Joachimtalerstrasse Ecke Kurfürstendamm,bus,['A19'],,,,
507,"Johannisthal, Haeckelstrasse",strassenbahn,"['69', '91']","52.4402944,13.5052638",Q66225573,"69E,69+ 69+ 85,69,69E",Haeckelstraße+ Haeckelstraße+ Haeckelstraße
508,Johannisthaler Chaussee Ecke Rudower Strasse,bus,['A52'],,,,
509,Johannisthaler Chaussee Ecke Rudowerstrasse,strassenbahn,['47'],,,,
510,Jungfernheide,s-bahn,"['KBS 100', 'KBS 103a', 'KBS 100d']","52.53035,13.299433333333",Q110977325,"KBS 100c,KBS 103a,KBS 100d,KBS 100+ KBS 103a,KBS 100c,KBS 100+ KBS 100a,KBS 100,KBS 100b",S-Bahnhof Jungfernheide+ S-Bahnhof Jungfernheide+ S-Bahnhof Jungfernheide
511,Jänickestrasse,bus,['A3E'],"52.427213941734294, 13.271659447787256",nan,A53+ A53,nan+ nan
512,"Jüdenstrasse, Berliner Rathaus",strassenbahn,['71'],,,,
513,Kabelwerk,bus,['A13'],,,,
514,Kaiser-Friedrich-Strasse Ecke Kantstrasse,strassenbahn,"['75', '60']",,,,
515,Kaiser-Wilhelm-Platz,bus,"['A48', 'A4']","52.486329247981715, 13.35655627172785",nan,"A4,A48+ A4,A48,A75+ A75,A84,A48,A4,A83",Kaiser-Wilhelm-Platz+ Kaiser-Wilhelm-Platz+ Kaiser-Wilhelm-Platz
516,Kaiser-Wilhelm-Platz,strassenbahn,['25'],"52.486331659025346, 13.356584679052645",nan,"74,73,88+ 2,73,74",Kaiser-Wilhelm-Platz+ Kaiser-Wilhelm-Platz
517,Kaiserdamm (Messedamm),u-bahn,['A I'],"52.51,13.2822",Q656409,"B I,A I+ A I,B I+ A I",Kaiserdamm+ Kaiserdamm+ Kaiserdamm
518,Kaisereiche,bus,"['A48', 'A25', 'A17']","52.46896806014468, 13.332614886077709",nan,"A25,A48+ A25,A48,A75+ A84,A75,A25,A48",Kaisereiche+ Kaisereiche+ Kaisereiche
519,Kaisereiche,strassenbahn,['73'],"52.468942127334586, 13.332672961457298",nan,"74,73,88+ 73,74",Kaisereiche+ Kaisereiche
520,Kaisereiche Ecke Rheinstrasse,strassenbahn,['88'],,,,
521,Kaiserin-Augusta-Strasse,strassenbahn,"['98', '99']","52.4593658645353, 13.384489423034925",nan,"99,98,96",Kaiserin-Augusta-Strasse Ecke Tempelhofer Damm
522,Kaiserin-Augusta-Strasse Ecke Tempelhoferdamm,strassenbahn,['96'],,,,
523,Kaiserstrasse,strassenbahn,"['98', '99']","52.44556344693812, 13.385808423835684",nan,"99,98",Kaiserstrasse Ecke Mariendorfer Damm
524,Kaiserstrasse/Ringstrasse,bus,['A33 (Obus)'],"52.44449600134536, 13.372233806361567",nan,A33+ A33+ A33,Kaiserstrasse/Ringstrasse+ Kaiserstrasse/Ringstrasse+ Kaiserstrasse/Ringstrasse
525,Kantstrasse Ecke Hardenburgerstrasse,strassenbahn,['54'],,,,
526,Kantstrasse Ecke Wilmersdorfer Strasse,strassenbahn,['3'],,,,
527,Kantstrasse Ecke Wilmersdorferstrasse,strassenbahn,['44'],,,,
528,Karl-Marx-Str.,u-bahn,['C I'],"52.476111111111,13.439166666667",Q519494,C I+ C I+ C I,Karl-Marx-Straße+ Karl-Marx-Straße+ Karl-Marx-Straße
529,Karl-Marx-Strasse Station,strassenbahn,['47'],,,,
530,Karl-Marz-Strasse-Station,strassenbahn,['26'],,,,
531,Karlshorst,s-bahn,['KBS 102'],"52.4808,13.5258",Q111327045,KBS 102+ KBS 102+ KBS 102,S-Bahnhof Berlin Karlshorst+ S-Bahnhof Berlin Karlshorst+ S-Bahnhof Berlin Karlshorst
532,"Karlshorst, Treskowallee",strassenbahn,['82'],,,,
533,Karow,s-bahn,['KBS 106'],"52.615,13.4692",Q111324168,KBS 106+ KBS 106+ KBS 106,S-Bahnhof Berlin Karow+ S-Bahnhof Berlin Karow+ S-Bahnhof Berlin Karow
534,"Karow, Kirche",bus,['A42'],,,,
535,Kaserne,bus,['A14'],,,,
536,Katzbachstrasse,bus,['A19'],"52.491584280543336, 13.376725460315825",nan,A19+ A19+ A19,Katzbachstrasse Ecke Yorckstrasse+ Katzbachstrasse Ecke Yorckstrasse+ Katzbachstrasse Ecke Yorckstrasse
537,Katzbachstrasse Ecke Dudenstrasse,bus,['A4'],,,,
538,Kaulsdorf,s-bahn,['KBS 101'],"52.5121,13.5904",Q800478,KBS 101+ KBS 101+ KBS 101,Berlin-Kaulsdorf railway station+ Berlin-Kaulsdorf railway station+ Berlin-Kaulsdorf railway station
539,"Kaulsdorf, Bausdorfstrasse",bus,['A49'],"52.51256368150751, 13.601906818686038",nan,A49+ A49+ A49,"Kaulsdorf, Bausdorfstrasse+ Kaulsdorf, Bausdorfstrasse+ Kaulsdorf, Bausdorfstrasse"
540,"Kaulsdorf, Hönowerstrasse Ecke Bausdorfstrasse",bus,['A49'],,,,
541,Kettelerpfad,bus,['A20'],,,,
542,Kinderheim,bus,['A82P'],"52.4898153097415, 13.481404230737937",nan,A82P+ A82P+ 82P,"Stralau, Kinderheim+ Stralau, Kinderheim+ Stralau, Kinderheim"
543,Kissingenplatz,bus,['A45'],,,,
544,Kladow,Fähre,['Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt)'],"52.45151498638808, 13.147961938847912",nan,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt)+ Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),nan+ nan
545,"Kladow, Hottengrund (Stadtgrenze)",bus,['A35'],,,,
546,Klausenerplatz,strassenbahn,['60'],"52.519202008553854, 13.291867366490655",nan,"60+ 53,54+ 54,53",Klausenerplatz+ Klausenerplatz+ Klausenerplatz
547,Kleine Frankfurterstrasse,strassenbahn,"['63', '64']",,,,
548,Kleiststrasse,strassenbahn,['96'],,,,
549,Klement-Gottwald-Allee Ecke Bernkasteler Strasse,strassenbahn,"['74', '72']","52.557020581568636, 13.466903185329526",nan,"74,72",Klement-Gottwald-Allee Ecke Bernkasteler Strasse
550,Klement-Gottwald-Allee Ecke Falkenbergerstrasse,bus,['A46'],,,,
551,Klement-Gottwald-Allee/Lichtenberger Strasse,strassenbahn,['3'],"52.55197851771295, 13.465492657377409",nan,3,Klement-Gottwald-Allee/Lichtenberger Strasse
552,"Klingenberg, Blockdammweg",strassenbahn,['13'],"52.4842462,13.5104609",Q66085182,"13+ 13,82",Blockdammweg+ Blockdammweg
553,"Klingenberg, Hauptstrasse",strassenbahn,['13'],,,,
554,Klingsorstrasse Ecke Birkbuschstrasse,strassenbahn,['40'],,,,
555,Klosterstr.,u-bahn,['A I'],"52.516111111111,13.412222222222",Q657893,"A I,A II+ A+ A",Klosterstraße station+ Klosterstraße station+ Klosterstraße station
556,Klosterstrasse,bus,['O30'],"52.51798604342281, 13.412126746747086",nan,O30+ O30+ O30,Klosterstrasse+ Klosterstrasse+ Klosterstrasse
557,Knie,strassenbahn,['55'],,,,
558,Koblanckstrasse,bus,['A51'],,,,
559,Kochstr.,u-bahn,['C I'],"52.505897222222,13.390611111111",Q201849,"C I,C II+ C I+ C I",Kochstraße+ Kochstraße+ Kochstraße
560,Kohlhasenbrück,bus,['A18'],"52.399386850068794, 13.141401147548066",nan,A18,nan
561,Koloniestrasse Ecke Drontheimerstrasse,bus,['A14'],,,,
562,Konstanzerstrasse Ecke Brandenburgischestrasse,strassenbahn,['60'],,,,
563,Konstanzerstrasse Ecke Hohenzollerndamm,bus,['A50'],,,,
564,Kosterstrasse,bus,['O30'],"52.51798604342281, 13.412126746747086",nan,O30+ O30+ O30,Klosterstrasse+ Klosterstrasse+ Klosterstrasse
565,Kottbusser Damm (Schönleinstr.),u-bahn,['D'],"52.493055555556,13.421944444444",Q666868,D+ D+ D,Schönleinstraße metro station+ Schönleinstraße metro station+ Schönleinstraße metro station
566,Kottbusser Tor,strassenbahn,['94'],,,,
567,Kottbusser Tor,u-bahn,"['D', 'B I', 'A II']","52.499166666667,13.418055555556",Q819768,"B II,D,B I+ A II,D,B II,B I+ A I,A II,D",Kottbusser Tor station+ Kottbusser Tor station+ Kottbusser Tor station
568,Kraftwerk Klingenberg,strassenbahn,"['13', '82']","52.4881374,13.4958685","Q66079524+Q66079524, Q66079524","13, 82+ 13,82",",+ nan+ nan"
569,Krankenhaus Heckeshorn,bus,['A51'],"52.43498872792054, 13.161716693825408",nan,A51+ A51+ A51,Krankenhaus Heckeshorn+ Krankenhaus Heckeshorn+ Krankenhaus Heckeshorn
570,Krankenhaus Neukölln,strassenbahn,['47'],"52.43977054074335, 13.459359057866306",nan,47,nan
571,Krankenhaus Tegel-Süd,bus,['A13'],"52.57573397877684, 13.278749331662",nan,A13+ A13+ A13,Krankenhaus Tegel-Süd+ Krankenhaus Tegel-Süd+ Krankenhaus Tegel-Süd
572,Krankenhaus Wannsee,bus,['A51'],"52.43102764694952, 13.164964517227903",nan,A51+ A51+ A51,Krankenhaus Wannsee+ Krankenhaus Wannsee+ Krankenhaus Wannsee
573,Kriminalgericht,strassenbahn,['25'],,,,
574,Krumme Lanke,u-bahn,['A II'],"52.443333333333,13.241388888889",Q663945,"B II,A II+ A II,B II+ A II",Krumme Lanke metro station+ Krumme Lanke metro station+ Krumme Lanke metro station
575,Kufsteinerstrasse Ecke Wexstrasse,bus,['A16'],,,,
576,KurfÃ¼rstendamm,strassenbahn,['3'],,,,
577,Kurfürstendamm Ecke Joachim-Friedrich-Strasse,bus,['A21'],,,,
578,Kurfürstendamm Ecke Joachimstalerstrasse,bus,['A25'],"52.503821761621026, 13.331324056667572+52.50383593367454, 13.331285136354273",nan,AS2s+ AS3s,nan+ nan
