Column,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
66,Am Nordhafen,bus,"['83', '70', '90']","52.53868315849872, 13.363248409190426",nan,A70+ A70+ A70,Am Nordhafen+ Am Nordhafen+ Am Nordhafen
67,Müllerstrasse,bus,['90'],"52.5411511407089, 13.368464456100204",,,
68,Am Omnibushof,bus,['35'],"52.517897245023185, 13.18497677087069",,,
69,Am Rosenhag,bus,"['44E', '44']","52.52474356253909, 13.621775828105108",nan,"['A44E', 'A44']+ A44E,A44+ A44,A44E+ A44,A44E+ ['A44', 'A44E']",nan+ Am Rosenhag+ Am Rosenhag+ Am Rosenhag+ nan
70,Am Sandwerder,bus,['66'],"52.427176747217814, 13.186149815947209",,,
71,Am Steinberg,bus,"['31', '45']","52.55648144940878, 13.429306764151775",nan,"A42,A45+ A55,A42,A45+ A45,A55,A42+ ['A42', 'A45']",Am Steinberg Ecke Prenzlauer Promenade+ Am Steinberg Ecke Prenzlauer Promenade+ Am Steinberg Ecke Prenzlauer Promenade+ nan
72,Am Steinberg,strassenbahn,['71'],"52.5585796,13.4333751",Q65103320,71+ 71+ 71,Am Steinberg+ Am Steinberg+ Am Steinberg
73,Am Tierpark,bus,"['35', '54', '43', '8']","52.50960268197341, 13.518977597557999",,,
74,Am Vierrutenberg,bus,['20'],"52.613535544271876, 13.343827205969221",nan,['A35']+ ['A20'],nan+ nan
75,Am Volkspark,bus,['86'],"52.483222065143515, 13.32036833862448",nan,A60+ A60+ A60,Am Volkspark Ecke Blissestrasse+ Am Volkspark Ecke Blissestrasse+ Am Volkspark Ecke Blissestrasse
76,Amalienstrasse,bus,['96'],"52.430150812046016, 13.334039923561416",,,
77,Amfortasweg,bus,['88'],"52.4458677095568, 13.324594238605897",,,
78,Amtgerichtsplatz,bus,['10'],"52.50682826380543, 13.295178534915353",,,
79,Amtsgericht Charlottenburg,bus,['21'],"52.50571853839105, 13.295347400894903",nan,['A21']+ A21+ A21+ A21+ ['A21'],nan+ Amtsgericht Charlottenburg+ Amtsgericht Charlottenburg+ Amtsgericht Charlottenburg+ nan
80,An den Achterhöfen,bus,"['91', '78']","52.42153737967532, 13.437968958661244",,,
81,An den Siedlergärten,bus,['44E'],"52.529785032815056, 13.631186357946103",,,
82,An der Heilandsweide,bus,"['32', '11']","52.41760670857809, 13.366580060034295",,,
83,An der Rehwiese,bus,['53'],"52.43422344388058, 13.199161827610604",,,
84,An der Urania,bus,['29'],"52.50313263781954, 13.3499093331407",nan,A69,nan
85,Andreasstrasse (Ostbahnhof),bus,['34E'],"52.51111929896823, 13.4305328509282",,,
86,Annenstrasse,bus,['78'],"52.50661086998676, 13.417803115980485",,,
87,Antonplatz,strassenbahn,"['3', '73', '75', '70', '74']","52.5484803,13.4517416",Q65548849,"['73', '74', '70', '72']+ ['70', '74', '3', '72']+ 74,70,74E,72,3+ 3,70,72,74E,74+ 72,74E,3,74,70+ ['72', '70', '73', '74', '3']",nan+ nan+ Antonplatz+ Antonplatz+ Antonplatz+ nan
88,Argentinische Allee,bus,['53'],"52.43767451883506, 13.23233406765131",,,
89,Argentinische Allee./U-Bhf. Onkel Toms Hütte,bus,['3'],"52.4507378741821, 13.253556704842808",,,
90,Arkonaplatz,bus,['78'],"52.53753415367688, 13.401767623579223",nan,['A16'],nan
91,Arminstrasse,bus,['39'],"52.55808738502397, 13.515845215581052",,,
92,Aroser Allee,bus,"['14', '12', '61']","52.57376245122369, 13.351970705456408",nan,"A14,A61+ A61,A14+ A14,A61",Aroser Allee Ecke Lindauer Strasse+ Aroser Allee Ecke Lindauer Strasse+ Aroser Allee Ecke Lindauer Strasse
93,Artur-Becker-Strasse,bus,"['30', '54', '56', '57']","52.532128259520775, 13.441464475643278",,,
94,Artur-Becker-Strasse,strassenbahn,"['13', '21', '4', '14', '19']","52.5325286,13.4406868",Q65707391,,
95,Asbestweg,bus,['78'],"52.42145291920868, 13.41511134634306",,,
96,Askanierring,bus,['63'],"52.545679974269035, 13.194267325495874",nan,"A34+ A63,A35+ A34+ A35,A63",Askanierring Ecke Falkenhagener Strasse +  Askanierring Ecke Falkenhagener Damm+ Askanierring Ecke Falkenhagener Strasse+ Askanierring Ecke Falkenhagener Damm
97,Askanischer Platz,bus,"['24', '75', '29']","52.50447897041404, 13.382295467838158",nan,"A29,A75,A24+ A24,A75,A29+ ['A29', 'A24', 'A75']",nan+ nan+ nan
98,Attilaplatz,bus,"['68', '25', '96']","52.45590179888225, 13.376512495751076",nan,"['A25']+ A25,AS2+ A25,AS2,A68+ AS2s,A25,A68+ ['A68', 'A96', 'A25']",nan+ Attilaplatz+ Attilaplatz+ Attilaplatz+ nan
99,Attilastrasse,bus,"['76', '33']","52.44965106917626, 13.366909063216056",,,
100,Augsburger Strasse,bus,['82'],"52.38405300860467, 13.418875775571463",,,
101,Auguste-Viktoria-Allee,bus,['62'],"52.569268504658915, 13.329801350092811",nan,A62+ A62+ A62,Auguste-Viktoria-Allee Ecke Ollenhauerstrasse+ Auguste-Viktoria-Allee Ecke Ollenhauerstrasse+ Auguste-Viktoria-Allee Ecke Ollenhauerstrasse
102,Auguste-Viktoria-Krankenhaus,bus,['25'],"52.4590671738712, 13.348491313406196",,,
104,Ausstellungshallen,bus,"['92', '94']","52.507560787103635, 13.276081957440764",,,
105,Avus-Einfahrt Nikolassee,bus,['66'],"52.50355109769732, 13.278415360368871",,,
106,Badstrasse,bus,"['71', '70']","52.55228040855936, 13.381394276023574",nan,A70+ A70+ A70,Badstrasse Ecke Pankstrasse+ Badstrasse Ecke Pankstrasse+ Badstrasse Ecke Pankstrasse
107,Baerwaldstrasse,bus,['95'],"52.49400261608628, 13.402912697183803",,,
108,Bahnhofstrasse,strassenbahn,"['26', '25', '85']","52.45104333079753, 13.57204270179361",nan,47+ 47,Bahnhofstrasse+ Bahnhofstrasse
109,Bamberger Strasse,bus,['82'],"52.38761171600967, 13.419292703818146",,,
110,Barbarossastrasse,bus,"['73', '85']","52.491919179981245, 13.345139286455641",,,
111,Barfusstrasse,bus,['12'],"52.55832729891834, 13.351199279167544",nan,"A12,A12S+ A12S",Barfusstrasse Ecke Müllerstrasse+ nan
112,Barnetstrasse,bus,['82'],"52.39384206889992, 13.406703683360332",,,
113,Barnetstrasse/Finchleystrasse,bus,['76E'],"52.39378594554489, 13.40476985346978",,,
114,Baseler Strasse,bus,['84'],"52.43781528112191, 13.295405618271035",,,
115,Baumschulenstrasse,bus,['65'],"52.460823690124585, 13.503654622533428",,,
116,Baumschulenweg,s-bahn,"['110', '141', '140', '142', '115']","52.4675,13.489722",Q324336,"['KBS 100a', 'KBS 103']+ ['KBS 103a', 'KBS 100a', 'KBS 103']+ KBS 103,KBS 103a,KBS 100a+ KBS 103,KBS 103a,KBS 100a,KBS 106+ KBS 106a,KBS 106,KBS 103,KBS 103a+ ['KBS 105', 'KBS 103', 'KBS 106a', 'KBS 103a', 'KBS 106']",nan+ nan+ Berlin-Baumschulenweg station+ Berlin-Baumschulenweg station+ Berlin-Baumschulenweg station+ nan
117,Baußnerweg,bus,['52'],"52.40548062792886, 13.356375404416783",,,
118,Bayernring,bus,['96'],"52.48253685459361, 13.381049547471969",,,
119,Bayreuther Strasse,bus,['69'],"52.50163998582795, 13.343660724504073",,,
120,Behring-Krankenhaus,bus,['10'],"52.42410894567823, 13.251764544509987",nan,['A10']+ A10+ A10+ A10+ ['A10'],nan+ Behring-Krankenhaus+ Behring-Krankenhaus+ Behring-Krankenhaus+ nan
121,Belßstrasse,bus,"['30', '32', '83']","52.42719908422464, 13.365826813492008",nan,A83,nan
122,Belßstrasse E. Preysingstrasse,bus,['83'],"52.42719898416124, 13.365901896482496",,,
123,Bendastrasse,bus,"['77', '65']","52.46695300094916, 13.436394446161026",,,
124,Bergfelde (b Bln),s-bahn,['140'],"52.6702,13.3203",Q4891640,KBS 104+ ['KBS 104'],nan+ nan
125,Bergstrasse,bus,"['81', '2', '75']","52.4586368537812, 13.339246302632247",nan,A2+ A68+ A68,Bergstrasse Ecke Bismarckstrasse +  Bergstrasse Ecke Körnerstrasse+ Bergstrasse Ecke Körnerstrasse
126,Bergstrasse/Filandastrasse,bus,['68'],"52.45830046602326, 13.332517256964636",,,
127,Bergstrasse/Sternwarte und Planetarium,bus,['76'],"52.459007938243815, 13.348779756010615",,,
128,Berkaer Strasse,bus,"['17', '60']","52.48209270683341, 13.281182952838728",nan,A29+ A29+ A29+ ['A29'],Berkaer Strasse Ecke Teplitzer Strasse+ Berkaer Strasse Ecke Teplitzer Strasse+ Berkaer Strasse Ecke Teplitzer Strasse+ nan
129,Berkaer Strasse/ Elsterplatz,bus,['50'],"52.479165109956405, 13.28576620114883",,,
130,Berliner Chaussee,bus,['44'],"52.54237272390392, 13.639471238936634",,,
131,Berliner Strasse,bus,"['10', '48'] ; ['60', '1'] ; ['12'] ; ['11'] ; ['21', '50']","52.43516167594862, 13.263515766688993 ; 52.435083319419306, 13.260410168709265 ; 52.62758367636729, 13.31130726504184 ; 52.44187339521801, 13.282703313467785 ; 52.48854918541416, 13.307631571116701",nan,"A60+ A53+ A11+ A2,AS2+ A60+ AS2",Berliner Strasse Ecke Blissestrasse +  Berliner Strasse Ecke Teltower Damm +  Königsberger Strasse Ecke Ostpreußdendamm +   Bundesallee Ecke Berliner Strasse+ Berliner Strasse Ecke Blissestrasse+ Bundesallee Ecke Berliner Strasse
132,Berliner Strasse/U-Bhf. Tegel,bus,['14'],"52.58951422612194, 13.283709021116573",,,
133,Berlinickeplatz,bus,"['73', '96', '65']","52.46607292094852, 13.378516406213421",nan,"A65+ A73+ ['A73', 'A96']",Berlinickeplatz+ Berlinickeplatz+ nan
134,Bernau (b Bln),s-bahn,['141'],"52.6763,13.5931",Q479789,['KBS 106']+ ['KBS 106']+ KBS 106+ KBS 106+ KBS 106+ ['KBS 106'],nan+ nan+ Bernau bei Berlin station+ Bernau bei Berlin station+ Bernau bei Berlin station+ nan
135,Bernauer Strasse,bus,"['61', '64']","52.53826702379491, 13.395939676327147",nan,A13+ A61+ A64+ A13+ A61+ A13+ ['A13'],Bernauer Strasse Ecke Berliner Strasse +  Bernauer Strasse Ecke Brunnenstrasse +  Bernauer Straße & Gartenstraße+ Bernauer Strasse Ecke Berliner Strasse+ Bernauer Strasse Ecke Brunnenstrasse+ Bernauer Strasse Ecke Berliner Strasse+ nan
136,Bernkasteler Strasse,strassenbahn,"['75', '74']","52.556987751324066, 13.466859015520173",,,
137,Bersarinplatz,strassenbahn,"['4', '13']","52.519215,13.4525257",Q65706258,"['14']+ ['13', '4']+ 4,13+ 13,4+ 4,13+ ['13', '4']",nan+ nan+ Bersarinplatz+ Bersarinplatz+ Bersarinplatz+ nan
138,Bersarinstrasse,strassenbahn,['74'],"52.5259343,13.4462368",Q65553230,,
139,Bergstrasse,bus,['83'],"52.45916139372746, 13.347763872287858",,,
140,Betriebsbhf. Rummelsburg,s-bahn,['105'],"52.4939,13.4978",Q829009,,
141,Betriebsbhf. Schöneweide,s-bahn,"['110', '140', '141', '115']","52.44676,13.52391",Q4526101,,
142,Beusselstrasse,bus,"['89', '65'] ; ['99']","52.53832103706931, 13.326608778503582 ; 52.52743218981964, 13.328663519476438",,,
143,Beusselstrasse/Goerdelerdamm,bus,['23'],"52.538207243690735, 13.326140120191338",,,
144,"Bhf. Berlin-Lichtenberg, Irenenstrasse",bus,['8'],"52.510678403138584, 13.500668860337543",,,
145,Bhf. Berlin-Lichtenberg,strassenbahn,['15'],"52.511250083190305, 13.499453104242638",,,
146,Bhf. Friedrichstrasse,bus,"['78', '57']","52.5205606637086, 13.388231915342985",nan,"['A9']+ A9,A57+ A57,A9+ A57,A9,A59+ ['A18', 'A57', 'A59']",nan+ Bhf. Friedrichstrasse+ Bhf. Friedrichstrasse+ Bhf. Friedrichstrasse+ nan
147,Bhf. Friedrichstrasse,strassenbahn,"['70', '22', '46']","52.5192805,13.3884107",Q65095382,"46,70,1+ 11, 46,70+ ['71', '46', '70']","nan+ nan, nan+ nan"
148,Bhf. Karlshorst,strassenbahn,"['17', '19']","52.481331,13.5254433",Q65952829,,
149,Bhf. Schönefeld,bus,"['36', '36E']","52.38192403313463, 13.511545079208773",nan,AZ+ ['A36'],nan+ nan
150,Bhf. Schöneweide,bus,"['47', '66', '67', '65']","52.45374952013775, 13.510200397684477",nan,"['A47']+ A47+ A47,Flughafen Schönefeld <> Strausberger Platz,A26+ A26,A47,A48+ ['A48', 'A47', 'A26']","nan+ Bhf. Schöneweide, Sterndamm+ Bhf. Schöneweide, Sterndamm+ Bhf. Schöneweide, Sterndamm+ nan"
151,Bhf. Schöneweide,strassenbahn,"['17', '25', '85', '26']","52.45640818289644, 13.509916574756422",nan,"['92']+ ['69']+ 87,92,69E,69+ 95,69,92+ 85,69E,92,87,69,95+ ['87', '95', '92', '69', '69E', '85']",nan+ nan+ Bhf. Schöneweide+ Bhf. Schöneweide+ Bhf. Schöneweide+ nan
152,Bhf. Springpfuhl,bus,"['37', '43']","52.525730108939904, 13.536747791865222",,,
153,Biesdorf,s-bahn,['100'],"52.5131,13.5554",Q4892357,['KBS 101']+ ['KBS 101']+ KBS 101+ KBS 101+ KBS 101+ ['KBS 101'],nan+ nan+ Berlin-Biesdorf station+ Berlin-Biesdorf station+ Berlin-Biesdorf station+ nan
154,Binger Strasse,bus,['60'],"52.47860731690142, 13.309520331957327",,,
155,Birkbuschstrasse Ecke Siemensstrasse ; Birkbuschstrasse Ecke Wolfensteindamm,bus,"['17'] ; ['88', '85']","52.442446070952045, 13.33208709992057 ; 52.452746371165205, 13.319710019070339",,,
156,Birkenstrasse,bus,['70'],"52.53079718877779, 13.347189131007013",,,
157,Birkenwerder,s-bahn,['140'],"52.6885,13.2888",Q2343634,['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 104+ ['KBS 104'],nan+ nan+ Birkenwerder station+ Birkenwerder station+ Birkenwerder station+ nan
158,Bismarckplatz,bus,['29'],"52.492064537089135, 13.28493897027407",nan,"['A7']+ ['A29']+ A69,A66,A29+ A29+ A29+ ['A29']",nan+ nan+ Bismarckplatz+ Bismarckplatz+ Bismarckplatz+ nan
159,Bismarckstrasse,bus,"['17', '2' '30', '32', '81', '33', '75'] ; ['86', '89', '21'] ; ['68'] ; ['76'] ; ['1']","52.45104613779833, 13.337984178349748 ; 52.511278844725716, 13.30156125637835 ; 52.458658035900655, 13.339224550777846 ; 52.4644986963098, 13.338958296899527 ; 52.51156584388718, 13.305262677680595",nan,A68+ A33+ A11+ A33,Bismarckstrasse Ecke Bergstrasse +  Bismarckstrasse Ecke Steglitzer Damm +  Morgensternstrasse Ecke Königsberger Strasse+ Bismarckstrasse Ecke Steglitzer Damm
159,Bismarckstrasse,bus,"['86', '89', '21']","52.511278844725716, 13.30156125637835",nan,A68+ A33+ A11+ A33,Bismarckstrasse Ecke Bergstrasse +  Bismarckstrasse Ecke Steglitzer Damm +  Morgensternstrasse Ecke Königsberger Strasse+ Bismarckstrasse Ecke Steglitzer Damm
159,Bismarckstrasse,bus,['68'],"52.458658035900655, 13.339224550777846",nan,A68+ A33+ A11+ A33,Bismarckstrasse Ecke Bergstrasse +  Bismarckstrasse Ecke Steglitzer Damm +  Morgensternstrasse Ecke Königsberger Strasse+ Bismarckstrasse Ecke Steglitzer Damm
159,Bismarckstrasse,bus,['76'],"52.4644986963098, 13.338958296899527",nan,A68+ A33+ A11+ A33,Bismarckstrasse Ecke Bergstrasse +  Bismarckstrasse Ecke Steglitzer Damm +  Morgensternstrasse Ecke Königsberger Strasse+ Bismarckstrasse Ecke Steglitzer Damm
159,Bismarckstrasse,bus,['1'],"52.51156584388718, 13.305262677680595",nan,A68+ A33+ A11+ A33,Bismarckstrasse Ecke Bergstrasse +  Bismarckstrasse Ecke Steglitzer Damm +  Morgensternstrasse Ecke Königsberger Strasse+ Bismarckstrasse Ecke Steglitzer Damm
160,Björnsonstrasse,bus,['33'],"52.465537379031005, 13.313402757322454",,,
161,Björnsonstrasse,strassenbahn,['3'],"52.5544232,13.4030585",Q65920495,['3']+ 3+ 3+ ['3'],nan+ nan+ nan+ nan
162,Blankenburg,bus,['31'],"52.591378021706056, 13.45353759854294",,,
163,Blankenburg,s-bahn,"['140', '141', '142']","52.5915,13.4435",Q800469,"['KBS 106']+ ['KBS 106', 'KBS 100b']+ KBS 106,KBS 100b+ KBS 106+ KBS 104,KBS 106+ ['KBS 104', 'KBS 105', 'KBS 106']",nan+ nan+ Berlin-Blankenburg station+ Berlin-Blankenburg station+ Berlin-Blankenburg station+ nan
164,Blankenfelde,bus,['7'],"52.61834588206829, 13.390559367661176",,,
165,Blaschkoallee,bus,['41'],"52.452527739561745, 13.452132008638982",,,
166,Bleibtreustrasse,bus,"['9', '19', '29']","52.50162717169989, 13.319466346593028",nan,A69,Bleibtreustrasse Ecke Kurfürstendamm
167,Blissestrasse,bus,['60'],"52.48376778578, 13.320278052796514",,,
168,Blockdammweg Ecke Hönower Wiesenweg,strassenbahn,['13'],"52.48432797553747, 13.505776092087414",,,
169,Blohmstrasse/Wünsdorfer Strasse,bus,['82'],"52.3886603285429, 13.39431823947573",,,
170,Blumenstrasse,strassenbahn,['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)'],"52.44907887643158, 13.760106955990562",nan,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)+ ['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)'],nan+ nan
171,Blücherstrasse,bus,['95'],"52.494544810791446, 13.399589946762335",,,
172,Boelckestrasse,bus,['28'],"52.480786395990485, 13.377428055833606",,,
173,"Bohnsdorf, Kirche",bus,['36'],"52.39948771402893, 13.555574431978044",nan,['A36']+ ['A36']+ AD/36+ AD/36+ A36+ ['A36'],"nan+ nan+ Bohnsdorf, Kirche+ Bohnsdorf, Kirche+ Bohnsdorf, Kirche+ nan"
