,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
32,Alt-Heiligensee,bus,"{'13', '14E', '14'}","52.60510283029124, 13.209634214081166",nan,"['14E', '13', '14']+ {'14E', '13', '14'}",
33,Alt-Karow,bus,"{'42', '31'}","52.60931228539711, 13.481265848599735",nan,"['42', '31']+ {'42', '31'}",
34,Alt-Kaulsdorf,bus,{'27'},"52.50508529147867, 13.590866996391515",nan,{'27'},
35,Alt-Lankwitz,bus,{'81'},"52.43848298401557, 13.354194783337245",nan,['81']+ {'81'},
36,"Alt-Lankwitz, Dorfaue",bus,{'81'},"52.43908382575332, 13.354417745001864",nan,['81']+ {'81'},
37,Alt-Lankwitz/Krankenhaus,bus,{'96'},"52.43730490015878, 13.358440903360284",nan,['96']+ {'96'},
38,Alt-Lichtenrade,bus,"{'79', '78'}","52.39426173436838, 13.41108129819545",nan,"['30', '79']+ {'79', '30'}",
39,Alt-Mahlsdorf,strassenbahn,{'83'},"52.5051992,13.6133347",Q66364530,['83']+ {'83'},
40,Alt-Mariendorf,bus,"{'79', '81', '93', '77'}","52.43923357641858, 13.38166242974063+52.440175015423044, 13.3951860884339",nan,"['11', '81']+ {'81', '11'}+ {'93', '77'}",
41,Alt-Mariendorf,u-bahn,{'6'},"52.4391,13.3877",Q262168,['6']+ {'6'},
42,Alt-Marienfelde,bus,"{'11', '79'}","52.413385082183694, 13.36338063003787",nan,"['11', '52']+ {'52', '11'}",
43,Alt-Marzahn,bus,"{'99', '92', '91', '54', '95'}",,,,
44,Alt-Marzahn,strassenbahn,"{'11', '18', '18E'}",,,,
45,Alt-Moabit,bus,"{'90', '24', '1'}",,,,
46,Alt-Müggelheim,bus,{'27'},"52.41018331064196, 13.665897531850348",nan,['27']+ {'27'},
47,Alt-Pichelsdorf/Freybrücke,bus,{'94'},"52.5122477912736, 13.200889215866068",nan,['94'],
48,Alt-Rudow,bus,{'57'},"52.41770072121206, 13.49572951039219",nan,['57']+ {'57'},
49,Alt-Rüdersdorf,strassenbahn,{'S-Bhf. Friedrichshagen <> Rüdersdorf'},"52.4664099,13.8054805",Q66528564,['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf']+ {'S-Bhf. Friedrichshagen <> Rüdersdorf'},
50,Alt-Schmöckwitz,strassenbahn,{'86'},"52.3752767,13.649549",Q66459540,['86'],
51,Alt-Stralau,bus,{'34'},"52.49250215076991, 13.477901745330643",nan,['34']+ {'34'},
52,Alt-Tegel/U-Bhf. Tegel,bus,{'20'},"52.58989357817254, 13.283311087588116",nan,"['15', '20']+ {'20', '15'}",
53,Alt-Tempelhof,u-bahn,{'6'},"52.465952777778,13.385897222222",Q559212,['6']+ {'6'},
54,Alt-Wittenau,bus,"{'21', '14', '62', '15'}",,,,
55,Alte Jakobstrasse,bus,{'41'},"52.49899774675935, 13.395604260127172+52.50024681363398, 13.397084577841763+52.506142489130255, 13.401714081179867+52.50615421281323, 13.401681660371056",nan,"['95']+ ['41', '29']+ {'95'}+ {'41', '29'}",
56,Altglienicke,s-bahn,"{'140', '115'}","52.4073,13.5588",Q4736651,"['KBS 140', 'KBS 115']+ {'115', '140'}",
57,"Altglienicke, Kirche",bus,{'23'},"52.421845729296805, 13.539407702079252",nan,['23']+ {'23'},
58,"Altglienicke, Kirche",strassenbahn,{'84'},"52.421845729296805, 13.539407702079252",nan,['84']+ {'84'},
59,Am Eichenquast,bus,{'91'},"52.41781715081436, 13.449467038795506",nan,{'91'},
60,Am Falkenberg,strassenbahn,{'84'},"52.41079970042163, 13.570452931545786",nan,['84']+ {'84'},
61,Am Faulen See,strassenbahn,{'70'},"52.5505971,13.4947298",Q66123506,{'70'},
62,Am Friedrichshain,bus,"{'40', '32', '57/E', '9'}",,,,
63,Am Graben,bus,{'35'},"52.47903536411806, 13.17933172348599",nan,['35']+ {'35'},
64,Am Großen Wannsee,bus,"{'6', '18', '3'}",,,,
65,Am Juliusturm,bus,"{'13', '55'}","52.539578710212595, 13.2054936901799","nan, nan","['55', '13'], ['97']+ {'13', '55'}",
66,Am Kiesteich,bus,{'5'},"52.551166212587965, 13.165323363657249",nan,['5']+ {'5'},
67,Am Kupfergraben,strassenbahn,"{'70', '22', '46', '71'}","52.5194208,13.3953839",Q65055027,"['70', '71', '46', '22']+ {'22', '71', '46', '70'}",
68,Am Nordgraben,bus,"{'12', '22'}","52.588108073077045, 13.33987637535727",nan,"['12', '22']+ {'22', '12'}",
69,Am Nordhafen,bus,"{'70', '90'}","52.53868315849872, 13.363248409190426",nan,"['70']+ {'90', '83', '70'}",
70,Am Omnibushof,bus,"{'13', '35'}","52.517897245023185, 13.18497677087069",nan,"['13', '35']+ {'13', '35'}",
71,Am Pilz,bus,{'15'},"52.64251497264632, 13.300908054411988",nan,['15']+ {'15'},
72,Am Rosenhag,bus,"{'44', '99', '95'}",,,,
73,Am Steinberg,bus,"{'42', '45', '31'}","52.55648144940878, 13.429306764151775",nan,"['45', '42', '31']+ {'45', '42', '31'}",
74,Am Steinberg,strassenbahn,{'71'},"52.5585796,13.4333751",Q65103320,['71']+ {'71'},
75,Am Vierrutenberg,bus,{'20'},"52.613535544271876, 13.343827205969221",nan,['20']+ {'20'},
76,Am Volkspark,bus,{'86'},"52.483222065143515, 13.32036833862448",nan,['86']+ {'86'},
77,Amalienpark,strassenbahn,{'49'},"52.57211778972418, 13.414167757734122",nan,{'49'},
78,Amalienstrasse,bus,{'96'},"52.430150812046016, 13.334039923561416",nan,['96']+ {'96'},
79,Amfortasweg,bus,{'88'},"52.4458677095568, 13.324594238605897",nan,['88']+ {'88'},
80,Amrumer Strasse,bus,{'16'},"52.5462955560136, 13.343933965140167",nan,{'16'},
81,Amrumer Strasse,u-bahn,{'9'},"52.5425,13.350277777778",Q557577,{'9'},
82,Amtgerichtsplatz,bus,{'10'},"52.50682826380543, 13.295178534915353",nan,['10']+ {'10'},
83,Amtsgericht Charlottenburg,bus,{'21'},"52.50571853839105, 13.295347400894903",nan,['21']+ {'21'},
84,An den Achterhöfen,bus,{'91'},"52.42153737967532, 13.437968958661244",nan,"{'78', '91'}",
85,An den Siedlergärten,bus,{'95'},,,,
86,An der Rehwiese,bus,"{'53', '18'}",,,,
87,Anhalter Bhf.,bus,{'75'},,,,
88,Anhalter Bhf.,s-bahn,{'2'},,,,
89,Annenstrasse,bus,{'78E'},"52.50798240814858, 13.414173928976657+52.53180886397556, 13.55871869726003+52.53241578266354, 13.53767853161781",nan,['54']+ ['43']+ {'78E'}+ {'54'}+ {'43'},
90,Antonienstrasse,bus,{'61'},,,,
91,Antonplatz,strassenbahn,"{'70', '28', '20', '72', '24', '3'}","52.5484803,13.4517416",Q65548849,"['24', '20', '28', '72', '3', '70']+ {'3', '24', '70', '20', '72'}",
92,Arbeitsstättengebiet Marzahn,bus,{'98'},,,,
93,Arkonaplatz,bus,"{'78E', '78'}","52.53753415367688, 13.401767623579223",nan,"['78', '78E']+ {'78', '78E'}",
94,Arnikaweg,bus,"{'52', '41'}","52.43011081467595, 13.477429437980076",nan,['41']+ {'41'},
95,Aroser Allee,bus,"{'22', '14', '8'}","52.57376245122369, 13.351970705456408+52.57376706520514, 13.35201441269534",nan,"['22', '14']+ ['8']+ {'22', '14'}+ {'8'}",
96,Artur-Becker-Strasse,bus,{'30'},"52.532128259520775, 13.441464475643278",nan,"['30', '54']+ {'54', '30'}",
97,Artur-Becker-Strasse,strassenbahn,"{'13', '21', '4'}","52.5325286,13.4406868",Q65707391,"['19', '13', '21', '4']+ {'4', '13', '21', '19'}",
98,Askanierring,bus,"{'34', '63'}","52.545679974269035, 13.194267325495874",nan,"['63']+ {'63', '34'}",
99,Askanischer Platz,bus,{'24'},"52.50447796179715, 13.38228227112231",nan,"['24', '75', '29']+ {'24', '29'}",
100,Atillaplatz,bus,{'96E'},,,,
101,Attilaplatz,bus,"{'25', '68', '96'}","52.4554738213535, 13.375407117415186+52.45590179888225, 13.376512495751076",nan,"['96', '25']+ {'68', '96', '25'}",
102,Attilastrasse,bus,{'76'},"52.446780681779, 13.360649425780375+52.44965106917626, 13.366909063216056+52.44966087297262, 13.36690894042674",nan,['33']+ {'33'}+ {'76'},
103,Augsburger Strasse,u-bahn,{'2'},"52.500555555556,13.336388888889",Q667035,{'2'},
104,Auguste-Viktoria-Allee,bus,"{'21', '62'}","52.569268504658915, 13.329801350092811",nan,['62']+ {'62'},
105,Auguste-Viktoria-Krankenhaus,bus,{'25'},"52.4590671738712, 13.348491313406196",nan,['25']+ {'25'},
106,Ausstellungshallen,bus,"{'4', '92', '94'}",,,,
107,BMW-Maschinenfabrik,bus,{'55'},"52.537251895204555, 13.223205797129593",nan,['55']+ {'55'},
108,BWF Marzahn,strassenbahn,"{'12', '11', '14'}",,,,
109,Backwarenkombinat,bus,{'98'},,,,
110,Bahnhof,bus,"{'361', '362'}","52.39260379531954, 13.5173267347486",nan,"['361']+ {'361', '362'}",
111,Bahnhof-/Lindenstrasse,strassenbahn,"{'25', '21', '26', '83', '19', '82'}",,,,
112,Bahnhofstrasse,strassenbahn,{'85'},"52.4505094,13.572684",Q66095701,{'82'},
113,Barbarossastrasse,bus,{'85'},"52.491919179981245, 13.345139286455641",nan,"['85']+ {'73', '85'}",
114,Barfusstrasse,bus,{'12'},"52.554307201956135, 13.345153941265151",nan,['12']+ {'12'},
115,Barnetstrasse,bus,"{'82', '76'}",,,,
116,Baumschulenstrasse,bus,"{'65', '66'}","52.460823690124585, 13.503654622533428",nan,"['65', '66']+ {'66'}",
117,Baumschulenweg,s-bahn,"{'140', '115', '141', '143', '142', '110'}","52.4675,13.489722",Q324336,"['KBS 141', 'KBS 115', 'KBS 142', 'KBS 110', 'KBS 140']+ {'141', '140', '142', '143', '115', '110'}",
118,Baußnernweg,bus,{'52'},"52.40552764373322, 13.356400744655776",nan,['52']+ {'52'},
119,Bayerischer Platz,u-bahn,"{'4', '7'}","52.488333333333,13.340277777778",Q668574,"['7', '4']+ {'4', '7'}",
120,Bayernring,bus,{'96'},"52.48253685459361, 13.381049547471969",nan,['96']+ {'96'},
121,Bayreuther Strasse,bus,"{'69', '9'}","52.50163998582795, 13.343660724504073",nan,"{'69', '9'}",
122,Beeskowdamm,bus,{'96E'},,,,
123,Behring-Krankenhaus,bus,{'10'},"52.42410894567823, 13.251764544509987",nan,['10']+ {'10'},
124,Bellevue,s-bahn,{'3'},"52.52,13.348055555556",Q374018,['KBS 156']+ {'156'},
125,Belßstrasse,bus,{'32'},"52.42719908422464, 13.365826813492008",nan,"['30', '32']+ {'30', '83', '32'}",
126,Bendastrasse,bus,"{'65', '77'}","52.46695300094916, 13.436394446161026",nan,"['65']+ {'77', '65'}",
127,Bergfelde,s-bahn,{'140'},"52.6702,13.3203",Q4891640,{'140'},
128,Berghof,strassenbahn,{'S-Bhf. Friedrichshagen <> Rüdersdorf'},"52.4735431,13.7613062",Q66550988,['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf']+ {'S-Bhf. Friedrichshagen <> Rüdersdorf'},
129,Berghof-Weiche,strassenbahn,{'S-Bhf. Friedrichshagen <> Rüdersdorf'},"52.4733349,13.7520292",Q66550992,['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf']+ {'S-Bhf. Friedrichshagen <> Rüdersdorf'},
130,Bergiusstrasse,bus,{'77'},"52.46630647994592, 13.457664818410066",nan,{'77'},
131,Bergstrasse,bus,"{'68', '81', '75', '83', '2'}",,,,
132,Bergstrasse/Sternwarte,bus,{'76'},,,,
133,Berkaer Strasse,bus,"{'60', '17'}","52.48209270683341, 13.281182952838728",nan,"{'17', '60'}",
134,Berkaer Strasse/ Elsterplatz,bus,{'50'},"52.47914555453604, 13.285775681691982",nan,{'50'},
135,Berlichingenstrasse,bus,"{'70', '89'}","52.52781016393892, 13.324880288269696",nan,"['70', '89']+ {'89', '70'}",
136,Berliner Strasse,bus,"{'50', '10', '1', '21', '11', '48'}",,,,
137,Berliner Strasse,strassenbahn,{'63'},"52.54901484504038, 13.501730881734558",nan,{'63'},
138,Berliner Strasse,u-bahn,"{'7', '9'}","52.487222222222,13.330833333333",Q637739,"{'7', '9'}",
139,Berlinickeplatz,bus,"{'96E', '65', '96', '73'}",,,,
140,Bernau,s-bahn,{'141'},"52.6763,13.5931",Q479789,{'141'},
141,Bernauer Strasse,bus,{'90'},"52.53828665458276, 13.396036842411949",nan,{'90'},
142,Bernauer Strasse Ecke Wolliner Strasse,bus,{'90'},"52.539825749774046, 13.4015229935377",nan,{'90'},
143,Bernauer Strasse Ecke Wollinger Strasse,bus,{'64'},"52.53981740645869, 13.401574390020418",nan,{'64'},
144,Berner Strasse,bus,{'84'},"52.43274739374244, 13.292825738660762",nan,{'84'},
145,Bernhard-Beyer-Strasse,bus,{'18'},"52.391758854827614, 13.13183862470428",nan,['18']+ {'18'},
146,Bernhard-Lichtenberg-Strasse,bus,{'23'},,,,
147,Bernkasteler Strasse,strassenbahn,"{'28', '24', '72'}",,,,
148,Bersarinplatz,strassenbahn,{'4'},"52.519215,13.4525257",Q65706258,{'4'},
149,Besarinplatz,strassenbahn,"{'13', '21'}","52.519215,13.4525257",Q65706258,"{'13', '21'}",
150,Besarinstrasse,strassenbahn,{'17'},"52.52639219393025, 13.44755936273526",nan,['17']+ {'17'},
151,Betriebsbhf. Rummelsburg,s-bahn,{'105'},"52.4939,13.4978",Q829009,['KBS 105']+ {'105'},
152,Betriebsbhf. Schöneweide,s-bahn,"{'141', '110', '140', '115'}","52.44676,13.52391",Q4526101,"['KBS 141', 'KBS 140', 'KBS 115', 'KBS 110']",
153,Beusselstrasse,bus,"{'89', '99', '65'}",,,,
154,Bhf. Alexanderplatz,bus,{'57/E'},,,,
155,Bhf. Berlin-Lichtenberg,strassenbahn,{'15'},,,,
156,Bhf. Frankfurter Allee,strassenbahn,"{'29', '12', '3'}","52.5138037,13.4773772",Q65948557,"['3']+ {'12', '3'}",
157,Bhf. Friedrichsfelde,bus,{'8'},,,,
158,Bhf. Friedrichstrasse,bus,"{'59', '57/E', '78'}",,,,
159,Bhf. Friedrichstrasse,strassenbahn,"{'70', '22', '46'}","52.5192805,13.3884107",Q65095382,"['70', '46', '22']+ {'22', '46', '70'}",
160,Bhf. Karlshorst,bus,{'96'},"52.481331,13.5254433",nan,['96']+ {'96'},
161,Bhf. Karlshorst,strassenbahn,"{'17', '19'}","52.481331,13.5254433",Q65952829,"['19', '17']+ {'17', '19'}",
162,Bhf. Lichtenberg,bus,"{'54', '8', '30'}","52.51086483639184, 13.499794165236494",nan,"['112', '54', '93', '30', '8']+ {'8', '54', '30'}",
163,Bhf. Lichtenberg,strassenbahn,{'20'},"52.5123603,13.4977547",Q66013733,"['15', '20']+ {'20', '15'}",
164,Bhf. Lichtenberg,u-bahn,{'E'},"52.510556,13.496389",Q3831986,{'E'},
165,Bhf. Schildow,bus,{'7'},,,,
166,Bhf. Schöneweide,bus,"{'66', '67', '62', '47', '65'}","52.45374952013775, 13.510200397684477",nan,"['47', '62', '65', '66', '67']+ {'62', '67', '65', '66', '47'}",
167,Bhf. Schöneweide,strassenbahn,"{'25', '85', '26', '17'}","52.4553413,13.5110449",Q65950245,"['85', '26', '25', '17']+ {'26', '17', '25'}",
168,Bhf. Schönhauser Allee,strassenbahn,"{'49', '22', '46'}","52.5493619,13.4135734",Q65088013,"['49', '22']+ {'49', '46'}",
169,Biebricher Strasse,bus,{'91'},"52.48191090485555, 13.424864072036069",nan,{'91'},
170,Biesdorf,s-bahn,{'100'},"52.5131,13.5554",Q4892357,['KBS 100']+ {'100'},
171,"Biesdorf-Süd, Köpenicker Strasse",bus,{'35'},"52.50540750631891, 13.561822203827356",nan,{'35'},
172,Binger Strasse,bus,{'60'},"52.47860731690142, 13.309502331957327",nan,{'60'},
173,Birkbuschstrasse,bus,"{'88', '85', '17'}","52.442446070952045, 13.33208709992057+52.452746371165205, 13.319710019070339",nan,"['17']+ ['85', '88']+ {'17'}+ {'85', '88'}",
174,Birkenstrasse,bus,{'70'},"52.53079718877779, 13.347189131007013",nan,['70']+ {'70'},
175,Birkenstrasse,u-bahn,{'9'},"52.532222222222,13.341388888889",Q555998,['9']+ {'9'},
176,Birkenwerder,s-bahn,{'140'},"52.6885,13.2888",Q2343634,['KBS 140']+ {'140'},
177,Bismarckstrasse,bus,"{'1', '21', '68', '76', '81', '75', '17', '33', '2', '32'}",,,,
178,Bismarckstrasse,u-bahn,"{'7', '1'}","52.511388888889,13.305",Q686132,"['1', '7']+ {'7', '1'}",
179,Björnsonstrasse,bus,{'33'},"52.465537379031005, 13.313402757322454",nan,['33']+ {'33'},
180,Björnsonstrasse,strassenbahn,"{'22', '3'}","52.5537705,13.4138898",Q65076842,"['22', '3']+ {'22', '3'}",
181,Blankenburg,s-bahn,"{'143', '141', '142', '140'}","52.5915,13.4435",Q800469,"['KBS 141', 'KBS 140', 'KBS 142', 'KBS 143']+ {'141', '140', '143', '142'}",
182,Blankenburger Strasse,strassenbahn,{'49'},"52.5549426407197, 13.395363798814545",nan,{'49'},
183,Blankenfelde,bus,{'7'},"52.61834588206829, 13.390559367661176",nan,['7']+ {'7'},
184,Blankenfelder Strasse,strassenbahn,{'49'},"52.6020289,13.4313613",Q66192067,{'49'},
185,Blaschkoallee,bus,{'41'},"52.452525422138564, 13.45215713772726+52.452527739561745, 13.452132008638982+52.4526338082942, 13.438579963210245",nan,['41']+ {'41'}+ {'91'},
186,Blaschkoallee,u-bahn,{'7'},"52.451944444444,13.449444444444",Q666911,['7']+ {'7'},
187,Bleibtreustrasse,bus,"{'9', '19'}","52.50162717169989, 13.319466346593028",nan,"['9', '19', '29']+ {'29', '9', '19'}",
188,Blissestrasse,bus,{'60'},"52.48376778578, 13.320278052796514",nan,['60']+ {'60'},
189,Blissestrasse,u-bahn,{'7'},"52.486666666667,13.321944444444",Q571397,['7']+ {'7'},
190,Blohmstrasse,bus,"{'7', '82'}",,,,
191,Blumenstrasse,strassenbahn,{'S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'},"52.4494503,13.7594534",Q66977546,['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse']+ {'S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse'},
192,Boddinstrasse,u-bahn,{'8'},"52.48,13.425277777778",Q819495,['8']+ {'8'},
193,Boelckestrasse,bus,{'28'},"52.480786395990485, 13.377428055833606",nan,['28']+ {'28'},
194,"Bohnsdorf, Kirche",bus,{'36'},"52.39948771402893, 13.555574431978044",nan,['36']+ {'36'},
195,"Bohnsdorf, Waldstrasse",bus,{'38'},"52.389397192754984, 13.570666562153916",nan,['38']+ {'38'},
196,Borgsdorf,s-bahn,{'140'},"52.7155,13.2764",Q4093486,['KBS 140']+ {'140'},
197,Bornholmer Strasse,bus,{'89'},"52.554776992507094, 13.397560624891069",nan,{'89'},
198,Bornholmer Strasse,strassenbahn,"{'49', '22', '46', '3'}",,,,
199,Borsigwerke,u-bahn,{'6'},"52.5819,13.2907",Q525185,['6']+ {'6'},
200,Boschpoler Strasse,bus,{'43'},"52.5281225944603, 13.548869333486577",nan,"{'54', '43'}",
201,Botanischer Garten,bus,"{'68', '48'}","52.458598799471524, 13.303436055459807",nan,{'68'},
202,Boxhagener Strasse,strassenbahn,{'3'},"52.5088235,13.465969",Q65675805,{'3'},
203,Brandenburgplatz,strassenbahn,"{'25', '84'}","52.4553193,13.5908277",Q66338590,"['25']+ {'84', '25'}",
204,Breisgauer Strasse,bus,"{'53', '18'}",,,,
205,Breite Strasse,bus,"{'32', '9', '68'}",,,,
206,Breite Strasse/Haydnstrasse,bus,{'88'},"52.449521017744146, 13.323731583040027",nan,{'88'},
207,Breitehornweg/Krankenhaus,bus,"{'35', '34'}","52.47044572189344, 13.169372570939597",nan,"['34', '35']+ {'35', '34'}",
208,Breitenbachplatz,bus,{'16'},"52.467219717443385, 13.309473490660878",nan,['16']+ {'16'},
209,Breitenbachplatz,u-bahn,{'2'},"52.466388888889,13.308055555556",Q571339,['2']+ {'2'},
210,Breitenbachstrasse,bus,"{'22E', '15'}","52.58199659447502, 13.305445353625542",nan,"['15', '22E', '21']+ {'21', '15'}",
211,Breitscheidplatz,bus,"{'69', '73', '60', '19'}",,,,
212,Breitscheidplatz / Verkehrsamt,bus,{'9'},,,,
213,Breitscheidstrasse,bus,{'7'},"52.63978191539914, 13.317789778141295",nan,['7']+ {'7'},
214,Breitscheidstrasse,strassenbahn,{'S-Bhf. Friedrichshagen <> Rüdersdorf'},"52.4685102,13.7928271",Q66531394,['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf']+ {'S-Bhf. Friedrichshagen <> Rüdersdorf'},
215,Breslauer Platz/Rathaus Friedenau,bus,{'48'},"52.472258296062634, 13.3361067794+52.472258296062634, 13.336106779429679",nan,['48']+ {'48'},
216,Briesener Weg,bus,{'60'},"52.515989948329185, 13.609410940393886",nan,['60']+ {'60'},
217,"Britz, Buschkrug",bus,{'73'},"52.45252082287284, 13.452147293762899",nan,{'73'},
218,Britz-Süd,bus,{'25'},"52.43697966573562, 13.448134256305682",nan,['25']+ {'25'},
219,Britz-Süd,u-bahn,{'7'},"52.437777777778,13.448055555556",Q571845,['7']+ {'7'},
220,Britz-Süd Gutschmidtstrasse,bus,{'93'},"52.437076827846255, 13.444129425003135",nan,{'93'},
221,Britzer Damm,bus,"{'25', '73'}","52.4489601337724, 13.436193871061318+52.452688195616496, 13.4385636640716+52.45270582469712, 13.438600568590575",nan,['25']+ {'25'}+ {'73'},
222,Britzer Strasse,bus,"{'81', '93'}","52.44019828016907, 13.39521021528824",nan,"{'81', '93'}",
223,Brotteroder Strasse,bus,{'2'},,,,
224,Bruch,s-bahn,{'141'},,,,
225,Bruchwitzstrasse,bus,"{'81', '96'}","52.437914827364786, 13.348377144075371",nan,"['96', '81']+ {'96', '81'}",
226,Brunnenplatz,bus,{'70'},"52.54967231813887, 13.377205988834362",nan,['70']+ {'70'},
227,Brunnenstrasse,bus,"{'78E', '99'}",,,,
228,Brunnenstrasse,strassenbahn,"{'70', '22', '46'}","52.5324542,13.3974236",Q65691740,"['70', '46', '22']+ {'22', '46', '70'}",
229,Bruno-Baum-Strasse,bus,"{'10 SEV', '95'}",,,,
230,Bruno-Baum-Strasse,strassenbahn,"{'12', '11', '14'}",,,,
231,Bruno-Leuschner-Strasse,s-bahn,{'101'},"52.55056,13.5475",Q2150651,{'101'},
232,Bruno-Leuschner-Strasse,strassenbahn,"{'11', '18'}",,,,
233,Brunsbütteler Damm,bus,"{'13', '34'}","52.53292762063852, 13.198429555074528+52.53310870663978, 13.157950786711206",nan,"['34', '13']+ ['31']+ {'13', '34'}+ {'31'}",
234,Brösener Strasse,strassenbahn,{'S-Bhf. Friedrichshagen <> Rüdersdorf'},"52.4591543,13.635078",Q66528570,{'S-Bhf. Friedrichshagen <> Rüdersdorf'},
235,Brückenstrasse,strassenbahn,{'S-Bhf. Friedrichshagen <> Rüdersdorf'},"52.4586564,13.5121185+52.468598604942, 13.80052411472712",Q65951869+nan,['S-Bhf. Friedrichshagen <> Alt-Rüdersdorf']+ {'S-Bhf. Friedrichshagen <> Rüdersdorf'},
236,Buch,s-bahn,{'143'},"52.6359,13.4917","Q4892359+Q4892359, Q4892359","['KBS 141', 'KBS 143']+ {'141'}, {'143'}",
237,"Buch, Am Sandhaus",bus,"{'51E', '51'}","52.6379918370594, 13.490907382587826",nan,"['51']+ {'51', '51E'}",
238,"Buch, Hobrechtsfelder Chaussee",bus,{'31'},"52.64858618670595, 13.484683854486553",nan,['31']+ {'31'},
239,"Buch, Zepernicker Strasse",bus,{'42'},"52.64161725444106, 13.515575706154056",nan,{'42'},
240,"Bucholz, Hauptstrasse",strassenbahn,{'49'},"52.60726996020294, 13.433394005316927",nan,['49']+ {'49'},
241,Buckow-Süd,bus,{'91'},"52.42092525348061, 13.460811993003562",nan,{'91'},
242,Buckower Chaussee,bus,"{'76', '78'}","52.414558044256225, 13.401161035852658",nan,"['7', '52']+ {'52', '7'}",
243,Buckower Chaussee,s-bahn,{'2'},"52.4103,13.3829",Q800499,{'152'},
244,Buckower Damm,bus,"{'52', '93', '91'}",,,,
