,stop_id,stop_name,type,in_lines,location,identifier,stop_id_1961,previous_in_lines,stop_description
972,973,Rathaus Spandau,bus,"A80,A35,A99,A31,A5,A63,A34,A13,AS1s","52.53480744415333, 13.199505517192808",nan,938,"A35,A5,AS1,A34,A13,A31,A63",Rathaus Spandau
973,974,Rathaus Spandau,strassenbahn,"75,76","52.53488081670858, 13.199058849732252",nan,939,"55,75,76",Rathaus Spandau
974,975,Rathaus Steglitz,bus,"A17,A85,A86,A84,A48,A68,A32","52.45683244954579, 13.320757398114617",nan,940,"A32,A48,A17,A68",Rathaus Steglitz
975,976,Rathaus Tempelhof,bus,A77,"52.46300094221747, 13.385342238118488",nan,942,A77,nan
976,977,Rathaus Tiergarten,bus,A70,"52.52649085974541, 13.338358982634196",nan,943,A70,Rathaus Tiergarten
977,978,Rathaus Wannsee,bus,"AS4,A18,A3,A6","52.418440129670444, 13.148872492834737",nan,944,"A3,A6,A18",Rathaus Wannsee
978,979,Rathaus Zehlendorf,bus,"A66,AS3s,A1,A3,A53","52.433207520111885, 13.259531923613192",nan,945,"A3,A66,AS3",Rathaus Zehlendorf
979,980,Rathenauplatz,bus,A65,"52.49561134930413, 13.286573746568635",nan,946,A65,Rathenauplatz
980,981,Rathenower Strasse,bus,"A24,A99,A70","52.52677998083022, 13.355183467556872 ; 52.52673250798154, 13.355275614926985",nan,947,A70 ; A24,Turmstrasse/Rathenower Strasse ; Rathenower Strasse Ecke Turmstrasse
981,982,Rathenower Strasse Ecke Perleberger Strasse,bus,A72,"52.53252487206442, 13.350617083748922",nan,948,A72,nan
982,983,Rathenowerstrasse Ecke Alt-Moabit,bus,A90,,,,,
983,984,Ravenestrasse Ecke Reinickdorferstrasse,bus,A70,,,,,
984,985,Rehberge,u-bahn,C I,"52.5567,13.3412",Q253850,950,C I,Rehberge
985,986,Reichpietsch-Ufer Ecke Potsdamer Strasse,bus,A83,,,,,
986,987,Reichssportfeldstrasse,strassenbahn,"75,76","52.507514731015824, 13.242086696344282",nan,955,"75,76",Reichssportfeldstrasse
987,988,Reimerweg Ecke Heerstrasse,bus,A92,,,,,
988,989,Reinickendorf,s-bahn,KBS 100c,"52.5779,13.3506",Q800496,957,KBS 105,Berlin Alt-Reinickendorf station
989,990,Reinickendorfer Str.,u-bahn,C I,"52.539911111111,13.370377777778",Q559249,958,C I,Reinickendorfer Straße
990,991,Reinickendorfer Strasse Ecke Schulstrasse,bus,"A64,A79","52.55154134842798, 13.367385622374945",nan,959,A64,nan
991,992,Reinickendorferstrasse Ecke Osloer Strasse,bus,A89,,,,,
992,993,Rennbahn,bus,"A76,A78","52.431519887104706, 13.391508229384012",nan,928,A76,nan
993,994,Rennbahnstrasse Ecke Gustav-Adolf-Strasse,bus,A56,"52.56218648050474, 13.454267038723398",nan,961,A56,Rennbahnstrasse Ecke Gustav-Adolf-Strasse
994,995,Reuchlinstrasse,bus,A70,"52.5278079827492, 13.324842775070394",nan,962,A70,Reuchlinstrasse Ecke Huttenstrasse
995,996,Reuterstrasse,bus,A67,"52.48654240757135, 13.428977740572138",nan,963,A67,Reuterstrasse Ecke Sonnenallee
996,997,Richard-Wagner-Platz,bus,"A62,A87,A86,AS1s","52.517490990443804, 13.306397097578404",nan,964,A62,Richard-Wagner-Platz
997,998,Richard-Wagner-Platz,strassenbahn,"54,53,55","52.517570616857, 13.306248118529135",nan,965,"53,55,54",Richard-Wagner-Platz
998,999,Richard-Wagner-Platz,u-bahn,A III,"52.5175,13.306388888889",Q662201,966,A III,Richard-Wagner-Platz metro station
999,1000,"Richard-Wagner-Platz, Wintersteinstrasse",bus,A87,,,,,
1000,1001,Richardstrasse,strassenbahn,15,"52.47097391592754, 13.446301038467002",nan,967,15,Richardstrasse
1001,1002,Richtershorn,strassenbahn,86,"52.40105,13.6248473",Q66481215,968,86,Richtershorn
1002,1003,Ridbacher Strasse,bus,A49,"52.527457204488485, 13.606447755554132",nan,969,A49,Ridbacher Strasse Ecke Grottkauer Strasse
1003,1004,Ringstrasse,bus,A11,"52.439772810020266, 13.300175076283422",nan,970,A11,Ringstrasse Ecke Drakestrasse
1004,1005,Ringstrasse Ecke Attilastrasse,strassenbahn,96,,,,,
1005,1006,Ringstrasse Ecke Pestalozzistrasse,bus,A84,,,,,
1006,1007,Rittberg-Krankenhaus,bus,A85,,,,,
1007,1008,Ritterlandweg,bus,"A71,A79","52.56036399935592, 13.36907949823327",nan,972,A71,Ritterlandweg
1008,1009,Robert-Koch-Platz,bus,"A57,O40","52.527570508835595, 13.37877230286134",nan,973,"O40,A57",Robert-Koch-Platz
1009,1010,Roederplatz,bus,O30,"52.52671388514014, 13.479662353432392",nan,974,O30,Roederplatz
1010,1011,Roederplatz,strassenbahn,"3,69,69E","52.5266001,13.479068",Q65685373,975,3,nan
1011,1012,Rohdestrasse Ecke Germaniastrasse,bus,A73,"52.4620458336563, 13.404444184357315",nan,976,A73,nan
1012,1013,Roseneck,bus,"A17,AS3s,A50,A29,A19","52.47580089902253, 13.282411270445099",nan,977,"A19,A50,A29,AS3",Roseneck
1013,1014,"Roseneck, Hundekehl",bus,A60,"52.47640250997692, 13.281611267179592",nan,978,A60,"Roseneck, Hundekehl"
1014,1015,"Rosenthal, Hauptstrasse",strassenbahn,22,,,,,
1015,1016,Rosenthaler Platz,bus,O40,"52.5296729549826, 13.401428926082492",nan,980,O40,Rosenthaler Platz
1016,1017,Rosenthaler Platz,strassenbahn,"49,1,11,22","52.5301769,13.4016121+ 52.5301769,13.4016121",Q65093945+ Q65093945,981+ 982,"49,22,11,1+ 49",U Rosenthaler Platz+ nan
1017,1018,Rosenthaler Strasse,strassenbahn,49,,,,,
1018,1019,Rudower Strasse,bus,A52,"52.43428237477314, 13.469124205215895",nan,983,A52,Rudower Strasse Ecke Johannisthaler Chaussee
1019,1020,Ruhleben,u-bahn,A I,"52.525555555556,13.241388888889",Q656401,984,B I,Ruhleben station
1020,1021,Rummelsburg,s-bahn,KBS 102,"52.501244,13.478545",Q15107132,986,KBS 102,Berlin-Rummelsburg railway station
1021,1022,Ruppiner Chaussee,bus,A13,"52.59792202028554, 13.275075196373528",nan,987,A13,Ruppiner Chaussee Ecke Heiligensee
1022,1023,Ruppiner Chaussee Ecke Hennigsdorfer Strasse,bus,A14,,,,,
1023,1024,Röntgental,s-bahn,KBS 106,"52.6487,13.5136",Q801386,988,KBS 106,Röntgental station
1024,1025,"Rüdersdorf, Heinitzstrasse",Tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",,,,,
1025,1026,"Rüdersdorf, Karl-Marx-Platz",Tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",,,,,
1026,1027,"Rüdersdorf, Post",Tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",,,,,
1027,1028,"Rüdersdorf, Schulstrasse",Tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",,,,,
1028,1029,"Rüdersdorf, Thälmannstrasse",Tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",,,,,
1029,1030,Rüdesheimer Platz,u-bahn,A II,"52.473333333333,13.314444444444",Q167147,991,"A II,B II",Rüdesheimer Platz
1030,1031,Rügener Strasse,bus,"A14,A71","52.544791277773946, 13.391067616355128",nan,992,"A61,A71,A14",Rügener Strasse
1031,1032,S-Bhf. Adlershof,strassenbahn,84,"52.435251,13.5408489",Q66363728,993,84,bus and tram stop S Adlershof
1032,1033,S-Bhf. Alexanderplatz,bus,"A9,A57","52.52074877770386, 13.412147230655155",nan,994,"O30,A57,A9",S-Bhf. Alexanderplatz
1033,1034,S-Bhf. Altglienicke,bus,A23,,,,,
1034,1035,S-Bhf. Baumschulenweg,bus,A47,"52.4674967534767, 13.489379882069517",nan,995,A47,S-Bhf. Baumschulenweg
1035,1036,S-Bhf. Baumschulenweg,strassenbahn,92,"52.467425320387854, 13.489303343986984",nan,996,"95,95P",nan
1036,1037,S-Bhf. Biesdorf,bus,O37,"52.513432593832405, 13.555387279249894",nan,997,O37,S-Bhf. Biesdorf
1037,1038,S-Bhf. Friedrichsfelde-Ost,bus,A43,"52.51324537165634, 13.524030584354616",nan,998,A43,"S-Bhf. Friedrichsfelde-Ost, Marzahner Chaussee"
1038,1039,S-Bhf. Friedrichshagen,Tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",,,,,
1039,1040,S-Bhf. Friedrichshagen,strassenbahn,"84,87","52.4564126,13.6253656",Q66360784,1000,"84,87",S Friedrichshagen
1040,1041,S-Bhf. Greifswalder Strasse,strassenbahn,"74E,74","52.5407234,13.4382904",Q65548932,1001,"74E,74",S Greifswalder Straße
1041,1042,S-Bhf. Grünau,bus,"AD,A38,A36","52.41361515857581, 13.573796290663196",nan,1002,"AD/36,A38,AZ,S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)",S-Bhf. Grünau
1042,1043,S-Bhf. Grünau,strassenbahn,86,"52.413493,13.5746802",Q62470512,1003,86,nan
1043,1044,S-Bhf. Grünbergallee,bus,A36,,,,,
1044,1045,S-Bhf. Jannowitzbrücke,bus,A1P,,,,,
1045,1046,S-Bhf. Jannowitzbrücke,strassenbahn,"11,64,74E,82,22","52.51478599600389, 13.418056238742702
",nan,1004,"64,11,82",nan
1046,1047,S-Bhf. Karlshorst,strassenbahn,"69,69E","52.481331,13.5254433",Q65952829,1005,69,S Karlshorst
1047,1048,"S-Bhf. Kaulsdorf, Planitzstrasse",bus,A27,"52.51113864301491, 13.58755467300039",nan,1006,A27,"S-Bhf. Kaulsdorf, Planitzstrasse"
1048,1049,S-Bhf. Köpenick,bus,A27,"52.45882190200453, 13.579564677172508",nan,1007,A27,S-Bhf. Köpenick
1049,1050,S-Bhf. Köpenick,strassenbahn,"83,86,82","52.4582153,13.5790435",Q66370784,1008,"83,86,82",S Köpenick
1050,1051,S-Bhf. Lenninallee,bus,A54,,,,,
1051,1052,S-Bhf. Mahlsdorf,bus,"A44,A44E","52.51234908870327, 13.61221793610957",nan,1009,"A44,A44E",S-Bhf. Mahlsdorf
1052,1053,S-Bhf. Mahlsdorf,strassenbahn,83,"52.51221826761895, 13.612190748726157",nan,1010,83,S-Bhf. Mahlsdorf
1053,1054,S-Bhf. Nöldnerplatz,bus,A43,,,,,
1054,1055,S-Bhf. Ostkreuz,strassenbahn,82,"52.50243021718411, 13.469020052690205",nan,1011,82,S-Bhf. Ostkreuz
1055,1056,S-Bhf. Pankow,bus,"A55,A58","52.56742037379333, 13.412250129587665",nan,1012,A55,nan
1056,1057,S-Bhf. Pankow,strassenbahn,"46,49,22","52.5675692,13.4121641",Q65055075,1013,"46,49,22",nan
1057,1058,S-Bhf. Pankow-Heinersdorf,strassenbahn,49,"52.577507820515834, 13.427853061920917",nan,1014,49,S-Bhf. Pankow-Heinersdorf
1058,1059,S-Bhf. Plänterwald,strassenbahn,"87,95","52.479645467025435, 13.47567729609248",nan,1015,"92,87",nan
1059,1060,S-Bhf. Prenzlauer Allee,strassenbahn,"71,72","52.5448075,13.427408",Q65219791,1016,"72,71",S Prenzlauer Allee
1060,1061,S-Bhf. Rahnsdorf,Tram,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),,,,,
1061,1062,S-Bhf. Rahnsdorf,bus,A22,"52.451628368326396, 13.691579101298974",nan,1017,"A22,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)",S-Bhf. Rahnsdorf
1062,1063,S-Bhf. Rummelsburg,bus,O30,"52.50179539105723, 13.478028581044718",nan,1018,O30,S-Bhf. Rummelsburg
1063,1064,S-Bhf. Schönhauser Allee,strassenbahn,"46,49,22","52.5493619,13.4135734",Q65088013,1019,"46,49,22",nan
1064,1065,S-Bhf. Spindlersfeld,strassenbahn,84,"52.4457311,13.5624298",Q66363397,1020,84,S Spindlersfeld
1065,1066,S-Bhf. Treptower Park,bus,A47,"52.49403640886682, 13.460762565516704",nan,1022,A47,S-Bhf. Treptower Park
1066,1067,S-Bhf. Warschauer Strasse,strassenbahn,"4,3",,,,,
1067,1068,S-Bhf. Wilhelmshagen,bus,A22,"52.43886122089184, 13.721060252199655",nan,1023,A22,S-Bhf. Wilhelmshagen
1068,1069,Saaleckplatz,bus,A17,"52.41629158246214, 13.323941962356194",nan,1024,A17,Saaleckplatz
1069,1070,Saalestrasse Ecke Braunschweiger Strasse,strassenbahn,15,,,,,
1070,1071,Saalestrasse Ecke Sonnenallee,strassenbahn,95,,,,,
1071,1072,SaarBrücker Strasse,strassenbahn,71,"52.5285309565747, 13.417113687314579",nan,1025,"72,71",SaarBrücker Strasse
1072,1073,Saarbrücker Strasse,strassenbahn,72,,,,,
1073,1074,Saargemünder Strasse,bus,"A11,A18","52.450918082089416, 13.270922488527036+ 52.450918082089416, 13.270922488527036
",nan+ nan,1026+ 1027,A18+ A11,Saargemünder Strasse Ecke Clayallee+ nan
1074,1075,Saatwinkler Damm,bus,"A62,A99","52.54802938567344, 13.300569461587116",nan,1028,A62,Saatwinkler Damm Ecke Kurt-Schumacher-Damm
1075,1076,Saatwinkler Damm Ecke Seestrasse,bus,A89,,,,,
1076,1077,Sachsendamm Ecke Ebersstrasse,bus,A65,,,,,
1077,1078,Sadowastrasse,bus,"A8,A8E","52.482675472271694, 13.584833068425244",nan,1029,"A8,A8E",Sadowastrasse Ecke Ulmenstrasse
1078,1079,Sakrower Strasse Ecke Landstrasse,bus,A35E,,,,,
1079,1080,Samariterstr.,u-bahn,E,"52.514722222222,13.464444444444",Q552891,1030,E,Samariterstraße metro station
1080,1081,Savignyplatz,bus,AS4,,,,,
1081,1082,Savignyplatz,s-bahn,"KBS 100h,KBS 100g,KBS 100k","52.5051746,13.3190659",Q554382,1031,"KBS 101,KBS 102",Berlin Savignyplatz station
1082,1083,Scharfestrasse,bus,A18,"52.43828828643976, 13.262213345971533",nan,1033,A18,Scharfestrasse Ecke Clayallee
1083,1084,Scharnhorststrasse Ecke Kieler Strasse,bus,A9,"52.534358722624745, 13.370310836134667",nan,1035,A9,nan
1084,1085,Scharnweberstr. (Eichborndamm),u-bahn,C I,"52.566944444444,13.312777777778",Q557586,1036,C I,Scharnweberstraße
1085,1086,Scharnweberstrasse,bus,A21,"52.567891242257375, 13.31193029694028",nan,1037,A21,Scharnweberstrasse Ecke Eichborndamm
1086,1087,"Schildow, Kirche",bus,"A7,A7E,AS","52.63581867397586, 13.377719168374458",nan,1038,A7,"Schildow, Kirche"
1087,1088,Schildower Strasse,bus,A12S,,,,,
1088,1089,Schillingstr.,u-bahn,E,"52.566944444444,13.312777777778",Q557586,1039,E,Schillingstraße station
1089,1090,Schillingstrasse,bus,A61,"52.56595360108564, 13.320255053064429",nan,1040,A61,Schillingstrasse Ecke Scharnweberstrasse
1090,1091,Schlachtensee,s-bahn,KBS 100e,"52.4401,13.2153",Q800509,1042,KBS 104,Berlin-Schlachtensee station
1091,1092,Schlesisches Tor,u-bahn,"A I,A II","52.500833333333,13.441666666667",Q602282,1043,"B II,B I",Schlesisches Tor
1092,1093,Schloss Ruhwald,bus,AS1s,"52.521567840298836, 13.260569641184494",nan,1045,AS1,Schloss Ruhwald
1093,1094,Schloss Ruhwald,strassenbahn,"54,53","52.52160139428261, 13.260396465216335",nan,1046,"53,54",Schloss Ruhwald
1094,1095,Schlosserweg Ecke Buckower Damm,bus,A91,,,,,
1095,1096,Schlossstrasse,bus,"A32,A74","52.46502319139203, 13.328512641123645",nan,1049,A74,"Schlossstrasse, Walther-Schreiber-Platz"
1096,1097,Schlossstrasse Ecke Albrechtstrasse,bus,A84,,,,,
1097,1098,Schlossstrasse Ecke Feuerbachstrasse,bus,A81,,,,,
1098,1099,Schlossstrasse Ecke Spandauer Damm,bus,A87,,,,,
1099,1100,"Schlossstrasse, Wilhelm-Schreiber-Platz",bus,AS2s,"52.46497175478016, 13.328534991548652",nan,1051,AS2,"Schlossstrasse, Walther-Schreiber-Platz"
1100,1101,Schloßstrasse Ecke Bundesallee,bus,"A85,A86",,,,,
1101,1102,Schloßstrasse Ecke Feuerbachstrasse,bus,A2,"52.4631173264433, 13.326724826984016",nan,1052,A2,nan
1102,1103,Schmargendorf,s-bahn,"KBS 100,KBS 100k","52.479672222222,13.312441666667",Q302810,1053,KBS 100,Berlin Heidelberger Platz station
1103,1104,Schopenhauer-Strasse Ecke Spanische Allee,bus,A3,"52.433960489825, 13.212025866542618",nan,1054,A3,nan
1104,1105,Schulenburgpark,bus,A65,,,,,
1105,1106,Schulenburgpark,strassenbahn,"15,95","52.466660612786704, 13.470292593214328",nan,1055,"15,95",Schulenburgpark
1106,1107,Schulstrasse Ecke Exerzierstrasse,bus,A64,"52.55396008849384, 13.371500780047201",nan,1056,A64,nan
1107,1108,Schulzendorf (b Tegel),s-bahn,KBS 100c,"52.6128,13.2462",Q800487,1057,KBS 105,Schulzendorf railway station
1108,1109,Schulzendorfer Strasse,bus,"A14,A15","52.61057476279662, 13.295480649416259",nan,1058,A15,Schulzendorfer Strasse Ecke Hermsdorfer Damm
1109,1110,Schumannstrasse,bus,A57,,,,,
1110,1111,Schwabstrasse Ecke Reginhardstrasse,bus,A79,,,,,
1111,1112,Schwarzer Weg Ecke Sonnenallee,strassenbahn,95,"52.46218348846541, 13.477104416215733",nan,1060,95,nan
1112,1113,Schwedenstrasse Ecke Exerzierstrasse,bus,A64,"52.55376624875929, 13.377160797243135",nan,1061,A64,nan
1113,1114,Schwedenstrasse Ecke Osloer Strasse,bus,A89,,,,,
1114,1115,Schwiezerhaus,bus,A34,"52.46177834654878, 13.133492629933269",nan,1063,A34,Schwiezerhaus
1115,1116,Schäferberg,bus,A6,"52.41562661861071, 13.12630868100336
",nan,1064,A6,nan
1116,1117,"Schäfersee, Pankower Allee",bus,A71,"52.56403098912502, 13.36417150367161",nan,1032,A71,"Schäfersee, Pankower Allee"
1117,1118,Schöneberg,s-bahn,"KBS 100,KBS 100k,KBS 100e","52.4794,13.3517",Q543855,1065,"KBS 104,KBS 100a,KBS 100",Berlin-Schöneberg station
1118,1119,"Schönefeld, Kirche",bus,"AZ,A36",,,,,
1119,1120,Schönefelder Chaussee,bus,A23,,,,,
1120,1121,"Schöneiche, Dorfstrasse",Tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",,,,,
1121,1122,"Schöneiche, Goethepark",Tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",,,,,
1122,1123,"Schöneiche, Grätzwalde",Tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",,,,,
1123,1124,"Schöneiche, Jägerstrasse",Tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",,,,,
1124,1125,"Schöneiche, Schillerstrasse",Tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",,,,,
1125,1126,"Schöneiche, Waldstrasse",Tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",,,,,
1126,1127,Schöneweide,s-bahn,"KBS 106a,KBS 106,KBS 103,KBS 103a","52.455,13.509444444444",Q111323931,1068,"KBS 103,KBS 103a,KBS 100a,KBS 106",S-Bahnhof Berlin Schöneweide
1127,1128,Schönfließ,s-bahn,KBS 104,,,,,
1128,1129,Schönhauser Allee,s-bahn,"KBS 106a,KBS 104,KBS 106","52.549329,13.413706",Q111264493,1069,KBS 106,S-Bahnhof Schönhauser Allee
1129,1130,Schönhauser Allee,strassenbahn,3,,,,,
1130,1131,Schönhauser Allee,u-bahn,A,"52.549328888889,13.413706111111",Q47014936,1071,A,Schönhauser Allee (metro station)
1131,1132,Schönholz,s-bahn,"KBS 100c,KBS 100e","52.5714,13.3814",Q800490,1072,"KBS 105,KBS 106",Berlin-Schönholz station
1132,1133,Schützallee Ecke Onkel-Tom-Strasse,bus,A66,"52.4406263121593, 13.255177908871318",nan,1073,A66,nan
1133,1134,Sebastianfriedhof,bus,A61,"52.571002500013684, 13.336360943589446",nan,1075,A61,Sebastianfriedhof
1134,1135,Sedanstrasse,bus,"A32,A33","52.45143021733514, 13.335289250392284",nan,1077,A33,Sedanstrasse Ecke Albrechtstrasse
1135,1136,Seebuger Strasse Strasse Ecke Pichelsdorfer Strasse,bus,A13,,,,,
1136,1137,Seeburger Strasse,strassenbahn,"75,76","52.52919074855153, 13.195613280527734",nan,1078,"75,76",Seeburger Strasse
1137,1138,Seeburgerstrasse Ecke Klosterstrasse,bus,A92,,,,,
1138,1139,Seegefelder Weg,bus,A63,"52.549813200063646, 13.128679816115987",nan,1079,A63,"Seegefelder Weg, Stadtgrenze"
1139,1140,Seegefelderstrasse Ecke Carl-Schurz-Strasse,bus,A80,,,,,
1140,1141,Seelenbinderstrasse Ecke Bahnhofstrasse,strassenbahn,87,"52.4554632,13.5769303",Q66324934,1081,87,nan
1141,1142,Seesener Strasse Ecke Hohenzollerndamm,bus,AS3s,,,,,
1142,1143,Seesenerstrasse Ecke Hohenzollerndamm,bus,A50,,,,,
1143,1144,Seestr.,u-bahn,C I,"52.55056,13.35194",Q554391,1082,C I,Seestraße
1144,1145,Seestrasse,bus,A64,,,,,
1145,1146,Seidelstr. (Flughafen Tegel),u-bahn,C I,"52.571111,13.302778",Q557582,1084,C I,nan
1146,1147,Selbitzer Strasse Ecke Krampnitzer Weg,bus,A35E,,,,,
1147,1148,Senefelderplatz,u-bahn,A,"52.53242,13.412743",Q32661454,1086,A,U-Bahnhof Senefelderplatz
1148,1149,Seydlitzstrasse Ecke Lankwitzstrasse,strassenbahn,96,,,,,
1149,1150,Siegfriedstrasse Ecke Hermannstrasse,bus,A91,,,,,
1150,1151,Siemensstadt,s-bahn,KBS 100b,"52.53923,13.26365",Q96080453,1087,KBS 100c,Berlin-Siemensstadt railway station
1151,1152,Siemensstadt-Fürstenbrunn,s-bahn,KBS 100a,"52.528,13.2695",Q18747940,1088,KBS 103a,Siemensstadt-Fürstenbrunn station
1152,1153,Silbersteinstrasse Ecke Hermannstrasse,bus,A91,,,,,
1153,1154,Sommerstrasse Ecke Klemkestrasse,bus,A79,,,,,
1154,1155,Sonnenallee,s-bahn,KBS 100,"52.473,13.4558",Q481364,1091,KBS 100,Berlin Sonnenallee station
1155,1156,Sonnenallee,strassenbahn,92,"52.48613359502478, 13.430239659364373",nan,1092,"95P,26",Sonnenallee
1156,1157,Sonnenallee Ecke Erkstrasse,bus,A4,,,,,
1157,1158,Sonnenallee Ecke Pannierstrasse,bus,A75,,,,,
1158,1159,Sophie-Charlotte-Platz,u-bahn,A I,"52.510833333333,13.296666666667",Q657879,1094,"A I,B I",Sophie-Charlotte-Platz
1159,1160,Sophie-Charlotten-Platz,bus,A74,,,,,
1160,1161,Sophie-Charlotten-Strasse,bus,A18,"52.44594955353092, 13.267788405970709",nan,1096,A18,Sophie-Charlotten-Strasse Ecke Clayallee
1161,1162,Sophie-Charlotten-Strasse Ecke Pulsstrasse,bus,A87,,,,,
1162,1163,Spandau,s-bahn,"KBS 100a,KBS 100g","52.5347,13.1958",Q111325678,1097,"KBS 101,KBS 103a",S-Bahnhof Berlin Spandau
1163,1164,Spandau West,s-bahn,"KBS 100a,KBS 100g","52.5347,13.1958",Q111325678,1098,"KBS 101,KBS 103a",S-Bahnhof Berlin Spandau
1164,1165,"Spandau, Breitestrasse",bus,A80,,,,,
1165,1166,"Spandau, Friedhof",bus,"A34,A35","52.553136286584845, 13.179674445908985",nan,1099,A34,"Spandau, Friedhof"
1166,1167,"Spandau, Markt",strassenbahn,"75,54,76,53","52.53784349532438, 13.204135429364628",nan,1100,"53,55,54,76,75","Spandau, Markt"
1167,1168,Spandauer Damm,bus,"A10,A74","52.51838420899177, 13.280076964056246",nan,1101,"A10,A74",Spandauer Damm Ecke Königin-Elisabeth-Strasse
1168,1169,Spandauer Damm Ecke Sophie-Charlotten-Strasse,bus,A87,,,,,
1169,1170,Spandauer Damm Ecke Stadtautobahn,bus,A65,,,,,
1170,1171,Spandauer Strasse,bus,A31,"52.535940922541684, 13.156793426342295",nan,1102,A31,Spandauer Strasse Ecke Klosterbuschweg
1171,1172,Spichernstrasse,u-bahn,"G,A II",,,,,
1172,1173,Spichernstrasse Ecke Joachimstaler Strasse,bus,A2,,,,,
1173,1174,Spindlersfeld,s-bahn,KBS 106,"52.4472,13.5613",Q4892371,1105,KBS 103a,Berlin-Spindlersfeld station
1174,1175,Spittelmarkt,strassenbahn,"74E,74,72,64","52.511243321361405, 13.40494539543245",nan,1106,"64,72,74E,74",Spittelmarkt
1175,1176,Spittelmarkt,u-bahn,A,"52.511111111111,13.403611111111",Q569489,1107,A,Spittelmarkt station
1176,1177,Spreewaldplatz,bus,A75,"52.49746662927152, 13.43173832995115",nan,1108,A75,nan
1177,1178,Staaken,s-bahn,KBS 100a,,,,,
1178,1179,Staakener Strasse,bus,A63,"52.536487084911975, 13.190823566060091",nan,1111,A63,Staakener Strasse Ecke Seegefelder Strasse
1179,1180,Stadion Buschallee,strassenbahn,70,"52.5566718,13.4869834",Q65504715,1112,70,Stadion Buschallee/Hansastraße
1180,1181,Stadion Lichterfelde,bus,A17,"52.43867922703144, 13.325050443019501",nan,1113,A17,Stadion Lichterfelde
1181,1182,Stadtilmer Weg,bus,A11,,,,,
1182,1183,Stadtmitte,u-bahn,A,"52.5122,13.3894
","Q660066
",1114,A,nan
1183,1184,Stadtpark,bus,A17,"52.44890555557147, 13.338827669086982",nan,1115,A17,"Stadtpark, Albrechtstrasse"
1184,1185,Stadtrandstrasse,bus,A5,"52.553426999619965, 13.153585430700852",nan,1116,A5,Stadtrandstrasse Ecke Falkenseer Chaussee
1185,1186,Stalinallee,bus,O40,"52.51715128685504, 13.440640767102789",nan,1117,O40,Stalinallee Ecke Strasse der Pariser Kommune
1186,1187,Stalinallee (Ringbahn),u-bahn,E,"52.514166666667,13.474722222222",Q552872,1119,E,Berlin Frankfurter Allee station
1187,1188,Stegerwaldstrasse,bus,A32,"52.42073935358918, 13.369265336797783",nan,1120,A32,Stegerwaldstrasse Ecke Marienfelder Allee
1188,1189,Steglitz,s-bahn,KBS 100e,"52.4562,13.3216",Q111264179,1121,KBS 104,S-Bahnhof Rathaus Steglitz
1189,1190,Steglitzer Damm Ecke Bismarckstrasse,bus,A81,,,,,
1190,1191,Steglitzer Damm Ecke Halske Strasse,bus,A2,"52.45003047744661, 13.346670686507988",nan,1122,A2,nan
1191,1192,Steglitzer Damm Ecke Munsterdamm,bus,A83,,,,,
1192,1193,Sterndamm,bus,A47,"52.44658674940087, 13.506534865142585",nan,1123,A47,Sterndamm Ecke Königsheideweg
1193,1194,Steuerhaus,strassenbahn,"69E,63,69,64","52.530493,13.4614989",Q65553632,1125,"64,63",Oderbruchstraße
1194,1195,Stindestrasse,bus,A32,,,,,
1195,1196,Strab. Bhf. Köpenick,strassenbahn,"85,83",,,,,
1196,1197,Strab. Bhf. Siegfriedstrasse,strassenbahn,"69,69E",,,,,
1197,1198,Stralauer Allee Ecke Markgrafendamm,strassenbahn,82,"52.49740745019046, 13.46463650693144",nan,1127,82,Stralauer Allee Ecke Markgrafendamm
