,stop_id,stop_name,type,in_lines,location,identifier,stop_id_1961,previous_in_lines,stop_description
721,722,Lichterfelde West,s-bahn,KBS 100e,"52.4433,13.2947",Q111327103,718,KBS 104,S-Bahnhof Berlin Lichterfelde West
722,723,Lindauer Strasse,bus,"A12,A12S,A71","52.573378512244474, 13.359026284637647",nan,719,"A71,A12",Lindauer Strasse Ecke Residenzstrasse
723,724,Lindauer Strasse Ecke Residenzstrasse,bus,A72,"52.57332805900587, 13.35899004155058",nan,720,A72,nan
724,725,Lindenberg,bus,AL,"52.602597712625055, 13.5250306401055",nan,721,AL,Lindenberg
725,726,Lindenstrasse,strassenbahn,"96,84","52.50703628824205, 13.398245194666595",nan,723,"96,78",Lindenstrasse Ecke Oranienstrasse
726,727,Lindenstrasse Ecke Bahnhofstrasse,strassenbahn,"83,86",,,,,
727,728,Lindenstrasse Ecke Hegelschule,strassenbahn,"85,82,95",,,,,
728,729,Lindenstrasse Ecke Müllerstrasse,bus,A1,,,,,
729,730,Lindenthaler Allee,s-bahn,KBS 100e,"52.4375,13.2325",Q315891,725,KBS 104,Berlin Mexikoplatz station
730,731,Lindhorstweg,bus,A48,,,,,
731,732,Loewenhardtdamm,bus,A28,"52.48165790097863, 13.374453287679744",nan,727,A28,Loewenhardtdamm Ecke Badener Ring
732,733,Louise-Schroeder-Platz,bus,A16,"52.55713317342601, 13.365513694540711",nan,728,A16,Louise-Schroeder-Platz
733,734,Ludwigkirchstrasse/Pariser Strasse,bus,A60,"52.497535465268555, 13.324328066962357",nan,729,A60,Ludwigkirchstrasse/Pariser Strasse
734,735,Luise-Schröder-Platz,bus,A72,"52.55757019957571, 13.365470778195588",nan,730,A72,nan
735,736,Luisenhain,strassenbahn,84,,,,,
736,737,Luisenplatz,bus,"A62,A87,A89,A21,AS1s","52.52005408723936, 13.2995133852506",nan,731,"A65,A21,A62,AS1",Luisenplatz
737,738,Luisenplatz,strassenbahn,"54,53,55","52.51951940474329, 13.300024347605849",nan,732,"53,3,54,55",Luisenplatz
738,739,Lupsteiner Weg,bus,A10,"52.40950895120702, 13.251647735398342",nan,733,A10,Lupsteiner Weg Ecke Sachtlebenstrasse
739,740,Lutherstrasse,bus,A29,"52.50104544166847, 13.34692193817342",nan,735,A29,Lutherstrasse Ecke Kleiststrasse
740,741,Luxemburgplatz,u-bahn,A,"52.528333333333,13.410277777778",Q658790,736,A,Rosa-Luxemburg-Platz station
741,742,Luzerner Strasse,bus,A53,"52.42399460780493, 13.293333572320618",nan,737,A53,Luzerner Strasse
742,743,Lynastrasse,bus,AS1s,"52.54898935768741, 13.210225795636823",nan,738,AS1,Lynarstrasse Ecke Neuendorfer Strasse
743,744,Lynastrasse Ecke Neuendorfer Strasse,strassenbahn,"54,53","52.54898037206874, 13.210198880046686",nan,739,"53,54",nan
744,745,"Lübars, Dorfaue",bus,A20,"52.62095733281459, 13.358934481999336",nan,740,A20,"Lübars, Dorfaue"
745,746,Lübarser Strasse Ecke Eichhorster Weg,bus,A15,,,,,
746,747,Lützowplatz,bus,"A24,A69,A16","52.505029017314186, 13.351822867208506",nan,742,"A69,A16,A24",Lützowplatz
747,748,Lützowstrasse,bus,"A29,A48","52.50531004879477, 13.35374234810531 ; 52.5030789103706, 13.36561126569968",nan,743,A29 ; A48,Lützowplatz ; Lützowstrasse Ecke Potsdamer Strasse
748,749,Lützowstrasse Ecke Potsdamer Strasse,bus,A83,,,,,
749,750,Machandelweg,bus,"A5,A31,A92","52.52483519555124, 13.24567177943413",nan,745,"A5,A31",Machandelweg
750,751,Machnower Strasse Ecke Berlepschstrasse,bus,A66,"52.42978244172841, 13.257044671164005",nan,746,A66,nan
751,752,Magdalenenstr.,u-bahn,E,"52.5125,13.486388888889",Q473901,747,E,Magdalenenstraße
752,753,Magistratsweg,bus,A31,"52.5331201414446, 13.158067208455051",nan,748,A31,Magistratsweg Ecke Brunsbütteler Damm
753,754,Magistratsweg Ecke Brunsbütteler Damm,bus,A80,,,,,
754,755,Mahlsdorf,s-bahn,KBS 101,"52.5121,13.6106",Q800484,750,KBS 101,Mahlsdorf railway station
755,756,Mahlsdorf-Süd,strassenbahn,83,"52.4741663,13.5991443",Q66368466,751,83,Mahlsdorf-Süd
756,757,"Mahlsdorf-Süd, Hubertus",strassenbahn,"86,82","52.4741663,13.5991443",Q66368466,752,"86,82",Mahlsdorf-Süd
757,758,"Malchow, Dorfstrasse",bus,"AL,A46","52.580462270708544, 13.482797576255583",nan,753,"AL,A46","Malchow, Dorfstrasse"
758,759,Malchower Weg,bus,A46,"52.56152031238405, 13.500485897507804",nan,754,A46,Malchower Weg Ecke Falkenberger Chaussee
759,760,Malteserstrasse Ecke Belßstrasse,bus,A32,,,,,
760,761,Malteserstrasse Ecke Paul-Schneider-Strasse,bus,A83,,,,,
761,762,Marburger Strasse,bus,A62,"52.50371964602222, 13.337728344178407",nan,755,A62,Marburger Strasse Ecke Tauentzienstraße 
762,763,Marchandstrasse,bus,A32,"52.423049326436605, 13.357354547531147",nan,756,A32,Marchandstrasse Ecke Maltestrasse
763,764,Marchlewskistr.,u-bahn,E,"52.516794444444,13.444991666667",Q551768,757,E,Weberwiese
764,765,Mariannenplatz,bus,A28,"52.50228674193422, 13.42408622658593",nan,759,A28,Mariannenplatz
765,766,Mariendorf,s-bahn,KBS 100c,"52.4478,13.3609",Q800497,760,KBS 105,Attilastraße station
766,767,"Mariendorf, Kaiserstrasse",bus,A33,,,,,
767,768,Mariendorfer Damm,bus,A77,"52.445604468950826, 13.385816551199863",nan,761,"A77,AS2",Mariendorfer Damm Ecke Kaiserstrasse
768,769,Mariendorfer Damm,strassenbahn,15,"52.44016299080784, 13.387234623097394",nan,762,15,Mariendorfer Damm
769,770,Mariendorfer Damm Ecke Alt-Mariendorf,bus,A81,,,,,
770,771,Mariendorfer Damm Ecke Kaiserstrasse,bus,AS2s,,,,,
771,772,Mariendorfer Damm Ecke Tauernallee,bus,A78,,,,,
772,773,Mariendorfer Friedhof,strassenbahn,15,"52.44953069256824, 13.404755931664896",nan,763,15,Mariendorfer Friedhof
773,774,Mariendorfer Weg Ecke Hermannstrasse,bus,A91,,,,,
774,775,Marienfelde,s-bahn,KBS 100c,"52.4242,13.3747",Q800485,765,KBS 105,Marienfelde station
775,776,"Marienfelde, Alt-Marienfelde",bus,A11,,,,,
776,777,"Marienfelde, Stadtrandsiedlung",bus,A52,,,,,
777,778,Marienfelder Allee,bus,A32,"52.413790430379194, 13.362098895780415",nan,766,A32,Marienfelder Allee Ecke Maltestrasse
778,779,Marienfelder Strasse Ecke Lichtenrader Damm,bus,A76,"52.392477747609426, 13.40668482049751",nan,768,A76,nan
779,780,Marienstrasse,bus,A11,"52.42960010456386, 13.321303543636025",nan,769,A11,Marienstrasse Ecke Königsberger Strasse
780,781,Markgrafendamm,bus,82P,"52.49919969372071, 13.465742293248686",nan,770,A82P,Markgrafendamm
781,782,Markgrafenstrasse Ecke Tempelhofer Damm,bus,A77,,,,,
782,783,Martin-Luther-Friedhof,bus,A20,"52.598400543805816, 13.298350500981082",nan,773,A20,Martin-Luther-Friedhof
783,784,Martin-Luther-Strasse,bus,A74,,,,,
784,785,Martin-Luther-Strasse Ecke Grunewaldstrasse,bus,A89,"52.4891017368616, 13.34492200742072",nan,774,A74,nan
785,786,Martin-Luther-Strasse Ecke Hauptstrasse,bus,A84,,,,,
786,787,Marx-Engels-Platz,bus,"A9,A57","52.51617617310524, 13.400937413635054",nan,776,"A57,A9",Marx-Engels-Platz
787,788,Marx-Engels-Platz,s-bahn,"KBS 102,KBS 101,KBS 103,KBS 103a","52.5226,13.4022",Q689312,777,"KBS 101,KBS 103,KBS 102",Berlin Hackescher Markt station
788,789,"Marzahn, Berliner Chaussee",bus,A43,"52.54469782123951, 13.564560329042491",nan,778,A43,"Marzahn, Berliner Chaussee Ecke Rraoul-Wallenberg-Strasse"
789,790,Marzahner Chaussee,bus,O37,"52.51324537165634, 13.524030584354616
",nan,779,O37,nan
790,791,Mattenbuder Pfad Chaussee Ecke Hennigsdorfer Strasse,bus,A14,,,,,
791,792,Mehringdamm,bus,"A28,A89,A19","52.49293917608851, 13.38772030059097",nan,782,"A19,A28",Mehringdamm Ecke Gneisenaustrasse
792,793,Mehringdamm,u-bahn,"C I,C II","52.493888888889,13.388333333333",Q657905,783,"C II,C I",Mehringdamm
793,794,Mehringplatz,bus,A89,,,,,
794,795,Mehringplatz,strassenbahn,"96,95","52.4979249057416, 13.39108106831653",nan,785,"95,96",Mehringplatz
795,796,Messedamm,bus,"A4,A65","52.50446814877144, 13.279412101845791",nan,786,A4,Messedamm
796,797,Messedamm,strassenbahn,"75,76","52.50641938570246, 13.280392436943686",nan,787,"75,76",Messedamm
797,798,Messedamm Ecke Halenseestrasse- Spanische Allee Ecke Kronprizessinnenweg,bus,AS4,,,,,
798,799,Mimosenweg,bus,A52,"52.42675928719203, 13.506179808906213",nan,788,A52,Mimosenweg Ecke Kanalstrasse
799,800,Mittelstrasse,bus,A18,"52.43475141442549, 13.249262104251452",nan,789,A18,Mittelstrasse Ecke Potsdamer Strasse
800,801,"Moabit, Waldstrasse Ecke Turmstrasse",bus,A1,,,,,
801,802,Mohriner Alle Ecke Buckower Damm,bus,A91,,,,,
802,803,Mohriner Allee Ecke Buckower Damm,bus,A91,,,,,
803,804,Molkenmarkt,strassenbahn,"74,72","52.51679321421663, 13.409330619020574",nan,791,"72,74E,74",nan
804,805,Moltkebrücke,bus,A69,,,,,
805,806,Moltkestrasse,bus,A85,,,,,
806,807,Morgensternstrasse Ecke Wilhelmstrasse,bus,"A11,A17","52.42808959398118, 13.325491157001045",nan,793,"A11,A17",nan
807,808,Moritzplatz,bus,A67,"52.50387355112676, 13.409983330065609",nan,794,A67,Moritzplatz
808,809,Moritzplatz,u-bahn,D,"52.503611111111,13.410833333333",Q374225,795,D,Moritzplatz station
809,810,Motzstrasse,bus,A73,"52.49717707606062, 13.346075923573181",nan,796,A73,nan
810,811,Munsterdamm Ecke Bergstrasse,bus,A68,,,,,
811,812,Munsterdamm Ecke Steglitzer Damm,bus,A75,"52.45003044948948, 13.346702868396282",nan,798,A75,nan
812,813,Märkisches Museum,u-bahn,A,"52.511944444444,13.408888888889",Q657871,799,A,Märkisches Museum station
813,814,Möckernbrücke,u-bahn,A II,"52.499166666667,13.382777777778",Q704716,800,"A II,B II,B I",Möckernbrücke U-Bahn station
814,815,Mönchmühle,bus,AS,,,,,
815,816,Müggelheim,bus,A27,"52.41018331064196, 13.665897531850348
",nan,801,A27,nan
816,817,Müggelseeperle,bus,A27,"52.42170168937569, 13.640893083169368",nan,802,A27,nan
817,818,"Mühlenbeck, Schule",bus,AS,,,,,
818,819,Mühlenstrasse,bus,A20,"52.59350028783369, 13.248862690560857",nan,803,A20,Mühlenweg Ecke Konradshöherstrasse
819,820,Müllerstrasse Ecke Londoner Strasse,bus,A64,,,,,
820,821,Nauener Platz,bus,A72,"52.551552618214714, 13.36737072883247",nan,806,A72,nan
821,822,Nauener Strasse,bus,A31,"52.5340443007014, 13.18167584141312",nan,807,A31,Nauener Strasse & Brunsbütteler Damm
822,823,Nazarethkirchstrasse Ecke Turinerstrasse,bus,A79,,,,,
823,824,Nennhauser Damm Ecke Brunsbütteler Damm,bus,A80,,,,,
824,825,Nervenklinik,bus,A5,,,,,
825,826,Nettelbeckplatz,bus,"A99,A83",,,,,
826,827,Neu-Lindenberg,bus,AL,"52.600885625411856, 13.554794085696633",nan,810,AL,Neu-Lindenberg
827,828,Neue-Kant-Strasse Ecke Messedamm,bus,A88,,,,,
828,829,Neuenhagen (b Bln),s-bahn,KBS 101,"52.5208,13.7003",Q7001614,812,KBS 101,Neuenhagen station
829,830,Neukölln,s-bahn,"KBS 100,KBS 100k","52.469166666667,13.441666666667",Q111325412,813,"KBS 100a,KBS 100",S-Bahnhof Berlin Neukölln
830,831,Neukölln (Südring),u-bahn,C I,"52.469444,13.442222",Q21272767,814,C I,Neukölln (Südring) metro station
831,832,Neuköllnische Allee,bus,A67,"52.468152065072715, 13.460620591028498",nan,815,A67,Neuköllnische Allee Ecke Grenzallee
832,833,"Niederschönhausen, Schillerstrasse",strassenbahn,46,"52.5923051,13.41088",Q65032581,816,46,nan
833,834,Nikolassee,s-bahn,"KBS 100h,KBS 100e","52.4317,13.1933",Q637052,817,"KBS 104,KBS 102",Berlin-Nikolassee station
834,835,Nikolskoer Weg,bus,A6,"52.41405938531216, 13.109270752484141",nan,818,A6,Nikolskoer Weg Ecke Königstrasse
835,836,Nollendorfplatz,bus,"A16,A19","52.49968843634292, 13.353086438468269",nan,819,A19,Nollendorfplatz
836,837,Nollendorfplatz,u-bahn,"A I,A II,B I","52.499166666667,13.353888888889",Q571039,821,"A I,B I,A II,B II,B III",Nollendorfplatz metro station
837,838,Nordend,bus,"A7,A7E","52.59006569360479, 13.401740566033476",nan,823,A7,Nordend
838,839,Nordend,strassenbahn,46,"52.5902104,13.4027524",Q65032696,824,46,Nordend
839,840,Nordendstrasse,strassenbahn,22,"52.588534,13.3882952",Q65428345,825,22,Nordendstraße
840,841,Normannenstrasse,bus,A23,,,,,
841,842,Nöldnerplatz,s-bahn,KBS 101,"52.5038,13.4853",Q4892447,827,KBS 101,Nöldnerplatz station
842,843,Nürnberger Strasse Ecke Kurfürstenstrasse,bus,A69,"52.50513952189661, 13.34119156469812",nan,828,A69,nan
843,844,Oberhofer Platz,bus,A17,"52.42410259117963, 13.328170432694991",nan,829,A17,Oberhofer Platz
844,845,Oberlandstrasse Ecke Germaniastrasse,bus,A65,,,,,
845,846,Oberspree,s-bahn,KBS 106,"52.4525,13.5382",Q15192700,830,KBS 103a,Oberspree station
846,847,"Oberspree, Bruno-Bürgel-Weg",strassenbahn,92,"52.452777014581045, 13.537124836409932",nan,831,92,nan
847,848,Obus-Bf. Siegfriedstrasse,bus,O30,,,,,
848,849,Oderberger Strasse Ecke Eberswalderstrasse,strassenbahn,13,,,,,
849,850,Olbersstrasse,bus,A21,,,,,
850,851,Olivaer Platz,bus,"A19,A29","52.50060275704949, 13.313110622018645",nan,833,"A19,A29",Olivaer Platz Ecke Kurfürstendamm
851,852,Olympiastadion,s-bahn,KBS 100g,"52.511,13.2416",Q800506,835,KBS 101,nan
852,853,Omnibus-Bhf. Lichtenberger Strasse,strassenbahn,3,,,,,
853,854,Onkel Toms Hütte,u-bahn,A II,"52.450277777778,13.253333333333",Q389214,836,"A II,B II",Onkel Toms Hütte metro station
854,855,Onkel-Herse-Strasse,strassenbahn,47,"52.44827036160263, 13.453893782713148",nan,837,47,Onkel-Herse-Strasse
855,856,Onkel-Herse-Strasse Ecke Buschkrug Allee,bus,A67,,,,,
856,857,Oranienburg,s-bahn,KBS 104,"52.7536,13.2496",Q2341669,838,KBS 104,Oranienburg station
857,858,Oranienburger Strasse,bus,A12S,"52.59544415987805, 13.333037366087483",nan,839,A21,Oranienburger Strasse Ecke Wilhelmsruher Damm
858,859,Oranienburger Strasse Ecke Wilhelmsruher Damm,bus,A21,,,,,
859,860,Oranienburger Tor,bus,"A9,O40,A59","52.52716314203455, 13.38710905184874",nan,840,"O40,A9","Oranienburger Tor, Hannoversche Strasse/Torstrasse"
860,861,Oranienburger Tor,strassenbahn,"11,1,70,46,69","52.5256031,13.3872745",Q65095375,841,"46,70,11,1",U Oranienburger Tor
861,862,Oraniendamm Ecke Zabel-Krüger-Damm,bus,A20,,,,,
862,863,Oranienplatz,bus,"A67,A29","52.50232370505019, 13.415510129463975",nan,843,A67,Oranienplatz
863,864,Oranienstrasse,bus,"A28,A75","52.501310708954215, 13.419224612073883",nan,844,"A28,A75",Oranienstrasse Ecke Adalbertstrasse
864,865,Ortsgrenze Gatow,bus,"A34,A35","52.4981601705565, 13.180014416479423",nan,845,"A34,A35",Ortsgrenze Gatow
865,866,Oskar-Helene-Heim,u-bahn,A II,"52.450277777778,13.269722222222",Q681336,846,"A II,B II",Oskar-Helene-Heim metro station
866,867,Osloer Strasse,bus,"A70,A16,A71","52.55587669510938, 13.38424421097371 ; 52.55671381712504, 13.373732523202998",nan,847,"A70,A71 ; A61",Osloer Strasse Ecke Prinzenallee ; Osloer Strasse Ecke Schwedenstrasse
867,868,Osloer Strasse Ecke Schwedenstrasse,bus,A61,,,,,
868,869,Osloerstrasse Ecke Schwedenstrasse,bus,A79,,,,,
869,870,Osnabrücker Strasse,strassenbahn,55,,,,,
870,871,Ossietzkyplatz,strassenbahn,46,"52.58100580136794, 13.404014807678767",nan,849,46,Ossietzkyplatz
871,872,Ostbahnhof,bus,O40,"52.50976670730252, 13.43372198235041",nan,850,"Flughafen Schönefeld <> Strausberger Platz,O40",Ostbahnhof
872,873,Ostbahnhof,s-bahn,"KBS 101,KBS 102,KBS 103,KBS 103a,KBS 104","52.51,13.4347",Q111325075,851,"KBS 101,KBS 103,KBS 102",S-Bahnhof Berlin Ostbahnhof
873,874,Ostbahnhof,strassenbahn,"1,82","52.509107635417394, 13.43550619008533",nan,852,"82,1",Ostbahnhof
874,875,Osteweg,bus,A53,"52.42102198114528, 13.281135801011326",nan,853,A53,Osteweg Ecke Seehofstrasse
875,876,Ostkreuz,s-bahn,"KBS 106a,KBS 101,KBS 102,KBS 103,KBS 103a,KBS 104,KBS 106","52.5031,13.4689",Q111251530,854,"KBS 103a,KBS 106,KBS 101,KBS 103,KBS 102",S-Bahnhof Ostkreuz
876,877,Ostpreußendamm Ecke Morgenstern Strasse,strassenbahn,96,"52.42585546925107, 13.316822725126194",nan,855,96,nan
877,878,Ostpreußendamm Ecke Wilhelmstrasse,bus,A53,,,,,
878,879,Ostrpeußendamm Ecke Dorstenerstrasse,bus,A85,,,,,
879,880,Ostrpeußendamm Ecke Wilhelmstrasse,bus,A11,,,,,
880,881,Oswinsteig,bus,A12S,,,,,
881,882,Otawistrasse,bus,A64,,,,,
882,883,Otto-Suhr-Allee Ecke Cauer Strasse,bus,A1,,,,,
883,884,Pacelli/Theilallee,bus,A1,,,,,
884,885,Pankow,s-bahn,"KBS 104,KBS 106","52.5667,13.4111",Q111273850,859,KBS 106,S-Bahnhof Pankow
885,886,Pankow (Vinetastr.),u-bahn,A,"52.559166666667,13.413333333333",Q570906,860,A,Vinetastraße metro station
886,887,"Pankow, Kirche",bus,"A45,A55,A58","52.57124680898358, 13.410670715665145",nan,861,"A55,A45","Pankow, Kirche"
887,888,"Pankow, Kirche",strassenbahn,"46,49,22","52.5706452,13.4103115",Q65055066,862,"49,22",Pankow Kirche
888,889,"Pankow, Rathaus",bus,"A7,A45,A55,A58,A7E","52.56953908840178, 13.404186437171612",nan,863,"A55,A45,A7","Pankow, Rathaus"
889,890,Pankow-Heinersdorf,s-bahn,"KBS 104,KBS 106","52.5780653,13.4295093",Q4892366,865,KBS 106,Berlin-Pankow-Heinersdorf station
890,891,Pankower Allee,bus,A14,"52.564667911185886, 13.378087639243981",nan,866,A14,Pankower Allee Ecke Provinzstrasse
891,892,Pankower Allee Ecke Pankower Strasse,bus,A79,,,,,
892,893,Pankower Allee Ecke Residenzstrasse,bus,"A72,A61","52.56383591570264, 13.364287664704229",nan,867,A72,nan
893,894,Pankstrasse,bus,A14,"52.55229407958284, 13.38145934777098",nan,868,"A61,A14",Pankstrasse Ecke Badstrasse
894,895,Pankstrasse Ecke Badstrasse,bus,A61,,,,,
895,896,Papestr.,s-bahn,"KBS 100d,KBS 100c,KBS 100,KBS 100k","52.4756,13.3644",Q111323139,869,"KBS 100,KBS 100a,KBS 105,KBS 106",S-Bahnhof Berlin Südkreuz
896,897,Parachimer Allee Ecke Buschkrug Allee,strassenbahn,47,,,,,
897,898,Paradestr.,u-bahn,C II,"52.478055555556,13.386111111111",Q557543,870,C II,Paradestraße metro station
898,899,Paradestrasse Ecke Tempelhofer Damm,bus,A77,,,,,
899,900,Parchimer Allee,u-bahn,C I,,,,,
900,901,Parchimer Allee Ecke Buschkrug Allee- Otto-Wels-Ring,bus,A67,,,,,
901,902,Pariser Strasse Ecke Joachimstaler Strasse,bus,A25,,,,,
902,903,Parkfriedhof Neukölln,bus,A91,,,,,
903,904,Parkstrasse,strassenbahn,"85,87,95","52.45876522318908, 13.53993545855609",nan,875,"95,82,87",Parkstrasse
904,905,Paulsternstrasse,bus,"A10,A13","52.54415774195884, 13.247126131065503",nan,876,"A10,A13",Paulsternstrasse Ecke Gartenfelder Strasse
905,906,Paulsternstrasse,strassenbahn,55,"52.538114851173546, 13.248435943349298",nan,877,55,Paulsternstrasse
906,907,Paulsternstrasse Ecke Gartenfelderstrasse,bus,A72,,,,,
907,908,Perlebergerstrasse Ecke Rathenowerstrasse,bus,A90,,,,,
908,909,Pfaueninsel-Chaussee,bus,"A18,A6","52.41883762088876, 13.153039190703318",nan,878,"A6,A18",Pfaueninsel-Chaussee Ecke Königsstrasse
909,910,Pfaueninsel-Chaussee Ecke Königstrasse,bus,A3,"52.41888024334639, 13.152988428835997",nan,879,A3,nan
910,911,"Philharmonie, Tiergartenstrasse",bus,A48,,,,,
911,912,Pichelsberg,s-bahn,KBS 100g,"52.5103,13.2271",Q800488,880,KBS 101,Berlin-Pichelsberg railway station
912,913,Pichelsdorfer Strasse,strassenbahn,"75,76","52.51307046642958, 13.196871153391022",nan,881,"75,76",Pichelsdorfer Strasse
913,914,Pichelsdorferstrasse Ecke Klosterstrasse,bus,A92,,,,,
914,915,Pionierpark,strassenbahn,82,,,,,
915,916,Pistoriusstrasse Ecke Klement-Gottwald-Allee,bus,A45,"52.55009435565474, 13.45900710843341",nan,883,A45,Pistoriusstrasse Ecke Klement-Gottwald-Allee
916,917,Platz der Luftbrücke,bus,"A76,A77,A78","52.48500811314645, 13.385984513056924",nan,884,"A77,A76",nan
917,918,Platz vor dem Neuen Tor,bus,A9,"52.52921245715711, 13.378513556812177",nan,885,A9,nan
918,919,Plänterwald,s-bahn,"KBS 106a,KBS 106,KBS 103,KBS 103a","52.4786,13.4733+ 52.4786,13.4733",Q7205917+ Q7205917,886+ 887,"KBS 103,KBS 103a+ KBS 106",nan+ Plänterwald railway station
919,920,Podbielskiallee,u-bahn,A II,"52.464444444444,13.296388888889",Q571324,888,"A II,B II",Podbielskiallee
920,921,Postamt,bus,A60,"52.48905066177084, 13.322770368720937",nan,890,A60,"Postamt, Uhlandstrasse"
921,922,Potsdamer Strasse,bus,"A24,A53",,,,,
922,923,Potsdamer Strasse Ecke Berliner Strasse,bus,A18,,,,,
923,924,Potsdamer Strasse Ecke Bülowstrasse,bus,A19,,,,,
924,925,Potsdamer Strasse Ecke Clayallee,bus,A1,,,,,
925,926,Potsdamer Strasse Ecke Fischerhüttenstrasse,bus,A48,"52.4357751453625, 13.256027995378796",nan,895,A48,nan
926,927,Potsdamer Strasse Ecke Lützowstrasse,bus,A29,,,,,
927,928,Potsdamer Strasse Ecke Mariendorfer Damm,bus,A76,,,,,
928,929,Potsdamer Strasse Ecke Pallasstrasse,bus,A89,,,,,
929,930,Potsdamer Strasse Ecke Verbindungsstrasse,bus,A83,,,,,
930,931,Pottensteiner Weg Ecke Selbitzer Strasse,bus,A35E,,,,,
931,932,Prager Platz,bus,A50,"52.49294694854429, 13.332964219632272",nan,897,A50,Prager Platz
932,933,Prenzlauer Allee,s-bahn,"KBS 106a,KBS 104,KBS 106","52.544775,13.426116",Q32661483,898,KBS 106,Berlin Prenzlauer Allee station
933,934,Prenzlauer Allee,strassenbahn,"4,13","52.5396522,13.4244789",Q65222180,899,"13,4",Prenzlauer Allee/Danziger Straße
934,935,Prenzlauer Allee Ecke Wisbyer Strasse,strassenbahn,71,"52.551183836372815, 13.43013561837268",nan,900,71,Prenzlauer Allee Ecke Wisbyer Strasse
935,936,Prenzlauer Promenade,bus,A56,,,,,
936,937,Prenzlauer Promenade,strassenbahn,"3,70,72","52.55155536618067, 13.43032253030515",nan,902,"72,3,70",Prenzlauer Promenade
937,938,Prenzlauer Promenade (Spitze),bus,A42,"52.5516751737526, 13.430326005865055+ 52.55169017006126, 13.430288457592285",nan+ nan,901+ 903,A56+ A42,nan+ nan
938,939,Prenzlauer Promenade Ecke Granitzstrasse,bus,A55,"52.572092016203484, 13.42875772052513",nan,904,A55,nan
939,940,Prenzlauer Promenade Ecke Kissingenstrasse,bus,A45,"52.56795804833996, 13.427734373319213",nan,905,A45,Prenzlauer Promenade Ecke Kissingenstrasse
940,941,Prenzlauer Tor,bus,O40,"52.52709114016772, 13.415809370320808
",nan,906,O40,nan
941,942,Prenzlauer Tor,strassenbahn,71,"52.52709114016772, 13.415809370320808",nan,907,71,Prenzlauer Tor
942,943,Preußenallee Ecke Heerstrasse,strassenbahn,"75,76",,,,,
943,944,Preysingstrasse Ecke Malteser Strasse,bus,A83,,,,,
944,945,Priesterweg,s-bahn,"KBS 100d,KBS 100c","52.4601,13.3563",Q800508,908,"KBS 105,KBS 106",Priesterweg railway station
945,946,Prinz-Eugen-Strasse,bus,A79,,,,,
946,947,Prinzenallee Ecke Exerzierstrasse,bus,A64,,,,,
947,948,Prinzenallee/Soldiner Strasse,bus,A71,"52.55871759464676, 13.386248511741826",nan,910,A71,Prinzenallee/Soldiner Strasse
948,949,Prinzenstr.,u-bahn,"A I,A II","52.498333333333,13.406111111111",Q689797,911,"B II,B I",Prinzenstraße
949,950,Proskauer Ecke Dolziger Strasse,bus,O30,"52.519874079766325, 13.463289228834057",nan,913,O30,Proskauer Ecke Dolziger Strasse
950,951,Provinzstrasse/Pankower Allee,bus,A71,"52.56468777207285, 13.378063096396454",nan,914,A71,Provinzstrasse/Pankower Allee
951,952,Pulitzstrasse,u-bahn,G,,,,,
952,953,Putlitzstr.,s-bahn,"KBS 100a,KBS 100","52.536,13.344",Q465972,915,KBS 100,Berlin Westhafen station
953,954,PÃ¤wesiner Weg,bus,A13,,,,,
954,955,Pücklerstrasse,bus,AS3s,"52.468566643885005, 13.27835662512682",nan,857,AS3,Pücklerstrasse Ecke Clayallee
955,956,Quantzstrasse,bus,A18,"52.423135671729796, 13.202253537880683",nan,917,A18,Quantzstrasse Ecke Potsdamer Chaussee
956,957,Quellweg,strassenbahn,55,"52.53666578461771, 13.268432707290442",nan,918,55,Quellweg
957,958,Quellweg Ecke Nonnendamm Allee,bus,A72,"52.53669973748767, 13.268424095389383",nan,919,A72,nan
958,959,Quellweg Ecke Nonnendamm Allee- Paulsternstrasse Ecke Nonnendamm Allee,bus,A99,,,,,
959,960,RFT-Werk,strassenbahn,"85,83",,,,,
960,961,Radelandstrasse Ecke Niderheideweg,bus,A63,,,,,
961,962,Rahnsdorf,s-bahn,KBS 102,"52.4516372,13.6899776",Q800489,921,KBS 102,Berlin-Rahnsdorf station
962,963,Rahnsdorf,strassenbahn,87,"52.443531694444445,13.685038",Q66361311,922,87,Rahnsdorf/Waldschänke
963,964,Rahnsdorfer Strasse,strassenbahn,83,,,,,
964,965,Ramlerstrasse,bus,A71,"52.547125761071456, 13.389174502621508",nan,923,A71,Ramlerstrasse Ecke Brunnenstrasse
965,966,Ramlerstrasse Ecke Brunnenstrasse,bus,A64,"52.54710869917004, 13.38914653586651",nan,924,A64,nan
966,967,"Rankeplatz, Bundeshaus",bus,AS2s,"52.4977881279831, 13.330731790169496",nan,926,AS2,"Rankeplatz, Bundeshaus"
967,968,Raschdorffstrasse Ecke Klemkestrasse,bus,A79,,,,,
968,969,Rathaus Mariendorf,bus,A33,"52.44527453682428, 13.379492384246559",nan,931,A33,Rathaus Mariendorf
969,970,Rathaus Neukölln,u-bahn,C I,"52.481666666667,13.434166666667",Q628770,933,C I,Rathaus Neukölln
970,971,Rathaus Reinickendorf,bus,A12S,,,,,
971,972,Rathaus Schöneberg,bus,"A4,A73,A16,A74","52.48515473887597, 13.345086596743203
",nan,935,"A4,A73,A74",nan
