stop_name,type,line_name,stop_id,location,identifier,neighbourhood,district,east_west,postal_code
Königstor,tram,74,1965220_east,"52.52821600,13.42386902",,Prenzlauer Berg,Pankow,east,10405
"Alexanderplatz, Memhardstr.",tram,74,1965221_east,"52.52334390,13.41107730",Q65227406,Mitte,Mitte,east,10178
Molkenmarkt,tram,74,1965222_east,"52.51679321,13.40933062",,Mitte,Mitte,east,10178
Spittelmarkt,tram,74,1965223_east,"52.51124332,13.40494540",,Mitte,Mitte,east,10179
Leipzigerstr. Ecke Otto-Grotewohl-Str.,tram,74,1965224_east,"52.51001825,13.38415994",,Mitte,Mitte,east,10117
"Mahlsdorf-Süd, Hubertus",tram,82,1965225_east,"52.47416630,13.59914430",Q66368466,Köpenick,Treptow-Köpenick,east,12555
S-Bhf. Köpenick,tram,82,1965226_east,"52.45821530,13.57904350",Q66370784,Köpenick,Treptow-Köpenick,east,12555
Lindenstr./Hegelschule,tram,82,1965227_east,"52.45050940,13.57268400",Q66095701,Köpenick,Treptow-Köpenick,east,12555
Pionierpark,tram,82,1965228_east,"52.45798013,13.54198083",,Oberschöneweide,Treptow-Köpenick,east,12459
Wilhelminenhofstr. Ecke Edisonstr.,tram,82,1965229_east,"52.46194960,13.51390490",Q65951882,Oberschöneweide,Treptow-Köpenick,east,12459
Heinrich-Duncker-Str. Ecke Ehrlichstr.,tram,82,1965230_east,"52.47895660,13.52343160",Q65951921,Karlshorst,Lichtenberg,east,10318
Kraftwerk Klingenberg,tram,82,1965231_east,"52.48813740,13.49586850",Q66079524,Rummelsburg,Lichtenberg,east,10317
S-Bhf. Ostkreuz,tram,82,1965232_east,"52.50243022,13.46902005",,Friedrichshain,Friedrichshain-Kreuzberg,east,10245
Stralauerallee Ecke Markgrafendamm,tram,82,1965233_east,"52.49740745,13.46463651",,Friedrichshain,Friedrichshain-Kreuzberg,east,10245
Warschauerstr.,tram,82,1965234_east,"52.50502000,13.44863000",Q63490275,Friedrichshain,Friedrichshain-Kreuzberg,east,10245
Ostbahnhof,tram,82,1965235_east,"52.50910764,13.43550619",,Friedrichshain,Friedrichshain-Kreuzberg,east,10243
S-Bhf. Jannowitzbrücke,tram,82,1965236_east,"52.51478600,13.41805624",,Mitte,Mitte,east,10179
"Alexanderplatz, Memhardstr.",tram,82,1965237_east,"52.52334390,13.41107730",Q65227406,Mitte,Mitte,east,10178
Brunnenstr. Ecke Invalidenstr.,tram,82,1965238_east,"52.53245420,13.39742360","Q65691740, Q65691740",Mitte,Mitte,east,10115
Chausseestr. Ecke Invalidenstr.,tram,82,1965239_east,"52.53041580,13.38273020",Q65552697,Mitte,Mitte,east,10115
Walter-Ulbricht-Stadion,tram,82,1965240_east,"52.53651514,13.37777572",,Mitte,Mitte,east,10115
Wendenschloß,tram,83,1965241_east,"52.41696580,13.58859260",Q66363928,Köpenick,Treptow-Köpenick,east,12557
VEB Schiffswerft,tram,83,1965242_east,"52.42547978,13.58622004",,Köpenick,Treptow-Köpenick,east,12557
RFT-Werk,tram,83,1965243_east,"52.43633349,13.58242861",,Köpenick,Treptow-Köpenick,east,12557
Betriebsstelle Köpenick,tram,83,1965244_east,"52.43991300,13.58178200",Q66370900,Köpenick,Treptow-Köpenick,east,12557
Lindenstr. Ecke Bahnhofstr.,tram,83,1965245_east,"52.45050940,13.57268400",Q66095701,Köpenick,Treptow-Köpenick,east,12555
S-Bhf. Köpenick,tram,83,1965246_east,"52.45821530,13.57904350",Q66370784,Köpenick,Treptow-Köpenick,east,12555
Mahlsdorf-Süd,tram,83,1965247_east,"52.47416630,13.59914430",Q66368466,Köpenick,Treptow-Köpenick,east,12555
Bürgerwäldchen,tram,83,1965248_east,"52.48924332,13.60636876",Q66364551,Mahlsdorf,Marzahn-Hellersdorf,east,12623
Rahnsdorferstr.,tram,83,1965249_east,"52.49851730,13.61310100",Q66364532,Mahlsdorf,Marzahn-Hellersdorf,east,12623
S-Bhf. Mahlsdorf,tram,83,1965250_east,"52.51221827,13.61219075",,Mahlsdorf,Marzahn-Hellersdorf,east,12623
Am Falkenberg,tram,84,1965251_east,"52.41079970,13.57045293",,Bohnsdorf,Treptow-Köpenick,east,12524
"Altglienicke, Kirche",tram,84,1965252_east,"52.42184573,13.53940770",,Altglienicke,Treptow-Köpenick,east,12524
S-Bhf. Adlershof,tram,84,1965253_east,"52.43525100,13.54084890",Q66363728,Adlershof,Treptow-Köpenick,east,12489
S-Bhf. Spindlersfeld,tram,84,1965254_east,"52.44573110,13.56242980",Q66363397,Köpenick,Treptow-Köpenick,east,12555
Luisenhain,tram,84,1965255_east,"52.44496133,13.57412369",,Köpenick,Treptow-Köpenick,east,12555
Bahnhofstr. Ecke Lindenstr.,tram,84,1965256_east,"52.45050940,13.57268400",Q66095701,Köpenick,Treptow-Köpenick,east,12555
Seelenbinderstr. Ecke Bahnhofstr.,tram,84,1965257_east,"52.45546320,13.57693030",Q66324934,Köpenick,Treptow-Köpenick,east,12555
Hirschgarten,tram,84,1965258_east,"52.45185330,13.60062450",Q66360740,Friedrichshagen,Treptow-Köpenick,east,12587
S-Bhf. Friedrichshagen,tram,84,1965259_east,"52.45641260,13.62536560",Q66360784,Friedrichshagen,Treptow-Köpenick,east,12587
"Bölschestr., Brauerei",tram,84,1965260_east,"52.44699266,13.62425200",,Friedrichshagen,Treptow-Köpenick,east,12587
"Friedrichshagen, Wasserwerk",tram,84,1965261_east,"52.45605630,13.64199560",Q66362601,Friedrichshagen,Treptow-Köpenick,east,12587
Wendenschloß,tram,85,1965262_east,"52.41696580,13.58859260",Q66363928,Köpenick,Treptow-Köpenick,east,12557
VEB Schiffswerft,tram,85,1965263_east,"52.42547978,13.58622004",,Köpenick,Treptow-Köpenick,east,12557
RFT-Werk,tram,85,1965264_east,"52.43633349,13.58242861",,Köpenick,Treptow-Köpenick,east,12557
Betriebsstelle Köpenick,tram,85,1965265_east,"52.43991300,13.58178200",Q66370900,Köpenick,Treptow-Köpenick,east,12557
Lindenstr./Hegelschule,tram,85,1965266_east,"52.45050940,13.57268400",Q66095701,Köpenick,Treptow-Köpenick,east,12555
Parkstr.,tram,85,1965267_east,"52.45876522,13.53993546",,Oberschöneweide,Treptow-Köpenick,east,12459
Edisonstr.,tram,85,1965268_east,"52.46194960,13.51390490",Q65951882,Oberschöneweide,Treptow-Köpenick,east,12459
Bhf. Schöneweide,tram,85,1965269_east,"52.45640818,13.50991657",,Niederschöneweide,Treptow-Köpenick,east,12439
"Johannisthal, Haeckelstr.",tram,85,1965270_east,"52.44029440,13.50526380",Q66225573,Johannisthal,Treptow-Köpenick,east,12487
Alt-Schmöckwitz,tram,86,1965271_east,"52.37527670,13.64954900",Q66459540,Schmöckwitz,Treptow-Köpenick,east,12527
Karolinenhof Mitte,tram,86,1965272_east,"52.39176096,13.63465426",,Schmöckwitz,Treptow-Köpenick,east,12527
Richtershorn,tram,86,1965273_east,"52.40105000,13.62484730",Q66481215,Grünau,Treptow-Köpenick,east,12527
Freibad Grünau,tram,86,1965274_east,"52.40862240,13.60445500",Q66489598,Grünau,Treptow-Köpenick,east,12527
S-Bhf. Grünau,tram,86,1965275_east,"52.41349300,13.57468020",Q62470512,Grünau,Treptow-Köpenick,east,12527
Chemische Fabrik,tram,86,1965276_east,"52.42696433,13.57354047",,Grünau,Treptow-Köpenick,east,12527
Grünstr.,tram,86,1965277_east,"52.44496665,13.57413387",,Köpenick,Treptow-Köpenick,east,12555
Bahnhofstr.,tram,86,1965278_east,"52.59633000,13.43287600",Q66192394,Französisch Buchholz,Pankow,east,13127
S-Bhf. Köpenick,tram,86,1965279_east,"52.45821530,13.57904350",Q66370784,Köpenick,Treptow-Köpenick,east,12555
Hirtestr.,tram,86,1965280_east,"52.45904460,13.58383020",Q66459446,Köpenick,Treptow-Köpenick,east,12555
"Mahlsdorf-Süd, Hubertus",tram,86,1965281_east,"52.47416630,13.59914430",Q66368466,Köpenick,Treptow-Köpenick,east,12555
Rahnsdorf,tram,87,1965282_east,"52.44353169,13.68503800",Q66361311,Rahnsdorf,Treptow-Köpenick,east,12589
Wasserwerk,tram,87,1965283_east,"52.45605630,13.64199560",Q66362601,Friedrichshagen,Treptow-Köpenick,east,12587
S-Bhf. Friedrichshagen,tram,87,1965284_east,"52.45641260,13.62536560",Q66360784,Friedrichshagen,Treptow-Köpenick,east,12587
"Bölschestr., Brauerei",tram,87,1965285_east,"52.44699266,13.62425200",,Friedrichshagen,Treptow-Köpenick,east,12587
Hirschgarten,tram,87,1965286_east,"52.45185330,13.60062450",Q66360740,Friedrichshagen,Treptow-Köpenick,east,12587
Seelenbinderstr. Ecke Bahnhofstr.,tram,87,1965287_east,"52.45546320,13.57693030",Q66324934,Köpenick,Treptow-Köpenick,east,12555
Bahnhofstr. Ecke Lindenstr.,tram,87,1965288_east,"52.45050940,13.57268400",Q66095701,Köpenick,Treptow-Köpenick,east,12555
Parkstr.,tram,87,1965289_east,"52.45870589,13.53986512",,Oberschöneweide,Treptow-Köpenick,east,12459
Wilhelminenhofstr. Ecke Edisonstr.,tram,87,1965290_east,"52.46194960,13.51390490",Q65951882,Oberschöneweide,Treptow-Köpenick,east,12459
Bhf. Schöneweide,tram,87,1965291_east,"52.45640818,13.50991657",,Niederschöneweide,Treptow-Köpenick,east,12439
Kali-Chemie,tram,87,1965292_east,"52.46329855,13.49978977",,Niederschöneweide,Treptow-Köpenick,east,12439
Köpenicker Landstr. Ecke Baumschulenstr.,tram,87,1965293_east,"52.46913201,13.49134005",,Baumschulenweg,Treptow-Köpenick,east,12437
S-Bhf. Plänterwald,tram,87,1965294_east,"52.47964547,13.47567730",,Plänterwald,Treptow-Köpenick,east,12435
Am Treptower Park Ecke Elsenstr.,tram,87,1965295_east,"52.49176487,13.45770388",,Alt-Treptow,Treptow-Köpenick,east,12435
Wiener Brücke,tram,87,1965296_east,"52.49588477,13.43650069",,Kreuzberg,Friedrichshain-Kreuzberg,east,10999
"Oberspree, Bruno-Bürgel-Weg",tram,92,1965297_east,"52.45277701,13.53712484",,Niederschöneweide,Treptow-Köpenick,east,12439
Bhf. Schöneweide,tram,92,1965298_east,"52.45534130,13.51104490",Q65950245,Niederschöneweide,Treptow-Köpenick,east,12439
Kali-Chemie,tram,92,1965299_east,"52.46329855,13.49978977",,Niederschöneweide,Treptow-Köpenick,east,12439
Baumschulenstr. Ecke Köpenicker Landstr.,tram,92,1965300_east,"52.46911905,13.49136497",,Baumschulenweg,Treptow-Köpenick,east,12437
S-Bhf. Baumschulenweg,tram,92,1965301_east,"52.46742532,13.48930334",,Baumschulenweg,Treptow-Köpenick,east,12437
Sonnenallee Ecke Baumschulenstr.,tram,92,1965302_east,"52.46085257,13.48134008",,Baumschulenweg,Treptow-Köpenick,east,12437
Krankenhaus Köpenick,tram,95,1965303_east,"52.43861201,13.59241126",,Köpenick,Treptow-Köpenick,east,12557
Lindenstr. Ecke Hegelschule,tram,95,1965304_east,"52.45050940,13.57268400",Q66095701,Köpenick,Treptow-Köpenick,east,12555
Parkstr.,tram,95,1965305_east,"52.45876522,13.53993546",,Oberschöneweide,Treptow-Köpenick,east,12459
Edisonstr.,tram,95,1965306_east,"52.46194960,13.51390490",Q65951882,Oberschöneweide,Treptow-Köpenick,east,12459
Bhf. Schöneweide,tram,95,1965307_east,"52.45534130,13.51104490",Q65950245,Niederschöneweide,Treptow-Köpenick,east,12439
Kali-Chemie,tram,95,1965308_east,"52.46329855,13.49978977",,Niederschöneweide,Treptow-Köpenick,east,12439
Baumschulenstr. Ecke Köpenicker Landstr.,tram,95,1965309_east,"52.46911905,13.49136497",,Baumschulenweg,Treptow-Köpenick,east,12437
S-Bhf. Plänterwald,tram,95,1965310_east,"52.47964547,13.47567730",,Plänterwald,Treptow-Köpenick,east,12435
Elsenstr. Ecke Am Treptower Park,tram,95,1965311_east,"52.49175632,13.45775787",,Alt-Treptow,Treptow-Köpenick,east,12435
Wiener Brücke,tram,95,1965312_east,"52.49588477,13.43650069",,Kreuzberg,Friedrichshain-Kreuzberg,east,10999
S-Bhf. Friedrichshagen (Grenze),tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",1965313_east,"52.45769560,13.62667120",Q66499230,Friedrichshagen,Treptow-Köpenick,east,12587
"Schöneiche, Waldstr.",tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",1965314_east,"52.46776642,13.68198322",,,,east,
"Schöneiche, Goethepark",tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",1965315_east,"52.47079746,13.68834961",,,,east,
"Schöneiche, Dorfstr.",tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",1965316_east,"52.47856621,13.69495789",,,,east,
"Schöneiche, Dorfaue",tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",1965317_east,"52.47876200,13.70039800",Q66563742,,,east,
"Schöneiche, Schillerstr.",tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",1965318_east,"52.47747517,13.70876210",,,,east,
"Schöneiche, Grätzwalde",tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",1965319_east,"52.47410985,13.71327932",,,,east,
"Schöneiche, Jägerstr.",tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",1965320_east,"52.47278763,13.73056629",,,,east,
"Rüdersdorf, Berghof",tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",1965321_east,"52.47364542,13.76110048",,,,east,
"Rüdersdorf, Thälmannstr.",tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",1965322_east,"52.47449257,13.77360376",,,,east,
"Rüdersdorf, Heinitzstr.",tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",1965323_east,"52.47300367,13.77654713",,,,east,
"Rüdersdorf, Post",tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",1965324_east,"52.47029587,13.78653797",,,,east,
"Rüdersdorf, Schulstr.",tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",1965325_east,"52.46997849,13.78702428",,,,east,
"Rüdersdorf, Karl-Marx-Platz",tram,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",1965326_east,"52.46647403,13.80512773",,,,east,
S-Bhf. Rahnsdorf,tram,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),1965327_east,"52.45142247,13.69304560",,Rahnsdorf,Treptow-Köpenick,east,12589
Goethestr.,tram,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),1965328_east,"52.45554577,13.72637715",,,,east,
Eichendamm,tram,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),1965329_east,"52.45567448,13.73097129",,,,east,
Lerchenstr.,tram,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),1965330_east,"52.45516415,13.73440924",,,,east,
Fasanenstr.,tram,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),1965331_east,"52.45303126,13.74428068",,,,east,
Thälmannplatz,tram,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),1965332_east,"52.45059921,13.75244097",,,,east,
Blumenstr.,tram,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),1965333_east,"52.44907888,13.76010696",,,,east,
"Woltersdorf, Krankenhaus",tram,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),1965334_east,"52.44726860,13.76152919",,,,east,
Woltersdorfer Schleuse,tram,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),1965335_east,"52.44331332,13.76395552",,,,east,
Kosterstr.,omnibus,O30,1965336_east,"52.51798604,13.41212675",,Mitte,Mitte,east,10179
Andreasstr.,omnibus,O30,1965337_east,"52.51797307,13.43289548",,Friedrichshain,Friedrichshain-Kreuzberg,east,10243
Küstrinerplatz,omnibus,O30,1965338_east,"52.51324778,13.43933319",,Friedrichshain,Friedrichshain-Kreuzberg,east,10243
Warschauerstr.,omnibus,O30,1965339_east,"52.51243227,13.45259884",,Friedrichshain,Friedrichshain-Kreuzberg,east,10245
Boxhagenerstr. Ecke Holteistr.,omnibus,O30,1965340_east,"52.50861319,13.46627719",,Friedrichshain,Friedrichshain-Kreuzberg,east,10245
S-Bhf. Rummelsburg,omnibus,O30,1965341_east,"52.50179539,13.47802858",,Rummelsburg,Lichtenberg,east,10317
Weitlingstr.,omnibus,O30,1965342_east,"52.50098659,13.49295187",,Rummelsburg,Lichtenberg,east,10317
Bhf. Lichtenberg,omnibus,O30,1965343_east,"52.54423460,13.46872150",Q65939077,Alt-Hohenschönhausen,Lichtenberg,east,13053
Obus-Bf. Siegfriedstr.,omnibus,O30,1965344_east,"52.52055828,13.49943442",,Lichtenberg,Lichtenberg,east,10365
Roederplatz,omnibus,O30,1965345_east,"52.52671389,13.47966235",,Fennpfuhl,Lichtenberg,east,10369
Proskauer Ecke Dolzigerstr.,omnibus,O30,1965346_east,"52.51987408,13.46328923",,Friedrichshain,Friedrichshain-Kreuzberg,east,10247
Ebertystr. Ecke Leninallee,omnibus,O30,1965347_east,"52.52722237,13.45079968",,Friedrichshain,Friedrichshain-Kreuzberg,east,10249
Greifswalderstr. Ecke Dimitroffstr.,omnibus,O30,1965348_east,"52.53621776,13.43301750",,Prenzlauer Berg,Pankow,east,10405
Königstor,omnibus,O30,1965349_east,"52.52520269,13.41983499",,Mitte,Mitte,east,10178
"Alexanderplatz, Neue Königstr.",omnibus,O30,1965350_east,"52.52004899,13.41401856",,Mitte,Mitte,east,10178
Klosterstr.,omnibus,O30,1965351_east,"52.51798604,13.41212675",,Mitte,Mitte,east,10179
Dimitroffstr. vor Cotheniusstr.,omnibus,O37,1965352_east,"52.52774514,13.44620525",,Prenzlauer Berg,Pankow,east,10407
S-Bhf. Leninallee,omnibus,O37,1965353_east,"52.52851327,13.45560255",,Prenzlauer Berg,Pankow,east,10407
Weißenseerweg,omnibus,O37,1965354_east,"52.53305920,13.47625284",,Fennpfuhl,Lichtenberg,east,10367
Genslerstr. Ecke Landsberger Chaussee,omnibus,O37,1965355_east,"52.53424371,13.49714436",,Lichtenberg,Lichtenberg,east,10365
Dingelstädterstr. Ecke Landsberger Chaussee,omnibus,O37,1965356_east,"52.53587673,13.52191373",,Marzahn,Marzahn-Hellersdorf,east,12681
Bürknersfelde,omnibus,O37,1965357_east,"52.53888981,13.53415938",,Marzahn,Marzahn-Hellersdorf,east,12681
Marzahner Chaussee Ecke Berliner Chaussee,omnibus,O37,1965358_east,"52.53890763,13.53383321",,Marzahn,Marzahn-Hellersdorf,east,12681
"Alt-Marzahn, Kirche",omnibus,O37,1965359_east,"52.54242345,13.56406175",,Marzahn,Marzahn-Hellersdorf,east,12685
Elisabethstr.,omnibus,O37,1965360_east,"52.53409534,13.55949916",,Marzahn,Marzahn-Hellersdorf,east,12683
Boschpolerstr.,omnibus,O37,1965361_east,"52.52812259,13.54886933",,Marzahn,Marzahn-Hellersdorf,east,12681
S-Bhf. Biesdorf,omnibus,O37,1965362_east,"52.51343259,13.55538728",,Biesdorf,Marzahn-Hellersdorf,east,12683
"Alt-Biesdorf, Oberfeldstr.",omnibus,O37,1965363_east,"52.50918607,13.55334706",,Biesdorf,Marzahn-Hellersdorf,east,12683
"Alt-Friedrichsfelde, Am Tierpark",omnibus,O37,1965364_east,"52.50970259,13.51883251",,Friedrichsfelde,Lichtenberg,east,10315
Bhf. Lichtenberg,omnibus,O37,1965365_east,"52.54423460,13.46872150",Q65939077,Alt-Hohenschönhausen,Lichtenberg,east,13053
Ostbahnhof,omnibus,O40,1965366_east,"52.50976671,13.43372198",,Friedrichshain,Friedrichshain-Kreuzberg,east,10243
Küstrinerplatz,omnibus,O40,1965367_east,"52.51324778,13.43933319",,Friedrichshain,Friedrichshain-Kreuzberg,east,10243
Karl-Marx-Allee,omnibus,O40,1965368_east,"52.51831920,13.43000366",,Friedrichshain,Friedrichshain-Kreuzberg,east,10243
Leninplatz,omnibus,O40,1965369_east,"52.52323900,13.43359458",,Friedrichshain,Friedrichshain-Kreuzberg,east,10249
Königstor,omnibus,O40,1965370_east,"52.52520269,13.41983499",,Mitte,Mitte,east,10178
Prenzlauer Tor,omnibus,O40,1965371_east,"52.52709114,13.41580937",,Mitte,Mitte,east,10178
Rosenthalerplatz,omnibus,O40,1965372_east,"52.52967295,13.40142893",,Mitte,Mitte,east,10119
Oranienburger Tor,omnibus,O40,1965373_east,"52.52716314,13.38710905",,Mitte,Mitte,east,10115
Robert-Koch-Platz,omnibus,O40,1965374_east,"52.52757051,13.37877230",,Mitte,Mitte,east,10115
Lutherstr. Ecke Lindenstr.,autobus,A22,1965375_east,"52.42779153,13.73053549",,Rahnsdorf,Treptow-Köpenick,east,12589
Fahlenbergstr. Ecke Fürstenwalderallee,autobus,A22,1965376_east,"52.43147015,13.71870886",,Rahnsdorf,Treptow-Köpenick,east,12589
S-Bhf. Wilhelmshagen,autobus,A22,1965377_east,"52.43886122,13.72106025",,Rahnsdorf,Treptow-Köpenick,east,12589
Zentralschule,autobus,A22,1965378_east,"52.43465069,13.70369221",,Rahnsdorf,Treptow-Köpenick,east,12589
Waldschänke,autobus,A22,1965379_east,"52.44331814,13.68593963",,Rahnsdorf,Treptow-Köpenick,east,12589
S-Bhf. Rahnsdorf,autobus,A22,1965380_east,"52.45162837,13.69157910",,Rahnsdorf,Treptow-Köpenick,east,12589
"Fichtenau, Stadtgrenze",autobus,A22,1965381_east,"52.45479242,13.70149996",,Rahnsdorf,Treptow-Köpenick,east,12589
Falkenhöhe,autobus,A23,1965382_east,"52.40050703,13.53822948",,,,east,
S-Bhf. Grünbergallee,autobus,A23,1965383_east,"52.39982233,13.54017097",,Altglienicke,Treptow-Köpenick,east,12524
S-Bhf. Altglienicke,autobus,A23,1965384_east,"52.40840520,13.55881617",,Altglienicke,Treptow-Köpenick,east,12524
Normannenstr.,autobus,A23,1965385_east,"52.41755554,13.54149328",,Altglienicke,Treptow-Köpenick,east,12524
Wolfmarsteig,autobus,A23,1965386_east,"52.41268952,13.53660263",,Altglienicke,Treptow-Köpenick,east,12524
"Altglienicke, Schönefelder Chaussee",autobus,A23,1965387_east,"52.41855858,13.53727083",,Altglienicke,Treptow-Köpenick,east,12524
"Altglienicke, Kirche",autobus,A23,1965388_east,"52.42184573,13.53940770",,Altglienicke,Treptow-Köpenick,east,12524
VEB Bautransporte,autobus,A26,1965389_east,"52.44295542,13.51951909",,Johannisthal,Treptow-Köpenick,east,12487
Bhf. Schöneweide,autobus,A26,1965390_east,"52.45374952,13.51020040",,Niederschöneweide,Treptow-Köpenick,east,12487
"S-Bhf. Kaulsdorf, Planitzstr.",autobus,A27,1965391_east,"52.51113864,13.58755467",,Kaulsdorf,Marzahn-Hellersdorf,east,12621
Chemnitzerstr. Ecke Alt-Kaulsdorf,autobus,A27,1965392_east,"52.50515642,13.58155740",,Kaulsdorf,Marzahn-Hellersdorf,east,12621
Ulmenstr.,autobus,A27,1965393_east,"52.48730878,13.57493203",,Kaulsdorf,Marzahn-Hellersdorf,east,12621
Wongrowitzer Steig,autobus,A27,1965394_east,"52.46693770,13.58532270",,Köpenick,Treptow-Köpenick,east,12555
S-Bhf. Köpenick,autobus,A27,1965395_east,"52.45882190,13.57956468",,Köpenick,Treptow-Köpenick,east,12555
Bahnhofstr. Ecke Lindenstr.,autobus,A27,1965396_east,"52.45096281,13.57214687",,Köpenick,Treptow-Köpenick,east,12555
Schloßplatz,autobus,A27,1965397_east,"52.44444072,13.57513262",,Köpenick,Treptow-Köpenick,east,12555
Wendenschloßstr. Ecke Müggelheimerstr.,autobus,A27,1965398_east,"52.44260945,13.58225859",,Köpenick,Treptow-Köpenick,east,12555
"Köpenick, Krankenhaus",autobus,A27,1965399_east,"52.43861201,13.59241126",,Köpenick,Treptow-Köpenick,east,12557
Chausseehaus,autobus,A27,1965400_east,"52.43009087,13.61469429",,Köpenick,Treptow-Köpenick,east,12557
Müggelseeperle,autobus,A27,1965401_east,"52.42170169,13.64089308",,Köpenick,Treptow-Köpenick,east,12559
Müggelheim,autobus,A27,1965402_east,"52.41018331,13.66589753",,Müggelheim,Treptow-Köpenick,east,12559
Zentralflughafen,autobus,A36,1965403_east,"52.39057738,13.51559457",,,,east,
"Schönefeld, Kirche",autobus,A36,1965404_east,"52.38742508,13.50596412",,,,east,
Bhf. Schönefeld,autobus,A36,1965405_east,"52.38192403,13.51154508",,,,east,
Gartenstr.,autobus,A36,1965406_east,"52.39304608,13.52501992",,,,east,
S-Bhf. Grünbergallee,autobus,A36,1965407_east,"52.39982233,13.54017097",,Altglienicke,Treptow-Köpenick,east,12524
"Bohnsdorf, Kirche",autobus,A36,1965408_east,"52.39948771,13.55557443",,Bohnsdorf,Treptow-Köpenick,east,12526
Gartenstadtweg,autobus,A36,1965409_east,"52.41231391,13.56660268",,Bohnsdorf,Treptow-Köpenick,east,12524
S-Bhf. Grünau,autobus,A36,1965410_east,"52.41361516,13.57379629",,Grünau,Treptow-Köpenick,east,12527
Diepensee,autobus,AD/38,1965411_east,"52.30056922,13.58892002",,,,east,
Kienberg,autobus,AD/38,1965412_east,"52.35176615,13.54930701",,,,east,
Waltersdorf,autobus,AD/38,1965413_east,"52.36492901,13.55571241",,,,east,
"Bohnsdorf, Waldstr.",autobus,AD/38,1965414_east,"52.38939719,13.57066656",,Bohnsdorf,Treptow-Köpenick,east,12526
Eichbuschplatz,autobus,AD/38,1965415_east,"52.39366126,13.58204631",,Bohnsdorf,Treptow-Köpenick,east,12526
Joachimstr.,autobus,AD/38,1965416_east,"52.40316590,13.57664159",,Bohnsdorf,Treptow-Köpenick,east,12526
S-Bhf. Grünau,autobus,AD/38,1965417_east,"52.41361516,13.57379629",,Grünau,Treptow-Köpenick,east,12527
"Wartenberg, Siedlung",autobus,A39,1965418_east,"52.58393196,13.53076034",,Wartenberg,Lichtenberg,east,13059
"Wartenberg, Dorfstr.",autobus,A39,1965419_east,"52.57484090,13.51802097",,Wartenberg,Lichtenberg,east,13059
Falkenberger Chaussee Ecke Wartenbergerstr.,autobus,A39,1965420_east,"52.56529727,13.51255507",,Neu-Hohenschönhausen,Lichtenberg,east,13053
Arnimstr. Ecke Wartenbergerstr.,autobus,A39,1965421_east,"52.55810653,13.51586070",,Neu-Hohenschönhausen,Lichtenberg,east,13053
"Kolonie ""Land in Sonne""",autobus,A39,1965422_east,"52.55462883,13.51187030",,Alt-Hohenschönhausen,Lichtenberg,east,13053
"Hohenschönhausen, Falkenbergerstr.",autobus,A39,1965423_east,"52.55022955,13.50958504",,Alt-Hohenschönhausen,Lichtenberg,east,13053
"Buch, Kiesgruben",autobus,A42,1965424_east,"52.64175805,13.51596463",,Buch,Pankow,east,13125
Ludwig-Hoffmann-Krankenhaus,autobus,A42,1965425_east,"52.63316197,13.51360238",,Buch,Pankow,east,13125
