line_id,jahr,linien_name,typ,dauer (min),ost_west,frequenz,länge (km),start,ziel
196134,1961,82,straßenbahn,64.0,Ost,20,,"Mahlsdorf-Süd, Hubertus","Alexanderplatz, Elisabethstrasse"
196135,1961,83,straßenbahn,50.0,Ost,20,,Wendenschloß Ecke Ekhofstrasse,S-Bhf. Mahlsdorf
196136,1961,84,straßenbahn,52.0,Ost,20,,"Altglienicke, Am Falkenberg","Friedrichshagen, Wasserwerk"
196137,1961,86,straßenbahn,43.0,Ost,20,,Alt-Schmöckwitz,"Mahlsdorf-Süd, Hubertus"
196138,1961,87,straßenbahn,69.0,Ost,20,,Rahnsdorf,Wiener Brücke
196139,1961,92,straßenbahn,30.0,Ost,20,,"Oberspree, Bruno-Bürgel-Weg",Wiener Brücke
196140,1961,95,straßenbahn,33.0,Ost,20,,Krankenhaus Köpenick,S-Bhf. Baumschulenweg
196141,1961,95P,straßenbahn,3.0,Ost,20,,S-Bhf. Baumschulenweg,Sonnenallee
196142,1961,95,straßenbahn,26.0,West,15,,Mehringplatz,Schwarzer Weg Ecke Sonnenallee
196143,1961,96,straßenbahn,45.0,West,15,,Lindenstrasse,Schwelmer Strasse Ecke Ostpreußendamm
196144,1961,A1,autobus,58.0,West,15,,Waldstrasse Ecke Turmstrasse,Lichterfelde-West Lindenstrasse
196145,1961,A2,autobus,40.0,West,15,,"Ernst-Reuter-Platz, Straße des 17. Juni",Trippsteinstrasse
196146,1961,A3,autobus,39.0,West,10,,Rathaus Zehlendorf,"Stölpchensee, Wilhelmplatz"
196147,1961,A10,autobus,62.0,West,10,,"Haselhorst, Kirche",Lupsteiner Weg
196148,1961,A11,autobus,30.0,West,7,,Saargemünder Strasse,Trippsteinstrasse
196149,1961,A12,autobus,54.0,West,20,,Gartenstrasse Ecke Bernauer Strasse,Hainbuchenstrasse
196150,1961,A13,autobus,59.0,West,15,,Alt-Heiligensee,Weinmeisterhornweg
196151,1961,A14,autobus,53.0,West,15,,Alt-Heiligensee,Rügener Strasse
196152,1961,A15,autobus,41.0,West,15,,Lübarser Strasse,Bhf. Frohnau
196153,1961,A16,autobus,44.0,West,10,,Louise-Schroeder-Platz,Englerallee
196154,1961,A17,autobus,46.0,West,10,,Bhf. Grunewald,Saaleckplatz
196155,1961,A18,autobus,32.0,West,20,,Saargemünder Strasse,Kohlhasenbr ck
196156,1961,A19,autobus,40.0,West,10,,Roseneck,Flughafen
196157,1961,A20,autobus,36.0,West,15,,Tegelort,"Lübars, Dorfaue"
196158,1961,A21,autobus,49.0,West,15,,Wentowsteig,U-Bhf. Fehrbelliner Platz
196159,1961,A22,autobus,29.0,Ost,20,,"Hessenwinkel, Lindenstrasse","Fichtenau, Stadtgrenze"
196160,1961,A23,autobus,13.0,Ost,20,,"Altglienicke, Kirche","Altglienicke, Kirche"
196161,1961,A24,autobus,43.0,West,5,,Wiebestrasse,Flughafen
196162,1961,A25,autobus,63.0,West,10,,Unionplatz,Gutschmidtstrasse
196163,1961,A26,autobus,5.0,Ost,15,,VEB Bautransporte,Bhf. Schöneweide
196164,1961,A27,autobus,43.0,Ost,10,,"S-Bhf. Kaulsdorf, Planitzstrasse",Müggelheim
196165,1961,A28,autobus,29.0,West,7,,Loewenhardtdamm,Heckmannufer
196166,1961,A29,autobus,32.0,West,10,,Roseneck,Askanischer Platz
196167,1961,A31,autobus,27.0,West,12,,Machandelweg,Heidebergplan
196168,1961,A32,autobus,28.0,West,5,,Breitenbachplatz,Bhf. Marienfelde
196169,1961,A33,autobus,15.0,West,10,,Bhf. Steglitz,Kaiserstrasse
196170,1961,A34,autobus,45.0,West,30,,"Spandau, Friedhof",Gutshof
196171,1961,A35,autobus,38.0,West,30,,Germersheimer Platz,Hottengrund
196172,1961,A38,autobus,18.0,Ost,20,,Waltersdorf,S-Bhf. Grünau
196173,1961,A39,autobus,13.0,Ost,16,,"Wartenberg, Siedlung","Hohenschönhausen, Falkenberger Strasse"
196174,1961,A4,autobus,56.0,West,10,,Brixplatz,Harzer Strasse
196175,1961,A42,autobus,31.0,Ost,12,,"Buch, Kiesgruben",Prenzlauer Promenade (Spitze)
196176,1961,A43,autobus,19.0,Ost,20,,Bürknersfelde,U-Bhf. Friedrichsfelde
196177,1961,A44,autobus,13.0,Ost,13,,"Hönow, Dorfstrasse",S-Bhf. Mahlsdorf
196178,1961,A44E,autobus,8.0,Ost,10,,Greifswalder Strasse,S-Bhf. Mahlsdorf
196179,1961,A45,autobus,42.0,Ost,23,,"Wilhelmsruh, Fontanestrasse","Weißensee, Schwarzelfenweg"
196180,1961,A46,autobus,30.0,Ost,15,,"Ahrensfeld, Kirche","Malchow, Dorfstrasse"
196181,1961,A47,autobus,26.0,Ost,15,,Bhf. Schöneweide,S-Bhf. Treptower Park
196182,1961,A48,autobus,38.0,West,10,,Potsdamer Strasse Ecke Fischerhüttenstrasse,Margaretenstrasse
196183,1961,A49,autobus,14.0,Ost,20,,"Kaulsdorf, Bausdorfstrasse","Kaulsdorf, Bausdorfstrasse"
196184,1961,A5,autobus,24.0,West,10,,Machandelweg,Waldkrankenhaus
196185,1961,A50,autobus,15.0,West,10,,Roseneck,Prager Platz
196186,1961,A51,autobus,10.0,West,30,,Bhf. Wannsee,Krankenhaus Heckeshorn
196187,1961,A52,autobus,37.0,West,30,,Alt-Marienfelde,Mimosenweg
196188,1961,A53,autobus,26.0,West,20,,Schlachtensee,Thuner Platz
196189,1961,A55,autobus,42.0,Ost,20,,"Wilhelmsruh, Fontanestrasse","Weißensee, Liebermannstrasse Ecke Piesporter Strasse"
196190,1961,A56,autobus,13.0,Ost,15,,"Weißensee, Nüßlerstrasse",Wicherstrasse Ecke Prenzlauer Allee
196191,1961,A57,autobus,24.0,Ost,7,,Kniprodestrasse Ecke Ermländische Strasse,Scharnhorststrasse
196192,1961,A6,autobus,13.0,West,60,,Bhf. Wannsee,Glienicker Brücke
196193,1961,A60,autobus,25.0,West,10,,"Roseneck, Hundekehl",Wittenbergplatz
196194,1961,A61,autobus,32.0,West,10,,ZobeltitzStrasse,"Gartenplatz, Feldstrasse"
196195,1961,A62,autobus,38.0,West,10,,Wittenau,Wittenbergplatz
196196,1961,A63,autobus,30.0,West,30,,Radelandstrasse,Seegefelder Weg
196197,1961,A64,autobus,22.0,West,10,,Bernauer Strasse Ecke Wolliner Strasse,Nachtigalplatz
196198,1961,A65,autobus,56.0,West,10,,Goebelplatz,Bhf. Sonnenallee
196199,1961,A66,autobus,13.0,West,20,,"Doppel-Süd, Berlepschstrasse",U-Bhf. Onkel-Toms-Hütte
1961100,1961,A67,autobus,25.0,West,10,,"Jerusalems-Kirche, Lindenstrasse",U-Bhf. Grenzallee
1961101,1961,A68,autobus,36.0,West,15,,Clayallee Ecke Königin-Luise-Strasse,Bhf. Tempelhof
1961102,1961,A69,autobus,29.0,West,20,,Eichkamp,Kongreßhalle
1961103,1961,A7,autobus,37.0,Ost,10,,"Glienicke, Kirche",U-Bhf. Vinetastrasse
1961104,1961,A70,autobus,28.0,West,10,,Bhf. Wollankstrasse,"Wiebestrasse, Strassenbahnhof"
1961105,1961,A71,autobus,22.0,West,15,,Bhf. Wilhelmsruh,Bernauer Strasse Ecke Wolliner Strasse
1961106,1961,A72,autobus,41.0,West,15,,Alt-Reinickendorf Ecke Rödern Allee,"Nonnendammallee, Siemensstadt"
1961107,1961,A73,autobus,36.0,West,12,,Bhf. Zoo,Buschkrug Alle Ecke Blaschko-Allee
1961108,1961,A74,autobus,40.0,West,15,,Königin-Elisabeth-Strasse,Eythstrasse
1961109,1961,A75,autobus,42.0,West,10,,Munsterdamm Ecke Steglitzer Damm,Wiener Brücke
1961110,1961,A76,autobus,36.0,West,10,,Blohmstrasse Ecke Wünsdorfer Strasse,Platz der Luftbrücke
1961111,1961,A77,autobus,25.0,West,10,,Daimlerstrasse,Platz der Luftbrücke
1961112,1961,A8,autobus,36.0,Ost,8,,"Waldesruh, Malhlsdorfer Allee",U-Bhf. Friedrichsfelde
1961113,1961,A8E,autobus,24.0,Ost,11,,Sadowastrasse,U-Bhf. Friedrichsfelde
1961114,1961,A82P,autobus,5.0,Ost,20,,Kinderheim,Markgrafendamm
1961115,1961,A9,autobus,27.0,Ost,6,,Kurische Strasse,Scharnhorststrasse Ecke Kieler Strasse
1961116,1961,Flughafen Schönefeld <> Strausberger Platz,autobus,45.0,Ost,10,,Flughafen Schönefeld,Strausberger Platz
1961117,1961,AD/36,autobus,27.0,Ost,7,,"Diepensee, Flughafen",S-Bhf. Grünau
1961118,1961,AL,autobus,15.0,Ost,45,,Neu-Lindenberg,"Malchow, Dorfstrasse"
1961119,1961,AS1,autobus,28.0,West,15,,Bhf. Zoo,Hohenzollernring
1961120,1961,AS2,autobus,40.0,West,20,,Bhf. Zoo,"Lichtenrade, Blohmstrasse Ecke Wünsdorfer Strasse"
1961121,1961,AS3,autobus,24.0,West,15,,Bhf. Zoo,Rathaus Zehlendorf
1961122,1961,AZ,autobus,36.0,Ost,60,,Groß Ziethen,S-Bhf. Grünau
1961123,1961,A I,u-bahn,18.0,West,10,,Gleisdreieck,Reichskanzlerplatz
1961124,1961,A II,u-bahn,36.0,West,10,,Kottbusser Tor,Krumme Lanke
1961125,1961,A III,u-bahn,1.0,West,10,,Deutsche Oper (Bismarckstr.),Richard-Wagner-Platz
1961126,1961,B I,u-bahn,35.0,West,10,,Schlesisches Tor,Ruhleben
1961127,1961,B II,u-bahn,40.0,West,10,,Schlesisches Tor,Krumme Lanke
1961128,1961,B III,u-bahn,6.0,West,5,,Nollendorfplatz,Innsbrucker Platz (Hauptstr.)
1961129,1961,C I,u-bahn,40.0,West,5,,Tegel,Grenzallee
1961130,1961,C II,u-bahn,5.0,West,5,,Mehringdamm,Tempelhof (Südring)
1961131,1961,D,u-bahn,19.0,West,10,,Gesundbrunnen,Leinestr.
1961132,1961,A,u-bahn,19.0,Ost,2,,Pankow (Vinetastr.),Thälmannplatz
1961133,1961,E,u-bahn,16.0,Ost,5,,Alexanderplatz,Friedrichsfelde (Tierpark)
1961134,1961,KBS 100,s-bahn,,West,0,,Gesundbrunnen,Sonnenallee
1961135,1961,KBS 100a,s-bahn,,West,0,,Wilmersdorf,Grünau
1961136,1961,KBS 100c,s-bahn,,West,0,,Gartenfeld,Jungfernheide
1961137,1961,KBS 101,s-bahn,,Ost,0,,Friedrichstr.,Strausberg
1961138,1961,KBS 101,s-bahn,,West,0,,Spandau West,Friedrichstr.
1961139,1961,KBS 101c,s-bahn,,Ost,0,,Strausberg,Strausberg Nord
1961140,1961,KBS 102,s-bahn,,Ost,0,,Potsdam,Griebnitzsee
1961141,1961,KBS 102,s-bahn,,Ost,0,,Friedrichstr.,Erkner
1961142,1961,KBS 102,s-bahn,,West,0,,Wannsee,Friedrichstr.
1961143,1961,KBS 103,s-bahn,,Ost,0,,Falkensee,Albrechtshof
1961144,1961,KBS 103,s-bahn,,Ost,0,,Friedrichstr.,Königs Wusterhausen
1961145,1961,KBS 103a,s-bahn,,Ost,0,,Greifswalder Str.,Spindlersfeld
1961146,1961,KBS 103a,s-bahn,,West,0,,Spandau West,Jungfernheide
1961147,1961,KBS 104a,s-bahn,,West,0,,Zehlendorf,Düppel-Kleinmachnow
1961148,1961,KBS 104,s-bahn,,West,0,,Gesundbrunnen,Wannsee
1961149,1961,KBS 104,s-bahn,,Ost,0,,Oranienburg,Hohen-Neuendorf (b Bln)
1961150,1961,KBS 105,s-bahn,,Ost,0,,Velten (Mark),Hennigsdorf (b Bln)
1961151,1961,KBS 105,s-bahn,,West,0,,Heiligensee,Lichtenrade
1961152,1961,KBS 105,s-bahn,,Ost,0,,Mahlow,Rangsdorf
1961153,1961,KBS 106,s-bahn,,West,0,,Frohnau,Lichterfelde Süd
1961154,1961,KBS 106,s-bahn,,Ost,0,,Bernau (b Bln),Grünau
1961155,1961,O30,autobus,72.0,Ost,20,,Kosterstrasse,Klosterstrasse
1961156,1961,O37,autobus,46.0,Ost,20,,Dimitroffstrasse Ecke Leninallee,Bhf. Lichtenberg
1961157,1961,O40,autobus,23.0,Ost,10,,Ostbahnhof,Robert-Koch-Platz
1961158,1961,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)",autobus,40.0,Ost,20,,S-Bhf. Friedrichshagen,"Rüdersdorf, Karl-Marx-Platz"
1961159,1961,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),autobus,22.0,Ost,20,,S-Bhf. Rahnsdorf,Woltersdorfer Schleuse
1961160,1961,Schmöckwitz<>Eichwalde (VEB Kraftverkehr Schöneiche-Rüdersdorf),autobus,14.0,Ost,60,,Alt-Schmöckwitz,Bhf. Eichwalde
1961161,1961,"S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)",autobus,49.0,Ost,30,,S-Bhf. Grünau,"Potsdam, Bassinplatz"
1961162,1961,Schmöckwitz<>Ziegenhals (VEB Kraftverkehr Schöneiche-Rüdersdorf),autobus,19.0,Ost,56,,Reifenwerk,"Ziegenhals, VA Dienststelle"
1961163,1961,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),fähre,20.0,West,60,,Kladow,Wannsee
19641,1964,1,straßenbahn,28.0,Ost,20,,Ostbahnhof,Hannoversche Strasse
19642,1964,A1P,autobus,6.0,Ost,10,,Adalbertstrasse,"Alexanderplatz, Grunerstrasse"
19643,1964,3,straßenbahn,45.0,Ost,12,,S-Bhf. Warschauer Strasse,Björnsonstrasse
19644,1964,4,straßenbahn,26.0,Ost,12,,S-Bhf. Warschauer Strasse,Eberswalderstrasse Ecke Oderberger Strasse
19645,1964,11,straßenbahn,27.0,Ost,20,,Heinrich-Heine-Strasse,Am Kupfergraben
19646,1964,13,straßenbahn,38.0,Ost,14,,Hönower Wiesenweg Ecke Blockdammweg,Oderberger Strasse Ecke Eberswalderstrasse
19647,1964,15,straßenbahn,36.0,West,10,,Daimlerstrasse,Schulenburgpark
19648,1964,22,straßenbahn,46.0,Ost,12,,"Rosenthal, Hauptstrasse",S-Bhf. Jannowitzbrücke
19649,1964,46,straßenbahn,47.0,Ost,5,,"Niederschönhausen, Schillerstrasse",Am Kupfergraben
196410,1964,47,straßenbahn,21.0,West,10,,Gradestrasse Ecke Tempelhofer Weg,Große-Ziethen Chaussee Ecke Waltersdorfer Chaussee
196411,1964,49,straßenbahn,39.0,Ost,11,,"Buchholz, Hauptstrasse","Hackescher Markt, Große Präsidentenstrasse"
196412,1964,53,straßenbahn,40.0,West,20,,Richard-Wagner-Platz,Hakenfelde
196413,1964,54,straßenbahn,41.0,West,20,,Richard-Wagner-Platz,Johannesstift
196414,1964,55,straßenbahn,51.0,West,15,,Bhf. Zoo,Hakenfelde
196415,1964,63,straßenbahn,38.0,Ost,20,,"Hohenschönhausen, Gartenstadt","Hackescher Markt, Große Präsidentenstrasse"
196416,1964,64,straßenbahn,40.0,Ost,20,,"Hohenschönhausen, Falkenberger Strasse",Dönhoffplatz
196417,1964,69,straßenbahn,84.0,Ost,20,,"Johannisthal, Haeckelstrasse",Walter-Ulbricht-Stadion
196418,1964,69E,straßenbahn,55.0,Ost,20,,"Johannisthal, Haeckelstrasse",Kniprodestrasse
196419,1964,70,straßenbahn,49.0,Ost,10,,"Hohenschönhausen, Falkenberger Strasse",Am Kupfergraben
196420,1964,72,straßenbahn,44.0,Ost,12,,"Weißensee, Pasedagplatz",Taubenstrasse Ecke Glinkastrasse
196421,1964,74,straßenbahn,37.0,Ost,6,,"Wießensee, Pasedagplatz",Leipziger Strasse Ecke Wilhelmstrasse
196422,1964,74E,straßenbahn,28.0,Ost,6,,Klement-Gottwald-Allee Ecke Rennbahnstrasse,Spittelmarkt
196423,1964,75,straßenbahn,58.0,West,20,,"Bhf. Zoo, Kantstrasse",Hakenfelde
196424,1964,76,straßenbahn,59.0,West,20,,"Bhf. Zoo, Kantstrasse",Johannesstift
196425,1964,82,straßenbahn,88.0,Ost,20,,"Mahlsdorf-Süd, Hubertus",Walter-Ulbricht-Stadion
196426,1964,82P,autobus,5.0,Ost,20,,Kinderheim,Markgrafendamm
196427,1964,83,straßenbahn,44.0,Ost,20,,Wendenschloß Ecke Ekhofstrasse,S-Bhf. Mahlsdorf
196428,1964,84,straßenbahn,57.0,Ost,10,,Am Falkenberg,"Friedrichshagen, Wasserwerk"
196429,1964,85,straßenbahn,42.0,Ost,20,,Wendenschloß,"Johannisthal, Haeckelstrasse"
196430,1964,86,straßenbahn,43.0,Ost,20,,Alt-Schmöckwitz,"Mahlsdorf-Süd, Hubertus"
196431,1964,87,straßenbahn,67.0,Ost,20,,Rahnsdorf,Wiener Brücke
196432,1964,92,straßenbahn,18.0,Ost,15,,"Oberspree, Bruno-Bürgel-Weg",Sonnenallee Ecke Baumschulenstrasse
196433,1964,95,straßenbahn,47.0,Ost,20,,Krankenhaus Köpenick,Wiener Brücke
196434,1964,95,straßenbahn,25.0,West,15,,Mehringplatz,Schwarzer Weg Ecke Sonnenallee
196435,1964,96,straßenbahn,49.0,West,15,,Lindenstrasse,Goerzallee
196436,1964,A1,autobus,58.0,West,15,,"Moabit, Waldstrasse Ecke Turmstrasse",Lindenstrasse Ecke Müllerstrasse
196437,1964,A2,autobus,39.0,West,10,,Bhf. Zoo,Trippsteinstrasse
196438,1964,A3,autobus,39.0,West,10,,Rathaus Zehlendorf,"Stölpchensee, Wilhelmplatz"
196439,1964,A10,autobus,62.0,West,10,,"Haselhorst, Kirche",Lupsteiner Weg
196440,1964,A11,autobus,34.0,West,7,,Saargemünder Strasse,"Marienfelde, Alt-Marienfelde"
196441,1964,A12,autobus,54.0,West,20,,Gartenstrasse Ecke Bernauer Strasse,Hainbuchenstrasse Ecke Kastanienallee
196442,1964,A12S,autobus,31.0,West,10,,Leopoldplatz,Zeltinger Platz
196443,1964,A13,autobus,57.0,West,15,,Alt-Heiligensee,Weinmeisterhornweg
196444,1964,A14,autobus,53.0,West,20,,Alt-Heiligensee,Rügener Strasse
196445,1964,A15,autobus,55.0,West,20,,Lübarser Strasse Ecke Eichhorster Weg,"Frohnau, Invalidensiedlung"
196446,1964,A16,autobus,50.0,West,15,,Osloer Strasse,Englerallee
196447,1964,A17,autobus,46.0,West,10,,"Grunewald, Fontanestrasse",Saaleckplatz
196448,1964,A18,autobus,32.0,West,20,,Saargemünder Strasse,Kohlhasenbrück
196449,1964,A19,autobus,39.0,West,10,,Roseneck,Flughafen
196450,1964,A20,autobus,36.0,West,15,,Tegelort,"Lübars, Dorfaue"
196451,1964,A21,autobus,50.0,West,15,,Wentowsteig,U-Bhf. Fehrbelliner Platz
196452,1964,A22,autobus,27.0,Ost,20,,"Hessenwinkel, Lindenstrasse","Fichtenau, Stadtgrenze"
196453,1964,A23,autobus,20.0,Ost,20,,Falkenhöhe,"Altglienicke, Kirche"
196454,1964,A24,autobus,39.0,West,15,,Wiebestrasse,Flughafen
196455,1964,A25,autobus,59.0,West,10,,Unionplatz,Grüner Weg Ecke Buschkrug Allee
196456,1964,A26,autobus,5.0,Ost,15,,VEB Bautransporte,Bhf. Schöneweide
196457,1964,A27,autobus,43.0,Ost,10,,"S-Bhf. Kaulsdorf, Planitzstrasse",Müggelheim
196458,1964,A28,autobus,30.0,West,7,,Loewenhardtdamm,Heckmannufer
196459,1964,A29,autobus,40.0,West,10,,Roseneck,Oranienplatz
196460,1964,A31,autobus,30.0,West,20,,Machandelweg,Heidebergplan
196461,1964,A32,autobus,28.0,West,6,,Breitenbachplatz,Bhf. Marienfelde
196462,1964,A33,autobus,15.0,West,5,,Berlinickestrasse Ecke Albrechtstrasse,"Mariendorf, Kaiserstrasse"
196463,1964,A34,autobus,48.0,West,30,,"Spandau, Friedhof",Gutshof
196464,1964,A35,autobus,45.0,West,30,,"Spandau, Friedhof",Hottengrund
196465,1964,A35E,autobus,7.0,West,274,,Altenheim Hottengrund,Alt-Kladow Ecke Kladower Damm
196466,1964,A36,autobus,21.0,Ost,20,,Zentralflughafen,S-Bhf. Grünau
196467,1964,A39,autobus,13.0,Ost,15,,"Wartenberg, Siedlung","Hohenschönhausen, Falkenberger Strasse"
196468,1964,A4,autobus,56.0,West,10,,Brixplatz,Harzer Strasse
196469,1964,A42,autobus,31.0,Ost,10,,"Buch, Kiesgruben",Prenzlauer Promenade (Spitze)
196470,1964,A43,autobus,23.0,Ost,20,,Bürknersfelde,S-Bhf. Nöldnerplatz
196471,1964,A44,autobus,13.0,Ost,13,,"Hönow, Dorfstrasse",S-Bhf. Mahlsdorf
196472,1964,A44E,autobus,7.0,Ost,10,,Greifswalder Strasse,S-Bhf. Mahlsdorf
196473,1964,A45,autobus,38.0,Ost,15,,"Wilhelmsruh, Fontanestrasse","Weißensee, Schwarzelfenweg"
196474,1964,A46,autobus,30.0,Ost,15,,"Ahrensfeld, Kirche","Malchow, Dorfstrasse"
196475,1964,A47,autobus,26.0,Ost,10,,Bhf. Schöneweide,S-Bhf. Treptower Park
196476,1964,A48,autobus,17.0,Ost,5,,Bhf. Schöneweide,Bhf. Schöneweide
196477,1964,A48,autobus,39.0,West,10,,Potsdamer Strasse Ecke Fischerhüttenstrasse,"Philharmonie, Tiergartenstrasse"
196478,1964,A49,autobus,14.0,Ost,20,,"Kaulsdorf, Bausdorfstrasse","Kaulsdorf, Bausdorfstrasse"
196479,1964,A5,autobus,32.0,West,10,,Machandelweg,Nervenklinik
196480,1964,A50,autobus,19.0,West,10,,Roseneck,Prager Platz
196481,1964,A51,autobus,10.0,West,28,,Bhf. Wannsee,Krankenhaus Heckeshorn
196482,1964,A52,autobus,46.0,West,20,,"Marienfelde, Stadtrandsiedlung",Stubenrauchstrasse Ecke Kanalstrasse
196483,1964,A53,autobus,47.0,West,20,,Dreilindenstrasse,Jungfernstieg
196484,1964,A54,autobus,7.0,Ost,10,,Storkowerstrasse Ecke Greifswalderstrasse,Dimitroffstrasse Ecke Leninallee
196485,1964,A55,autobus,39.0,Ost,16,,"Wilhelmsruh, Fontanestrasse","Weißensee, Liebermannstrasse Ecke Piesporter Strasse"
196486,1964,A56,autobus,13.0,Ost,15,,"Weißensee, Nüßlerstrasse",Wicherstrasse Ecke Prenzlauer Allee
196487,1964,A57,autobus,24.0,Ost,7,,Kniprodestrasse Ecke Ermländische Strasse,Robert-Koch-Platz
196488,1964,A58,autobus,18.0,Ost,16,,Fontanestrasse,U-Bhf. Pankow
196489,1964,A59,autobus,12.0,Ost,7,,Walther-Ulbricht-Stadion,U-Bhf. Thälmannplatz
196490,1964,A6,autobus,13.0,West,30,,Bhf. Wannsee,Glienicker Brücke
196491,1964,A60,autobus,26.0,West,10,,"Roseneck, Hundekehl",Wittenbergplatz
196492,1964,A61,autobus,32.0,West,10,,Zobeltitzstrasse,"Gartenplatz, Feldstrasse"
196493,1964,A62,autobus,38.0,West,15,,Wittenau,Wittenbergplatz
196494,1964,A63,autobus,31.0,West,20,,Radelandstrasse Ecke Niederheideweg,Seegefelder Weg
196495,1964,A64,autobus,26.0,West,7,,Bernauer Strasse Ecke Wolliner Strasse,Höllenderstrasse Ecke Septimer Strasse
196496,1964,A65,autobus,56.0,West,10,,Goebelplatz,Schulenburgpark
196497,1964,A66,autobus,18.0,West,20,,"Doppel-Süd, Berlepschstrasse",U-Bhf. Onkel-Toms-Hütte
196498,1964,A67,autobus,36.0,West,5,,"Jerusalems-Kirche, Lindenstrasse",Otto-Wels-Ring
196499,1964,A68,autobus,36.0,West,15,,Clayallee Ecke Königin-Luise-Strasse,Bhf. Tempelhof
1964100,1964,A69,autobus,32.0,West,20,,Eichkamp,Moltkebrücke
1964101,1964,A7,autobus,34.0,Ost,12,,"Glienicke, Kirche",U-Bhf. Vinetastrasse
1964102,1964,A7E,autobus,23.0,Ost,11,,"Schildow, Kirche",U-Bhf. Vinetastrasse
1964103,1964,A70,autobus,27.0,West,10,,Bhf. Wollankstrasse,"Wiebestrasse, Strassenbahnhof"
1964104,1964,A71,autobus,22.0,West,15,,Bhf. Wilhelmsruh,Bernauer Strasse Ecke Wolliner Strasse
1964105,1964,A72,autobus,46.0,West,15,,Alt-Reinickendorf Ecke Rödern Allee,Gartenfeld
1964106,1964,A73,autobus,35.0,West,10,,Bhf. Zoo,Buschkrug Alle Ecke Blaschko-Allee
1964107,1964,A74,autobus,39.0,West,15,,Königin-Elisabeth-Strasse,Eythstrasse
1964108,1964,A75,autobus,47.0,West,10,,Munsterdamm Ecke Steglitzer Damm,Hermannplatz
1964109,1964,A76,autobus,36.0,West,10,,Blohmstrasse Ecke Wünsdorfer Strasse,Platz der Luftbrücke
1964110,1964,A77,autobus,25.0,West,10,,Daimlerstrasse,Platz der Luftbrücke
1964111,1964,A78,autobus,26.0,West,10,,Tropfsteinweg Ecke Quarz-Weg,Platz der Luftbrücke
1964112,1964,A79,autobus,16.0,West,10,,Leopoldplatz,Sommerstrasse Ecke Klemkestrasse
1964113,1964,A8,autobus,33.0,Ost,10,,"Waldesruh, Malhlsdorfer Allee",U-Bhf. Friedrichsfelde
1964114,1964,A8E,autobus,21.0,Ost,10,,Sadowastrasse,U-Bhf. Friedrichsfelde
1964115,1964,A80,autobus,16.0,West,10,,"Spandau, Breitestrasse",Nennhauser Damm Ecke Brunsbütteler Damm
1964116,1964,A81,autobus,44.0,West,10,,"Bhf. Zoo, Hardenbergplatz",Imbrosweg Ecke Dardanellenweg
1964117,1964,A83,autobus,47.0,West,10,,Nettelbeckplatz,Belßstrasse
1964118,1964,A84,autobus,33.0,West,10,,Ringstrasse Ecke Pestalozziplatz,Gotenstrasse Ecke Torgauerstrasse
1964119,1964,A85,autobus,45.0,West,10,,"Bhf. Zoo, Hardenbergplatz",Holtheimer Weg
1964120,1964,A86,autobus,51.0,West,15,,Invalidenstrasse,Birkbuschstrasse Ecke Siemensstrasse
1964121,1964,A87,autobus,10.0,West,20,,"Richard-Wagner-Platz, Wintersteinstrasse",Sophie-Charlotten-Strasse Ecke Pulsstrasse
1964122,1964,A88,autobus,10.0,West,20,,U-Bhf. Kaiserdamm,Eichkampstrasse Ecke Alte Allee
1964123,1964,A89,autobus,39.0,West,10,,Grüntaler Straße Ecke Osloer Strasse,Mehringplatz
1964124,1964,A9,autobus,27.0,Ost,7,,Kurische Strasse,Scharnhorststrasse Ecke Kieler Strasse
1964125,1964,A90,autobus,35.0,West,15,,"Bhf. Zoo, Hardenbergplatz",Vinetaplatz
1964126,1964,A91,autobus,19.0,West,7,,U-Bhf. Leinestrasse,Alt-Buckow Ecke Buckower Damm
1964127,1964,A92,autobus,24.0,West,20,,Machandelweg,Reimerweg Ecke Heerstrasse
1964128,1964,A99,autobus,48.0,West,10,,Brunnenstrasse Ecke Lortzingstrasse,Germersheimer Platz
1964129,1964,AD,autobus,24.0,Ost,10,,Diepensee,S-Bhf. Grünau
1964130,1964,AS,autobus,25.0,Ost,50,,Zühlsdorf,"Schildow, Kirche"
1964131,1964,A38,autobus,13.0,Ost,150,,"Bonsdorf, Waldstrasse",S-Bhf. Grünau
1964132,1964,AL,autobus,15.0,Ost,32,,Neu-Lindenberg,"Malchow, Dorfstrasse"
1964133,1964,AS1,autobus,28.0,West,15,,Bhf. Zoo,Hohenzollernring Ecke Schönwalderstrasse
1964134,1964,AS2,autobus,44.0,West,17,,Bhf. Zoo,"Lichtenrade, Blohmstrasse Ecke Wünsdorfer Strasse"
1964135,1964,AS3,autobus,29.0,West,15,,Bhf. Zoo,Rathaus Zehlendorf
1964136,1964,AS4,autobus,39.0,West,20,,Bhf. Zoo,Stölpchensee
1964137,1964,AZ,autobus,24.0,Ost,20,,Groß Ziethen,Bhf. Schönefeld
1964138,1964,A I,u-bahn,36.0,West,10,,Schlesisches Tor,Ruhleben
