line_id,jahr,linien_name,typ,dauer (min),ost_west,frequenz,länge (km),start,ziel
197150,1971,A3,autobus,46.0,West,15,,Düppel-Süd,Heckeshorn
197151,1971,A31,autobus,28.0,West,20,,U-Bhf. Ruhleben,Heidebergplan
197152,1971,A32,autobus,31.0,West,12,,Breitenbachplatz,"Marienfelde, Bahnstrasse Ecke Marienfelder Allee"
197153,1971,A33,autobus,20.0,West,10,,Berlinickestrasse,Dirschelweg Ecke Rixdorfer Strasse
197154,1971,A34,autobus,51.0,West,20,,"Spandau, Wasserwerk",Gutshof
197155,1971,A35,autobus,35.0,West,20,,U-Bhf. Ruhleben,Hottengrund
197156,1971,A4,autobus,56.0,West,12,,Brixplatz,Teuptitzerstrasse Ecke Kiehl-Ufer
197157,1971,A41,autobus,27.0,West,20,,Gradestrasse,Rudow Stadtgrenze
197158,1971,A48,autobus,39.0,West,12,,Potsdamer Strasse Ecke Fischerhüttenstrasse,"Philharmonie, Tiergartenstrasse"
197159,1971,A5,autobus,30.0,West,10,,U-Bhf. Ruhleben,Nervenklinik
197160,1971,A50,autobus,26.0,West,10,,Roseneck,Mansteinstrasse Ecke Yorckstrasse
197161,1971,A52,autobus,35.0,West,10,,"Marienfelde, Stadtrand-Siedlung",Stubenrauchstrasse
197162,1971,A53,autobus,40.0,West,20,,"Nikolassee, Alemannenstrasse",Oberhofer Platz
197163,1971,A54,autobus,46.0,West,10,,"Zoo, Hardenbergplatz",Johannesstift
197164,1971,A55,autobus,47.0,West,15,,"Zoo, Hardenbergplatz",Hakenfelde
197165,1971,A56,autobus,24.0,West,20,,U-Bhf. Ruhleben,Hakenfelde
197166,1971,A57,autobus,21.0,West,20,,Zwickauer Damm,Zwickauer Damm
197167,1971,A6,autobus,13.0,West,30,,Wannsee,Glienicker Brücke
197168,1971,A60,autobus,47.0,West,15,,Wittenbergplatz,Rathaus Zehlendorf
197169,1971,A61,autobus,33.0,West,12,,"Gartenplatz, Feldstrasse",Zobeltitzstrasse Ecke Eichborndamm
197170,1971,A62,autobus,42.0,West,12,,"Wilhemsruher Damm, Sektorengrenze","Zoo, Hardenbergplatz"
197171,1971,A63,autobus,30.0,West,15,,Radelandstrasse Ecke Niederheideweg,Seegefelder Weg
197172,1971,A64,autobus,51.0,West,12,,Märkisches Zentrum,Vinetaplatz
197173,1971,A65,autobus,63.0,West,12,,U-Bhf. Seestrasse,Schulenburgpark
197174,1971,A66,autobus,40.0,West,20,,"Zoo, Hardenbergplatz","Stölpchensee, Glienickerstrasse"
197175,1971,A67,autobus,41.0,West,12,,U-Bhf. Hallesches Tor,Johannisthaler Chaussee Ecke Rudower Strasse
197176,1971,A68,autobus,38.0,West,15,,Clayallee Ecke Königin-Luise-Strasse,Tempelhof
197177,1971,A69,autobus,34.0,West,20,,Dauerwaldweg Ecke Eichkampstrasse,Reichstag
197178,1971,A70,autobus,34.0,West,10,,"Wollankstrasse, Sektorengrenze",Wiebestrasse Ecke Huttenstrasse
197179,1971,A71,autobus,21.0,West,15,,"Wilhelmsruh, Kopenhagener Strasse",Vinetaplatz
197180,1971,A72,autobus,51.0,West,15,,"Alt-Reinickendorf, Klemkestrasse Ecke Kopenhagenerstrasse",Paulsternstrasse Ecke Nonnendammallee- Gartenfeld
197181,1971,A73,autobus,38.0,West,15,,"Zoo, Hardenbergplatz",Buschkrug Ecke Blaschkoallee
197182,1971,A74,autobus,45.0,West,15,,Königin-Elisabeth-Strasse U-Bhf. Kaiserdamm,Lindenhof
197183,1971,A75,autobus,47.0,West,10,,Munsterdamm Ecke Steglitzer Damm,Hermannplatz
197184,1971,A76,autobus,39.0,West,7,,Walter-Schreiber-Platz,Blohmstrasse Ecke Illigstrasse
197185,1971,A77,autobus,31.0,West,20,,Britzer Allee Ecke Nobelstrasse,"Marienfelde, Daimlerstrasse"
197186,1971,A78,autobus,16.0,West,15,,U-Bhf. Alt-Mariendorf,Alt-Buckow Ecke Buckower Damm
197187,1971,A79,autobus,18.0,West,15,,Leopoldplatz,Sommerstrasse Ecke Klemkestrasse
197188,1971,A80,autobus,25.0,West,20,,U-Bhf. Ruhleben,Nennhauser Damm Ecke Brunsbütteler Damm
197189,1971,A81,autobus,31.0,West,10,,U-Bhf. Friedrich-Wilhelm-Platz,Dardanellenweg Ecke rixdorferstrasse
197190,1971,A82,autobus,28.0,West,20,,Alt-Lichtenrade Ecke Goethestrasse,Potsdamerstrasse Ecke Alt-Lichtenrade
197191,1971,A83,autobus,46.0,West,10,,Nettelbeckplatz,Preysingstrasse Ecke Belßstrasse
197192,1971,A84,autobus,36.0,West,10,,Ringstrasse Ecke Weißwasserweg,U-Bhf. Kurfürstenstrasse
197193,1971,A85,autobus,41.0,West,10,,Holtheimer Weg,Wittenbergplatz
197194,1971,A86,autobus,52.0,West,15,,"Invalidenstrasse, Sektorengrenze",Birkbuschstrasse
197195,1971,A87,autobus,10.0,West,20,,Richard-Wagner-Platz,Pulsstrasse Ecke Sophie-Charlottestrasse
197196,1971,A89,autobus,41.0,West,12,,"Bornholmerstrasse, Sektorengrenze",Fehrbelliner Platz
197197,1971,53,autobus,22.0,Ost,0,,"Hohenschönhausen, Marzahnerstrasse",U-Bhf.Friedrichsfelde
197198,1971,A90,autobus,35.0,West,15,,"Bhf. Zoo, Hardenbergplatz",Vinetaplatz
197199,1971,A91,autobus,24.0,West,10,,Hermannplatz,Ringslebenstrasse Ecke Buckowerdamm
1971100,1971,A92,autobus,33.0,West,10,,"Zoo, Hardenbergplatz",Konkordiastrasse Ecke Adamstrasse
1971101,1971,A93,autobus,11.0,West,15,,Waßmannsdorfer Chaussee Ecke Großziethenerstrasse,Waßmannsdorfer Chaussee Ecke Großziethenerstrasse
1971102,1971,A94,autobus,36.0,West,10,,"Zoo, Hardenbergplatz",Reimerweg Ecke Heerstrasse
1971103,1971,A95,autobus,23.0,West,15,,Schwarzer Weg Ecke Sonnenallee,U-Bhf. Hallesches Tor
1971104,1971,A96,autobus,34.0,West,10,,Flughafen Tempelhof,Lindenstrasse Ecke Ostpreußendamm
1971105,1971,A97,autobus,35.0,West,10,,Reimerweg Ecke Heerstrasse,Aalemannufer
1971106,1971,A98,autobus,14.0,West,20,,U-Bhf. Britz-Süd,U-Bhf. Britz-Süd
1971107,1971,A99,autobus,57.0,West,15,,Usedomer Strasse Ecke Brunnenstrasse,Im Spektefeld
1971108,1971,55,autobus,31.0,Ost,10,,"Wilhelmsruhe, Fontanestrasse",Piesporter Strasse
1971109,1971,56,autobus,27.0,Ost,6,,"Weißensee, Nüßlerstrasse",Dimitroffstrasse
1971110,1971,57,autobus,26.0,Ost,8,,Kniprodestrasse,Scharnhorststrasse
1971111,1971,58,autobus,18.0,Ost,20,,Fontanestrasse,U-Bhf. Pankow (Vinetastrasse)
1971112,1971,59,autobus,13.0,Ost,10,,Walther-Ulbricht-Stadion,U-Bhf. Thälmannplatz
1971113,1971,65,autobus,12.0,Ost,15,,Oberspree,VEB Autotrans
1971114,1971,27E,autobus,22.0,Ost,10,,S-Bhf. Köpenick,Müggelheim
1971115,1971,44E,autobus,16.0,Ost,10,,S-Bhf. Mahlsdorf,S-Bhf. Mahlsdorf
1971116,1971,51/B,autobus,5.0,Ost,20,,S-Bhf. Buch,Akademie der Wissenschaften
1971117,1971,D/38,autobus,13.0,Ost,20,,Diepensee,"Bohnsdorf, Waldstrasse"
1971118,1971,L/41,autobus,30.0,Ost,15,,"Ahrensfeld, Kirche","Malchow, Dorfstrasse"
1971119,1971,291,fähre,,Ost,10,,Wilhelmstrand,Baumschulenweg
1971120,1971,292,fähre,,Ost,10,,Wendenschloß,Grünau
1971121,1971,293,fähre,,Ost,0,,Schmöckwitz,Krampenburg
1971122,1971,294,fähre,,Ost,0,,Rahnsdorf,Müggelhort
1971123,1971,295,fähre,,Ost,0,,Müggelheim,Rahnsdorf
1971124,1971,KBS 100,s-bahn,65.0,Ost,20,,Friedrichstr.,Strausberg Nord
1971125,1971,KBS 105,s-bahn,45.0,Ost,20,,Friedrichstr.,Erkner
1971126,1971,KBS 110,s-bahn,45.0,Ost,20,,Friedrichstr.,Königs Wusterhausen
1971127,1971,KBS 115,s-bahn,39.0,Ost,20,,Friedrichstr.,Zentralflughafen Berlin-Schönefeld
1971128,1971,KBS 135,s-bahn,8.0,Ost,30,,Hennigsdorf (b Bln),Velten (Mark)
1971129,1971,KBS 140,s-bahn,83.0,Ost,20,,Oranienburg,Zentralflughafen Berlin-Schönefeld
1971130,1971,KBS 141,s-bahn,64.0,Ost,20,,Bernau (b Bln),Zeuthen
1971131,1971,KBS 142,s-bahn,41.0,Ost,20,,Blankenburg,Spindlersfeld
1971132,1971,KBS 143,s-bahn,,Ost,20,,Alexanderplatz,Blankenburg
1971133,1971,KBS 150,s-bahn,,West,0,,Gesundbrunnen,Sonnenallee
1971134,1971,KBS 151,s-bahn,,West,0,,Zoologischer Garten,Köllnische Heide
1971135,1971,KBS 152,s-bahn,,West,0,,Heiligensee,Lichtenrade
1971136,1971,KBS 153,s-bahn,,West,0,,Gesundbrunnen,Lichterfelde Süd
1971137,1971,KBS 154,s-bahn,,West,0,,Frohnau,Wannsee
1971138,1971,KBS 155,s-bahn,,West,0,,Zehlendorf,Düppel-Kleinmachnow
1971139,1971,KBS 156,s-bahn,,West,0,,Friedrichstr.,Wannsee
1971140,1971,KBS 157,s-bahn,,West,0,,Friedrichstr.,Spandau West
1971141,1971,KBS 158,s-bahn,,West,0,,Gesundbrunnen,Staaken
1971142,1971,KBS 159,s-bahn,,West,0,,Jungfernheide,Gartenfeld
1971143,1971,3,straßenbahn,43.0,Ost,15,,Björnsonstrasse,Revaler Strasse
1971144,1971,4,straßenbahn,26.0,Ost,12,,Eberswalderstrasse Ecke Oderberger Strasse,Revalerstrasse
1971145,1971,13,straßenbahn,41.0,Ost,8,,Oderberger Strasse Ecke Eberswalderstrasse,Hönower Wiesenweg Ecke Blockdammweg
1971146,1971,17,straßenbahn,58.0,Ost,20,,Haeckelstrasse,Kniprodestrasse
1971147,1971,19,straßenbahn,69.0,Ost,20,,Mahlsdorferstrasse,Kniprodestrasse
1971148,1971,21,straßenbahn,32.0,Ost,20,,S-Bhf.Ostkreuz,S-Bhf. Baumschulenweg
1971149,1971,22,straßenbahn,48.0,Ost,15,,Hauptstrasse,Am Kupfergraben
1971150,1971,46,straßenbahn,47.0,Ost,0,,Nordend,Am Kupfergraben
1971151,1971,49,straßenbahn,38.0,Ost,12,,Hauptstrasse,Hackescher Markt
1971152,1971,63,straßenbahn,48.0,Ost,12,,"Hohenschönhausen, Gartenstadt",Walter-Ulbricht-Stadion
1971153,1971,69,straßenbahn,84.0,Ost,20,,"Johannisthal, Haeckelstrasse",Walter-Ulbricht-Stadion
1971154,1971,70,straßenbahn,49.0,Ost,10,,"Hohenschönhausen, Falkenberger Strasse",Am Kupfergraben
1971155,1971,71,straßenbahn,40.0,Ost,15,,"Romain-Rolland-Strasse, Heinersdorf",Am Kupfergraben
1971156,1971,72,straßenbahn,34.0,Ost,15,,"Weißensee, Pasedagplatz",Hackescher Markt
1971157,1971,73,straßenbahn,40.0,Ost,12,,"Weißensee, Pasedagplatz",Walter-Ulbricht-Stadion über Greifswalderstrasse
1971158,1971,74,straßenbahn,48.0,Ost,12,,"Wießensee, Bernkastelerstrasse",Falkenbergerstrasse
1971159,1971,75,straßenbahn,28.0,Ost,16,,Bernkastelerstrasse,Hackescher Markt
1971160,1971,82,straßenbahn,51.0,Ost,20,,"Mahlsdorf-Süd, Hubertus",S-Bhf. Ostkreuz
1971161,1971,83,straßenbahn,48.0,Ost,20,,S-Bhf. Mahlsdorf,Wendenschloß Ecke Ekhofstrasse
1971162,1971,84,straßenbahn,55.0,Ost,25,,"Friedrichshagen, Wasserwerk",Am Falkenberg
1971163,1971,85,straßenbahn,42.0,Ost,20,,Wendenschloß,"Johannisthal, Haeckelstrasse"
1971164,1971,86,straßenbahn,43.0,Ost,20,,Alt-Schmöckwitz,Hirtestrasse
1971165,1971,87,straßenbahn,70.0,Ost,20,,Rahnsdorf,Wiener Brücke
1971166,1971,95,straßenbahn,48.0,Ost,20,,Krankenhaus Köpenick,Wiener Brücke
1971167,1971,99,straßenbahn,12.0,Ost,0,,Falkenberger Strasse,Pasedagplatz
1971168,1971,S-Bhf. Friedrichshagen <> Rüdersdorf,straßenbahn,39.0,Ost,20,,S-Bhf. Friedrichshagen (Grenze),"Rüdersdorf, Karl-Marx-Platz"
1971169,1971,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),straßenbahn,20.0,Ost,20,,S-Bhf. Rahnsdorf,Woltersdorfer Schleuse
1971170,1971,1,u-bahn,32.0,West,5,,Schlesisches Tor,Ruhleben
1971171,1971,2,u-bahn,29.0,West,10,,Gleisdreieck,Krumme Lanke
1971172,1971,3,u-bahn,3.0,West,10,,Wittenbergplatz,Uhlandstr.
1971173,1971,4,u-bahn,6.0,West,5,,Nollendorfplatz,Innsbrucker Platz (Hauptstr.)
1971174,1971,6,u-bahn,36.0,West,5,,Tegel,Alt-Mariendorf
1971175,1971,7,u-bahn,30.0,West,5,,Fehrbelliner Platz,Zwckauer Damm
1971176,1971,8,u-bahn,20.0,West,10,,Gesundbrunnen,Leinestr.
1971177,1971,9,u-bahn,16.0,West,3,,Leopoldplatz,Walter-Schreiber-Platz
1971178,1971,A,u-bahn,19.0,Ost,2,,Pankow (Vinetastr.),Thälmannplatz
1971179,1971,E,u-bahn,16.0,Ost,5,,Alexanderplatz,Friedrichsfelde
19761,1976,1,autobus,66.0,West,12,,"Moabit, Waldstrasse","Lichterfelde, Lindenstrasse"
19762,1976,10,autobus,,West,12,,Haselhorster Damm,"Zehlendorf-Süd, Sachtlebenstrasse E. Lupsteiner Weg"
19763,1976,11,autobus,43.0,West,7,,Dahlem Waldfriedhof,U-Bhf. Alt-Mariendorf
19764,1976,12,autobus,,West,15,,"Wedding, Bernauer Strasse",Maximiliankorso E. Hainbuchenstrasse
19765,1976,13,autobus,,West,13,,Alt-Heiligensee,Heerstrasse Ecke Weinmeisterhornweg
19766,1976,13,straßenbahn,36.0,Ost,15,,Eberswalder Strasse,Blockdammweg Ecke Hönower Wiesenweg
19767,1976,14,autobus,,West,15,,Gesundbrunnen Rügener Strasse,Alt-Heiligensee
19768,1976,14,straßenbahn,17.0,Ost,12,,Artur-Becker-Strasse,Falkenberger Strasse
19769,1976,15,autobus,,West,20,,Waidmannslust Oraniendamm,Frohnau Invalidensiedlung
197610,1976,15,straßenbahn,37.0,Ost,20,,Bhf. Berlin-Lichtenberg,Hackescher Markt
197611,1976,16,autobus,,West,15,,Reinickendorf Klemkestrasse/Sommerstrasse,Breitenbachplatz Englerallee
197612,1976,17,autobus,,West,10,,"Grunewald, Fontanestrasse",Lichterfelde Celsiusstrasse
197613,1976,17,straßenbahn,68.0,Ost,10,,Haeckelstrasse,Stadion der Weltjugend
197614,1976,18,autobus,,West,20,,U-Bhf. Oskar-Helene-Heim,Kohlhasenbrück-Steinstücken
197615,1976,19,autobus,44.0,West,10,,Roseneck,Platz der Luftbrücke
197616,1976,19,straßenbahn,73.0,Ost,20,,"Köpenick, Krankenhaus",Artur-Becker-Strasse
197617,1976,2,autobus,36.0,West,7,,U-Bhf. Friedrich-Wilhelm-Platz,"Marienfelde, Waldsassener Strasse"
197618,1976,20,autobus,,West,15,,Tegelort,Alt-Lübars
197619,1976,21,autobus,,West,15,,Quickborner Strasse Märkisches Viertel,Fehrbelliner Platz
197620,1976,21,straßenbahn,72.0,Ost,20,,Eberswalder Strasse,"Köpenick, Krankenhaus"
197621,1976,22,straßenbahn,49.0,Ost,15,,"Rosenthal, Hauptstrasse",Am Kupfergraben
197622,1976,22E,autobus,,West,15,,U-Bhf. Holzhauser Strasse,Alt-Wittenau
197623,1976,23,autobus,29.0,Ost,20,,Falkenhöhe,S-Bhf. Adlershof
197624,1976,23,autobus,,West,15,,"Zoo, Hardenbergplatz",Siemensstadt Rohrdamm E. Buolstraße
197625,1976,24,autobus,41.0,West,15,,Moabit Wiebestrasse,Platz der Luftbrücke
197626,1976,25,autobus,,West,12,,Britz-Süd,U-Bhf. Friedrich-Wilhelm-Platz
197627,1976,25,straßenbahn,48.0,Ost,20,,Sterndamm,Rahnsdorf
197628,1976,26,straßenbahn,27.0,Ost,20,,Sterndamm,"Köpenick, Krankenhaus"
197629,1976,27,autobus,41.0,Ost,10,,S-Bhf. Kaulsdorf,Alt-Müggelheim
197630,1976,28,autobus,,West,15,,U-Bhf. Tempelhof,Schlesische Strasse E. Heckmannufer
197631,1976,29,autobus,,West,10,,"Grunewald, Roseneck",Oranienplatz
197632,1976,3,autobus,46.0,West,15,,Düppel-Süd,"Wannsee, Heckeshorn"
197633,1976,3,straßenbahn,43.0,Ost,10,,Björnsonstrasse,S-Bhf. Warschauer Strasse (Revaler Strasse)
197634,1976,30,autobus,68.0,Ost,15,,Ostbahnhof,Robert-Koch-Platz
197635,1976,30,autobus,,West,20,,U-Bhf. Rathaus Steglitz,Lichtenrade Nahariyastraße
197636,1976,31,autobus,30.0,Ost,20,,"Buch, Sandhaus",Ostseestrasse
197637,1976,31,autobus,,West,10,,U-Bhf. Ruhleben,Staaken Heidebergplan
197638,1976,32,autobus,22.0,Ost,10,,Hans-Beimler-Strasse,U-Bhf. Thälmannplatz
197639,1976,32,autobus,,West,9,,U-Bhf. Rathaus Steglitz,Marienfelde Bahnstraße
197640,1976,33,autobus,17.0,Ost,20,,Grumbkowstrasse,U-Bhf. Pankow
197641,1976,33,autobus,,West,10,,U-Bhf. Breitenbachplatz,Mariendorf Rixdorfer Strasse E. Dirschelweg
197642,1976,34,autobus,18.0,Ost,15,,Alt-Stralau,U-Bhf. Marehlewskistrasse
197643,1976,34,autobus,,West,20,,"Spandau, Wasserwerk",Glienicke Gutshof
197644,1976,34E,autobus,6.0,Ost,20,,Revaler Strasse,Andreasstrasse (Ostbahnhof)
197645,1976,34E,autobus,8.0,West,18,,Alt-Gatow,Habichtswald
197646,1976,35,autobus,20.0,Ost,0,,Pirolstrasse,S-Bhf. Nöldnerplatz
197647,1976,35,autobus,35.0,West,20,,U-Bhf. Ruhleben,Kladow Hottengrund
197648,1976,35E,autobus,7.0,West,40,,Kladow,Altenheim Hottengrund
197649,1976,36,autobus,17.0,Ost,20,,Flughafen Berlin-Schönefeld,S-Bhf. Grünau
197650,1976,36E,autobus,5.0,Ost,20,,Bhf. Schönefeld,Flughafen Berlin-Schönefeld
197651,1976,37,autobus,16.0,Ost,0,,S-Bhf. Friedrichsfelde Ost,Chemie Handel
197652,1976,38,autobus,24.0,Ost,10,,S-Bhf. Grünau,Diepensee
197653,1976,39,autobus,14.0,Ost,15,,"Wartenberg, Siedlung",Falkenberger Strasse
197654,1976,4,autobus,,West,12,,"Neu-Westend, Brixplatz","Neukölln, Teupitzer Strasse"
197655,1976,4,straßenbahn,24.0,Ost,15,,Eberswalder Strasse,S-Bhf. Warschauer Strasse (Revaler Strasse)
197656,1976,41,autobus,58.0,West,12,,Rudow Stadtgrenze,U-Bhf. Hallesches Tor
197657,1976,42,autobus,31.0,Ost,8,,Buch,Ostseestrasse
197658,1976,43,autobus,26.0,Ost,10,,Bürknersfelde,S-Bhf. Nöldnerplatz
197659,1976,44,autobus,12.0,Ost,20,,"Hönow, Dorf",S-Bhf. Mahlsdorf
197660,1976,44E,autobus,16.0,Ost,20,,S-Bhf. Mahlsdorf,S-Bhf. Mahlsdorf
197661,1976,45,autobus,38.0,Ost,12,,"Wilhelmsruh, Schillerstrasse",Schwarzelfenweg
197662,1976,46,straßenbahn,45.0,Ost,15,,Nordend,Am Kupfergraben
197663,1976,47,autobus,28.0,Ost,15,,Bhf. Schöneweide,"Treptow, Eichenstrasse"
197664,1976,48,autobus,21.0,Ost,15,,Richard-Sorge-Strasse,Chemie-Handel
197665,1976,48,autobus,39.0,West,12,,Zehlendorf Fischerhüttenstrasse E. Potsdamer Strasse,Tiergartenstrasse Philharmonie
197666,1976,49,straßenbahn,40.0,Ost,15,,"Bucholz, Hauptstrasse",Hackescher Markt
197667,1976,5,autobus,,West,10,,U-Bhf. Ruhleben,Nervenklinik Spandau
197668,1976,50,autobus,15.0,Ost,15,,Rolandstrasse,U-Bhf. Pankow
197669,1976,50,autobus,26.0,West,15,,Grunewald Roseneck,Schöneberg Mansteinstraße
197670,1976,51,autobus,12.0,Ost,20,,"Buch, Sandhaus",Zepernicker Strasse
197671,1976,52,autobus,12.0,Ost,15,,Achtermannstrasse,U-Bhf. Pankow
197672,1976,52,autobus,34.0,West,7,,Rudow Stubenrauchstrasse,Marienfelde Stadrandsiedlung
197673,1976,53,autobus,28.0,Ost,12,,Degnerstrasse,Mellenstrasse
197674,1976,53,autobus,40.0,West,15,,Nikolassee Alemannenstrasse,Lichterfelde Oberhofer Platz
197675,1976,54,autobus,53.0,Ost,15,,Artur-Becker-Strasse,Irenenstrasse
197676,1976,54,autobus,45.0,West,10,,Spandau Johannesstift,"Zoo, Hardenbergplatz"
197677,1976,54E,autobus,,West,0,,"Zoo, Hardenbergplatz",Klinkeplatz
197678,1976,55,autobus,30.0,Ost,20,,Fontanestrasse,Piesporter Strasse
197679,1976,55,autobus,50.0,West,15,,"Zoo, Hardenbergplatz",Spandau Hakenfelde
197680,1976,56,autobus,29.0,Ost,6,,Nüßlerstrasse,Artur-Becker-Strasse
197681,1976,56,autobus,23.0,West,15,,U-Bhf. Ruhleben,Spandau Hakenfelde
197682,1976,57,autobus,26.0,Ost,10,,Artur-Becker-Strasse,Scharnhorststrasse
197683,1976,57,autobus,43.0,West,20,,Zittauer Strasse,Zittauer Strasse
197684,1976,6,autobus,,West,30,,"Wannsee, Kronprinzessinnenweg",Glienicker Brücke
197685,1976,60,autobus,47.0,West,15,,Wittenbergplatz,Rathaus Zehlendorf
197686,1976,61,autobus,34.0,West,12,,Gartenplatz,U-Bhf. Scharnweberstrasse
197687,1976,62,autobus,43.0,West,12,,Wilhelmsruher Damm Märkisches Viertel,"Zoo, Hardenbergplatz"
197688,1976,63,autobus,30.0,West,15,,Spandau Radelandstrasse E. Niederheideweg,Spandau Seegefelder Weg
197689,1976,63,straßenbahn,48.0,Ost,12,,Gartenstadt,Stadion der Weltjugend
197690,1976,64,autobus,17.0,Ost,33,,Krüllsstrasse,Wiener Brücke
197691,1976,64,autobus,51.0,West,12,,Senftenberger Ring Märkisches Zentrum,Vinetaplatz
197692,1976,65,autobus,27.0,Ost,20,,Krüllsstrasse,Oberspree
197693,1976,65,autobus,58.0,West,15,,Wedding Seestrasse E. Müllerstrasse,Neukölln Schulenburgpark
197694,1976,66,autobus,28.0,Ost,20,,Krüllsstrasse,Springbornstrasse
197695,1976,66,autobus,40.0,West,20,,"Zoo, Hardenbergplatz",Stölpchensee Glienicker Strasse
197696,1976,67,autobus,24.0,Ost,20,,VEB Kombinat Auto Trans,S-Bhf. Treptower Park
197697,1976,68,autobus,12.0,Ost,15,,S-Bhf Köpenick,Salvador-Allende Strasse Ecke Wendenschloßstrasse
197698,1976,68,autobus,35.0,West,15,,Dahlem Clayallee E. Königin-Luise-Strasse,U-Bhf. Tempelhof Hoeppnerstrasse
197699,1976,69,autobus,38.0,West,20,,Eichkamp Dauerwaldweg,Kongreßhalle-Reichstag
1976100,1976,7,autobus,35.0,Ost,12,,"Glienicke, Kirche",U-Bhf. Pankow
1976101,1976,7,autobus,15.0,West,10,,U-Bhf. Alt-Mariendorf,"Lichtenrade, Motzener Strasse (Egestorffstrasse)"
1976102,1976,70,autobus,37.0,West,10,,Wollankstrasse E. Kattegatstraße,Moabit Wiebestraße
1976103,1976,70,straßenbahn,46.0,Ost,15,,Falkenberger Strasse,Am Kupfergraben
1976104,1976,71,autobus,24.0,West,15,,Vinetaplatz,Wilhelmsruh Kopenhagener Strasse
1976105,1976,71,straßenbahn,37.0,Ost,15,,"Heinersdorf, Romain-Rolland-Strasse",Am Kupfergraben
1976106,1976,72,autobus,51.0,West,15,,Alt-Reinickendorf,Gartenfeld
1976107,1976,72,straßenbahn,31.0,Ost,20,,Pasedagplatz,Hackescher Markt
1976108,1976,73,autobus,38.0,West,15,,Zoo Hardenbergplatz,"Britz, Buschkrug"
1976109,1976,73,straßenbahn,39.0,Ost,12,,Pasedagplatz,Stadion der Weltjugend
1976110,1976,74,autobus,44.0,West,15,,Charlottenburg Königin-Elisabeth-Strasse,Lindenhof
1976111,1976,74,straßenbahn,47.0,Ost,12,,Bernkasteler Strasse,Falkenberger Strasse
1976112,1976,75,autobus,46.0,West,15,,Steglitzer Damm E. Munsterdamm,Hermannplatz
1976113,1976,75,straßenbahn,27.0,Ost,12,,Bernkasteler Strasse,Hackescher Markt
1976114,1976,76,autobus,41.0,West,7,,U-Bhf. Walther-Schreiber-Platz,Lichtenrade Blohmstrasse E. Wünsdorfer Strasse
1976115,1976,76E,autobus,20.0,West,10,,U-Bhf. Alt-Mariendorf,Lichtenrade Bahnhofstrasse
1976116,1976,77,autobus,32.0,West,20,,Neukölln Britzer Allee,Marienfelde Daimlerstrasse
1976117,1976,78,autobus,33.0,Ost,10,,Arkonaplatz,Rober-Koch-Platz
1976118,1976,78,autobus,16.0,West,15,,Alt-Buckow,U-Bhf. Alt-Mariendorf
1976119,1976,79,autobus,12.0,Ost,15,,Alexanderstrasse,U-Bhf. Thälmannplatz
1976120,1976,8,autobus,35.0,Ost,15,,Mahlsdorfer Allee,"Bhf. Berlin-Lichtenberg, Irenenstrasse"
1976121,1976,8,autobus,18.0,West,15,,Flughafen Berlin-Tegel,Lindauer Allee/Aroser Allee
1976122,1976,80,autobus,25.0,West,10,,U-Bhf. Ruhleben,Nennhauser Damm E. Brunsbütteler Damm
1976123,1976,81,autobus,36.0,West,7,,U-Bhf. Friedrich-Wilhelm-Platz,Mariendorf Dardanellenweg
1976124,1976,82,autobus,28.0,West,15,,Blohmstrasse/Wünsdorfer Strasse,Blohmstrasse/Wünsdorfer Strasse
1976125,1976,82,straßenbahn,49.0,Ost,20,,"Mahlsdorf-Süd, Hubertus",S-Bhf. Ostkreuz
1976126,1976,83,autobus,51.0,West,12,,Nettelbeckplatz,Belßstrasse E. Preysingstrasse
1976127,1976,83,straßenbahn,40.0,Ost,20,,S-Bhf. Mahlsdorf,Wendenschloß
1976128,1976,84,autobus,36.0,West,12,,Ringstrasse E. Weißwasserweg,U-Bhf. Kurfürstenstrasse
1976129,1976,84,straßenbahn,58.0,Ost,20,,Wasserwerk,Am Falkenberg
1976130,1976,85,autobus,50.0,West,12,,Lichterfelde-Süd Holtheimer Weg,Wittenbergplatz
1976131,1976,85,straßenbahn,41.0,Ost,20,,Haeckelstrasse,Wendenschloß
1976132,1976,86,autobus,56.0,West,10,,Invalidenstrasse,Steglitz Birkbuschstrasse
1976133,1976,86,straßenbahn,41.0,Ost,20,,"Mahlsdorf-Süd, Hubertus",Alt-Schmöckwitz
1976134,1976,87,autobus,10.0,West,20,,Richard-Wagner-Platz,Pulsstraße
1976135,1976,88,autobus,10.0,West,15,,U-Bhf. Rathaus Steglitz,Klingsorplatz (Klinikum)
1976136,1976,89,autobus,45.0,West,15,,Bornholmer Strasse,Fehrbelliner Platz
1976137,1976,9,autobus,19.0,Ost,15,,John-Schehr-Strasse,Unter den Linden Ecke Otto-Grotewohl-Strasse
1976138,1976,9,autobus,36.0,West,15,,Flughafen Berlin-Tegel,Budapester Strasse
1976139,1976,90,autobus,35.0,West,15,,"Zoo, Hardenbergplatz",Wedding Vinetplatz
1976140,1976,91,autobus,27.0,West,10,,Buckow-Süd,Hermannplatz
1976141,1976,92,autobus,47.0,West,10,,Staaken Brunsbütteler Damm,"Zoo, Hardenbergplatz"
