Column,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
11,Alboinstrasse Ecke Sachsenstrasse,bus,['A74'],"52.46985636940087, 13.37221719273455",,,
12,Albrechtstrasse,bus,['18'],"52.52326162787168, 13.383794910016247","nan+nan, nan","A57+ ['17', '30', '81', '2', '83']+ ['84']+ ['96', '68'], ['96', '68']",Albrechtstrasse Ecke Rheinhardtstrasse+ nan+ nan+ nan
13,Alexanderplatz,bus,"['57', '18', '16']","52.52005246558073, 13.413957243449447",Q65548996+nan,"['1', '9']+ ['A18']+ ['9', '78', '57']",nan+ nan+ nan
14,Alexanderplatz,s-bahn,"['KBS 105', 'KBS 110', 'KBS 143', 'KBS 100', 'KBS 115']","52.521388888889,13.411944444444",Q111324700,"['KBS 101', 'KBS 100c']+ ['KBS 101', 'KBS 103', 'KBS 102']+ ['KBS 102', 'KBS 101', 'KBS 103']+ KBS 102,KBS 103,KBS 101+ KBS 101,KBS 103,KBS 102+ KBS 101,KBS 102,KBS 103,KBS 103a,KBS 104+ ['KBS 103', 'KBS 102', 'KBS 101', 'KBS 103a']+ ['110', '100', '105', '115']",nan+ nan+ nan+ S-Bahnhof Berlin Alexanderplatz+ S-Bahnhof Berlin Alexanderplatz+ S-Bahnhof Berlin Alexanderplatz+ nan+ nan
15,Alexanderplatz,u-bahn,"['E', 'A']","52.5214,13.4119",Q17173458,"['E', 'A', 'D']+ ['A I', 'D', 'E']+ ['D', 'E', 'A I']+ E,D,A I,A II+ A,E+ A,E+ ['A', 'E']+ ['A', 'E']",nan+ nan+ nan+ Alexanderplatz u-bahn station+ Alexanderplatz u-bahn station+ Alexanderplatz u-bahn station+ nan+ nan
16,"Alexanderplatz, Memhardstrasse",strassenbahn,['69'],"52.5233439,13.4110773",Q65227406,"['63', '69', '11']+ 63,69,11,22+ 11,72,74E,82,22,74,63,69+ ['69']",nan+ Memhardstraße+ nan+ nan
17,Almutstrasse Ecke Berlinerstrasse,bus,['A12'],"52.61484859496036, 13.317090157101475",,,
18,Alt-Buckow Ecke Buckower Damm,bus,['A78'],"52.42365120067525, 13.436635949176258",nan,A91+ ['A91'],nan+ nan
19,Alt-Friedrichsfelde,bus,['53'],"52.51072943298707, 13.504877027235766",nan,"['H', '1']",nan
20,Alt-Friedrichsfelde Ecke Am Tierpark,strassenbahn,['69'],"52.50914093654053, 13.518129930582422",nan,"69+ 69,69E+ ['69', '69E']",nan+ nan+ nan
21,Alt-Heiligensee,bus,['A14E'],"52.60616921042186, 13.210646859320935",nan,"A14,A13+ A14,A13+ A14,A13+ ['A14E']+ ['14', '13']",Alt-Heiligensee+ Alt-Heiligensee+ Alt-Heiligensee+ nan+ nan
22,Alt-Karow,bus,"['42', '31']","52.60931228539711, 13.481265848599735",nan,"A42+ ['A42']+ ['31', '42']",nan+ nan+ nan
23,Alt-Kladow,bus,['A34'],"52.454591413254434, 13.144488043956764",nan,"['A34']+ A35,A34+ A34,A35+ A34,A35",nan+ Alt-Kladow+ Alt-Kladow+ Alt-Kladow
24,Alt-Kladow Ecke Kladowerdamm,bus,['A35'],"52.4534507839138, 13.143940237573299",,,
25,"Alt-Lankwitz, Dorfaue",bus,['A81'],"52.43908382575332, 13.354417745001864",nan,A81+ ['A81']+ ['81'],nan+ nan+ nan
26,Alt-Lichtenrade Ecke Goethestrasse,bus,['A82'],"52.404390044430414, 13.406152459156118",nan,['A82'],nan
27,Alt-Mahlsdorf,strassenbahn,['83'],"52.5051992,13.6133347",Q66364530,['83'],nan
28,Alt-Mariendorf,u-bahn,['6'],"52.4391,13.3877",Q262168,['6'],nan
29,Alt-Mariendorf Ecke Am Heidefriedhof,bus,['A81'],"52.44081073153032, 13.391780012949221",,,
30,Alt-Marienfelde Ecke Marienfelder Allee,bus,"['A52', 'A32']","52.4136021515511, 13.363298817592286",,,
31,Alt-Marienfelde Ecke Marienfelderallee,bus,['A11'],"52.41357787421618, 13.363330517921128",nan,['A52']+ ['A52'],nan+ nan
32,Alt-Marzahn,bus,['37'],"52.542116682742, 13.563854841402105",,,
33,Alt-Moabit Ecke Gotzkowskystrasse,bus,['A90'],"52.52377875537158, 13.329735095213607","nan, nan","A90, A86+ ['A90', 'A86']","nan, nan+ nan"
34,"Alt-Reinickendorf, Klemkestrasse Ecke Kopenhagenerstrasse",bus,['A72'],"52.574256376916765, 13.359170017495833",,,
35,Alt-Schmöckwitz,strassenbahn,['86'],"52.3752767,13.649549",Q66459540,['86']+ ['86']+ 86+ 86+ 86+ ['86']+ ['86'],nan+ nan+ Alt-Schmöckwitz+ Alt-Schmöckwitz+ Alt-Schmöckwitz+ nan+ nan
36,Alt-Stralau,bus,['34'],"52.49250215076991, 13.477901745330643",nan,['34'],nan
37,Alt-Tempelhof,u-bahn,['6'],"52.465952777778,13.385897222222",Q559212,['6'],nan
38,Alt-Wittenau Ecke Eichborndamm,bus,"['A21', 'A15']","52.59187977745068, 13.32645957736823",nan,"A14,A15,A21+ ['A21E', 'A21', 'A15']",nan+ nan
39,Alt-Wittenau Ecke Oranienburgerstrasse,bus,['A62'],"52.58969312574067, 13.334180930412149",nan,['A62'],nan
40,Altglienicke,s-bahn,"['KBS 140', 'KBS 115']","52.4073,13.5588",Q4736651,"['KBS 103a', 'KBS 106a']+ ['140', '115']",nan+ nan
41,"Altglienicke, Kirche",bus,['23'],"52.421845729296805, 13.539407702079252",nan,['A23']+ A23+ A23+ A23+ ['A23']+ ['23'],"nan+ Altglienicke, Kirche+ Altglienicke, Kirche+ Altglienicke, Kirche+ nan+ nan"
42,"Altglienicke, Kirche",strassenbahn,['84'],"52.421845729296805, 13.539407702079252",nan,84+ ['84']+ ['84'],nan+ nan+ nan
43,"Altglienicke, Schönefelder Chaussee",bus,['23'],"52.41855858218425, 13.537270832952125",nan,['A23'],nan
44,Am Falkenberg,strassenbahn,['84'],"52.41079970042163, 13.570452931545786",nan,84+ ['84']+ ['84'],nan+ nan+ nan
45,Am Großen Wannsee Ecke Königsstrasse,bus,['A66'],"52.4205011149842, 13.167199951771506",,,
46,Am Großen Wannsee Ecke Königstrasse,bus,['A3'],"52.420496581432594, 13.167192967572669",nan,"A3+ A3+ ['A3', 'S4']",nan+ nan+ nan
47,Am Kupfergraben,strassenbahn,"['22', '46', '71', '70']","52.5194208,13.3953839",Q65055027,"['1', '46']+ 1+ 46,70,1+ 46,70,11+ ['71', '46', '70']+ ['71', '70', '22', '46']",nan+ Am Kupfergraben+ Am Kupfergraben+ Am Kupfergraben+ nan+ nan
48,Am Nordhafen,bus,['A90'],"52.53868315849872, 13.363248409190426",nan,"A70+ A70+ A70+ ['83', '70', '90']",Am Nordhafen+ Am Nordhafen+ Am Nordhafen+ nan
49,Am Pilz,bus,['A15'],"52.64251497264632, 13.300908054411988",nan,['A12']+ A15+ ['A15'],nan+ nan+ nan
50,Am Rosenhag,bus,['44E'],"52.52474356253909, 13.621775828105108",nan,"['A44E', 'A44']+ A44E,A44+ A44,A44E+ A44,A44E+ ['A44', 'A44E']+ ['44E', '44']",nan+ Am Rosenhag+ Am Rosenhag+ Am Rosenhag+ nan+ nan
51,Am Steinberg,bus,['45'],"52.55648144940878, 13.429306764151775",nan,"A42,A45+ A55,A42,A45+ A45,A55,A42+ ['A42', 'A45']+ ['31', '45']",Am Steinberg Ecke Prenzlauer Promenade+ Am Steinberg Ecke Prenzlauer Promenade+ Am Steinberg Ecke Prenzlauer Promenade+ nan+ nan
52,Am Tierpark,bus,"['43', '35', '37', '8']","52.50960268197341, 13.518977597557999",nan,"['35', '54', '43', '8']",nan
53,Am Treptower Park Ecke Elsenstrasse,strassenbahn,['87'],"52.4917648672198, 13.457703881892664",nan,87+ 87+ ['87'],nan+ nan+ nan
54,Am Vierrutenberg,bus,['A20'],"52.613535544271876, 13.343827205969221",nan,['A35']+ ['A20']+ ['20'],nan+ nan+ nan
55,Amrumer Str. (Rudolf-Virchow-Krankenhaus),u-bahn,['9'],"52.5425,13.350277777778",Q557577,['9'],nan
56,Amtsgericht,bus,"['A94', 'A66', 'A10', 'A21', 'A92']","52.50682617853116, 13.297391449613752",nan,"AS4,A10+ ['S4', 'A10', 'A94']",nan+ nan
57,Anhalter Bahnhof,s-bahn,"['KBS 154', 'KBS 153', 'KBS 152']","52.503055555556,13.381944444444",Q111324573,"['KBS 105a', 'KBS 103', 'KBS 104a']+ ['KBS 105', 'KBS 104', 'KBS 105b', 'KBS 106']+ ['KBS 106', 'KBS 105', 'KBS 104']+ KBS 106,KBS 105,KBS 104+ KBS 104,KBS 105,KBS 106+ KBS 100d,KBS 100c,KBS 100e+ ['KBS 100c', 'KBS 100e', 'KBS 100d']",nan+ nan+ nan+ S-Bahnhof Berlin Anhalter Bahnhof+ S-Bahnhof Berlin Anhalter Bahnhof+ S-Bahnhof Berlin Anhalter Bahnhof+ nan
58,Annenstrasse,bus,"['18', '16']","52.50661086998676, 13.417803115980485",nan,['78'],nan
59,Antonplatz,strassenbahn,"['74', '70', '73', '72', '3', '75']","52.5484803,13.4517416",Q65548849,"['73', '74', '70', '72']+ ['70', '74', '3', '72']+ 74,70,74E,72,3+ 3,70,72,74E,74+ 72,74E,3,74,70+ ['72', '70', '73', '74', '3']+ ['3', '73', '75', '70', '74']",nan+ nan+ Antonplatz+ Antonplatz+ Antonplatz+ nan+ nan
60,Argentinische Allee Ecke Matterhornstrasse,bus,['A53'],"52.43687625139372, 13.231432320777976",,,
61,Arkonaplatz,bus,['16'],"52.53753415367688, 13.401767623579223",nan,['A16']+ ['78'],nan+ nan
62,Arnswalder Platz,strassenbahn,"['4', '13']","52.5342216,13.4371245",Q65707667,"['13', '4']",nan
63,Aroser Allee Ecke Lindauerallee,bus,"['A61', 'A14']","52.57375413056441, 13.35199910931917",nan,['A14'],nan
64,Askanierring,bus,['A34'],"52.54583446317149, 13.19375616188106",nan,"A34+ A63,A35+ A34+ A35,A63+ ['63']",Askanierring Ecke Falkenhagener Strasse +  Askanierring Ecke Falkenhagener Damm+ Askanierring Ecke Falkenhagener Strasse+ Askanierring Ecke Falkenhagener Damm+ nan
65,Askanischer Platz,bus,"['A29', 'A75']","52.50447897041404, 13.382295467838158",nan,"A29,A75,A24+ A24,A75,A29+ ['A29', 'A24', 'A75']+ ['24', '75', '29']",nan+ nan+ nan+ nan
66,Attilaplatz,bus,"['A68', 'A96', 'A25']","52.45590179888225, 13.376512495751076",nan,"['A25']+ A25,AS2+ A25,AS2,A68+ AS2s,A25,A68+ ['A68', 'A96', 'A25']+ ['68', '25', '96']",nan+ Attilaplatz+ Attilaplatz+ Attilaplatz+ nan+ nan
67,Attilastrasse Ecke Gersdorferstrasse,bus,['A76'],"52.44968867870124, 13.366818238390186",,,
68,Augsburger Str.,u-bahn,['2'],"52.500556,13.336389",Q667035,"A II,B II+ A II+ ['2']",nan+ nan+ nan
69,Bahnhof Friedrichstr. (Stadtbahn),u-bahn,['6'],"52.520111111111,13.388305555556",Q3753274,"['C I']+ C I,C II+ C I+ C I+ ['6']",nan+ Friedrichstraße metro station+ Friedrichstraße metro station+ Friedrichstraße metro station+ nan
70,Bahnhof Lichtenberg,u-bahn,['E'],"52.510556,13.496389",Q3831986,['E'],nan
71,Bahnhof Wedding,u-bahn,['6'],"52.5425,13.366111",Q4018733,"['C I']+ ['C I']+ C I,C II+ C I+ C I+ ['6']",nan+ nan+ U-Bahnhof Wedding+ U-Bahnhof Wedding+ U-Bahnhof Wedding+ nan
72,Bahnhofstrasse Ecke Lindenstrasse,bus,['27'],"52.45096281111, 13.572146868709519",nan,['A27']+ ['A27']+ A27+ A27+ A27+ ['A27'],nan+ nan+ Bahnhofstrasse Ecke Lindenstrasse+ Bahnhofstrasse Ecke Lindenstrasse+ Bahnhofstrasse Ecke Lindenstrasse+ nan
73,Bahnhofstrasse Ecke Lindenstrasse,strassenbahn,"['87', '84']","52.4505094,13.572684","Q66095701","['83']+ ['87']+ 82,87+ 82,87, 83,95,84,86+ 84,87+ ['84', '87']","nan+ nan+ Bahnhofstraße/Lindenstraße+ Bahnhofstraße/Lindenstraße, Bahnhofstraße/Lindenstraße+ Bahnhofstraße/Lindenstraße+ Bahnhofstraße/Lindenstraße+ nan"
74,Barnetstrasse Ecke Halker Zeile,bus,['A82'],"52.394463314120856, 13.401552919137444",,,
75,Baumschulenstrasse Ecke Köpenicker Landstrasse,strassenbahn,['95'],"52.46911904990173, 13.491364972283247",nan,"['92', '87']+ ['95', '92']",nan+ nan
76,Baumschulenweg,Fähre,['291'],"52.471902047468866, 13.494764218354444",,,
77,Baumschulenweg,s-bahn,"['KBS 110', 'KBS 141', 'KBS 142', 'KBS 140', 'KBS 115']","52.4675,13.489722",Q324336,"['KBS 100a', 'KBS 100c']+ ['KBS 100a', 'KBS 103']+ ['KBS 103a', 'KBS 100a', 'KBS 103']+ KBS 103,KBS 103a,KBS 100a+ KBS 103,KBS 103a,KBS 100a,KBS 106+ KBS 106a,KBS 106,KBS 103,KBS 103a+ ['KBS 105', 'KBS 103', 'KBS 106a', 'KBS 103a', 'KBS 106']+ ['110', '141', '140', '142', '115']",nan+ nan+ nan+ Berlin-Baumschulenweg station+ Berlin-Baumschulenweg station+ Berlin-Baumschulenweg station+ nan+ nan
78,Bautzener Strasse Ecke Yorckstrasse,bus,['A19'],"52.49265331044414, 13.370954942054576",nan,A19+ ['A19'],nan+ nan
79,Bayerischer Platz,u-bahn,"['4', '7']","52.488333333333,13.340277777778",Q668574,['B1']+ ['B I']+ ['B II']+ B III+ B III+ B I+ ['4'],nan+ nan+ nan+ Bayerischer Platz station+ Bayerischer Platz station+ Bayerischer Platz station+ nan
80,Bayreuther Strasse Ecke Kurfürstenstrasse,bus,['A69'],"52.50431823032154, 13.344357205819867",,,
81,Beeskowdamm Ecke Teltowerdamm,bus,['A1'],"52.40897629863205, 13.26737851553465",,,
82,Behring-Krankenhaus,bus,['A10'],"52.42410894567823, 13.251764544509987",nan,['A10']+ A10+ A10+ A10+ ['A10']+ ['10'],nan+ Behring-Krankenhaus+ Behring-Krankenhaus+ Behring-Krankenhaus+ nan+ nan
83,Bellevue,s-bahn,"['KBS 157', 'KBS 156']","52.52,13.348055555556",Q374018,"['KBS 101', 'KBS 100c']+ ['KBS 101', 'KBS 103', 'KBS 102']+ ['KBS 102', 'KBS 101', 'KBS 103']+ KBS 102,KBS 103,KBS 101+ KBS 101,KBS 102+ KBS 100h,KBS 100g+ ['KBS 100g', 'KBS 100h']",nan+ nan+ nan+ Berlin Bellevue station+ Berlin Bellevue station+ Berlin Bellevue station+ nan
84,Belßstrasse Ecke Malteserstrasse,bus,"['A83', 'A32']","52.42913175860308, 13.354643221492394",nan,['A83'],nan
85,Bergfelde (b Bln),s-bahn,['KBS 140'],"52.6702,13.3203",Q4891640,KBS 104+ ['KBS 104']+ ['140'],nan+ nan+ nan
86,Bergstrasse Ecke Torwaldsenstrasse,bus,['A83'],"52.459125690917176, 13.347734087971094",,,
87,Berkaer Strasse Ecke Breitestrasse,bus,['A60'],"52.47542198905493, 13.29028401578501",,,
88,Berkaer Strasse Ecke Teplitzerstrasse,bus,['A29'],"52.48211582945816, 13.28117555753196",,,
89,Berliner Strasse,u-bahn,"['7', '9']","52.487222222222,13.330833333333",Q637739,,
90,Berliner Strasse Ecke Suermondtstrasse,strassenbahn,['70'],"52.54900402056681, 13.501740363652805",nan,70+ ['70'],nan+ nan
91,Berliner Strasse Ecke Uhlandstrasse,bus,['A60'],"52.48646943337342, 13.32251322728172",,,
92,Berliner Strasse Ecke Unter den Eichen,bus,['A10'],"52.44190336030053, 13.282745145492171",,,
93,Berlinickeplatz,bus,"['A96', 'A73']","52.46607292094852, 13.378516406213421",nan,"A65+ A73+ ['A73', 'A96']+ ['73', '96', '65']",Berlinickeplatz+ Berlinickeplatz+ nan+ nan
94,Berlinickestrasse,bus,['A33'],"52.456112285980474, 13.323909362999927",,,
95,Bernau (b Bln),s-bahn,['KBS 141'],"52.6763,13.5931",Q479789,['KBS 106']+ ['KBS 106']+ KBS 106+ KBS 106+ KBS 106+ ['KBS 106']+ ['141'],nan+ nan+ Bernau bei Berlin station+ Bernau bei Berlin station+ Bernau bei Berlin station+ nan+ nan
96,Bernauer Strasse Ecke Berlinerstrasse,bus,['A13'],"52.57630801212322, 13.294727707293017",,,
97,Bernauerstrasse Ecke Gartenstrasse,bus,['A12'],"52.53343779711892, 13.387504723908156",,,
98,Bernkastelerstrasse,strassenbahn,['75'],"52.55700474140414, 13.467005851524313",,,
99,Bersarinstrasse,strassenbahn,['74'],"52.5259343,13.4462368",Q65553230,['74'],nan
100,Betriebsbhf. Rummelsburg,s-bahn,['KBS 105'],"52.4939,13.4978",Q829009,['105'],nan
101,Betriebsbhf. Schöneweide,s-bahn,"['KBS 140', 'KBS 110', 'KBS 141', 'KBS 115']","52.44676,13.52391",Q4526101,"['110', '140', '141', '115']",nan
102,Beusselstr.,s-bahn,"['KBS 150', 'KBS 158']","52.534444444444,13.329166666667",Q323219,"['KBS 100']+ ['KBS 100']+ ['KBS 100', 'KBS 103a']+ KBS 100c,KBS 103a,KBS 100+ KBS 100+ KBS 100a,KBS 100+ ['KBS 100a', 'KBS 100']",nan+ nan+ nan+ Berlin Beusselstraße station+ Berlin Beusselstraße station+ Berlin Beusselstraße station+ nan
103,Beusselstrasse Ecke Seestrasse,bus,['A89'],"52.53817989911527, 13.326092760688702",,,
104,Bf.Karlshorst,strassenbahn,['17'],"52.481331,13.5254433",Q65952829,,
105,Bf.Lichtenberg,strassenbahn,['17'],"52.511250083190305, 13.499453104242638",,,
106,Bf.Schöneweide,strassenbahn,['17'],"52.45640818289644, 13.509916574756422",,,
107,Bhf. Friedrichstrasse,bus,"['59', '57', '18']","52.5205606637086, 13.388231915342985",nan,"['A9']+ A9,A57+ A57,A9+ A57,A9,A59+ ['A18', 'A57', 'A59']+ ['78', '57']",nan+ Bhf. Friedrichstrasse+ Bhf. Friedrichstrasse+ Bhf. Friedrichstrasse+ nan+ nan
108,Bhf. Friedrichstrasse,strassenbahn,"['22', '46', '70']","52.5192805,13.3884107","Q65095382","46,70,1+ 11, 46,70+ ['71', '46', '70']+ ['70', '22', '46']","nan+ nan, nan+ nan+ nan"
109,"Bhf. Kaulsdorf, Bausdorfstrasse",bus,['49'],"52.513154384485595, 13.590937789889518",nan,['A49'],nan
110,Bhf. Lichtenberg,bus,"['30', '37']","52.5112875601879, 13.499591119128855",nan,"['A37']+ ['A37', 'O37', 'O30']+ O37,O30+ O30,O37+ O37,O30+ ['O37', 'O30']",nan+ nan+ Bhf. Lichtenberg+ Bhf. Lichtenberg+ Bhf. Lichtenberg+ nan
111,Bhf. Lichtenberg,strassenbahn,['69'],"52.5123603,13.4977547",Q66013733,"['69']+ ['69']+ 69E,69+ 69+ 69,69E+ ['69', '69E']",nan+ nan+ S+U Lichtenberg/Siegfriedstraße+ S+U Lichtenberg/Siegfriedstraße+ S+U Lichtenberg/Siegfriedstraße+ nan
112,Bhf. Schönefeld,bus,['36'],"52.38192403313463, 13.511545079208773",nan,"AZ+ ['A36']+ ['36', '36E']",nan+ nan+ nan
113,Bhf. Schöneweide,bus,"['26', '65', '47', '48']","52.45374952013775, 13.510200397684477",nan,"['A47']+ A47+ A47,Flughafen Schönefeld <> Strausberger Platz,A26+ A26,A47,A48+ ['A48', 'A47', 'A26']+ ['47', '66', '67', '65']","nan+ Bhf. Schöneweide, Sterndamm+ Bhf. Schöneweide, Sterndamm+ Bhf. Schöneweide, Sterndamm+ nan+ nan"
114,Bhf. Schöneweide,strassenbahn,"['85', '69', '95', '87', '21']","52.45640818289644, 13.509916574756422",nan,"['95']+ ['92']+ ['69']+ 87,92,69E,69+ 95,69,92+ 85,69E,92,87,69,95+ ['87', '95', '92', '69', '69E', '85']+ ['17', '25', '85', '26']",nan+ nan+ nan+ Bhf. Schöneweide+ Bhf. Schöneweide+ Bhf. Schöneweide+ nan+ nan
115,"Bhf. Zoo, Hardenbergplatz",bus,['A90'],"52.506961767508, 13.333080958799588",nan,"A85,A81,A90+ ['A85', 'A81', 'A94', 'S1', 'A90']",nan+ nan
116,Bhf.Karlshorst,strassenbahn,['19'],"52.481331,13.5254433",Q65952829,,
117,Bhf.Lichtenberg,strassenbahn,['19'],"52.511250083190305, 13.499453104242638",,,
118,Biesdorf,s-bahn,['KBS 100'],"52.5131,13.5554",Q4892357,['KBS 101']+ ['KBS 101']+ ['KBS 101']+ KBS 101+ KBS 101+ KBS 101+ ['KBS 101']+ ['100'],nan+ nan+ nan+ Berlin-Biesdorf station+ Berlin-Biesdorf station+ Berlin-Biesdorf station+ nan+ nan
119,Birkbuschstrasse,bus,['A86'],"52.449324076994074, 13.324073234408644",,,
120,Birkenstr.,u-bahn,['9'],"52.532222222222,13.341388888889",Q555998,['9'],nan
121,Birkenstrasse Ecke Perlebergerstrasse,bus,['A16'],"52.53079514810484, 13.347236521814704",,,
122,Birkenwerder,s-bahn,['KBS 140'],"52.6885,13.2888",Q2343634,['KBS 104']+ ['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 104+ ['KBS 104']+ ['140'],nan+ nan+ nan+ Birkenwerder station+ Birkenwerder station+ Birkenwerder station+ nan+ nan
123,Bismarckplatz,bus,['A29'],"52.492064537089135, 13.28493897027407",nan,"['A7']+ ['A29']+ A69,A66,A29+ A29+ A29+ ['A29']+ ['29']",nan+ nan+ Bismarckplatz+ Bismarckplatz+ Bismarckplatz+ nan+ nan
124,Bismarckstrasse Ecke Albrechtstrasse,bus,"['A32', 'A17']","52.451041676452135, 13.337951596673708",,,
125,Bismarckstrasse Ecke Bergstrasse,bus,"['A68', 'A81']","52.45863794281251, 13.339298022918376",nan,"A75,A68+ ['A68', 'A75']",nan+ nan
126,Bismarckstrasse Ecke Feuerbachstrasse,bus,['A76'],"52.46451202484802, 13.338933433636415",nan,['A76'],nan
127,Bismarckstrasse,bus,['A89'],"52.51151302872893, 13.305218972850954",,,
128,Bismarckstrasse Ecke Steglitzer Damm,bus,"['A33', 'A75']","52.45103871422625, 13.337949524239141","nan, nan","A33, A81+ ['A81']","nan, nan+ nan"
129,Bismarcktrasse Ecke Feuerbachstrasse,bus,['A2'],"52.464518416712124, 13.338951404956155",,,
130,Björnsonstrasse,strassenbahn,['3'],"52.5544232,13.4030585",Q65920495,['3']+ 3+ 3+ ['3']+ ['3'],nan+ nan+ nan+ nan+ nan
131,Blankenburg,bus,['31'],"52.591378021706056, 13.45353759854294",,,
132,Blankenburg,bus,['42'],"52.5814876422036, 13.445171400473535",nan,['42']+ ['31'],nan+ nan
133,Blankenburg,s-bahn,"['KBS 141', 'KBS 142', 'KBS 140', 'KBS 143']","52.5915,13.4435",Q800469,"['KBS 103']+ ['KBS 106']+ ['KBS 106', 'KBS 100b']+ KBS 106,KBS 100b+ KBS 106+ KBS 104,KBS 106+ ['KBS 104', 'KBS 105', 'KBS 106']+ ['140', '141', '142']",nan+ nan+ nan+ Berlin-Blankenburg station+ Berlin-Blankenburg station+ Berlin-Blankenburg station+ nan+ nan
134,"Blankenfelde, Hauptstrasse",bus,['7'],"52.63002534735451, 13.38262328371393",nan,"['A7']+ ['A7']+ A7+ A7+ A7,A7E+ ['A7', 'A7E']","nan+ nan+ Blankenfelde, Hauptstrasse+ Blankenfelde, Hauptstrasse+ Blankenfelde, Hauptstrasse+ nan"
135,Blaschkoallee,u-bahn,['7'],"52.451944444444,13.449444444444",Q666911,C I+ ['7'],nan+ nan
136,Blaschkoallee Ecke Buschkrugallee,bus,['A67'],"52.45253617529973, 13.452185710736664",nan,['A67'],nan
137,Blissestrasse,u-bahn,['7'],"52.486666666667,13.321944444444",Q571397,,
138,Blohmstrasse Ecke Illigstrasse,bus,"['A82', 'A76']","52.389006433128735, 13.385624567347648",nan,"['A82', 'A76']",nan
139,Blumenstrasse,strassenbahn,['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)'],"52.44907887643158, 13.760106955990562",nan,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)+ ['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)']+ ['S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)'],nan+ nan+ nan
140,Boddinstr.,u-bahn,['8'],"52.48,13.425277777778",Q819495,['D']+ ['D']+ D+ D+ D+ ['8'],nan+ nan+ Boddinstraße+ Boddinstraße+ Boddinstraße+ nan
141,"Bohnsdorf, Kirche",bus,['36'],"52.39948771402893, 13.555574431978044",nan,['A36']+ ['A36']+ AD/36+ AD/36+ A36+ ['A36']+ ['36'],"nan+ nan+ Bohnsdorf, Kirche+ Bohnsdorf, Kirche+ Bohnsdorf, Kirche+ nan+ nan"
142,"Bohnsdorf, Waldstrasse",bus,['D/38'],"52.389397192754984, 13.570666562153916",nan,"['A38']+ A38+ A38+ AD,A38+ ['AD/38']+ ['38']","nan+ Bohnsdorf, Waldstrasse+ Bohnsdorf, Waldstrasse+ Bohnsdorf, Waldstrasse+ nan+ nan"
143,Bonhoeffer Klinik,bus,"['A62', 'A14']","52.57804915259495, 13.332858932266909",,,
144,Borgsdorf,s-bahn,['KBS 140'],"52.7155,13.2764",Q4093486,['KBS 104']+ ['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 104+ ['KBS 104']+ ['140'],nan+ nan+ nan+ Borgsdorf station+ Borgsdorf station+ Borgsdorf station+ nan+ nan
145,"Bornholmerstrasse, Sektorengrenze",bus,['A89'],"52.5549426407197, 13.395363798814545",nan,['A89'],nan
