,line_id,year,line_name,type,start_stop,Length (time),Length (km),east_west,Frequency
60,195161,1951,A III,u-bahn,Deutsches Opernhaus (Bismarckstr.)<> Richard-Wagner-Platz,0,,both/unkown,10
61,195162,1951,A1 (Obus),bus,"Moabit, Waldstrasse Ecke Turmstrasse<> Lichterfelde-Süd, Lindenstrasse",0,,both/unkown,15
62,195163,1951,A10,bus,"Westend, Königin-Elisabeth-Strasse<> Machnowerstrasse Ecke Andreezeile, Zehlendorf",0,,both/unkown,15
63,195164,1951,A11,bus,"U-Bhf. Dahlem-Dorf<> Lankwitz, Trippsteinstrasse",0,,both/unkown,20
64,195165,1951,A12,bus,"Frohnau, Sigismundkorso<> Seestrasse Ecke Müllerstrasse",0,,both/unkown,10
65,195166,1951,A13,bus,"Spandau, Weinmeisterhornweg<> Bhf. Tegel",0,,both/unkown,15
66,195167,1951,A14,bus,Bhf. Tegel<> Reinickendorf Hauptstrasse Ecke Aroserallee,0,,both/unkown,20
67,195168,1951,A15,bus,Bhf. Wittenau<> Bhf. Tegel,0,,both/unkown,30
68,195169,1951,A16,bus,U-Bhf. Seestrasse<> U-Bhf. Breitenbachplatz,0,,both/unkown,6
69,195170,1951,A17,bus,Roseneck<> Saaleckplatz (Lichterfelde),0,,both/unkown,15
70,195171,1951,A9,bus,"Arnswalder Platz, Elbingerstrasse<> Scharnhorststrasse Ecke Kielerstrasse",0,,both/unkown,0
71,195172,1951,A2,bus,"Rathaus Zehlendorf<> Lankwitz, Trippsteinstrasse",0,,both/unkown,10
72,195173,1951,A27,bus,Müggelheim (An der Großen Krampe)<> Bhf. Kaulsdorf,0,,both/unkown,40
73,195174,1951,A3,bus,"Rathaus Zehlendorf<> Stölpchensee, Wilhelmplatz",0,,both/unkown,8
74,195175,1951,A31,bus,"Staaken, Heidelbergplan<> Bhf. Spandau",0,,both/unkown,10
75,195176,1951,A32 (Obus),bus,Breitenbachplatz<> Bhf. Marienfelde,0,,both/unkown,12
76,195177,1951,A33 (Obus),bus,"Bhf. Steglitz<> Mariendorf, Kaiserstrasse Ecke Mariendorfer Damm",0,,both/unkown,8
77,195178,1951,A34,bus,"Spandau, Askanierring<> Alt-Kladow, Kladow",0,,both/unkown,30
78,195179,1951,A35,bus,"S-Bhf. Tegel<> Lübars, Dorfplatz",0,,both/unkown,30
79,195180,1951,A36,bus,"S-Bhf. Grünau<> Schönefeld, Dorfplatz",0,,both/unkown,30
80,195181,1951,A37,bus,"Bhf. Lichtenberg<> Alt-Marzahn, Kirche",0,,both/unkown,20
81,195182,1951,A38,bus,Bhf. Grünau<> Walterdorferstrasse Ecke Waldstrasse,0,,both/unkown,20
82,195183,1951,A39,bus,"Wartenbergerstrasse Ecke Falkenbergerstrasse<> Wartenberg, Siedlung",0,,both/unkown,20
83,195184,1951,A3E,bus,"U-Bhf. Oskar-Helene-Heim<> Lichterfelde, Osteweg",0,,both/unkown,30
84,195185,1951,A4,bus,Rathaus Schöneberg<> Rathaus Neukölln,0,,both/unkown,7
85,195186,1951,A40,bus,"Schlesischer Bhf./Ostbahnhof, Madaistrasse<> Robert-Koch-Platz",0,,both/unkown,20
86,195187,1951,A41,bus,"Dimitroffstrasse Ecke Leninallee<> Marzahn, Bürknersfelde",0,,both/unkown,30
87,195188,1951,A42,bus,"Ostseestrasse Ecke Prenzlauer Allee<> Buch, Zepernickerstrasse (Ludwig-Hoffmann-Krankenhaus)",0,,both/unkown,20
88,195189,1951,A43,bus,"U-Bhf. Friedrichsfelde<> Pekrunstrasse, Marzahn",0,,both/unkown,40
89,195190,1951,A44,bus,"Bhf. Mahlsdorf, Wodanstrasse<> Hönow, Dorfstrasse (Schule)",0,,both/unkown,20
90,195191,1951,A45,bus,"Wilhelmsruh, Fontanestrasse<> Weißensee, Lindenallee",0,,both/unkown,20
91,195192,1951,A5,bus,"Falkensee, Hansastrasse Ecke Friedrich-Engel-Strasse<> Spandau, Rathaus",0,,both/unkown,10
92,195193,1951,A6,bus,Kladow/Hottengrund<> Groß-Glienick/Gutshof,0,,both/unkown,60
93,195194,1951,A7,bus,"Pankow, Elsa-Brandströmstrasse<> Schildow, Breitestrasse",0,,both/unkown,20
94,195195,1951,A8,bus,"U-Bhf. Friedrichsfelde<> Kaulsdorf, Sadowastrasse",0,,both/unkown,20
95,195196,1951,A19,bus,Potsdamer Platz/Leipziger Platz<> Stettiner Bhf./Nordbahnhof,0,,both/unkown,15
96,195197,1951,B I,u-bahn,Innsbrucker Platz<> Kottbusser Tor,0,,both/unkown,12
97,195198,1951,B II,u-bahn,Warschauer Brücke<> Uhlandstrasse,0,,both/unkown,12
98,195199,1951,C I,u-bahn,Seestraße<> Grenzallee,0,,both/unkown,10
99,1951100,1951,C II,u-bahn,Mehringdamm<> Tempelhof (Südring),0,,both/unkown,10
100,1951101,1951,D,u-bahn,Gesundbrunnen<> Leinestr.,0,,both/unkown,10
101,1951102,1951,E,u-bahn,Friedrichsfelde<> Alexanderplatz,0,,both/unkown,10
102,1951103,1951,KBS 100,s-bahn,Gesundbrunnen<> Gesundbrunnen,0,,both/unkown,0
103,1951104,1951,KBS 100a,s-bahn,Wilmersdorf<> Grünau,0,,both/unkown,0
104,1951105,1951,KBS 100b,s-bahn,Jungfernheide<> Gartenfeld,0,,both/unkown,0
105,1951106,1951,KBS 100d,s-bahn,Schöneweide<> Spindlersfeld,0,,both/unkown,0
106,1951107,1951,KBS 101,s-bahn,Staaken<> Strausberg,0,,both/unkown,0
107,1951108,1951,KBS 102,s-bahn,Potsdam<> Erkner,0,,both/unkown,0
108,1951109,1951,KBS 103,s-bahn,Falkensee<> Königs Wusterhausen,0,,both/unkown,0
109,1951110,1951,KBS 104,s-bahn,Oranienburg<> Wannsee,0,,both/unkown,0
110,1951111,1951,KBS 104a,s-bahn,Zehlendorf<> Düppel,0,,both/unkown,0
111,1951112,1951,KBS 105,s-bahn,Velten (Mark)<> Anhalter Bahnhof,0,,both/unkown,0
112,1951113,1951,KBS 105b,s-bahn,Nordbahnhof<> Rangsdorf,0,,both/unkown,0
113,1951114,1951,KBS 106,s-bahn,Bernau (b Bln)<> Teltow,0,,both/unkown,0
114,1951115,1951,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),Fähre,Kladow<> Wannsee,20,,West,60
