,stop_id,stop_name,type,in_lines
613,614,"Rankeplatz, Bundeshaus",bus,{'AS2s'}
614,615,Rankeplatz/Bundeshaus,bus,{'AS3s'}
615,616,Rathaus Mariendorf,bus,{'A33s'}
616,617,Rathaus Neukölln,strassenbahn,"{'47x', '26x'}"
617,618,Rathaus Neukölln,u-bahn,{'C I'}
618,619,Rathaus Sch neberg,bus,{'A16'}
619,620,Rathaus Schöneberg,bus,"{'A4x', 'A74x', 'A73x'}"
620,621,Rathaus Schöneberg,strassenbahn,"{'2x', '60x'}"
621,622,Rathaus Schöneberg,u-bahn,{'B III'}
622,623,Rathaus Spandau,bus,"{'A5s', 'A34s', 'A31s', 'A63x', 'AS1s', 'A35s', 'A13'}"
623,624,Rathaus Spandau,strassenbahn,"{'55x', '76x', '75s'}"
624,625,Rathaus Steglitz,bus,"{'A32s', 'A48s', 'A17', 'A68x'}"
625,626,Rathaus Steglitz,strassenbahn,"{'77s', '73s', '74s', '78s'}"
626,627,Rathaus Tempelhof,bus,{'A77x'}
627,628,Rathaus Tiergarten,bus,{'A70x'}
628,629,Rathaus Wannsee,bus,"{'A6s', 'A18', 'A3'}"
629,630,Rathaus Zehlendorf,bus,"{'A66x', 'A3', 'AS3s'}"
630,631,Rathenauplatz,bus,{'A65x'}
631,632,Rathenower Strasse,bus,"{'A70x', 'A24x'}"
632,633,Rathenower Strasse Ecke Perleberger Strasse,bus,{'A72x'}
633,634,Rathenower Strasse Ecke Perleberger Strasse,strassenbahn,{'2x'}
634,635,Rehberge,u-bahn,{'C I'}
635,636,Reichenberger Strasse,strassenbahn,{'26x'}
636,637,Reichskanzlerplatz,bus,{'A4x'}
637,638,Reichskanzlerplatz,strassenbahn,"{'76x', '75s'}"
638,639,Reichskanzlerplatz,u-bahn,"{'A I', 'B I'}"
639,640,Reichssportfeldstrasse,strassenbahn,"{'76x', '75s'}"
640,641,Reinickendorf,s-bahn,{'KBS 105'}
641,642,Reinickendorfer Str.,u-bahn,{'C I'}
642,643,Reinickendorfer Strasse Ecke Schulstrasse,bus,{'A64x'}
643,644,Rembrandtstrasse,strassenbahn,{'66x'}
644,645,Rennbahn,bus,{'A76x'}
645,646,Reuchlinstrasse,bus,{'A70x'}
646,647,Reuterstrasse,bus,{'A67s'}
647,648,Richard-Wagner-Platz,bus,{'A62x'}
648,649,Richard-Wagner-Platz,strassenbahn,"{'55x', '53x', '54x'}"
649,650,Richard-Wagner-Platz,u-bahn,{'A III'}
650,651,Richardstrasse,strassenbahn,{'15x'}
