,stop_name,type,in_lines,location,identifier,previous_in_lines,stop_description
0,Afrikanische Str. (Friedrich-Ebert-Siedlung),u-bahn,['6'],"52.560027777778,13.334633333333",Q559239,['6']+ ['6'],nan+ nan
1,Alt-Mariendorf,u-bahn,['6'],"52.4391,13.3877",Q262168,['6']+ ['6']+ ['6']+ 6+ 6+ 6,nan+ nan+ nan+ nan+ nan+ nan
2,Alt-Tempelhof,u-bahn,['6'],"52.465952777778,13.385897222222",Q559212,['6']+ ['6']+ ['6']+ 6+ 6+ 6,nan+ nan+ nan+ nan+ nan+ nan
3,Amrumer Str. (Rudolf-Virchow-Krankenhaus),u-bahn,['9'],"52.5425,13.350277777778",Q557577,['9']+ ['9'],nan+ nan
4,Anhalter Bahnhof,s-bahn,"['KBS 153', 'KBS 154', 'KBS 152']","52.503055555556,13.381944444444",Q111324573,"['KBS 105a', 'KBS 103', 'KBS 104a']+ ['KBS 105', 'KBS 104', 'KBS 105b', 'KBS 106']+ ['KBS 106', 'KBS 105', 'KBS 104']+ KBS 105,KBS 106,KBS 104+ KBS 104,KBS 105,KBS 106+ KBS 100d,KBS 100c,KBS 100e+ ['KBS 100c', 'KBS 100e', 'KBS 100d']+ ['KBS 154', 'KBS 153', 'KBS 152']+ ['KBS 153', 'KBS 152']+ 152,153+ 2,1",nan+ nan+ nan+ S-Bahnhof Berlin Anhalter Bahnhof+ S-Bahnhof Berlin Anhalter Bahnhof+ S-Bahnhof Berlin Anhalter Bahnhof+ nan+ nan+ nan+ nan+ nan
5,Augsburger Str.,u-bahn,['2'],"52.500556,13.336389",Q667035,"A II,B II+ A II+ ['2']+ ['2']",nan+ nan+ nan+ nan
6,Bahnhof Friedrichstr. (Stadtbahn),u-bahn,['6'],"52.520111111111,13.388305555556",Q3753274,"['C I']+ C II,C I+ C I+ C I+ ['6']+ ['6']",nan+ Friedrichstraße metro station+ Friedrichstraße metro station+ Friedrichstraße metro station+ nan+ nan
7,Bahnhof Wedding,u-bahn,['6'],"52.5425,13.366111",Q4018733,"['C I']+ ['C I']+ C II,C I+ C I+ C I+ ['6']+ ['6']",nan+ nan+ U-Bahnhof Wedding+ U-Bahnhof Wedding+ U-Bahnhof Wedding+ nan+ nan
8,Bayerischer Platz,u-bahn,"['4', '7']","52.488333333333,13.340277777778",Q668574,"['B1']+ ['B I']+ ['B II']+ B III+ B III+ B I+ ['4']+ ['4', '7']+ ['7', '4']+ 7,4+ 7,4+ 7,4",nan+ nan+ nan+ Bayerischer Platz station+ Bayerischer Platz station+ Bayerischer Platz station+ nan+ nan+ nan+ nan+ nan+ nan
9,Bellevue,s-bahn,"['KBS 156', 'KBS 157']","52.52,13.348055555556",Q374018,"['KBS 101', 'KBS 100c']+ ['KBS 101', 'KBS 103', 'KBS 102']+ ['KBS 102', 'KBS 101', 'KBS 103']+ KBS 103,KBS 102,KBS 101+ KBS 101,KBS 102+ KBS 100h,KBS 100g+ ['KBS 100g', 'KBS 100h']+ ['KBS 157', 'KBS 156']+ ['KBS 156']+ 156+ 3+ 3",nan+ nan+ nan+ Berlin Bellevue station+ Berlin Bellevue station+ Berlin Bellevue station+ nan+ nan+ nan+ nan+ nan+ nan
10,Berliner Str.,u-bahn,"['9', '7']",,,,
11,Beusselstr.,s-bahn,"['KBS 158', 'KBS 150', 'KBS 159']","52.534444444444,13.329166666667",Q323219,"['KBS 100']+ ['KBS 100']+ ['KBS 100', 'KBS 103a']+ KBS 100,KBS 103a,KBS 100c+ KBS 100+ KBS 100a,KBS 100+ ['KBS 100a', 'KBS 100']+ ['KBS 150', 'KBS 158']",nan+ nan+ nan+ Berlin Beusselstraße station+ Berlin Beusselstraße station+ Berlin Beusselstraße station+ nan+ nan
12,Birkenstr.,u-bahn,['9'],"52.532222222222,13.341388888889",Q555998,['9']+ ['9'],nan+ nan
13,Blaschkoallee,u-bahn,['7'],"52.451944444444,13.449444444444",Q666911,C I+ ['7']+ ['7']+ ['7']+ 7+ 7+ 7,nan+ nan+ nan+ nan+ nan+ nan+ nan
14,Blissestr.,u-bahn,['7'],,,,
15,Boddinstr.,u-bahn,['8'],"52.48,13.425277777778",Q819495,['D']+ ['D']+ D+ D+ D+ ['8']+ ['8'],nan+ nan+ Boddinstraße+ Boddinstraße+ Boddinstraße+ nan+ nan
16,Borsigwerke,u-bahn,['6'],"52.5819,13.2907",Q525185,"C II,C I+ C I+ C I+ ['6']+ ['6']+ ['6']+ 6+ 6+ 6",Borsigwerke+ Borsigwerke+ Borsigwerke+ nan+ nan+ nan+ nan+ nan+ nan
17,Botanischer Garten,s-bahn,['KBS 154'],"52.44806,13.30722",Q800498,['KBS 104a']+ ['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 100e+ ['KBS 100e']+ ['KBS 154']+ 1,nan+ nan+ nan+ Berlin Botanischer Garten station+ Berlin Botanischer Garten station+ Berlin Botanischer Garten station+ nan+ nan+ nan
18,Breitenbachplatz,u-bahn,['2'],"52.466388888889,13.308055555556",Q571339,"['A2']+ ['A II']+ ['A II']+ B II,A II+ A II,B II+ A II+ ['2']+ ['2']+ ['2']+ 2+ 2+ 2",nan+ nan+ nan+ Breitenbachplatz metro station+ Breitenbachplatz metro station+ Breitenbachplatz metro station+ nan+ nan+ nan+ nan+ nan+ nan
19,Britz-Süd,u-bahn,['7'],"52.437777777778,13.448055555556",Q571845,C I+ ['7']+ ['7']+ ['7']+ 7+ 7+ 7,nan+ nan+ nan+ nan+ nan+ nan+ nan
20,Buckower Ch.,s-bahn,['KBS 152'],"52.4103,13.3829",Q800499,['KBS 105a']+ ['KBS 105b']+ ['KBS 105']+ KBS 105+ KBS 105+ KBS 100c+ ['KBS 100c']+ ['KBS 152']+ ['KBS 152'],nan+ nan+ nan+ Buckower Chaussee station+ Buckower Chaussee station+ Buckower Chaussee station+ nan+ nan+ nan
21,Bundesplatz,u-bahn,['9'],"52.478080555556,13.328519444444",Q3647008,['9']+ ['9']+ 9+ 9+ 9,nan+ nan+ nan+ nan+ nan
22,Charlottenburg,s-bahn,"['KBS 156', 'KBS 157']","52.504722222222,13.303333333333",Q111326217,"['KBS 101', 'KBS 100c']+ ['KBS 101', 'KBS 103', 'KBS 102']+ ['KBS 102', 'KBS 101', 'KBS 103']+ KBS 103,KBS 102,KBS 101+ KBS 101,KBS 102+ KBS 100h,KBS 100g,KBS 100k+ ['KBS 100g', 'KBS 100k', 'KBS 100h']+ ['KBS 151', 'KBS 157', 'KBS 156']+ ['KBS 156']+ 156+ 3+ 3",nan+ nan+ nan+ S-Bahnhof Berlin Charlottenburg+ S-Bahnhof Berlin Charlottenburg+ S-Bahnhof Berlin Charlottenburg+ nan+ nan+ nan+ nan+ nan+ nan
23,Dahlem-Dorf,u-bahn,['2'],"52.456944444444,13.289444444444",Q668585,"['A2']+ ['A II']+ ['A II']+ B II,A II+ A II,B II+ A II+ ['2']+ ['2']+ ['2']+ 2+ 2+ 2",nan+ nan+ nan+ Dahlem-Dorf+ Dahlem-Dorf+ Dahlem-Dorf+ nan+ nan+ nan+ nan+ nan+ nan
24,Deutsche Oper (Bismarckstr.),u-bahn,['1'],"52.511944444444,13.310555555556","Q869501","A III,A I, B I+ A I,A III+ ['1', '5']+ ['1']",",+ nan+ nan+ nan+ nan"
25,Düppel,s-bahn,['KBS 155'],,,,
26,Eichbornstrasse,s-bahn,"['KBS 153', 'KBS 152']","52.5776,13.3169",Q800500,['KBS 153']+ 153,nan+ nan
27,Eichkamp,s-bahn,['KBS 157'],"52.4987,13.2702",Q800504,"['KBS 100c']+ ['KBS 101', 'KBS 103']+ ['KBS 101', 'KBS 103']+ KBS 103,KBS 101+ KBS 101+ KBS 100g+ ['KBS 100g']+ ['KBS 157']",nan+ nan+ nan+ Berlin Messe Süd railway station+ Berlin Messe Süd railway station+ Berlin Messe Süd railway station+ nan+ nan
28,Eisenacher Str.,u-bahn,['7'],,,,
29,Ernst-Reuter-Platz,u-bahn,['1'],"52.511944444444,13.322222222222",Q658361,"['A I']+ ['A I']+ A I,B I+ A I,B I+ A I+ ['1']+ ['1']+ ['1']+ 1+ 1+ 1",nan+ nan+ Ernst-Reuter-Platz metro station+ Ernst-Reuter-Platz metro station+ Ernst-Reuter-Platz metro station+ nan+ nan+ nan+ nan+ nan+ nan
30,Fehrbelliner Platz,u-bahn,"['7', '2']","52.490277777778,13.314444444444",Q663245,"['A2']+ ['A II']+ ['A II']+ B II,A II+ A II,B II+ A II+ ['2']+ ['7', '2']+ ['2', '7']+ 7,2+ 2,7+ 7,2",nan+ nan+ nan+ U-Fehrbelliner Platz+ U-Fehrbelliner Platz+ U-Fehrbelliner Platz+ nan+ nan+ nan+ nan+ nan+ nan
31,Feuerbachstr.,s-bahn,['KBS 154'],"52.463611111111,13.332777777778",Q800501,['KBS 104a']+ ['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 100e+ ['KBS 100e']+ ['KBS 154'],nan+ nan+ nan+ Berlin Feuerbachstraße station+ Berlin Feuerbachstraße station+ Berlin Feuerbachstraße station+ nan+ nan
32,Flughafen,u-bahn,['6'],"52.485556, 13.385833",Q557582,['C II']+ ['C II']+ C II+ C II+ C II+ ['6'],nan+ nan+ Platz der Luftbrücke+ Platz der Luftbrücke+ Platz der Luftbrücke+ nan
33,Friedenau,s-bahn,['KBS 154'],"52.47,13.341",Q800471,['KBS 104a']+ ['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 100e+ ['KBS 100e']+ ['KBS 154']+ 1,nan+ nan+ nan+ Berlin-Friedenau station+ Berlin-Friedenau station+ Berlin-Friedenau station+ nan+ nan+ nan
34,Friedrich-Wilhelm-Platz,u-bahn,['9'],"52.47194,13.32861",Q559207,['9']+ ['9']+ 9+ 9+ 9,nan+ nan+ nan+ nan+ nan
35,Friedrichstr.,s-bahn,"['KBS 157', 'KBS 154']","52.52027777777778,13.386944444444444",Q111219456,"['KBS 101', 'KBS 100c', 'KBS 104a']+ ['KBS 105', 'KBS 105b', 'KBS 106', 'KBS 101', 'KBS 104', 'KBS 103', 'KBS 102']+ ['KBS 105', 'KBS 104', 'KBS 106', 'KBS 102', 'KBS 101', 'KBS 103']+ KBS 102,KBS 103,KBS 101,KBS 105,KBS 106,KBS 104+ KBS 106,KBS 104,KBS 101,KBS 105,KBS 103,KBS 102+ KBS 100d,KBS 101,KBS 100g,KBS 100c,KBS 100h,KBS 102,KBS 103,KBS 103a,KBS 100e+ ['KBS 100e', 'KBS 103', 'KBS 102', 'KBS 100d', 'KBS 103a', 'KBS 101', 'KBS 100g', 'KBS 100c', 'KBS 100h']+ ['KBS 105', 'KBS 110', 'KBS 156', 'KBS 157', 'KBS 152', 'KBS 100', 'KBS 115', 'KBS 154', 'KBS 153']",nan+ nan+ nan+ S-Bahnhof Friedrichstraße+ S-Bahnhof Friedrichstraße+ S-Bahnhof Friedrichstraße+ nan+ nan
36,Friedrichstrasse,s-bahn,"['KBS 153', 'KBS 156', 'KBS 152']","52.52027777777778,13.386944444444444","Q111219456","['110', '100', '105', '115']+ ['KBS 105', 'KBS 115', 'KBS 100', 'KBS 110', 'KBS 152', 'KBS 156', 'KBS 153']+ {'152'}, {'156', '153', '100', '115', '105', '110'}+ 2,100,3,115,105,110+ 2,100,3,115,110",nan+ nan+ nan+ nan+ nan
37,Frohnau,s-bahn,['KBS 154'],"52.6325,13.2902",Q800472,['KBS 104']+ ['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 106+ KBS 100e+ ['KBS 100e']+ ['KBS 154']+ ['KBS 152']+ 152+ 2,nan+ nan+ nan+ Berlin-Frohnau station+ Berlin-Frohnau station+ Berlin-Frohnau station+ nan+ nan+ nan+ nan+ nan
38,Gartenfeld,s-bahn,['KBS 159'],"52.54695,13.24882",Q96080469,"['KBS 100b']+ ['KBS 100b']+ ['KBS 100d']+ KBS 100d,KBS 100c+ KBS 100c+ KBS 100b+ ['KBS 100b']+ ['KBS 159']",nan+ nan+ nan+ Gartenfeld+ Gartenfeld+ Gartenfeld+ nan+ nan
39,Gesundbrunnen,s-bahn,"['KBS 153', 'KBS 154', 'KBS 150', 'KBS 152']","52.548611111111,13.389444444444",Q111239092,"['KBS 104', 'KBS 105', 'KBS 100', 'KBS 103']+ ['KBS 105', 'KBS 104', 'KBS 106', 'KBS 100']+ ['KBS 100', 'KBS 105', 'KBS 103a', 'KBS 100c', 'KBS 104', 'KBS 106']+ KBS 100c,KBS 103a,KBS 105,KBS 100,KBS 106,KBS 104+ KBS 100,KBS 104,KBS 105,KBS 106+ KBS 100d,KBS 100,KBS 100a,KBS 100c,KBS 100e+ ['KBS 100e', 'KBS 100', 'KBS 100d', 'KBS 100a', 'KBS 100c']+ ['KBS 150', 'KBS 158', 'KBS 152', 'KBS 154', 'KBS 153']+ ['KBS 153', 'KBS 152']+ 152,153+ 2+ 2",nan+ nan+ nan+ S-Bahnhof Berlin-Gesundbrunnen+ S-Bahnhof Berlin-Gesundbrunnen+ S-Bahnhof Berlin-Gesundbrunnen+ nan+ nan+ nan+ nan+ nan+ nan
40,Gesundbrunnen,u-bahn,['8'],"52.548611,13.389444",Q3761416,['D']+ ['D']+ ['D']+ D+ D+ D+ ['8']+ ['8']+ ['8']+ 8+ 8+ 8,nan+ nan+ nan+ U-Bahnhof Gesundbrunnen+ U-Bahnhof Gesundbrunnen+ U-Bahnhof Gesundbrunnen+ nan+ nan+ nan+ nan+ nan+ nan
41,Gleisdreieck,u-bahn,['1'],"52.49952,13.37409",Q678372,"['A']+ ['A I', 'B I', 'B II']+ ['B I', 'A I', 'A II']+ B II,A I,B I,A II+ A II,A I,B II,B I+ A I,A II+ ['1', '2']+ ['2', '1']+ ['1']+ 1+ 1+ 1",nan+ nan+ nan+ Gleisdreieck+ Gleisdreieck+ Gleisdreieck+ nan+ nan+ nan+ nan+ nan+ nan
42,Gneisenaustr.,u-bahn,['7'],"52.491388888889,13.395555555556",Q668618,['C I']+ C I+ C I+ C I+ ['7'],nan+ Gneisenaustraße+ Gneisenaustraße+ Gneisenaustraße+ nan
43,Grenzallee,u-bahn,['7'],"52.463333333333,13.443888888889",Q571836,['C']+ ['C I']+ ['C I']+ C I+ C I+ C I+ ['7']+ ['7']+ ['7']+ 7+ 7+ 7,nan+ nan+ nan+ Grenzallee+ Grenzallee+ Grenzallee+ nan+ nan+ nan+ nan+ nan+ nan
44,Großgörschenstr.,s-bahn,['KBS 154'],"52.4922745,13.3678588",Q21776726,['KBS 104a']+ ['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 104+ KBS 100e+ ['KBS 100e']+ ['KBS 154'],nan+ nan+ nan+ Yorckstraße (Großgörschenstraße) station+ Yorckstraße (Großgörschenstraße) station+ Yorckstraße (Großgörschenstraße) station+ nan+ nan
45,Grunewald,s-bahn,['KBS 156'],"52.4892,13.2614",Q457266,['KBS 101']+ ['KBS 102']+ ['KBS 102']+ KBS 102+ KBS 102+ KBS 100h+ ['KBS 100h']+ ['KBS 156']+ ['KBS 156']+ 156+ 3+ 3,nan+ nan+ nan+ Berlin-Grunewald station+ Berlin-Grunewald station+ Berlin-Grunewald station+ nan+ nan+ nan+ nan+ nan+ nan
46,Görlitzer Bahnhof (Oranienstr.),u-bahn,['1'],"52.4992,13.428",Q597759,"['B I']+ B II,B I+ B II,B I+ A I,A II+ ['1']+ ['1']",nan+ Görlitzer Bahnhof+ Görlitzer Bahnhof+ Görlitzer Bahnhof+ nan+ nan
47,Güntzelstr.,u-bahn,['9'],,,,
48,Halensee,s-bahn,['KBS 150'],"52.4961,13.2906",Q800476,"['KBS 100']+ ['KBS 100']+ ['KBS 100', 'KBS 100a']+ KBS 100,KBS 100c+ KBS 100+ KBS 100,KBS 100k+ ['KBS 100k', 'KBS 100']+ ['KBS 151', 'KBS 150']",nan+ nan+ nan+ Berlin-Halensee station+ Berlin-Halensee station+ Berlin-Halensee station+ nan+ nan
49,Hallesches Tor,u-bahn,"['6', '1']","52.497777777778,13.391111111111",Q658302,"['B', 'C']+ ['B I', 'B II', 'C I']+ ['C I', 'B I', 'A II']+ B II,C II,C I,B I+ B I,A II,B II,C I+ A I,C I,A II+ ['1', '6']+ ['6', '1']+ ['1', '6']+ 6,1+ 6,1+ 6,1",nan+ nan+ nan+ Hallesches Tor+ Hallesches Tor+ Hallesches Tor+ nan+ nan+ nan+ nan+ nan+ nan
50,Hansaplatz,u-bahn,['9'],"52.517777777778,13.342222222222",Q287552,G+ ['9']+ ['9']+ ['9']+ 9+ 9+ 9,nan+ nan+ nan+ nan+ nan+ nan+ nan
51,Heerstr.,s-bahn,['KBS 157'],"52.5086,13.2586",Q800502,"['KBS 100c']+ ['KBS 101', 'KBS 103']+ ['KBS 101', 'KBS 103']+ KBS 103,KBS 101+ KBS 101+ KBS 100g+ ['KBS 100g']+ ['KBS 157']",nan+ nan+ nan+ Berlin Heerstraße station+ Berlin Heerstraße station+ Berlin Heerstraße station+ nan+ nan
52,Heidelberger Platz,u-bahn,['2'],"52.479808333333,13.313236111111",Q21777872,"['A2']+ ['A II']+ ['A II']+ B II,A II+ A II,B II+ A II+ ['2']+ ['2']+ ['2']+ 2+ 2+ 2",nan+ nan+ nan+ Heidelberger Platz+ Heidelberger Platz+ Heidelberger Platz+ nan+ nan+ nan+ nan+ nan+ nan
53,Heiligensee,s-bahn,"['KBS 153', 'KBS 152']","52.6247,13.2292",Q800475,['KBS 105']+ ['KBS 105']+ ['KBS 105']+ KBS 105+ KBS 105+ KBS 100c+ ['KBS 100c']+ ['KBS 152']+ ['KBS 153']+ 153,nan+ nan+ nan+ Heiligensee station+ Heiligensee station+ Heiligensee station+ nan+ nan+ nan+ nan
54,Hermannplatz,u-bahn,"['7', '8']","52.48629,13.42455",Q658929,"['D', 'C']+ ['D', 'C I']+ ['D', 'C I']+ D,C I+ D,C I+ D,C I+ ['7', '8']+ ['7', '8']+ ['8', '7']+ 7,8+ 7,8+ 7,8",nan+ nan+ nan+ Hermannplatz+ Hermannplatz+ Hermannplatz+ nan+ nan+ nan+ nan+ nan+ nan
55,Hermannstr.,s-bahn,['KBS 150'],"52.4675,13.431111111111",Q111263802,"['KBS 100a', 'KBS 100']+ ['KBS 100a', 'KBS 100']+ ['KBS 100', 'KBS 100a']+ KBS 100a,KBS 100+ KBS 100a,KBS 100+ KBS 100,KBS 100k+ ['KBS 100k', 'KBS 100']+ ['KBS 151', 'KBS 150']",nan+ nan+ nan+ S-Bahnhof Hermannstraße+ S-Bahnhof Hermannstraße+ S-Bahnhof Hermannstraße+ nan+ nan
56,Hermsdorf,s-bahn,['KBS 154'],"52.6178,13.3069",Q263189,['KBS 104']+ ['KBS 104']+ ['KBS 104']+ KBS 104+ KBS 106+ KBS 100e+ ['KBS 100e']+ ['KBS 154']+ ['KBS 152']+ 152+ 2,nan+ nan+ nan+ Berlin-Hermsdorf station+ Berlin-Hermsdorf station+ Berlin-Hermsdorf station+ nan+ nan+ nan+ nan+ nan
57,Hohenzollerndamm,s-bahn,['KBS 150'],"52.4885,13.3004",Q800503,"['KBS 100']+ ['KBS 100']+ ['KBS 100', 'KBS 100a']+ KBS 100+ KBS 100+ KBS 100,KBS 100k+ ['KBS 100k', 'KBS 100']+ ['KBS 151', 'KBS 150']",nan+ nan+ nan+ Berlin Hohenzollerndamm station+ Berlin Hohenzollerndamm station+ Berlin Hohenzollerndamm station+ nan+ nan
58,Hohenzollernplatz,u-bahn,['2'],"52.493888888889,13.325",Q571570,"['A2']+ ['A II']+ ['A II']+ B II,A II+ A II,B II+ A II+ ['2']+ ['2']+ ['2']+ 2+ 2+ 2",nan+ nan+ nan+ Hohenzollernplatz+ Hohenzollernplatz+ Hohenzollernplatz+ nan+ nan+ nan+ nan+ nan+ nan
59,Holzhauser Str.,u-bahn,['6'],"52.575833333333,13.296111111111",Q557566,"C II,C I+ C I+ C I+ ['6']+ ['6']",Holzhauser Straße+ Holzhauser Straße+ Holzhauser Straße+ nan+ nan
60,Humboldthain,s-bahn,"['KBS 153', 'KBS 154', 'KBS 152']","52.5451,13.3796",Q481276,"['KBS 104', 'KBS 105', 'KBS 103']+ ['KBS 105', 'KBS 104', 'KBS 106']+ ['KBS 106', 'KBS 105', 'KBS 104']+ KBS 105,KBS 106,KBS 104+ KBS 104,KBS 105,KBS 106+ KBS 100d,KBS 100c,KBS 100e+ ['KBS 100c', 'KBS 100e', 'KBS 100d']+ ['KBS 154', 'KBS 153', 'KBS 152']+ ['KBS 153', 'KBS 152']+ 152,153+ 2+ 2",nan+ nan+ nan+ Berlin Humboldthain station+ Berlin Humboldthain station+ Berlin Humboldthain station+ nan+ nan+ nan+ nan+ nan+ nan
61,Innsbrucker Platz,s-bahn,['KBS 150'],"52.4786,13.3439",Q111263876,"['KBS 100']+ ['KBS 100a', 'KBS 100']+ ['KBS 100', 'KBS 100a']+ KBS 100a,KBS 100+ KBS 100a,KBS 100+ KBS 100,KBS 100k+ ['KBS 100k', 'KBS 100']+ ['KBS 151', 'KBS 150']",nan+ nan+ nan+ S-Bahnhof Innsbrucker Platz+ S-Bahnhof Innsbrucker Platz+ S-Bahnhof Innsbrucker Platz+ nan+ nan
62,Innsbrucker Platz (Hauptstr.),u-bahn,['4'],"52.4786,13.3439",Q10275871,['B II']+ B III+ B III+ ['4']+ ['4'],nan+ Innsbrucker Platz metro station+ Innsbrucker Platz metro station+ nan+ nan
63,Johannisthaler Ch. (Gropiusstadt),u-bahn,['7'],"52.429166666667,13.453333333333",Q638553,['7'],nan
64,Jungfernheide,s-bahn,"['KBS 158', 'KBS 150', 'KBS 159']","52.53035,13.299433333333",Q110977325,"['KBS 100b', 'KBS 100']+ ['KBS 100b', 'KBS 100']+ ['KBS 100', 'KBS 103a', 'KBS 100d']+ KBS 100,KBS 100d,KBS 103a,KBS 100c+ KBS 103a,KBS 100c,KBS 100+ KBS 100a,KBS 100,KBS 100b+ ['KBS 100a', 'KBS 100b', 'KBS 100']+ ['KBS 159', 'KBS 150', 'KBS 158']",nan+ nan+ nan+ S-Bahnhof Jungfernheide+ S-Bahnhof Jungfernheide+ S-Bahnhof Jungfernheide+ nan+ nan
65,Kaiserdamm,u-bahn,['1'],"52.51,13.2822",Q656409,['A1']+ ['1']+ ['1']+ 1+ 1+ 1,nan+ nan+ nan+ nan+ nan+ nan
66,Kaiserin-Augusta-Str.,u-bahn,['6'],"52.460152777778,13.384577777778",Q559226,['6']+ ['6'],nan+ nan
67,Karl-Marx-Str.,u-bahn,['7'],"52.476111111111,13.439166666667",Q519494,['C I']+ C I+ C I+ C I+ ['7'],nan+ Karl-Marx-Straße+ Karl-Marx-Straße+ Karl-Marx-Straße+ nan
68,Kleistpark,u-bahn,['7'],"52.490555555556,13.360277777778",Q571161,['7']+ ['7']+ 7+ 7+ 7,nan+ nan+ nan+ nan+ nan
69,Kochstr.,u-bahn,['6'],"52.505897222222,13.390611111111",Q201849,"['C I']+ C II,C I+ C I+ C I+ ['6']+ ['6']",nan+ Kochstraße+ Kochstraße+ Kochstraße+ nan+ nan
70,Kottbusser Damm (Schönleinstr.),u-bahn,['8'],"52.493055555556,13.421944444444",Q666868,['D']+ D+ D+ D+ ['8']+ ['8'],nan+ Schönleinstraße metro station+ Schönleinstraße metro station+ Schönleinstraße metro station+ nan+ nan
71,Kottbusser Tor,u-bahn,"['8', '1']","52.499166666667,13.418055555556",Q819768,"['B', 'D']+ ['B II', 'D']+ ['D', 'B I', 'A II']+ B II,D,B I+ A II,D,B II,B I+ A I,A II,D+ ['1', '8']+ ['8', '1']+ ['1', '8']+ 8,1+ 8,1+ 8,1",nan+ nan+ nan+ Kottbusser Tor station+ Kottbusser Tor station+ Kottbusser Tor station+ nan+ nan+ nan+ nan+ nan+ nan
72,Krumme Lanke,u-bahn,['2'],"52.443333333333,13.241388888889",Q663945,"['A2']+ ['A II']+ ['A II']+ B II,A II+ A II,B II+ A II+ ['2']+ ['2']+ ['2']+ 2+ 2+ 2",nan+ nan+ nan+ Krumme Lanke metro station+ Krumme Lanke metro station+ Krumme Lanke metro station+ nan+ nan+ nan+ nan+ nan+ nan
73,Kurfürstendamm (Joachimstaler Str.),u-bahn,"['9', '3']","52.504166666667,13.332777777778",Q663933,['3']+ ['3'],nan+ nan
74,Kurfürstenstr.,u-bahn,['1'],"52.5,13.361944444444",Q690203,"['B I']+ B II,B I+ B II,B I+ A I,A II+ ['1']+ ['1']",nan+ Kurfürstenstraße metro station+ Kurfürstenstraße metro station+ Kurfürstenstraße metro station+ nan+ nan
75,Kurt-Schumacher-Platz,u-bahn,['6'],"52.563555555556,13.326572222222",Q555916,"['C I']+ C II,C I+ C I+ C I+ ['6']+ ['6']+ ['6']+ 6+ 6+ 6",nan+ Kurt-Schumacher-Platz+ Kurt-Schumacher-Platz+ Kurt-Schumacher-Platz+ nan+ nan+ nan+ nan+ nan+ nan
76,Lankwitz,s-bahn,['KBS 153'],"52.4386,13.3417",Q800481,['KBS 103']+ ['KBS 106']+ ['KBS 106']+ KBS 106+ KBS 106+ KBS 100d+ ['KBS 100d']+ ['KBS 153']+ ['KBS 153']+ 153,nan+ nan+ nan+ Lankwitz station+ Lankwitz station+ Lankwitz station+ nan+ nan+ nan+ nan
77,Lehrter Stadtbahnhof,s-bahn,"['KBS 156', 'KBS 157']","52.5253,13.3694",Q821299,"['KBS 101', 'KBS 100c']+ ['KBS 101', 'KBS 103', 'KBS 102']+ ['KBS 102', 'KBS 101', 'KBS 103']+ KBS 103,KBS 102,KBS 101+ KBS 101,KBS 102+ KBS 100h,KBS 100g+ ['KBS 100g', 'KBS 100h']+ ['KBS 157', 'KBS 156']+ ['KBS 156']+ 156+ 3",nan+ nan+ nan+ Berlin Lehrter Stadtbahnhof+ Berlin Lehrter Stadtbahnhof+ Berlin Lehrter Stadtbahnhof+ nan+ nan+ nan+ nan+ nan
78,Leinestr.,u-bahn,['8'],"52.472777777778,13.428333333333",Q668563,['D']+ ['D']+ D+ D+ D+ ['8']+ ['8'],nan+ nan+ Leinestraße+ Leinestraße+ Leinestraße+ nan+ nan
79,Leopoldplatz,u-bahn,"['9', '6']","52.5465,13.3591",Q1960809,"['C']+ ['C I']+ ['C I']+ C II,C I+ C I+ G,C I+ ['9', '6']+ ['6', '9']+ ['9', '6']+ 6,9+ 6,9+ 6,9",nan+ nan+ nan+ Leopoldplatz metro station+ Leopoldplatz metro station+ Leopoldplatz metro station+ nan+ nan+ nan+ nan+ nan+ nan
80,Lichtenrade,s-bahn,['KBS 152'],"52.3876,13.3963",Q6543354,['KBS 105a']+ ['KBS 105b']+ ['KBS 105']+ KBS 105+ KBS 105+ KBS 100c+ ['KBS 100c']+ ['KBS 152']+ ['KBS 152']+ 152+ 2+ 2,nan+ nan+ nan+ Lichtenrade station+ Lichtenrade station+ Lichtenrade station+ nan+ nan+ nan+ nan+ nan+ nan
81,Lichterfelde Ost,s-bahn,['KBS 153'],"52.43,13.3289",Q111311299,['KBS 103']+ ['KBS 106']+ ['KBS 106']+ KBS 106+ KBS 106+ KBS 100d+ ['KBS 100d']+ ['KBS 153']+ ['KBS 153']+ 153,nan+ nan+ nan+ S-Bahnhof Berlin Lichterfelde-Ost+ S-Bahnhof Berlin Lichterfelde-Ost+ S-Bahnhof Berlin Lichterfelde-Ost+ nan+ nan+ nan+ nan
82,Lichterfelde Süd,s-bahn,['KBS 153'],"52.41,13.3086",Q800482,['KBS 103']+ ['KBS 106']+ ['KBS 106']+ KBS 106+ KBS 106+ KBS 100d+ ['KBS 100d']+ ['KBS 153']+ ['KBS 153']+ 153,nan+ nan+ nan+ Lichterfelde Süd station+ Lichterfelde Süd station+ Lichterfelde Süd station+ nan+ nan+ nan+ nan
