line_name,type,east-west,Stops,Frequency,Length (time),Length (km),year,Info
63,bus,West,Spandau Waldkrankenhaus - Pflegeheim - Kolonie Waldfrieden - Bötzow-Bahn - Gliensteig - Schwanter Weg - Kisselnallee - Pionierstrasse - Falkenseer Chaussee - Zweibrücker Strasse - Hohenzollern Ring - Borchertweg - Jenneweg - Galenstrasse - Altstädter Ring - U-Bhf. Rathaus Spandau - Galenstrasse - Staakener Strasse - Petzoldtweg - Zeppelinstrasse - Schulzenstrasse - Viersener Strasse - Dyrotzer Strasse - Leuthinger Weg - Übergang - Straße 393 - Straße 603 - Torweg/Hackbuschstrasse - Staaken Heidebergplan,15,32,,1989,
63,strassenbahn,Ost,"Hohenschönhausen, Zingster Strasse - Prerower Platz - Gehrenseestrasse - Hauptstrasse - Simon-Bolivar-Strasse - Ho-Chi-Minh-Strasse - S-Bhf. Leninallee - Dimitroffstrasse - Leninplatz - Hans-Beimler-Strasse - Prenzlauer Allee - Bhf. Rosa-Luxemburg-Platz - Hackescher Markt - Oranienburger Tor - Stadion der Weltjugend",15,50,,1989,
63E,strassenbahn,Ost,"Hohenschönhausen, Zingster Strasse - Prerower Platz - Gehrenseestrasse - Hauptstrasse - Simon-Bolivar-Strasse - Ho-Chi-Minh-Strasse - S-Bhf. Leninallee - Dimitroffstrasse - Leninplatz - Hans-Beimler-Strasse - Prenzlauer Allee - Bhf. Rosa-Luxemburg-Platz - Weinmeisterstrasse - Hackescher Mark",15,43,,1989,
64,bus,Ost,"Treptow, Karl-Kunger-Strasse - S-Bhf. Treptower Park - Sowjetisches Ehrenmal - Treptow, Rathaus",15,12,,1989,
64,bus,West,"Am Nordgraben - Promenadenweg - Triftstrasse - Alt-Wittenau - Wittenau, Kirche - Oranienburger Strasse - Am Nordgraben Ecke Oranienburgerstrasse - Jansenstrasse - Tessenowstrasse - Bonhoeffer-Nervenklinik - Lindauer Allee - Waldowstrasse - Klamannstrasse - S+U-Bhf. Paracelsus-Bad - Lübener Weg - Gotthardstrasse - Septimerbecken - Holländerstrasse - Septimerstrasse - Londoner Strasse - U-Bhf. Afrikanische Strasse - Afrikanische Strasse - Otawistrasse - Transvaalstrasse - Seestrasse - U-Bhf. Amrumer Strasse - Tegeler Strasse - U-Bhf. Leopoldplatz - Maxstrasse - U-Bhf. Nauener Platz - Exerzierstrasse - Uferstrasse - U-Bhf. Pankstrasse - U-Bhf./S-Bhf. Gesundbrunnen - Bellermannstrasse - Ramlerstrasse - Lortzingstrasse - Demminer Strasse - Bernauer Strasse Ecke Wollinger Strasse",15,50,,1989,
66,bus,West,S-Bhf. Wannsee - Königstrasse - Kronprinzessinenweg - Am Großen Wannsee - Am Kleinen Wannsee - Endestrasse - Wernerstrasse - Pfaueninselchaussee - Rübezahlweg - Pfaueninsel,60,10,,1989,Nur 6.34 - 7.04 - 8.04
68,bus,West,"Lichterfelde, Lindenstrasse - Wismarer Strasse - Prettauer Pfad - Goerzallee - Thuner Platz - Osteweg - Züricher Strasse - Rittberg-Krankenhaus - Finckensteinallee - Geibelstrasse - Baseler Strasse - Drakestrasse/Ringstrasse - S-Bhf. Lichterfelde-West - Tietzenweg - S-Bhf. Botanischer Garten - Lipaer Strasse - Händelplatz - Birkbuschstrasse - Schloßstrasse - U-Bhf. Rathaus Steglitz - Breite Strasse - Albrechtstrasse - Südendstrasse - Bergstrasse - Bismarckstrasse - Altmarkstrasse - Insulaner/Sternwarte - S-Bhf. Priesterweg - Röblingstrasse - Domnauer Strasse - Alboinstrasse - Attilaplatz/Arnulfstrasse - Friedrich-Karl-Strasse - Friedrich-Wilhelm-Strasse - Albrechtstrasse - U-Bhf. Kaiserin-Augusta-Strasse - Rathaus Tempelhof - U-Bhf. Alt-Tempelhof - Ringbahnstrasse - U-Bhf. Tempelhof",10,48,,1989,
69,bus,Ost,Kaulsdorfer Strasse - S-Bhf. Köpenick - Seelenbinderstrasse - Kabelwerk - Wendenschloßstrasse Ecke Salvador-Allende-Strasse - Anemonenstrasse - Müggelschlößchenweg,20,14,,1989,Kein Verkehr zwischen 7.45 und 13.15?
69,bus,West,S-Bhf. Grunewald - Alte Alllee - Kiefernweg - Maikäferpfad - Waldschulallee - Deutschlandhalle - Ausstellungshallen - Congress-Centrum - Trabener Strasse - Rathenauplatz - Henriettenplatz - Joachim-Friedrich-Strasse - Lehniner Platz - U-Bhf. Adenauerplatz - Olivaer Platz - Sächsische Strasse - Uhlandstrasse - Rankestrasse - U-Bhf. Kurfürstendamm - Joachimstaler Strasse - U-Bhf./S-Bhf. Zoologischer Garten - Europa-Center - Bayreuther Strasse - Landgrafenstrasse - Schillstrasse - Lützowplatz - Tiergartenstrasse - Großer Stern - Schloß Bellevue - Kongreßhalle - Scheidemannstrasse - Platz der Republik - Reichstag/Südeingang - Reichstag,20,38,,1989,
7,bus,Ost,"U-Bhf. Pankow, Vinetastrasse - S-Bhf. Pankow - Pankow, Kirche - Bürgerpark - Kurt-Fischer-Platz - Nordend - Nordend-Arena - Blankenfelde - Bhf. Schildow - Glienicker Strasse - Johannes-Diekmann-Strasse - Glienicke",20,35,,1989,
7,bus,West,"U-Bhf. Alt-Mariendorf - Körtingstrasse - Rennbahn Mariendorf - Pilatusweg - Titlisweg - Säntisstrasse - Richard-Tauber-Damm - Culemeyerstrasse - Schwechtenstrasse - Buckower Chaussee - S-Bhf. Buckower Chaussee - Motzener Strasse - Nunsdorfer Ring/Nord - Nunsdorfer Ring/Süd - Sperenberger Strasse - Schichauweg - Blohmstrasse - Illigstrasse - Cecilienstrasse - Wünsdorfer Strasse - Lichtenrade, Blohmstrasse Ecke Wünsdorfer Strasse",10,18,,1989,Wagenabstand ist für Streckenabschnitte verschieden (1989)
70,bus,West,S-Bhf. Wollankstrasse - Elisabeth-Friedhof - Soldiner Strasse - Osloer Strasse - U-Bhf. Pankstrasse - Pankstrasse/Badstrasse - Brunnenplatz - Wiesenstrasse - Nettelbeckplatz - U-Bhf. Reinickendorfer Strasse - Tegeler Strasse - Quitzowstrasse - Stephanstrasse - Rathenower Strasse - Birkenstrasse - Turmstrasse - Wilsnacker Strasse - Krankenhaus Moabit - U-Bhf. Turmstrasse - Rathaus Tiergarten - Oldenburger Strasse - Beusselstrasse - Berlichingenstrasse - Wiebestrasse - Neues Ufer - Sickingenplatz  - Moabit Wiebestrasse,10,34,,1989,
70,strassenbahn,Ost,"Hohenschönhausen, Zingster Strasse - Prerower Platz - Gehrenseestrasse - Hauptstrasse - Am Faulen See - Stadion Buschallee - Sulzfelder Strasse - Indira-Gandhi-Strasse Ecke Klement-Gottwald-Strasse - Antonplatz - Ostseestrasse Ecke Promenade - S-Bhf. Prenzlauer Allee - Dimitroffstrasse - Wilhelm-Pieck-Strasse - U-Bhf. Rosa-Luxemburg-Platz - Hackescher Markt - Oranienburger Tor - Bhf. Friedrichstrasse - Am Kupfergraben",15,53,,1989,
71,bus,West,"Wedding, Gartenplatz - Usedomer Strasse/Feldstrasse - Bernauer Strasse - Brunnenstrasse - U-Bhf. Voltastrasse - Lortzingstrasse - Rügener Strasse - Ramlerstrasse - U-Bhf./S-Bhf. Gesundbrunnen - Hochstrasse - S-Bhf. Humboldthain - Gerichtstrasse - Schulzendorfer Strasse - Chausseestrasse - U-Bhf. Reinickendorfer Strasse - Müllerstrasse - Tegeler Strasse - Quitzowstrasse - Rathenower Strasse - Putlitzstrasse - Wilhemshavener Strasse - Emdener Strasse - Beusselstrasse - Berlichingenstrasse - Wiebestrasse - Neues Ufer - Lise-Meitner-Strasse - U-Bhf. Jungfernheide - Tegeler Weg - Krankenhaus Jungfernheide - Max-Dohrn-Strasse - U-Bhf. Jungfernheide",20,35,,1989,
71,strassenbahn,Ost,"Heinersdorf, Romain-Rolland-Strasse - Heinersdorf, Kirche - Am Steinberg - Prenzlauer Promenade - S-Bhf. Prenzlauer Allee - Dimitroffstrasse - Knaackstrasse - Wilhelm-Pieck-Strasse - U-Bhf. Rosa-Luxemburg-Platz - Weinmeisterstrasse - Hackescher Markt - Oranienburger Tor - Bhf. Friedrichstrasse - Am Kupfergraben",15,36,,1989,
72,bus,West,Klemkestrasse / Büchsenweg - Emmentaler Strasse - Reginhardstrasse - Raschdorffstrasse - Mittelbruchzeile - Pankower Allee - Mickestrasse - Residenzstrasse - U-Bhf. Osloer Strasse - Louise-Schroeder-Platz - Iranische Strasse - U-Bhf. Nauener Platz - Wiesenstrasse/Schererstrasse - Nettelbeckplatz - U-Bhf. Reinickendorfer Strasse - Tegeler Strasse - Quitzowstrasse - Stephanstrasse - Rathenower Strasse - Birkenstrasse - Stromstrasse - U-Bhf. Turmstrasse - Rathaus Tiergarten - Oldenburger Strasse - Beusselstrasse - Berlichingenstrasse - Wiebestrasse - Kaiserin-Augusta-Allee - Ilsenburger Strasse - U-Bhf. Mierendorffplatz - U-Bhf. Jungfernheide - Tegeler Weg - Jakob-Kaiser-Platz - Siemensdamm - Letterhausweg - U-Bhf. Siemensdamm - Grammestrasse/Quellweg - U-Bhf. Rohrdamm - Gartenfelder Strasse - Kabelwerk - Gartenfeld,15,58,,1989,
72,strassenbahn,Ost,"Weißensee, Pasedagplatz - Indira-Gandhi-Strasse - Antonplatz - Prenzlauer Promenade - S-Bhf. Prenzlauer Allee - Dimitroffstrasse - Knaackstrasse - Wilhelm-Pieck-Strasse - Hans-Beimler-Strasse - Leninplatz - Leninallee/Dimitroffstrasse - S-Bhf. Leninallee - Ho-Chi-Minh-Strasse - Simon-Bolivar-Strasse - Hauptstrasse - Gehrenseestrasse - Prerower Platz - Hohenschönhausen, Zingster Strasse",0,62,,1989,Keine Verbindung zwischen 6.48 und 13.28
73,bus,West,"Hertzallee - U-Bhf./S-Bhf. Zoologischer Garten - U-Bhf. Kurfürstendamm - Gedächtnis-Kirche - Europa-Center - U-Bhf. Wittenbergplatz - An der Urania - Motzstrasse - Hohenstaufenstrasse - Barbarossastrasse - Grunewaldstrasse - John-F.-Kennedy-Platz - Hauptstrasse - S-Bhf. Schöneberg - Sportzentrum Schöneberg - Gotenstrasse - S-Bhf. Papestrasse - Alboinstrasse - Berlinickeplatz - U-Bhf. Alt-Tempelhof - Ringbahnstrasse - Oberlandstrasse - Teilestrasse/Komturstrasse - Teilestrasse - Gottlieb-Dunkel-Strasse - Karl-Elsasser-Strasse - Wilhelm-Borgmann-Brücke - Gradestrasse - Betriebshof Britz - Britzer Damm - Krankenhaus Britz - U-Bhf. Blaschkoallee - Buschkrug - Späthstrasse - Haarlemer Strasse - Britz, Buschkrug",10,41,,1989,
74,bus,West,Charlottenburg Pulsstrasse - Mollwitzstrasse - Heubnerweg - Pulsstrasse - Mollwitzstrasse - Sophie-Charlotten-Strasse - Klausenerplatz - Schloßstrasse/Schloß - Seelingstrasse - Zillestrasse - U-Bhf. Sophie-Charlotte-Platz - Amtsgericht Charlottenburg - Kaiser-Friedrich-Strasse - S-Bhf. Charlottenburg - Windscheidstrasse - Holtzendorffplatz - Kurfürstendamm - Westfälische Strasse - Paulsborner Strasse - Hohenzollern Damm - Berliner Strasse - U-Bhf. Fehrbelliner Strasse - U-Bhf. Blisse Strasse - Am Volkspark - Hildegardstrasse - Weimarische Strasse - Bundesallee - Waghäuseler Strasse - U-Bhf. Berliner Strasse - Kufsteiner Strasse - John-F.-Kennedy-Platz - Hauptstrasse - S-Bhf. Schöneberg - Sportzentrum Schöneberg - Gotenstrasse - S-Bhf. Papestrasse - Alboinstrasse - Bessemerstrasse - Eythstrasse/Friedhof - Lindenhof,20,55,,1989,
75,bus,West,S-Bhf. Lichtenrade - Rehagener Strasse - Lichtenrader Damm - Kirchhainer Damm - Horstwalder Strasse - Seniorenheim - Birkenhaag - Kirchhainer Damm,30,6,,1989,
76,bus,West,"U-Bhf. Walther-Schreiber-Platz - S-Bhf. Feuerbachstrasse - Bismarckstrasse - Altmarkstrasse - Göttinger Strasse - Insulaner/Sternwarte - S-Bhf. Priesterweg - Röblingstrasse - Röblingstrasse/Friedhöfe - Attilastrasse - Kurfürstenstrasse - Kaiserstrasse - Ringstrasse/Prühßstrasse - Rathausstrasse - Friedenstrasse - U-Bhf. Alt-Mariendorf - Körtingstrasse - Rennbahn Mariendorf - Pilatusweg - Titlisweg - Glärnischweg - Säntisstrasse - Göllweg/Ankogelweg - Kettinger Strasse - Buckower Chaussee - Raabestrasse - Goethestrasse - Grimmstrasse - Barnetstrasse - Lichtenrader Damm 254 - Goltzstrasse - Rehagener Strasse - S-Bhf. Lichtenrade - Wünsdorfer Strasse - Blohmstrasse - Lichtenrade, Blohmstrasse",10,39,,1989,
77,bus,West,Neukölln Britzer Allee - Schmalenbachstrasse - Bergiusstrasse - Haberstrasse - Bergiusstrasse 28 - Grenzallee - Neuköllnische Allee - Niemetzstrasse - Mierstrasse - Naumburger Strasse - U-Bhf. Neukölln - Bendastrasse - Hermannstrasse - Haus Bremen - Städtische Frauenklinik - Tempelhofer Weg - Saalburgstrasse - Industriestrasse - Friedhof Tempelhof - Friedhof Mariendorf - Eisenacher Strasse - Imbrosweg - Britzer Strasse - Am Heidefriedhof - U-Bhf. Alt-Mariendorf - Großbeerenstrasse - Körtingstrasse - Wilhelm-von-Siemens-Strasse - Daimlerstrasse - Fritz-Werner-Strasse - Marienfelde Daimlerstrasse,20,34,,1989,
78,bus,West,U-Bhf. Alt-Mariendorf - Körtingstrasse - Rennbahn Mariendorf - Pilatusweg - Titlisweg - Säntisstrasse - Göllweg/Ankogelweg - Kettinger Strasse - Buckower Chaussee - Raabestrasse - Goethestrasse - Grimmstrasse - Groß-Ziethener-Strasse - Alt-Lichtenrade - Taunusstrasse - Nahariyastrasse - Skarbinastrasse - Nahariyastrasse,20,19,,1989,
79,bus,West,Marienfelde Waldsassener Strasse - Tirschenreuther Ring - Lichterfelder Ring - Hildburghauser Strasse - Tirschenreuther Ring - Friedenfelser Strasse - Alt-Marienfelde - An der Heilandsweide - Stegerwaldstrasse - Hranitzkystrasse - S-Bhf. Marienfelde - Großbeerenstrasse - Wilhelm-von-Siemens-Strasse - Körtingstrasse - Friedenstrasse - U-Bhf. Alt-Mariendorf -  Körtingstrasse - Rennbahn Mariendorf - Pilatusweg - Titlisweg - Säntisstrasse - Watzmannweg - Quarzweg - Grünsteinweg - Tropfsteinweg - Asbestweg - Marienfelder Chaussee - Am Rötepfuhl - Töpchiner Weg - Baldesheimer Weg - Rathenower Strasse - Soldiner Strasse - Potsdamer Strasse - Kloster-Zinna-Strasse - Alt-Lichtenrade - Grimmstrasse - Barnetstrasse - Steinstrasse - Rhinstrasse - John-Locke-Strasse - Bahnhofstrasse - S-Bhf. Lichtenrade,5,48,,1989,
8,bus,West,S-Bhf. Wilhelmsruh - Flottenstrasse - Alt-Reinickendorf - Lindauer Allee - U-Bhf. Residenzstrasse - Genfer Strasse - Aroser Allee - Teichstrasse - Septimerbecken - Holländerstrasse - Scharnweberstrasse - U-Bhf. Kurt-Schumacher-Platz - Kaserne Südtor - Verw.-Geb./Luftfracht - Flughafen/Haupthalle - Flughafen Tegel,15,25,,1989,zurück BAB A11?
80,bus,West,U-Bhf. Rathaus Spandau - Brunsbütteler Damm - Elsflether Weg - Grünhofer Weg - Nauener Strasse - Päwesiner Weg - Egelpfuhlstrasse - Harburger Weg - Magistratsweg - Louise-Schroeder-Siedlung - Zweiwinkelweg - Staaken Brunsbütteler Damm/Nennhauser Damm,10,13,,1989,
80,bus,Ost,Betriebshof Marzahn - Otto-Buchwitz-Strasse - Alt-Marzahn - Elisabethstrasse - S-Bhf. Springpfuhl - Rhinstrasse - Leninallee - Gärtnerstrasse - Gehrenseestrasse - Prerower Platz - S-Bhf. Hohenschönhausen - Falkenberg,20,35,,1989,
81,bus,West,"U-Bhf. Friedrich-Wilhelm-Platz - Friedrich-Wilhelm-Platz - Stubenrauchstrasse - U-Bhf. Walther-Schreiber-Platz - S-Bhf. Feuerbachstrasse - Bismarckstrasse - Lauenburger Platz - Bergstrasse - Selerweg - Steglitzer Damm - Halskestrasse/Steglitzer Damm - Siemenstrasse/Halskestrasse - Leonorenstrasse/Siemensstrasse - Stadtbad Lankwitz - Rathaus Lankwitz - Lankwitz, Kirche - Bruchwitzstrasse - Alt-Lankwitz - Mühlenstrasse - Wedellstr, Dorfaue - Halbauer Weg - Kamenzer Damm - Haynauer Strasse - Greinerstrasse/Dederingstrasse - Porschestrasse - Großbeerenstrasse - U-Bhf. Alt-Mariendorf - Am Heidefriedhof - Rixdorfer Strasse - Imbrosweg - Dardanellenweg - Eisenacher Strasse - Friedhof Mariendorf - Ullsteinstrasse - Gradestrasse 91 - Gradestrasse 45 - Tempelhofer Weg - Betriebshof Britz - Britzer Damm - Krankenhaus Britz - U-Bhf. Blaschkoallee - Buschkrug - Späthstrasse - Haarlemer Strasse - Britz, Buschkrug",7.5,48,,1989,
82,bus,West,S-Bhf. Lichtenrade - Hilbertstrasse - Mozartstrasse - Galluner Strasse - Paplitzer Strasse - Kirchhainer Damm - Augsburger Strasse - Pechsteinstrasse - Würzburger Strasse - Tietjenstrasse - Nahariyastrasse - Skarbinastrasse - Groß-Ziethener Strasse - Taunusstrasse - Alt-Lichtenrade - Bornhagenweg - Goltzstrasse - Rehagener Strasse - S-Bhf. Lichtenrade - Blohmstrasse - Maffeistrasse - Grenzweg - Miethepfad - Illigstrasse - Illigstrasse/Grenzweg - Illigstrasse/Maffeistrasse - Blohmstrasse - Cecilienstrasse - Prinz-Heinrich-Strasse - S-Bhf. Lichtenrade,20,30,,1989,Ringlinie
82,strassenbahn,Ost,Mahlsdorf-Süd - Wongrowitzer Steig - S-Bhf. Köpenick - Seelenbinderstrasse - Bahnhof-/Lindenstrasse - Pionierpark - Rathenaustrasse - Edisonstrasse - Ehrlichstrasse - Liepnitzstrasse - Hönower Wiesenweg - Heizkraftwerk - Saganer Strasse - S-Bhf. Rummelsburg - S-Bhf. Ostkreuz,12,49,,1989,
83,bus,West,Krematorium Wedding - Müllerstrasse - U-Bhf. Wedding - U-Bhf. Reinickendorfer Strasse - Tegeler Strasse - Heidestrasse/Güterbahnhof - Döberitzer Strasse - S-Bhf. Lehrter Stadtbahnhof - Washingtonplatz - Platz der Republik - Philharmonie - Kulturforum - Potsdamer Brücke - Lützowstrasse - U-Bhf. Kurfürstenstrasse - Bülowstrasse - Pallasstrasse - Kleistpark - U-Bhf. Kleistpark - Kaiser-Wilhem-Platz - Eisenacher Strasse - Dominicusstrasse - U-Bhf. Innsbrucker Platz,20,29,,1989,
83,strassenbahn,Ost,S-Bhf. Mahlsdorf - Alt-Mahlsdorf - Rahnsdorfer Strasse - Ledebourstrasse - Bürgerwäldchen - Bütower Strasse - Roseggerstrasse - Mahlsdorf-Süd - Wongrowitzer Steig - S-Bhf. Köpenick - Seelenbinderstrasse - Bahnhofstrasse/Lindenstrasse - Schloßplatz - Wendenschloßstrasse - Betriebshof Köpenick - VEB Yachtwerft - Müggelbergallee - Wendenschloß,15,42,,1989,
84,bus,West,"U-Bhf. Platz der Luftbrücke - Tempelhofer Damm - Bayernring - Schreiberring - Adolf-Scheidt-Platz - Rumeyplan - Hoeppnerstrasse - Berlinickeplatz - Albrechtstrasse - Friedrich-Wilhelm-Strasse - Attilaplatz - Atillastrasse - Paul-Schmidt-Strasse - Röblingstrasse - S-Bhf. mariendorf - Crailsheimer Strasse - Alt-Lankwitz - Bruchwitzstrasse - Lankwitz, Kirche - Ruthstrasse - Seydlitzstrasse - Amalienstrasse - Kranoldplatz - Morgensternstrasse - Ostpreußendamm - Giesensdorfer Strasse - Osdorfer Strasse - Wismarer Strasse - Prettauer Pfad - Goerzallee - Goerzallee 141-145 - Platz des 4. Juli - Darser Strasse - Persantestrasse - Goerzwerk - Wupperstrasse - Teltower Damm - Andreezeile - Zehlendorf, Beeskowdamm",0,42,,1989,kein Verkehr zwischen 6.25 und 14.50?
84,strassenbahn,Ost,"Wasserwerk - Josef-Nawrocki-Strasse - Bölschestrasse - S-Bhf. Friedrichshagen - Hirschgarten - Brandenburgplatz - Bahnhofstrasse/Lindenstrasse - Schloßplatz - S-Bhf. Spindlersfeld - Ottomar-Geschke-Strasse - S-Bhf. Adlershof - Kanalbrücke - Altglienicke, Kirche - Am Falkenberg",20,47,,1989,
85,bus,West,Lichterfelde-Süd Holtheimer Weg - Lippstädter Strasse - Ostpreußendamm - Feldstrasse - Wismarer Strasse - Prettauer Pfad - Goerzallee - Ruthnerweg - Engadiner Weg - Bremer Strasse - Hindenburgdamm - Ringstrasse/Bäkestrasse - Krahmerstrasse - Klinikum Steglitz - Klingsorstrasse - Haydnstrasse - Händelplatz - Birkbuschstrasse - Schloßstrasse - U-Bhf. Rathaus Steglitz - Kieler Strasse - U-Bhf. Schloßstrasse - U-Bhf. Walther-Schreiber-Platz - Dickhardtstrasse - Kaisereiche - Breslauer Platz - Sponholzstrasse - U-Bhf. Innsbrucker Platz - Martin-Luther-Strasse - John-F.-Kennedy-Platz - Grunewaldstrasse - Barbarossastrasse - Hohenstaufenstrasse - Motzstrasse - Kleiststrasse - U-Bhf. Wittenbergplatz,7.5,42,,1989,
85,strassenbahn,Ost,"Johannisthal, Haeckelstrasse - Königsheideweg - Bhf. Schöneweide - Wilhelminenhofstrasse - Rathenaustrasse - Pionierpark - Bahnhofstrasse/Lindenstrasse - Schloßplatz - Wendenschloßstrasse - Betriebshof Köpenick - RFT-Werk - Pritstabelstrasse - VEB Yachtwerft - Müggelbergallee - Wendenschloß",20,40,,1989,
86,bus,West,S-Bhf. Grunewald - Auerbacher Strasse - Hagenplatz - Richard-Strauss-Strasse - Hubertusbader Strasse - Roseneck - Sulzaer Strasse - Berkaerstrasse/Breite Strasse - Cunostrasse/Kirchstrasse - Zoppoter Strasse - Sodener Strasse - Binger Strasse - U-Bhf. Rüdesheimer Platz - Wiesbadener Strasse - Schillerplatz - U-Bhf. Friedrich-Wilhelm-Platz - Schmiljanstrasse - Kaisereiche - Roennebergstrasse - U-Bhf. Walter-Schreiber-Platz - U-Bhf. Schloßstrasse - Muthesiusstrasse - U-Bhf. Rathaus Steglitz/S-Bhf. Steglitz - U-Bhf. Rathaus Steglitz/Kreisel - Wolfensteindamm - Birkbuschstrasse - Haydnstrasse - Klingsorstrasse - Sedanstrasse - Teltowkanalstrasse - Siemensstrasse - Gärtnerstrasse - Stadion Lichterfelde - Boothstrasse - Bäkestrasse - Königsberger Strasse - Morgensternstrasse - Giesensdorfer Strasse - Osdorfer Strasse - Blanckertzweg - Celsiusstrasse Ecke Osdorferstrasse - Fahrenheitstrasse - Scheelestrasse - Celsiusstrasse,10,55,,1989,
86,strassenbahn,Ost,Alt-Schmöckwitz - Reifenwerk - Vetschauer Allee - Schappachstrasse - Richtershorn - Strandbad Grünau - Regattatribünen - S-Bhf. Grünau - Regattastrasse - VEB Berlin-Chemie - Vollkropfgraben - Schloßplatz - Freiheit - Bahnhofstrasse/Lindenstrasse - Seelenbinderstrasse - S-Bhf. Köpenick - Hirtestrasse,10,41,,1989,
87,bus,West,"U-Bhf. Kurfürstenstrasse - Bülowstrasse - Pallasstrasse - Kleistpark - U-Bhf. Kleistpark - Kaiser-Wilhelm-Platz - Leberstrasse - Gustav-Müller-Platz - Leuthener Strasse - Torgauer Strasse - Sachsendamm - Sportzentrum Schöneberg - S-Bhf. Schöneberg - Hauptstrasse/Dominicusstrasse - U-Bhf. Innsbrucker Platz - Ceciliengärten - Begastrasse - Grazer Platz - Auguste-Viktoria-Krankenhaus - Göttinger Strasse - Insulaner/Sternwarte - Insulanerbad - Kottesteig - Steglitzer Damm - Siemensstrasse/Halskestrasse - Leonorenstrasse/Siemensstrasse - Stadtbad Lankwitz - Rathaus Lankwitz - Lankwitz, Kirche - Thaliaweg - Havensteinstrasse - Dessauer Strasse/Eiswaldtstrasse - Lerbacher Weg - Blankenhainer Strasse - Brotteroder Strasse - Trippsteinstrasse - Apoldaer Strasse - Sondershauser Strasse - Stadtilmer Weg - Weskammstrasse - Lichterfelder Ring - Tirschenreuther Ring - Marienfelde, Waldsassener Strasse",15,52,,1989,
88,bus,West,"U-Bhf. Rathaus Steglitz/S-Bhf. Steglitz - Wolfensteindamm - Birkbuschstrasse - Haydnstrasse - Klingsorstrasse - Amfortasweg - Klinikum Steglitz - Hindenburgdamm - Moltkestrasse - Lichterfelde, Augustaplatz",20,11,,1989,
88,strassenbahn,Ost,Sterndamm - Bhf. Schöneweide - Wilhelminenhofstrasse - Betriebshof Oberschönweide,30,7,,1989,
89,bus,West,Bornholmer Strasse - Sonderburger Strasse - Grüntaler Strasse - Prinzenallee - Drontheimer Strasse - U-Bhf. Osloer Strasse - Louise-Schroeder-Platz - Indische Strasse - U-Bhf. Seestrasse - Togostrasse - Amrumer Strasse - Friedhöfe/Seestrasse - Dohnagestell - Beusselbrücke - Sickingenstrasse - Wittstocker Strasse - Turmstrasse/Beusselstrasse - Berlichingenstrasse - Wiebestrasse - Kaiserin-Augusta-Allee - Ilsenburger Strasse - U-Bhf. Mierendorffplatz - Lise-Meitner-Strasse,10,28,,1989,
9,bus,Ost,John-Schehr-Strasse - Am Friedrichshain - Hans-Beimler-Strasse - Alexanderplatz - Spandauer Strasse - Breite Strasse - Friedrichstrasse - Otto-Grotewohl-Strasse,2.5,19,,1989,
9,bus,West,Budapester Strasse - Budapester Strasse 6a - Wichmannstrasse - Kurfürstenstrasse - Bayreuther Strasse - Europa-Center - U-Bhf. S-Bhf. Zoologischer Garten - Joachimstaler Strasse/U-Bhf. Kurfürstendamm - U-Bhf. Uhlandstrasse - Bleibtreustrasse - Olivaer Platz - U-Bhf. Adenauerplatz - S-Bhf. Charlottenburg - Luisenplatz/Schloss - Jakob-Kaiser-Platz - U-Bhf. Jakob-Kaiser-Platz - Verw.-Geb./Luftfracht - Flughafen Haupthalle - Flughafen Tegel,"15 oder 7,5?",40,,1989,
90,bus,West,Hertzallee - U-Bhf./S-Bhf. Zoologischer Garten - Jebenstrasse - Steinplatz - U-Bhf. Ernst-Reuter-Platz - Marchstrasse - Einsteinufer - Dovebrücke - helmholtzstrasse - Franklinstrasse - Alt-Moabit - Ottostrasse - U-Bhf. Turmstrasse - Kirchstrasse - Calvin Strasse/Spenerstrasse - Rathenower Strasse - Claire-Waldoff-Promenade - Lehrter Strasse - Seydlitzstrasse - Poststadion - Kruppstrasse - Quitzowstrasse - Am Nordhafen - U-Bhf. Reinickendorfer Strasse - Neue Hochstrasse - Chausseestrasse,10,32,,1989,
91,bus,West,"Buckow, Lipschitzallee Gesundheitszentrum - Fritz-Erler-Allee - Wildmeisterdamm - U-Bhf. Lipschitzallee - Sollmannweg - Wildhüterweg - Landreiterweg - Am Eichenquast - Dröpkeweg - Ringslebenstrasse - Mollnerweg - Buckower Damm - Mollnerweg - An den Achterhöfen - Alt-Buckow - Urnenhain - Parkfriedhof Neukölln - Dachdeckerweg - Zimmererweg - Schlosserweg - Gutschmidtstrasse - Mohriner Allee - Tempelhofer Weg - Gradestrasse - Franz-Körner-Strasse - Germaniapromenade - Mariendorfer Weg - Emser Strasse - U-Bhf. Leinestrasse  - Werbellinstrasse - U-Bhf. Boddinstrasse - Biebricher Strasse - U-Bhf. Hermannplatz",5,40,,1989,
