,stop_id,stop_name,type,location,in_lines,identifier,stop_description
1257,19641257,Thuyring Ecke Tempelhofer,bus,"52.47483049488452, 13.385744440476032",A78,nan,nan
1258,19641258,Thuyring Ecke Tempelhofer Damm,bus,"52.4748435370118, 13.385755164694942","A76,A77",nan,nan
1259,19641259,Thälmannplatz,strassenbahn,"52.45059921293253, 13.752440969865605",S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),nan,nan
1260,19641260,Thälmannplatz,u-bahn,"52.51167,13.38472",A,Q658391,Mohrenstraße metro station
1261,19641261,Tiergarten,s-bahn,"52.5144,13.3365","KBS 100h,KBS 100g",Q572112,Berlin-Tiergarten station
1262,19641262,Tiergartenstrasse,bus,"52.50960312444174, 13.351320889801638","A24,A69",nan,Tiergartenstrasse Ecke Hofjägerallee
1263,19641263,Tierpark Berlin,strassenbahn,"52.50297204519277, 13.520916474066839","69,69E",nan,Tierpark Berlin
1264,19641264,Trabener Strasse,bus,"52.49310178577124, 13.275431330442801",A69,nan,nan
1265,19641265,"Treptow, Rathaus",bus,"52.48358899866382, 13.480324760498638",A47,nan,"Treptow, Rathaus"
1266,19641266,Treptower Park,s-bahn,"52.4938,13.4618","KBS 106a,KBS 106,KBS 103,KBS 103a",Q559274,Berlin Treptower Park station
1267,19641267,Triftweg,bus,"52.431024618021745, 13.45739670616807",A52,nan,Triftweg Ecke Johannisthaler Chausse
1268,19641268,"Triftweg, LPG",bus,"52.675604743516104, 13.37729050263628",AS,nan,nan
1269,19641269,Trippsteinstrasse,bus,"52.41893958981137, 13.346149658204126",A2,nan,Trippsteinstrasse Ecke Brotteroder Strasse
1270,19641270,Tropfsteinweg Ecke Quarz-Weg,bus,"52.42358005195643, 13.414666887679395",A78,nan,nan
1271,19641271,Turmstrasse,u-bahn,"52.52585,13.341352777778",G,Q571400,nan
1272,19641272,Turmstrasse Ecke Stromstrasse,bus,"52.52631573511827, 13.34320006470035",A72,nan,nan
1273,19641273,Turmstrasse/Rathenower Strasse,bus,"52.52677998083022, 13.355183467556872",A70,nan,Turmstrasse/Rathenower Strasse
1274,19641274,U-Bhf Kottbusser Tor,bus,"52.499051258453434, 13.418359009880978",A28,nan,U-Bhf Kottbusser Tor
1275,19641275,U-Bhf. Blaschko-Allee,strassenbahn,"52.45247096720977, 13.449135539536405",47,nan,nan
1276,19641276,U-Bhf. Bülowstrasse,bus,"52.49787469517453, 13.362124599310649","A75,A48",nan,U-Bhf. Bülowstrasse
1277,19641277,U-Bhf. Dahlem-Dorf,bus,"52.45807069736877, 13.289706947871178",A68,nan,U-Bhf. Dahlem-Dorf
1278,19641278,U-Bhf. Dimitroffstrasse,strassenbahn,"52.5401928,13.4113979","4,22,13,49,70,46",Q65088313,U Eberswalder Straße
1279,19641279,U-Bhf. Ernst-Reuter-Platz,bus,"52.51164603099566, 13.322290858670174","A62,A25,AS1s",nan,U-Bhf. Ernst-Reuter-Platz
1280,19641280,U-Bhf. Ernst-Reuter-Platz,strassenbahn,"52.511726576083134, 13.32260139821175",55,nan,U-Bhf. Ernst-Reuter-Platz
1281,19641281,U-Bhf. Fehrbelliner Platz,bus,"52.490390927187676, 13.31417745809863","AS3s,A1,A50,A89,A4,A21",nan,U-Bhf. Fehrbelliner Platz
1282,19641282,U-Bhf. Flughafen,bus,"52.48488595983176, 13.38599654703171",A4,nan,U-Bhf. Flughafen
1283,19641283,U-Bhf. Flughafen,strassenbahn,"52.484779980367215, 13.385962227231367",96,nan,U-Bhf. Flughafen
1284,19641284,U-Bhf. Friedrichsfelde,bus,"52.50624112361932, 13.512853060220209","A43,A8,A8E",nan,U-Bhf. Friedrichsfelde
1285,19641285,U-Bhf. Gesundbrunnen,bus,"52.548660755358114, 13.387873629581087","A14,A99,A64",nan,U-Bhf. Gesundbrunnen
1286,19641286,U-Bhf. Gneisenaustrasse,bus,"52.491226587637556, 13.396327911797728",A89,nan,nan
1287,19641287,U-Bhf. Grenzallee,bus,"52.46369510254238, 13.444231731166557",A67,nan,U-Bhf. Grenzallee
1288,19641288,U-Bhf. Hallesches Tor,bus,"52.497910015148264, 13.391307667735301",A24,nan,U-Bhf. Hallesches Tor
1289,19641289,U-Bhf. Heidelberger Platz,bus,"52.48006162214815, 13.312159920359697",A60,nan,U-Bhf. Heidelberger Platz
1290,19641290,U-Bhf. Kaiserdamm,bus,"52.50999451351762, 13.28180313022396","A10,A88",nan,U-Bhf. Kaiserdamm
1291,19641291,U-Bhf. Kochstrasse,bus,"52.50669823641868, 13.390503218886558","A75,A29",nan,nan
1292,19641292,U-Bhf. Kottbusser Tor,bus,"52.499122758255055, 13.4182411702772",A67,nan,U-Bhf. Kottbusser Tor
1293,19641293,U-Bhf. Krumme Lanke,bus,"52.44361298127498, 13.241006428124264","A3,A53",nan,U-Bhf. Krumme Lanke
1294,19641294,U-Bhf. Kurt-Schumacher-Platz,bus,"52.56338157214657, 13.32719915637487","A62,A61",nan,U-Bhf. Kurt-Schumacher-Platz
1295,19641295,U-Bhf. Leinestrasse,bus,"52.472634832836185, 13.428552064915147",A91,nan,nan
1296,19641296,U-Bhf. Leopold-Platz,bus,"52.54640033291444, 13.359096803326494",A12,nan,nan
1297,19641297,U-Bhf. Moritzplatz,bus,"52.50366899509004, 13.41055755394872",A75,nan,nan
1298,19641298,U-Bhf. Neukölln,strassenbahn,"52.46965567921364, 13.441614939772098",15,nan,U-Bhf. Neukölln
1299,19641299,U-Bhf. Onkel-Toms-Hütte,bus,"52.45007713385221, 13.251272593463492","A66,A3",nan,nan
1300,19641300,U-Bhf. Oskar-Helene-Heim,bus,"52.450279005868815, 13.270361987159156","AS3s,A11,A1,A18,A3",nan,U-Bhf. Oskar-Helene-Heim
1301,19641301,U-Bhf. Pankow,bus,"52.56721533989539, 13.412199219637507",A58,nan,nan
1302,19641302,U-Bhf. Parchimer Allee,bus,"52.44566869961195, 13.44991915431808",A25,nan,nan
1303,19641303,U-Bhf. Prinzenstrasse,bus,"52.49844153838657, 13.406643837212261",A28,nan,U-Bhf. Prinzenstrasse
1304,19641304,U-Bhf. Ruhleben,bus,"52.52596833151868, 13.241478578696297","A5,A31,A92,AS1s",nan,U-Bhf. Ruhleben
1305,19641305,U-Bhf. Ruhleben,strassenbahn,"52.52595776615238, 13.241371866188729","54,53",nan,U-Bhf. Ruhleben
1306,19641306,U-Bhf. Rüdesheimer Platz,bus,"52.4720831087791, 13.314909778144818",A17,nan,"U-Bhf. Rüdesheimer Platz, Wiesbadener Strasse"
1307,19641307,"U-Bhf. Scharnweberstrasse, Sportplatz",bus,"52.56792223040469, 13.311949805424875",A61,nan,"U-Bhf. Scharnweberstrasse, Sportplatz"
1308,19641308,U-Bhf. Schlesisches Tor,bus,"52.50108419874335, 13.441971259873345",A28,nan,U-Bhf. Schlesisches Tor
1309,19641309,U-Bhf. Seestrasse,bus,"52.550315408708514, 13.352298502985231","A12,A16,A12S,A89",nan,U-Bhf. Seestrasse
1310,19641310,U-Bhf. Spichernstrasse,bus,"52.496662089787904, 13.330634998194935","AS3s, A81","nan, nan","nan, nan"
1311,19641311,U-Bhf. Stadtmitte,bus,"52.5104179669139, 13.389881304836392",A59,nan,nan
1312,19641312,U-Bhf. Strausberger Platz,strassenbahn,"52.51808306742478, 13.432938339097822",1,nan,U-Bhf. Strausberger Platz
1313,19641313,U-Bhf. Tegel,bus,"52.589503132547385, 13.283630715732999","A14,A15,A20,A13",nan,U-Bhf. Tegel
1314,19641314,U-Bhf. Tempelhof,bus,"52.4698750992553, 13.38558705982547","A76,A77,A78",nan,nan
1315,19641315,U-Bhf. Thielplatz,bus,"52.45104520805668, 13.281736418792137",A10,nan,U-Bhf. Thielplatz
1316,19641316,U-Bhf. Thälmannplatz,bus,"52.5114441966642, 13.383432905885536",A59,nan,nan
1317,19641317,U-Bhf. Turmstrasse,bus,"52.526364913706246, 13.341336806538983",A90,nan,nan
1318,19641318,U-Bhf. Vinetastrasse,bus,"52.55981894046453, 13.413208628380339","A7,A7E",nan,U-Bhf. Vinetastrasse
1319,19641319,U-Bhf. Vinetastrasse,strassenbahn,"52.5596168,13.413232","46,49,22",Q65075426,U Vinetastraße
1320,19641320,Uckermarkstrasse,bus,"52.52145144349922, 13.596724604247981",A49,nan,Uckermarkstrasse Ecke Am Baltenring
1321,19641321,Uhlandstrasse,bus,"52.49368292097469, 13.323611381015645",A29,nan,Uhlandstrasse Ecke Hohenzollerndamm
1322,19641322,Uhlandstrasse,bus,"52.50252020955797, 13.325204349014482",A29,nan,Uhlandstrasse Ecke Kurfürstendamm
1323,19641323,Uhlandstrasse Ecke Güntzelstrasse,bus,"52.491527105416, 13.32321130281692",A50,nan,nan
1324,19641324,Uhlandstrasse Ecke Kurfürstendamm,bus,"52.502532428867724, 13.325280453057784",A69,nan,nan
1325,19641325,Uhlandstraße,u-bahn,"52.5025,13.325555555556",B III,Q568224,nan
1326,19641326,Ulmenstrasse,bus,"52.48730877811447, 13.574932033917504",A27,nan,Ulmenstrasse Ecke Chemnitzer Strasse
1327,19641327,Unionplatz,bus,"52.533059397499464, 13.337278814540305","A99,A25",nan,Unionplatz
1328,19641328,Unter den Eichen Ecke Habelschwerdter-Allee,bus,"52.44567489464425, 13.29371363542892",A11,nan,nan
1329,19641329,Urban-Krankenhaus,bus,"52.493469358698874, 13.406245116325284",A28,nan,nan
1330,19641330,Urban-Krankenhaus,strassenbahn,"52.493469358698874, 13.406245116325284",95,nan,nan
1331,19641331,Usedomer Strasse,bus,"52.541120501957316, 13.393769565044664",A71,nan,Usedomer Strasse Ecke Brunnenstrasse
1332,19641332,Usedomer Strasse Ecke Brunnenstrasse,bus,"52.54111444748482, 13.393771487382672",A61,nan,nan
1333,19641333,VEB Bautransporte,bus,"52.44295541604966, 13.519519091051876",A26,nan,nan
1334,19641334,VEB Schiffswerft,strassenbahn,"52.42547977761138, 13.586220039541647","85,83",nan,nan
1335,19641335,Velten (Mark),s-bahn,"52.685,13.172222",KBS 104d,Q19274518,Velten (Mark)
1336,19641336,Verwaltungs-Gebäude,bus,"52.537063326963775, 13.262285169635492",A10,nan,nan
1337,19641337,Viersener Strasse,bus,"52.54020417705652, 13.17462661157195","A5,A63",nan,Viersener Strasse Ecke Seegefelder Strasse
1338,19641338,Viersener Strasse,bus,"52.54873823655914, 13.17802517662475","A5,A63",nan,Viersener Strasse Ecke Falkenseer Chaussee
1339,19641339,Vinetaplatz,bus,"52.54113780146798, 13.398421301960559",A90,nan,nan
1340,19641340,Virchow Krankenhaus,bus,"52.54371513062133, 13.339317916518894",A64,nan,nan
1341,19641341,Virchow-Krankenhaus,bus,"52.54371513062133, 13.339317916518894",A16,nan,Virchow-Krankenhaus
1342,19641342,Voltastr.,u-bahn,"52.542093,13.393022",D,Q663308,Voltastraße
1343,19641343,Waidmannslust,s-bahn,"52.6064,13.321",KBS 100e,Q800492,Berlin-Waidmannslust station
1344,19641344,Waldemarplatz,bus,"52.43775537029681, 13.220189780766606",A53,nan,nan
1345,19641345,Waldemarstrasse,bus,"52.50326279588436, 13.420631417701001",A28,nan,Waldemarstrasse Ecke Adalbertstrasse
1346,19641346,"Waldesruh, Malhlsdorfer Allee",bus,"52.48493120102871, 13.629069441163518",A8,nan,nan
1347,19641347,Waldfriedhof,bus,"52.42599572508999, 13.209246048971062",A18,nan,Waldfriedhof Zehlendorf Ecke Potsdamer Chaussee
1348,19641348,Waldhornstrasse,bus,"52.60288515165948, 13.308053424389595",A20,nan,nan
1349,19641349,Waldkrankenhaus,bus,"52.56214542863615, 13.158340085815741",A5,nan,Waldkrankenhaus
1350,19641350,Waldschänke,bus,"52.443318139967566, 13.68593963431219",A22,nan+ nan,nan+  Waldschänke
1351,19641351,Waldstrasse Ecke Turmstrasse,bus,"52.52720083563926, 13.330524926971268",A72,nan,nan
1352,19641352,Waldstrasse/Gotzkowskystrasse,bus,"52.52721622390326, 13.330524512340718",A70,nan,Waldstrasse/Gotzkowskystrasse
1353,19641353,Walter-Ulbricht-Stadion,strassenbahn,"52.536515137173154, 13.377775719050113","82,69",nan,nan
1354,19641354,Waltersdorf,bus,"52.36492901110609, 13.555712408051676",AD,nan,Waltersdorf
1355,19641355,Walther-Ulbricht-Stadion,bus,"52.53664798445947, 13.378298128444149",A59,nan,nan
1356,19641356,Wannsee,Fähre,"52.421928022812146, 13.175815964118582",Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),nan,nan
1357,19641357,Wannsee,s-bahn,"52.4214,13.1792","KBS 100h,KBS 100e",Q111325896,S-Bahnhof Berlin Wannsee
1358,19641358,Warnemünder Strasse,bus,"52.47539404289092, 13.290313295533931",A17,nan,nan
1359,19641359,Warnemünder/Berkaer Strasse,bus,"52.47543626291202, 13.290288437340868",A60,nan,nan
1360,19641360,Warschauer Str.,s-bahn,"52.506416666667,13.450955555556","KBS 101,KBS 102,KBS 103,KBS 103a,KBS 104",Q111252298,S-Bahnhof Warschauer Straße
1361,19641361,Warschauer Strasse,bus,"52.512432267445355, 13.452598837307189",O30,nan,Warschauer Strasse Ecke Grünberger Strasse
1362,19641362,Warschauer Strasse,strassenbahn,"52.50502,13.44863",82,Q63490275,S+U-Bahnhof Warschauer Straße (tram stop)
1363,19641363,"Wartenberg, Dorfstrasse",bus,"52.57484089632958, 13.518020972979759",A39,nan,"Wartenberg, Dorfstrasse"
1364,19641364,"Wartenberg, Siedlung",bus,"52.58393195902164, 13.53076033685478",A39,nan,"Wartenberg, Siedlung"
1365,19641365,Washingtonplatz,bus,"52.52421575930872, 13.370599576836959",A83,nan,nan
1366,19641366,Wattstrasse Ecke Usedomerstrasse,bus,"52.54025184152471, 13.39064471206562",A90,nan,nan
1367,19641367,"Waßmannsdorf, Warteh.",bus,"52.37269773285082, 13.465032652682668",AZ,nan,nan
1368,19641368,Wedding,s-bahn,"52.5425,13.3661","KBS 100a,KBS 100",Q638604,Berlin-Wedding station
1369,19641369,Weddingplatz,bus,"52.54113612364086, 13.368501029385115","A70,A72,A83,A90",nan,Weddingplatz
1370,19641370,Weinmeisterhornweg,bus,"52.50924681744358, 13.180314851039075","A34,A35,A13",nan,Weinmeisterhornweg Ecke Gatower Strasse
1371,19641371,Weinmeisterhornweg,bus,"52.511043998847086, 13.171645488962428","A34,A35,A13",nan,Weinmeisterhornweg Ecke Wilhelmstrasse
1372,19641372,Weitlingstrasse,bus,"52.500986592433065, 13.492951866603294","A43,O30",nan,nan
1373,19641373,"Weißensee, Liebermannstrasse Ecke Piesporter Strasse",bus,"52.56056756076504, 13.477555745782263",A55,nan,nan
1374,19641374,"Weißensee, Nüßlerstrasse",bus,"52.56398537909407, 13.469733771213992",A56,nan,nan
1375,19641375,"Weißensee, Pasedagplatz",strassenbahn,"52.5594027,13.4609594",72,Q65954665,nan+ nan
1376,19641376,"Weißensee, Schwarzelfenweg",bus,"52.56729838338304, 13.46535452978551",A45,nan,nan
1377,19641377,Weißenseer Weg,strassenbahn,"52.532258,13.476705","63,64",Q65942700,nan
1378,19641378,Wendenschloß,strassenbahn,"52.4169658,13.5885926",85,Q66363928,nan
1379,19641379,Wendenschloß Ecke Ekhofstrasse,strassenbahn,"52.41633000736971, 13.589690772826726",83,nan,Wendenschloß Ecke Ekhofstrasse
1380,19641380,Wentowsteig,bus,"52.59694371557204, 13.360462949429833",A21,nan,Wentowsteig Ecke Wilhelmsruher Damm
1381,19641381,Wernerwerk,bus,"52.535626996027915, 13.275370882199947",A99,nan,nan
1382,19641382,Wernerwerk,s-bahn,"52.534863,13.27599",KBS 100b,Q96077001,Berlin Wernerwerk station
1383,19641383,Westend,s-bahn,"52.5181,13.2844",KBS 100,Q323214,Berlin-Westend station
1384,19641384,Westkreuz,s-bahn,"52.5011,13.2839","KBS 100h,KBS 100,KBS 100g",Q678125,Berlin Westkreuz station
1385,19641385,"Weverstrasse, Strassenbahnhof",strassenbahn,"52.51946975407937, 13.19781896484702","75,76",nan,"Weverstrasse, Strassenbahnhof"
1386,19641386,Wicherstrasse Ecke Prenzlauer Allee,bus,"52.5456730102219, 13.427746498417138",A56,nan,nan
1387,19641387,Wiebestrasse,bus,"52.53119512537686, 13.319063771537584",A24,nan,Wiebestrasse Ecke Sickingenstrasse
1388,19641388,Wiebestrasse Ecke Kaiserin-Augusta-Allee,bus,"52.52580214309624, 13.317979171208343",A72,nan,nan
1389,19641389,"Wiebestrasse, Strassenbahnhof",bus,"52.53066666255053, 13.319314794959219",A70,nan,"Wiebestrasse, Strassenbahnhof"
1390,19641390,Wiener Brücke,strassenbahn,"52.49588477409083, 13.43650068505988","87,95",nan,Wiener Brücke
1391,19641391,Wiesbadener Strasse,bus,"52.47164544021605, 13.319516803491332",A16,nan,Wiesbadener Strasse Ecke Südwestkorso
1392,19641392,Wiesenbaude,bus,"52.430495242672045, 13.31180861060395","A11,A84,A53",nan,Wiesenbaude
1393,19641393,Wiesenstrasse,bus,"52.54763571080132, 13.373871074090278",A70,nan,Wiesenstrasse Ecke Pankstrasse
1394,19641394,"Wießensee, Pasedagplatz",strassenbahn,"52.5594027,13.4609594",74,nan,nan
1395,19641395,Wildau,s-bahn,"52.32,13.634",KBS 103,Q8000974,Wildau railway station
1396,19641396,Wildmeisterdamm,bus,"52.425839839495815, 13.48325607958456",A52,nan,Wildmeisterdamm Ecke Neuköllner Strasse
1397,19641397,Wildmeisterdamm Ecke Neuköllner Strasse,strassenbahn,"52.42574907911811, 13.48328440433625",47,nan,nan
1398,19641398,Wilhelminenhofstrasse,strassenbahn,"52.460837970970566, 13.521054382869073","69,69E",nan,Wilhelminenhofstrasse
1399,19641399,Wilhelminenhofstrasse Ecke Edisonstrasse,strassenbahn,"52.4619496,13.5139049","87,82",Q65951882,nan
1400,19641400,Wilhelmshagen,s-bahn,"52.4386,13.7222",KBS 102,Q800494,Berlin Wilhelmshagen station
1401,19641401,Wilhelmsruh,s-bahn,"52.5814,13.3631",KBS 100e,Q800495,Berlin-Wilhelmsruh station
1402,19641402,"Wilhelmsruh, Fontanestrasse",bus,"52.58985938767378, 13.361193570257216","A45,A55",nan,"Wilhelmsruh, Fontanestrasse"
1403,19641403,"Wilhelmsruh, Hauptstrasee",bus,"52.59724375258745, 13.375518833120681",A58,nan,nan
1404,19641404,Wilhelmstrasse Ecke Heerstrasse,bus,"52.5166499895302, 13.179036925143604",A92,nan,nan
1405,19641405,Wilhelmstrasse Ecke Pichelsdorferstrasse,bus,"52.52797851356547, 13.19530184736694","A34,A35",nan,Wilhelmstrasse Ecke Berliner Strasse
1406,19641406,Wilmersdorf,s-bahn,"52.477658333333,13.328525","KBS 100,KBS 100k",Q464094,Berlin Bundesplatz station
1407,19641407,Wilmersdorfer Strasse,bus,"52.499967660537735, 13.306987838785277","A19,A29",nan,Wilmersdorfer Strasse Ecke Kurfürstendamm
1408,19641408,Wilmersdorfer Strasse,strassenbahn,"52.506692000645316, 13.306692426875525","75,76",nan,Wilmersdorfer Strasse
1409,19641409,Wilmersdorfer Strasse Ecke Kurfürstendamm,bus,"52.50002844680595, 13.307125123915897",A69,nan,nan
1410,19641410,Wilmersdorferstrasse Ecke Otto-Suhr-Allee,bus,"52.51811241460663, 13.304434824223463",A87,nan,nan
1411,19641411,Wilmersdrofer Strasse Ecke Kantstrasse,bus,"52.50668193842889, 13.30668026012579",AS4,nan,nan
1412,19641412,Wilsnacker Strasse Ecke Turmstrasse,bus,"52.52642382690729, 13.351705419616707",A16,nan,nan
1413,19641413,Winfriedstrasse,bus,"52.437562011852606, 13.269450173477841",AS3s,nan,Winfriedstrasse Ecke Berliner Strasse
1414,19641414,Winifriedstrasse Ecke Clayallee,bus,"52.439229231714734, 13.262871381887154",A3,nan,nan
1415,19641415,Wismarer Strasse Ecke Lindenstrasse,bus,"52.41787520476881, 13.305204497252257",A1,nan,nan
1416,19641416,Wismarer Strasse Ecke Ostpreußendamm,strassenbahn,"52.41786193949108, 13.305195152904869",96,nan,nan
1417,19641417,Wittenau,bus,"52.596084138285406, 13.332857679505645",A62,nan,Wittenau
1418,19641418,Wittenau (Kremmener Bahn),s-bahn,"52.597013,13.334329",KBS 100c,Q111264319,S-Bahnhof Berlin-Wittenau
1419,19641419,Wittenau (Nordbahn),s-bahn,"52.597013,13.334329",KBS 100e,Q111264319,S-Bahnhof Berlin-Wittenau
1420,19641420,Wittenbergplatz,bus,"52.50188939146253, 13.342697883756577","A62,A60,A85,A29,A73,A19",nan,Wittenbergplatz
1421,19641421,Wittenbergplatz,u-bahn,"52.501944444444,13.343055555556","A I,B III,A II",Q692727,Wittenbergplatz metro station
1422,19641422,Witzleben,s-bahn,"52.5078,13.2836",KBS 100,Q321266,Berlin Messe Nord/ICC station
1423,19641423,Wolburgsweg,bus,"52.550616013150325, 13.16810722103831",A5,nan,Wolburgsweg Ecke Falkenseer Chaussee
1424,19641424,Wolfmarsteig,bus,"52.41268952057738, 13.536602630335091",A23,nan,nan
1425,19641425,Wollankstr.,s-bahn,"52.5651525,13.3923627","KBS 100c,KBS 100e",Q800515,Berlin Wollankstraße station
1426,19641426,"Woltersdorf, Krankenhaus",strassenbahn,"52.447268599163, 13.76152918513502",S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),nan,nan
1427,19641427,Woltersdorfer Schleuse,strassenbahn,"52.443313315690396, 13.763955523989587",S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),nan,nan
1428,19641428,Wolzogenstrasse,bus,"52.43229985926568, 13.235719207112487",A18,nan,Wolzogenstrasse Ecke Potsdamer Chaussee
1429,19641429,Wongrowitzer Strasse,bus,"52.46658608823203, 13.584839227863949",A27,nan,nan
1430,19641430,Wuhlheide,s-bahn,"52.4689,13.5533",KBS 102,Q800514,Berlin Wuhlheide station
1431,19641431,Wundtstrasse Ecke Neue Kantstrasse,bus,"52.506441221849805, 13.283742288918639",AS4,nan,nan
1432,19641432,Yorckstr.,s-bahn,"52.491777777778,13.372141666667","KBS 100d,KBS 100c",Q21776729,Yorckstraße station
1433,19641433,Yorckstrasse,bus,"52.49358813377981, 13.384967556749217",A28,nan,"Yorckstrasse, Rathaus Kreuzberg"
1434,19641434,Yorckstrasse,strassenbahn,"52.492901206042376, 13.387766831697483",96,nan,Yorckstrasse Ecke Mehringdamm
1435,19641435,Zabel-Krüger-Damm,bus,"52.60786610541416, 13.323845802997752","A12,A12S",nan,Zabel-Krüger-Damm & Oraniendamm
1436,19641436,Zappoter/Oeynhauser Strasse,bus,"52.47331132628728, 13.298669291589876",A60,nan,Zappoter/Oeynhauser Strasse
1437,19641437,Zehlendorf,s-bahn,"52.4309,13.2584","KBS 100f,KBS 100e",Q737962,Berlin-Zehlendorf station
1438,19641438,"Zehlendorf, Hohenzollernplatz",bus,"52.43077157073312, 13.194032889185463",A53,nan,"Zehlendorf, Hohenzollernplatz"
1439,19641439,Zeltinger Platz,bus,"52.633501673257435, 13.290447049862035","A15,A12,A12S",nan,nan
1440,19641440,Zentralflughafen,bus,"52.390577379800106, 13.515594573201453",A36,nan,nan
1441,19641441,Zentralschule,bus,"52.43465069286089, 13.703692212644038",A22,nan,Zentralschule
1442,19641442,Zentralviehhof,s-bahn,"52.5238,13.4644","KBS 106a,KBS 104,KBS 106",Q800512,Berlin Storkower Straße station
1443,19641443,Zepernick (b Bernau),s-bahn,"52.6598,13.5342",KBS 106,Q801657,nan
1444,19641444,Zeuthen,s-bahn,"52.3486,13.6274",KBS 103,Q8069824,Zeuthen railway station
1445,19641445,Ziekowstrasse Ecke Gorkistrasse,bus,"52.59058635821372, 13.292106368112313",A14,nan,nan
1446,19641446,Zimmererweg Ecke Buckower Damm,bus,"52.435309426583366, 13.435124964024306",A91,nan,nan
1447,19641447,Zitadellenweg,strassenbahn,"52.5377758132997, 13.217204249093342",55,nan,Zitadellenweg
1448,19641448,Zobeltitzstrasse,bus,"52.56899057186423, 13.317205496215005",A61,nan,nan
1449,19641449,Zoologischer Garten,s-bahn,"52.507222222222,13.3325","KBS 100h,KBS 100g,KBS 100k",Q111326238,S-Bahnhof Berlin Zoologischer Garten
1450,19641450,Zoologischer Garten,u-bahn,"52.5058669,13.3330236","A I,G",Q4024764,Zoologischer Garten metro station
1451,19641451,Zossener Strasse,bus,"52.49160676567746, 13.394443897793668",A28,nan,Zossener Strasse Ecke Gneisenaustrasse
1452,19641452,Zossener Strasse Ecke Blücherstrasse,strassenbahn,"52.49622054069677, 13.395106811633234",95,nan,nan
1453,19641453,Zum Heckeshorn,bus,"52.43307505069834, 13.164008736441371",A51,nan,Zum Heckeshorn Ecke Am Großen Wannsee
1454,19641454,Zweibrücker Strasse,bus,"52.54677409100436, 13.188764018875105",A63,nan,nan
1455,19641455,Zühlsdorf,bus,"52.7162250652868, 13.366925671584623",AS,nan,nan
