stop_id,stop_name,type,in_lines,location,identifier,stop_id_1961,previous_in_lines,stop_description
460,Hauptstrasse (Schöneberg),bus,A74,"52.48187232227649, 13.348270377910302",nan,476,A74,nan
461,"Hohenschönhausen, Hauptstrasse",strassenbahn,"64, 63","52.548884396434666, 13.504600838756778",nan+ nan,478+ 479,64+ 63,nan+ nan
463,Hauptstrasse Ecke Dominicusstrasse,bus,A73,"52.48178377611229, 13.348418210727631",nan+ nan,291+ 480,A75+ A73,nan+ nan
464,Hauptstrasse Ecke Edelweißstrasse,bus,"A45,A55","52.586379262142074, 13.36752938856218",nan,482,"A55,A45",nan
465,Hausotterstrasse Ecke Reginhardstrasse,bus,A79,"52.56824258352487, 13.372568992710208",,,,
466,Hausvogteiplatz,u-bahn,A,"52.513055555556,13.396666666667",Q656523,485,A,Hausvogteiplatz station
467,Havensteinstrasse Ecke Gallwitzstrasse,bus,A2,"52.43195312312966, 13.3463631737626",,,,
468,Heckerdamm,bus,"A62,A21","52.53962816572025, 13.295048454368684",nan,487,"A21,A62",Heckerdamm Ecke Kurt-Schumacher-Damm
469,Heckmannufer,bus,A28,"52.49706082077895, 13.44923941809119",nan,488,A28,Heckmannufer
470,Heerstr.,s-bahn,KBS 100g,"52.5086,13.2586",Q800502,489,KBS 101,Berlin Heerstraße station
471,Heerstrasse Ecke Wilhelmstrasse ; Heerstrasse Ecke Gatower Strasse,bus,"A13 ; A35,A34","52.51662457723462, 13.179022303033726 ; 52.51550447615084, 13.18456806294143",,,,
472,Heidebergplan,bus,A31,"52.541074133887626, 13.147338727333166",nan,491,A31,Heidebergplan
473,Heidelberger Platz,u-bahn,A II,"52.479808333333,13.313236111111",Q21777872,492,"A II,B II",Heidelberger Platz
474,Heidestrasse Ecke Fennstrasse,bus,A83,"52.537317719730325, 13.360293228836",,,,
475,Heiligensee,s-bahn,KBS 100c,"52.6247,13.2292",Q800475,493,KBS 105,Heiligensee station
476,Heiligenseestrasse,bus,A20,"52.59796193636089, 13.275098894138587",nan,494,"A20,A14",Heiligenseestrasse Ecke Karolinenstraße 
477,Heiligenseestrasse Ecke Ruppiner Chaussee,bus,A14,"52.597949130907885, 13.275081276624867",,,,
478,"Heinersdorf, Kirche",bus,"A42,A55","52.56826376476754, 13.440601903603064",nan,495,A42,"Heinersdorf, Kirche"
479,"Heinersdorf, Kirche",strassenbahn,71,"52.5686908,13.4389053",Q65096107,496,71,Heinersdorf Kirche
480,"Heinersdorf, Romain-Rolland-Str.",strassenbahn,71,"52.5725511,13.4371063",Q65096052,497,71,Heinersdorf
481,Heinrich-Duncker-Strasse Ecke Ehrlichstrasse,strassenbahn,82,"52.4789566,13.5234316",Q65951921,498,82,nan
482,Heinrich-Heine-Strasse,strassenbahn,11,"52.51099529411967, 13.416420239383946",nan,499,"64,11",nan
483,Heinrich-Mann-Platz,bus,"A45,A55,A58","52.57297246262195, 13.392146133350426",nan,500,"A55,A45",Heinrich-Mann-Platz
484,Hennigsdorf (b Bln),s-bahn,KBS 104d,"52.638,13.2057",Q800909,501,KBS 105,Hennigsdorf station
485,Hennigsdorf Nord,s-bahn,KBS 104d,"52.66,13.2033",Q685717,502,KBS 105,nan
486,Henriettenplatz,bus,"A69,A10,A29,A4,A19","52.49701780222877, 13.290339505649852",,,,
487,Hermannplatz,bus,"A67,A75","52.48778872855567, 13.425393480017616",nan,503,A67,Hermannplatz Ecke Sonnenallee
488,Hermannplatz,strassenbahn,95,"52.487085572732276, 13.424752445258537",nan,504,"3,95,47,27,26",Hermannplatz
489,Hermannplatz,u-bahn,"D,C I","52.48629,13.42455",Q658929,505,"D,C I",Hermannplatz
490,Hermannstr.,s-bahn,"KBS 100,KBS 100k","52.4675,13.431111111111",Q111263802,506,"KBS 100a,KBS 100",S-Bahnhof Hermannstraße
491,Hermannstrasse,strassenbahn,15,"52.46476232618638, 13.432818109719008",nan,507,"15,26",Hermannstrasse
492,Hermannstrasse Ecke Silbersteinstrasse,bus,A65,"52.46644333425963, 13.43195484694859",nan,508,A65,nan
493,Hermsdorf,s-bahn,KBS 100e,"52.6178,13.3069",Q263189,509,KBS 106,Berlin-Hermsdorf station
494,Hermsdorfer Damm Ecke Karolinenstrasse ; Hermsdorfer Damm Ecke Berlinerstrasse,bus,"A15 ; A12,A12S","52.596782782505926, 13.276626902280602 ; 52.62242631668916, 13.312891819525612",nan,510,A12 ; A15,Hermsdorfer Damm Ecke Berliner Strasse ;  Hermsdorfer Damm Ecke Karolinenstrasse
495,Hertzbergplatz,bus,A67,"52.477487105395774, 13.448598156816837",nan,511,A67,Hertzbergplatz
496,Hertzbergplatz,strassenbahn,95,"52.4773735457893, 13.448843811492495",nan,512,95,Hertzbergplatz
497,Herzbergstrasse,strassenbahn,"69,69E","52.52637,13.499036",Q65684891,,,
498,"Hessenwinkel, Lindenstrasse",bus,A22,"52.42653518647879, 13.728458969026482",nan,513,A22,"Hessenwinkel, Lindenstrasse"
499,Hildegardstrasse,bus,A86,"52.48185906011362, 13.320391438761659",,,,
500,Hindenburgdamm,bus,"A86,A48","52.45352507850236, 13.315671490206539",nan,515,A48,Hindenburgdamm Ecke Unter den Eichen
501,Hindenburgdamm Ecke Gardeschützweg,bus,A85,"52.44955388842635, 13.315299610724242",,,,
502,Hirschgarten,s-bahn,KBS 102,"52.4579,13.6032",Q4892435,517,KBS 102,Berlin Hirschgarten station
503,Hirschgarten,strassenbahn,"84,87","52.4518533,13.6006245",Q66360740,518,"84,87",Hirschgarten
504,Hirtestrasse,strassenbahn,86,"52.46228517510202, 13.582989445330378",nan,519,86,nan
505,Hochgerichtstrasse,bus,A99,"52.53838037062423, 13.183009198076522",nan,520,"A63,A5",Hochgerichtstrasse Ecke Seegefelder Strasse
506,Hochgerichtstrasse Ecke Seegefelder Strasse,bus,A63,"52.53843535472048, 13.182393702550534",,,,
507,Hochmeisterplatz,bus,A4,"52.49468637986547, 13.301254684721862",nan,521,A4,Hochmeisterplatz
508,Hochschule für Ökonomie,strassenbahn,"69,69E","52.4927681,13.5266059","Q65952866",522,69,nan
509,Hohefeldstrasse,bus,A12S,"52.62626276180117, 13.299374608466762",,,,
510,Hohen Neuendorf (b Bln),s-bahn,KBS 104,"52.6684,13.287",Q4500489,,,
511,"Hohenschönhausen, Falkenberger Strasse",bus,A39,"52.550229554941964, 13.509585042301534",nan,524,A39,nan
512,"Hohenschönhausen, Falkenberger Strasse",strassenbahn,"70,64","52.5508672,13.5094994",Q65555882,525,"64,70",nan
513,"Hohenschönhausen, Gartenstadt",strassenbahn,63,"52.5508672,13.5094994","Q65555882",526,63,nan
514,Hohenschönhauser Strasse,strassenbahn,3,"52.5359329,13.4729468",Q65553684,527,3,nan
515,Hohenschöpping,s-bahn,KBS 104d,"52.67,13.1945",Q19274489,528,KBS 105,Bahnhof Hohenschöpping
516,Hohenstaufenplatz,bus,A67,"52.49085480753271, 13.423419999335453",nan,529,A67,Hohenstaufenplatz
517,Hohenzollerndamm,s-bahn,"KBS 100,KBS 100k","52.4885,13.3004",Q800503,531,KBS 100,Berlin Hohenzollerndamm station
518,Hohenzollerndamm Ecke Stadtautobahn,bus,A65,"52.48792295982247, 13.300561105734886",,,,
519,"Zehlendorf, Hohenzollernplatz",bus,A53,"52.43077157073312, 13.194032889185463",,,,"Zehlendorf, Hohenzollernplatz"
520,Hohenzollernplatz,u-bahn,A II,"52.493888888889,13.325",Q571570,532,"A II,B II",Hohenzollernplatz
521,Hohenzollernring,strassenbahn,"54,75,55,53","52.55569292602298, 13.20744492422738 ; 52.55534806923232, 13.198657615343986",nan,534,"53,75 ; 54,76",Hohenzollernring Ecke Streitstraße ; Hohenzollernring Ecke Schönwalder Allee 
522,Hohenzollernring Ecke Schönwalder Allee,strassenbahn,76,"52.55534151822626, 13.19859323872282",,,,
523,Hohenzollernring Ecke Schönwalderstrasse,bus,AS1s,"52.55533190780674, 13.198609053537405",,,,
524,Holteistrasse Ecke Boxhagenerstrasse,strassenbahn,3,"52.5088235,13.465969",Q65675805,,,
525,Holteistrasse Ecke Boxhagenerstrasse,strassenbahn,13,"52.5088235,13.465969",Q65675805,,,
526,Holtheimer Weg,bus,A85,"52.40993443198323, 13.3033907179267",,,,
527,Holzhauser Str.,u-bahn,C I,"52.575833333333,13.296111111111",Q557566,537,C I,Holzhauser Straße
528,Holzhauser Strasse,bus,A15,"52.59178549505881, 13.326377240287412 ;  52.581973276504755, 13.305409380050108",nan,538,"A12,A14 ; A15","Holzhauser Strasse, Rathaus Reinickendorf ;  Holzhauser Strasse Ecke Breitenbachstrasse"
529,Hoppegarten (Mark),s-bahn,KBS 101,"52.5183,13.6734",Q15197357,539,KBS 101,Hoppegarten (Mark) station
530,Hottengrund,bus,A35,"52.44597765000425, 13.126251393745859",nan,540,A35,Hottengrund
531,Hultschiner Damm,bus,A8,"52.47711373957008, 13.600598140620137",nan,541,A8,nan
532,Humannplatz,strassenbahn,70,"52.5493627,13.4213646",Q65962652,542,70,Humannplatz
533,Humboldthain,s-bahn,"KBS 100d,KBS 100c,KBS 100e","52.5451,13.3796",Q481276,543,"KBS 104,KBS 105,KBS 106",Berlin Humboldthain station
534,Humboldtstrasse,bus,A61,"52.56929443788896, 13.32995611157798",nan,544,A61,Humboldtstrasse Ecke Ollenhauerstrasse
535,Hundekehlestrasse,bus,A10,"52.47548162130776, 13.290308772196097",nan,545,A10,Hundekehlestrasse Ecke Warnemünder Strasse
536,Huttenstrasse Ecke Beusselstrasse,bus,A89,"52.52740013259484, 13.32867332200994",,,,
537,Händelplatz,bus,"A85,A84","52.45066565860092, 13.31587443471538",,,,
538,Höllenderstrasse Ecke Septimer Strasse,bus,A64,"52.56299560036044, 13.344839082081203",,,,
539,"Hönow, Dorfstrasse",bus,A44,"52.54884927869554, 13.63648687804691",nan,547,A44,nan
540,Hönower Wiesenweg Ecke Blockdammweg,strassenbahn,13,"52.48430451205336, 13.505804756687008",,,,
541,Ihnestrasse,bus,A11,"52.44831039409289, 13.276355065531465",nan,548,A11,Ihnestrasse Ecke Garystrasse
542,Im Fischgrund,bus,A12S,"52.62964256060701, 13.294346609144698",,,,
543,Imbrosweg,strassenbahn,15,"52.443541863050356, 13.398564688322455",nan,549,15,Imbrosweg
544,Imbrosweg Ecke Dardanellenweg,bus,A81,"52.44483855102966, 13.410828366543775",,,,
545,Imbrosweg Ecke Goldenes Horn,bus,A81,"52.442111970185884, 13.404515856251276",,,,
546,Industriestrasse,strassenbahn,15,"52.455350229930445, 13.409794385645863",nan,550,"15,26",Industriestrasse
547,Innsbrucker Platz,bus,"A16,A75,A84,A48,A4,A65,A83","52.478545508234895, 13.34405868604117",nan,551,"A75,A65,A4,A16,A48",Innsbrucker Platz
548,Innsbrucker Platz,s-bahn,"KBS 100,KBS 100k","52.4786,13.3439",Q111263876,552,"KBS 100a,KBS 100",S-Bahnhof Innsbrucker Platz
549,Innsbrucker Platz,u-bahn,B I,"52.4786,13.3439",Q10275871,,,
550,Invalidenstrasse,bus,"A59,A86","52.53056312073795, 13.383072771001865",,,,
551,Invalidenstrasse,strassenbahn,82,"52.5324542,13.3974236",Q65691740,,,
552,Invalidenstrasse Ecke Chausseestrasse,strassenbahn,1,"52.5304158,13.3827302",Q65552697,555,1,U Naturkundemuseum
553,Jakob-Kaiser-Platz,bus,"A99,A65,A72","52.536739701449115, 13.293604878938678",nan,557,A72,nan
554,Jakob-Kaiser-Platz,strassenbahn,55,"52.53674527783534, 13.293570890395548",nan,558,55,nan
555,Jannowitzbrücke,s-bahn,"KBS 101,KBS 102,KBS 103,KBS 103a,KBS 104","52.514822222222,13.41795",Q27955427,559,"KBS 101,KBS 103,KBS 102",S-Jannowitzbrücke station
556,"Jerusalems-Kirche, Lindenstrasse",bus,A67,"52.507080658279015, 13.398349137947935",nan,560,A67,"Jerusalems-Kirche, Lindenstrasse"
557,Joachim-Friedrich-Strasse,bus,A29,"52.49796465694724, 13.296270941417216",nan,561,A29,Joachim-Friedrich-Strasse Ecke Kurfürstendamm
558,Joachim-Friedrich-Strasse Ecke Kurfürsten Damm,bus,A69,"52.497990910880795, 13.296176084656011",nan,562,A69,nan
559,Joachimstaler Strasse,bus,A29,"52.50380704791941, 13.331281572821457",nan,563,"A19,A60,A29",Joachimstaler Strasse
560,Joachimstaler Strasse Ecke Kurfürstendamm,bus,"A69,A19","52.503848526250394, 13.331282191682005",nan,564,A69,nan
561,Joachimstrasse,bus,A38,"52.40316589631168, 13.57664158970399",nan,565,A38,Joachimstrasse Ecke Schulzendorfer Strasse
562,Johannesstift,strassenbahn,"54,76","52.56762416524039, 13.191782610265674",nan,566,"54,76",Johannesstift
563,"Johannisthal, Haeckelstrasse",strassenbahn,"85,69,69E","52.4402944,13.5052638",Q66225573,567,69,Haeckelstraße
564,Johannisthaler Chaussee,bus,A47,"52.45136033294721, 13.488299619950027",nan,568,A47,Johannisthaler Chaussee Ecke Königsheideweg
565,Johannisthaler Chaussee Ecke Rudower Strasse,strassenbahn,47,"52.43435364367422, 13.469009981039713",,,,
566,John-Foster-Dulles-Allee,bus,A24,"52.517085214536316, 13.354609198247653",nan,570,A24,John-Foster-Dulles-Allee Ecke Spreeweg
567,Jungfernheide,s-bahn,"KBS 100a,KBS 100,KBS 100b","52.53035,13.299433333333",Q110977325,571,"KBS 103a,KBS 100c,KBS 100",S-Bahnhof Jungfernheide
568,Jungfernstieg,bus,A53,"52.42812725440389, 13.325285480034943",,,,
569,Jänickestrasse,bus,A53,"52.427213941734294, 13.271659447787256",nan,572,A53,nan
570,"Jüdenstrasse, Molkenmarkt",strassenbahn,71,"52.516142213164905, 13.410591792750504",,,,
571,Kadettenweg Ecke Finckenstein Allee,bus,A84,"52.432455613369925, 13.299200637706466",,,,
572,Kaiser-Friedrich-Strasse,bus,A74,"52.50678666128108, 13.302343266081147",nan,573,A74,nan
573,Kaiser-Wilhelm-Platz,bus,"A75,A84,A48,A4,A83","52.486329247981715, 13.35655627172785",nan,574,"A4,A48,A75",Kaiser-Wilhelm-Platz
574,Kaiserdamm (Messedamm),u-bahn,A I,"52.51,13.2822",Q656409,576,"A I,B I",Kaiserdamm
575,Kaisereiche,bus,"A84,A75,A25,A48","52.46896806014468, 13.332614886077709",nan,577,"A25,A48,A75",Kaisereiche
576,Kaiserin-Augusta-Strasse Ecke Tempelhofer Damm,bus,A68,"52.45934920938466, 13.384516351201325",nan,579,A68,nan
577,Kaiserstrasse Ecke Lichtenrader Damm,bus,A76,"52.44557089540447, 13.385756922980768",,,,
578,Kaiserstrasse Ecke Mariendorfer Damm,bus,"A77,A78","52.445571772041696, 13.38576290701988",nan+ nan,581+ 582,A76+ A77,nan+ nan
579,Kaiserstrasse/Ringstrasse,bus,A33,"52.44449600134536, 13.372233806361567",nan,583,A33,Kaiserstrasse/Ringstrasse
580,Kali-Chemie,strassenbahn,95,"52.46329854840191, 13.499789773217568",,,,
581,Kali-Chemie,strassenbahn,"92,87","52.46329854840191, 13.499789773217568",nan+ nan,584+ 585,95+ 92,nan+ nan
582,Kanalstrasse,bus,A52,"52.42383870085989, 13.514466425990765",nan,586,A52,Kanalstrasse Ecke Köpenicker Strasse
583,Kantstrasse,bus,A21,"52.50678794910284, 13.302320269833038",nan,587,A21,Kantstrasse Ecke Kaiser-Friedrich-Strasse
584,Kantstrasse Ecke Wilmersdorferstrasse,bus,"A86,A89","52.50670639024441, 13.306680353058255",,,,
585,Karl-Marx-Str.,u-bahn,C I,"52.476111111111,13.439166666667",Q519494,589,C I,Karl-Marx-Straße
586,Karl-Marx-Strasse Ecke Saalestrasse,bus,A65,"52.46972817032199, 13.441591003771892",,,,
587,Karlshorst,s-bahn,KBS 102,"52.4808,13.5258",Q111327045,590,KBS 102,S-Bahnhof Berlin Karlshorst
588,Karlshorster Strasse,strassenbahn,13,"52.502334098187674, 13.475466875195085",nan,591,13,Karlshorster Strasse
589,Karolinenhof Mitte,strassenbahn,86,"52.39176095915858, 13.634654256792825",nan,592,86,nan
590,Karolinenstrasse,bus,A20,"52.59678679258494, 13.276661373436578",nan,593,A20,Karolinenstrasse Ecke Hermsdorfer Damm
591,Karow,s-bahn,KBS 106,"52.615,13.4692",Q111324168,594,KBS 106,S-Bahnhof Berlin Karow
592,"Karower Strasse, Alt-Buch",bus,A42,"52.635310738168464, 13.499118561530608",,,,
593,Kaserne Südtor,bus,A21,"52.55685969560147, 13.3084342409763",nan,597,A21,Kaserne Südtor
594,Katzbachstrasse,bus,A19,"52.491584280543336, 13.376725460315825",nan,598,A19,Katzbachstrasse Ecke Yorckstrasse
595,Kaulsdorf,s-bahn,KBS 101,"52.5121,13.5904",Q800478,599,KBS 101,Berlin-Kaulsdorf railway station
596,"Kaulsdorf, Bausdorfstrasse",bus,A49,"52.51256368150751, 13.601906818686038",nan,600,A49,"Kaulsdorf, Bausdorfstrasse"
597,Kettinger Strasse Ecke Alt-Marienfelde,bus,A52,"52.41325553402322, 13.395474358936553",,,,
598,Kienberg,bus,AD,"52.3517661544751, 13.549307007329256",,,,
599,Kienhorststrasse,bus,A21,"52.574659559210936, 13.31439977436834",,,,
600,Kienitzer Strasse,bus,A4,"52.47608298573934, 13.426805723150405",,,,
601,Kirschenallee,bus,AS1s,"52.52039013242021, 13.267190178094994",,,,
602,Kinderheim,bus,82P,"52.4898153097415, 13.481404230737937",nan,601,A82P,"Stralau, Kinderheim"
603,Kinderheim Ruhleben,bus,A31,"52.52796709321304, 13.230713275419049",nan,602,A31,Kinderheim Ruhleben
604,Kirschenallee,strassenbahn,"54,53","52.52037354122697, 13.267241546337495",nan,604,"53,54",Kirschenallee
605,Kisselnallee Ecke Pionierstrasse,bus,A63,"52.556501057441956, 13.188670871494672",,,,
606,Kladow,Fähre,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),"52.45151498638808, 13.147961938847912",nan,606,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),nan
607,Klausenerplatz,bus,A74,"52.51924427298945, 13.291948741419509",nan,607,A74,nan
608,Klausenerplatz,strassenbahn,"54,53","52.519202008553854, 13.291867366490655",nan,608,"53,54",Klausenerplatz
609,Klein Ziethen,bus,AZ,"52.379580499215606, 13.44656986522325",nan,609,AZ,Klein Ziethen
610,Klement-Gottwald-Allee Ecke Rennbahnstrasse,bus,"A45,A46","52.55694652931542, 13.466966083751453",nan+ nan,611+ 612,A45+ A46,nan+ nan
611,Klement-Gottwald-Allee Ecke Rennbahnstrasse,strassenbahn,"74E,74,72","52.5573986,13.4656872",Q65954749,613,"72,74E,74",nan
612,Klement-Gottwald-Allee,strassenbahn,3,"52.55207481375682, 13.465630856253787",,,,
613,Klingsorstrasse,bus,"A33,A86","52.45309021884074, 13.33121103955973",nan,616,A33,Klingsorstrasse Ecke Albrechtstrasse
614,Klingsorstrasse Ecke Hindenburgdamm,bus,A84,"52.44314117204108, 13.31567234934763",,,,
615,Klinkeplatz,bus,AS1s,"52.555551464661846, 13.198549783852652",nan,617,AS1,Klinkeplatz
616,Klosterstr.,u-bahn,A,"52.516111111111,13.412222222222",Q657893,618,A,Klosterstraße station
617,Klosterstrasse,bus,O30,"52.51798604342281, 13.412126746747086",nan,619,O30,Klosterstrasse
618,Klosterstrasse Ecke Carl-Schurz-Strasse,bus,"A92, A80","52.53290603457378, 13.198435793764723",,,,
619,Nauener Strasse Ecke Brunsbütteler Damm,bus,A80,"52.53407399830358, 13.18166330888111",,,,
620,Knesebeckstrasse,bus,A53,"52.428912094809505, 13.267664971836647",nan,620,A53,Knesebeckstrasse Ecke Seehofstrasse
621,Kniprodestrasse,strassenbahn,"4,13,69E","52.5325286,13.4406868",Q65707391,621,"13,4",Kniprodestraße/Danziger Straße
622,Kniprodestrasse Ecke Ermländische Strasse,bus,A57,"52.53214047166688, 13.441498411095067",nan,622,A57,nan
623,KoblanckStrasse,bus,A51,"52.426175417562064, 13.161460962278303",nan,623,A51,KoblanckStrasse Ecke Am Großen Wannsee
624,Kochstr.,u-bahn,C I,"52.505897222222,13.390611111111",Q201849,624,C I,Kochstraße
625,Kohlhasenbrück,bus,A18,"52.399386850068794, 13.141401147548066",,,,
626,"Kolonie ""Land in Sonne""",bus,A39,"52.55462883361286, 13.511870302373488",nan,626,A39,"Kolonie ""Land in Sonne"" Ecke Wartenberger Strasse"
627,Kongreßhalle,bus,A69,"52.51763253396976, 13.363196975404886",nan,627,A69,nan
628,Kopenhagener Strasse,bus,A14,"52.574260461143574, 13.359154742049908",nan,631,A14,Kopenhagener Strasse & Klemkestrasse
629,Kopernikusstrasse,strassenbahn,3,"52.5105842,13.4526258",,,,
630,Kosterstrasse,bus,O30,"52.51798604342281, 13.412126746747086",nan,633,O30,Klosterstrasse
631,Kottbusser Brücke,bus,A67,"52.496030844936435, 13.420070402767054",nan,634,A67,Kottbusser Brücke
632,Kottbusser Damm (Schönleinstr.),u-bahn,D,"52.493055555556,13.421944444444",Q666868,635,D,Schönleinstraße metro station
633,Kottbusser Tor,u-bahn,"A I,A II,D","52.499166666667,13.418055555556",Q819768,636,"A II,D,B II,B I",Kottbusser Tor station
634,Kraftwerk Klingenberg,strassenbahn,"13,82","52.4881374,13.4958685",Q66079524,637+ 638,13+ 82,nan+ nan
635,Krahmerstrasse Ecke Hindenburgdamm,bus,A84,"52.437855612569855, 13.315672966543055",,,,
636,Krampnitzer Weg,bus,A35,"52.45227343259078, 13.13842230425098",nan,639,A35,Krampnitzer Weg Ecke Sarkower Landstrasse
637,Krankenhaus Havelhöhe,bus,"A34,A35","52.462919334280684, 13.15899083159388",nan,641,A34,nan
638,Krankenhaus Heckeshorn,bus,A51,"52.43498872792054, 13.161716693825408",nan,642,A51,Krankenhaus Heckeshorn
639,Krankenhaus Hohengatow,bus,"A34,A35","52.470449875602235, 13.169391604448148",nan,643,"A34,A35",Krankenhaus Hohengatow
640,Krankenhaus Köpenick,strassenbahn,95,"52.43861200573594, 13.592411258792163",nan,644,95,nan
641,Krankenhaus Moabit,bus,A70,"52.52631363859675, 13.347762408358612",nan,645,A70,Krankenhaus Moabit
642,Krankenhaus Neukölln,strassenbahn,47,"52.43977054074335, 13.459359057866306",,,,
643,Krankenhaus Tegel-Süd,bus,A13,"52.57573397877684, 13.278749331662",nan,646,A13,Krankenhaus Tegel-Süd
644,Krankenhaus Wannsee,bus,A51,"52.43102764694952, 13.164964517227903",nan,647,A51,Krankenhaus Wannsee
645,Kranoldplatz,bus,A11,"52.427774762936416, 13.326473583049795",,,,
646,Kranoldplatz,strassenbahn,96,"52.42782085368502, 13.326575786308617",,,,
647,Kreuzbergstrasse,bus,A28,"52.48940663862394, 13.376689964763667",nan,649,A28,Kreuzbergstrasse Ecke Kreuzbergstrasse
648,Kronprinzessinen Weg,bus,A18,"52.41994047416807, 13.17530094854083",nan,650,A18,Kronprinzessinen Weg Ecke Potsdamer Chaussee
649,Krottnaurerstrasse Ecke Alemannenstrasse,bus,A53,"52.43405200590004, 13.206636339604483",,,,
650,Krumme Lanke,u-bahn,A II,"52.443333333333,13.241388888889",Q663945,651,"A II,B II",Krumme Lanke metro station
651,Kuhligkshofstrasse Ecke Albrechtstrasse,bus,A32,"52.456474642750656, 13.322660252262637",,,,
652,Kurfürstendamm Ecke Joachimsthaler Strasse ; Kurfürstendamm Ecke Wilmersdorferstrasse,bus,"A10,A21 ; A74","52.503834218422035, 13.331254318798976 ; 52.50001125809637, 13.307143508010768",,,,
653,Kurfürstendamm,u-bahn,"G,B III","52.504166666667,13.332777777778",Q663933,,,
654,Kurfürstendamm Ecke Joachimstaler Strasse,bus,A60,"52.503861587707846, 13.33136802337261",,,,
655,Kurfürstendamm Ecke Joachimstalerstrasse,bus,AS2s,"52.503821761621026, 13.331324056667572",,,,
656,Kurfürstendamm Ecke Joachimstalerstrasse ; Rankeplatz/Bundeshaus,bus,AS3s ; AS3s,"52.50383593367454, 13.331285136354273 ; 52.49809490157239, 13.330706361912526",,,,
657,Kurfürstendamm Ecke Konstanzer Strasse,bus,A1,"52.500616418341856, 13.313034562695215",,,,
658,Kurfürstendamm Ecke Uhlandstrasse,bus,A60,"52.5025171106333, 13.325215394301777",,,,
659,Kurfürstendamm Ecke Wilmersdorferstrasse,bus,"A86,A89","52.500005603908086, 13.307037476743691",,,,
660,Kurfürstenstr.,u-bahn,"A I,A II","52.5,13.361944444444",Q690203,653,"B II,B I",Kurfürstenstraße metro station
661,Kurische Strasse,bus,A9,"52.53541468899389, 13.439085794623837",nan,656,A9,Kurische Strasse
662,Kurt-Fischer-Platz,bus,"A7,A7E","52.57973292845757, 13.398330728468228",nan,657,A7,Kurt-Fischer-Platz
663,Kurt-Fischer-Platz,strassenbahn,"46,22","52.578668,13.3983016",Q65032974,658,"46,22",Grabbeallee/Pastor-Niemöller-Platz
664,Kurt-Schumacher-Damm,bus,A65,"52.539636633140965, 13.29506456252715",,,,
665,Kurt-Schumacher-Platz,bus,A21,"52.563438249109005, 13.32713028618972",nan,660,A21,Kurt-Schumacher-Platz
666,Kurt-Schumacher-Platz,u-bahn,C I,"52.563555555556,13.326572222222",Q555916,661,C I,Kurt-Schumacher-Platz
667,Köllnische Heide,s-bahn,KBS 100k,"52.4694,13.4675",Q800505,662,KBS 100a,Köllnische Heide station
668,Königin-Elisabeth-Strasse,bus,A74,"52.5100262651791, 13.281782266209204",nan,664,"A65,A74",Königin-Elisabeth-Strasse Ecke Spandauer Damm
669,Königin-Elisabeth-Strasse,strassenbahn,"54,53","52.51841661774004, 13.280185271122395",nan,665,"60,53,54",Königin-Elisabeth-Strasse
670,Königin-Luise-Strasse,bus,"A10,AS3s","52.46046250414625, 13.274837141314253 ;  52.45831794711095, 13.287027476333241",nan,666,AS3 ; A10,Königin-Luise-Strasse Ecke Clayallee ;  Königin-Luise-Strasse Ecke Pacelliallee
671,Königs Wusterhausen,s-bahn,KBS 103,"52.2966,13.6311",Q178002,667,KBS 103,Königs Wusterhausen station
672,Königsheideweg,bus,A48,"52.44659456672834, 13.50649293086447",,,,
673,Königstor,bus,"A57,A9,O40,O30","52.52520269485428, 13.419834994127731",nan,668,"O40,A57,A9",Königstor
674,Königstor,strassenbahn,"74E,74","52.52821600265539, 13.423869016265495",nan,669,"74E,74",Königstor
675,Königstrasse,bus,A6,"52.41987226002477, 13.175332944592043",nan,670,A6,Königstrasse Ecke Kronprinzessinnenweg
676,Königstrasse/Kronprinzessinnenweg,bus,A51,"52.41989533124603, 13.17532169204708",nan,671,A51,Königstrasse/Kronprinzessinnenweg
677,Köpenick,s-bahn,KBS 102,"52.4586,13.5808",Q800479,672,KBS 102,Berlin-Köpenick station
678,"Köpenick, Krankenhaus",bus,A27,"52.43861200573594, 13.592411258792163",nan,673,A27,"Köpenick, Krankenhaus"
679,Köpenicker Landstrasse Ecke Baumschulenstrasse,strassenbahn,87,"52.46913201072182, 13.491340045687773",nan,674,87,Köpenicker Landstrasse Ecke Baumschulenstrasse
680,Köpenicker Strasse,bus,"A52","52.417188859212956, 13.493835883883817",nan,675,"A28,A52",Köpenicker Strasse Ecke Neuköllner Strasse
681,Köpenicker Strasse Ecke Neuköllner Strasse,strassenbahn,47,"52.416809675602885, 13.494173529898976",,,,
682,Körtingstrasse,bus,A77,"52.43481849058747, 13.378266822562516",nan,677,A77,nan
683,Körtingstrasse,strassenbahn,15,"52.434802727145076, 13.378295684287906",,,,
684,Küstriner Platz,bus,"O40,O30","52.51324778107561, 13.439333192026231",nan,679,"O30,O40",nan
685,LPG Falkenberg,bus,A46,"52.57689764194031, 13.582483848603614",nan,680,A46,nan
686,Landgericht,bus,A72,"52.52698925988807, 13.297167647658592",nan,681,"A65,A72",Landgericht
687,Langestrasse ; Hildburghauser Strasse,bus,A11 ; A11,"52.42309131519768, 13.32930239461037 ; 52.4177480347187, 13.332272717282247",,,,
