stop_id,stop_name,type,in_lines,location,identifier,stop_id_1961,previous_in_lines,stop_description
921,Postamt,bus,A60,"52.48905066177084, 13.322770368720937",nan,890,A60,"Postamt, Uhlandstrasse"
922,Potsdamer Strasse Ecke Schöneberger Ufer ; Potsdamer Strasse Ecke Fischerhüttenstraße ,bus,A24 ; A53,"52.50581655910509, 13.368252341285233 ; 52.43579476787353, 13.256049454058521",,,,
923,Potsdamer Strasse Ecke Berliner Strasse,bus,A18,"52.435017683084915, 13.260481422857149",,,,
924,Bülowstrasse Ecke Potsdamer Strasse,bus,A19,"52.49785436286328, 13.362010881893301",,,,
925,Potsdamer Strasse Ecke Clayallee,bus,A1,"52.43505825484917, 13.260457172181738",,,,
926,Potsdamer Strasse Ecke Fischerhüttenstrasse,bus,A48,"52.4357751453625, 13.256027995378796",nan,895,A48,nan
927,Lützowstrasse Ecke Potsdamer Strasse,bus,A29,"52.50309850289834, 13.365697096281256",,,,
928,Potsdamer Strasse Ecke Lichtenrader Damm,bus,A76,"52.404381890119645, 13.406144793903707",,,,
929,Potsdamer Strasse Ecke Pallasstrasse,bus,A89,"52.494342373527935, 13.361045454880108",,,,
930,Potsdamer Strasse Ecke Verbindungsstrasse,bus,A83,"52.509180028992205, 13.371735755066918",,,,
931,Pottensteiner Weg Ecke Selbitzer Strasse,bus,A35E,"52.450510372810776, 13.121657800272581",,,,
932,Prager Platz,bus,A50,"52.49294694854429, 13.332964219632272",nan,897,A50,Prager Platz
933,Prenzlauer Allee,s-bahn,"KBS 106a,KBS 104,KBS 106","52.544775,13.426116",Q32661483,898,KBS 106,Berlin Prenzlauer Allee station
934,Prenzlauer Allee,strassenbahn,"4,13","52.5396522,13.4244789",Q65222180,899,"13,4",Prenzlauer Allee/Danziger Straße
935,Prenzlauer Allee Ecke Wisbyer Strasse,strassenbahn,71,"52.551183836372815, 13.43013561837268",nan,900,71,Prenzlauer Allee Ecke Wisbyer Strasse
936,Prenzlauer Promenade,bus,A56,"52.5516751737526, 13.430326005865055",,,,
937,Prenzlauer Promenade,strassenbahn,"3,70,72","52.55155536618067, 13.43032253030515",nan,902,"72,3,70",Prenzlauer Promenade
938,Prenzlauer Promenade (Spitze),bus,A42,"52.55169017006126, 13.430288457592285",nan+ nan,901+ 903,A56+ A42,nan+ nan
939,Prenzlauer Promenade Ecke Granitzstrasse,bus,A55,"52.572092016203484, 13.42875772052513",nan,904,A55,nan
940,Prenzlauer Promenade Ecke Kissingenstrasse,bus,A45,"52.56795804833996, 13.427734373319213",nan,905,A45,Prenzlauer Promenade Ecke Kissingenstrasse
941,Prenzlauer Tor,bus,O40,"52.52709114016772, 13.415809370320808",nan,906,O40,nan
942,Prenzlauer Tor,strassenbahn,71,"52.52709114016772, 13.415809370320808",nan,907,71,Prenzlauer Tor
943,Preußenallee Ecke Heerstrasse,strassenbahn,"75,76","52.50860475001898, 13.259426682955176",,,,
944,Preysingstrasse Ecke Malteser Strasse,bus,A83,"52.42456283688576, 13.356739612482787",,,,
945,Priesterweg,s-bahn,"KBS 100d,KBS 100c","52.4601,13.3563",Q800508,908,"KBS 105,KBS 106",Priesterweg railway station
946,Prinz-Eugen-Strasse,bus,A79,"52.54883040840054, 13.363017115604823",,,,
947,Prinzenallee Ecke Exerzierstrasse,bus,A64,"52.55227905779362, 13.381463018135523",,,,
948,Prinzenallee/Soldiner Strasse,bus,A71,"52.55871759464676, 13.386248511741826",nan,910,A71,Prinzenallee/Soldiner Strasse
949,Prinzenstr.,u-bahn,"A I,A II","52.498333333333,13.406111111111",Q689797,911,"B II,B I",Prinzenstraße
950,Proskauer Ecke Dolziger Strasse,bus,O30,"52.519874079766325, 13.463289228834057",nan,913,O30,Proskauer Ecke Dolziger Strasse
951,Provinzstrasse/Pankower Allee,bus,A71,"52.56468777207285, 13.378063096396454",nan,914,A71,Provinzstrasse/Pankower Allee
952,Pulitzstrasse,u-bahn,G,"52.536795, 13.342724",Q4019188,,,
953,Putlitzstr.,s-bahn,"KBS 100a,KBS 100","52.536,13.344",Q465972,915,KBS 100,Berlin Westhafen station
954,Päwesiner Weg,bus,A13,"52.526347644869524, 13.181851254649866",,,,
955,Pücklerstrasse,bus,AS3s,"52.468566643885005, 13.27835662512682",nan,857,AS3,Pücklerstrasse Ecke Clayallee
956,Quantzstrasse,bus,A18,"52.423135671729796, 13.202253537880683",nan,917,A18,Quantzstrasse Ecke Potsdamer Chaussee
957,Quellweg,strassenbahn,55,"52.53666578461771, 13.268432707290442",nan,918,55,Quellweg
958,Quellweg Ecke Nonnendamm Allee,bus,A72,"52.53669973748767, 13.268424095389383",nan,919,A72,nan
959,Quellweg Ecke Nonnendamm Allee ; Paulsternstrasse Ecke Nonnendamm Allee,bus,A99 ; A99,"52.536668576718114, 13.26843642898379 ; 52.53814656080913, 13.24775541718677",,,,
960,RFT-Werk,strassenbahn,"85,83","52.436333488813574, 13.582428612664765",,,,
961,Radelandstrasse Ecke Niederheideweg,bus,A63,"52.56622418682435, 13.157116704792886",,,,
962,Rahnsdorf,s-bahn,KBS 102,"52.4516372,13.6899776",Q800489,921,KBS 102,Berlin-Rahnsdorf station
963,Rahnsdorf,strassenbahn,87,"52.443531694444445,13.685038",Q66361311,922,87,Rahnsdorf/Waldschänke
964,Rahnsdorfer Strasse,strassenbahn,83,"52.4985173,13.613101",Q66364532,,,
965,Ramlerstrasse,bus,A71,"52.547125761071456, 13.389174502621508",nan,923,A71,Ramlerstrasse Ecke Brunnenstrasse
966,Ramlerstrasse Ecke Brunnenstrasse,bus,A64,"52.54710869917004, 13.38914653586651",nan,924,A64,nan
967,"Rankeplatz, Bundeshaus",bus,AS2s,"52.4977881279831, 13.330731790169496",nan,926,AS2,"Rankeplatz, Bundeshaus"
968,Raschdorffstrasse Ecke Reginhardstrasse,bus,A79,"52.57027526432082, 13.369912583442087",,,,
969,Rathaus Mariendorf,bus,A33,"52.44527453682428, 13.379492384246559",nan,931,A33,Rathaus Mariendorf
970,Rathaus Neukölln,u-bahn,C I,"52.481666666667,13.434166666667",Q628770,933,C I,Rathaus Neukölln
971,Rathaus Reinickendorf,bus,A12S,"52.59178549505881, 13.326377240287412",,,,
972,Rathaus Schöneberg,bus,"A4,A73,A16,A74","52.48515473887597, 13.345086596743203",nan,935,"A4,A73,A74",nan
973,Rathaus Spandau,bus,"A80,A35,A99,A31,A5,A63,A34,A13,AS1s","52.534578361518356, 13.199490942441287",nan,938,"A35,A5,AS1,A34,A13,A31,A63",Rathaus Spandau
974,Rathaus Spandau,strassenbahn,"75,76","52.53488081670858, 13.199058849732252",nan,939,"55,75,76",Rathaus Spandau
975,Rathaus Steglitz,bus,"A17,A85,A86,A84,A48,A68,A32","52.45563377647203, 13.321050784344678",nan,940,"A32,A48,A17,A68",Rathaus Steglitz
976,Rathaus Tempelhof,bus,A77,"52.46300094221747, 13.385342238118488",nan,942,A77,nan
977,Rathaus Tiergarten,bus,A70,"52.52649085974541, 13.338358982634196",nan,943,A70,Rathaus Tiergarten
978,Rathaus Wannsee,bus,"AS4,A18,A3,A6","52.418440129670444, 13.148872492834737",nan,944,"A3,A6,A18",Rathaus Wannsee
979,Rathaus Zehlendorf,bus,"A66,AS3s,A1,A3,A53","52.433207520111885, 13.259531923613192",nan,945,"A3,A66,AS3",Rathaus Zehlendorf
980,Rathenauplatz,bus,A65,"52.49561134930413, 13.286573746568635",nan,946,A65,Rathenauplatz
981,Rathenower Strasse,bus,"A24,A99,A70","52.52677998083022, 13.355183467556872 ; 52.52673250798154, 13.355275614926985",nan,947,A70 ; A24,Turmstrasse/Rathenower Strasse ; Rathenower Strasse Ecke Turmstrasse
982,Rathenower Strasse Ecke Perleberger Strasse,bus,A72,"52.53252487206442, 13.350617083748922",nan,948,A72,nan
983,Rathenowerstrasse Ecke Alt-Moabit,bus,A90,"52.52363004752155, 13.356848710196214",,,,
984,Ravenestrasse Ecke Reinickdorferstrasse,bus,A70,"52.542876245300114, 13.369805880257315",,,,
985,Rehberge,u-bahn,C I,"52.5567,13.3412",Q253850,950,C I,Rehberge
986,Reichpietsch-Ufer Ecke Potsdamer Strasse,bus,A83,"52.5062993113283, 13.368504212582156",,,,
987,Reichssportfeldstrasse,strassenbahn,"75,76","52.507514731015824, 13.242086696344282",nan,955,"75,76",Reichssportfeldstrasse
988,Reimerweg Ecke Heerstrasse,bus,A92,"52.521842035510815, 13.154307020090478",,,,
989,Reinickendorf,s-bahn,KBS 100c,"52.5779,13.3506",Q800496,957,KBS 105,Berlin Alt-Reinickendorf station
990,Reinickendorfer Str.,u-bahn,C I,"52.539911111111,13.370377777778",Q559249,958,C I,Reinickendorfer Straße
991,Reinickendorfer Strasse Ecke Schulstrasse,bus,"A64,A79","52.55154134842798, 13.367385622374945",nan,959,A64,nan
992,Reinickendorferstrasse Ecke Osloer Strasse,bus,A89,"52.55693290395323, 13.365584524321124",,,,
993,Rennbahn,bus,"A76,A78","52.431519887104706, 13.391508229384012",nan,928,A76,nan
994,Rennbahnstrasse Ecke Gustav-Adolf-Strasse,bus,A56,"52.56218648050474, 13.454267038723398",nan,961,A56,Rennbahnstrasse Ecke Gustav-Adolf-Strasse
995,Reuchlinstrasse,bus,A70,"52.5278079827492, 13.324842775070394",nan,962,A70,Reuchlinstrasse Ecke Huttenstrasse
996,Reuterstrasse,bus,A67,"52.48654240757135, 13.428977740572138",nan,963,A67,Reuterstrasse Ecke Sonnenallee
997,Richard-Wagner-Platz,bus,"A62,A87,A86,AS1s","52.517490990443804, 13.306397097578404",nan,964,A62,Richard-Wagner-Platz
998,Richard-Wagner-Platz,strassenbahn,"54,53,55","52.517570616857, 13.306248118529135",nan,965,"53,55,54",Richard-Wagner-Platz
999,Richard-Wagner-Platz,u-bahn,A III,"52.5175,13.306388888889",Q662201,966,A III,Richard-Wagner-Platz metro station
1000,"Richard-Wagner-Platz, Wintersteinstrasse",bus,A87,"52.51740014042693, 13.306570529730063",,,,
1001,Richardstrasse,strassenbahn,15,"52.47097391592754, 13.446301038467002",nan,967,15,Richardstrasse
1002,Richtershorn,strassenbahn,86,"52.40105,13.6248473",Q66481215,968,86,Richtershorn
1003,Ridbacher Strasse,bus,A49,"52.527457204488485, 13.606447755554132",nan,969,A49,Ridbacher Strasse Ecke Grottkauer Strasse
1004,Ringstrasse,bus,A11,"52.439772810020266, 13.300175076283422",nan,970,A11,Ringstrasse Ecke Drakestrasse
1005,Ringstrasse Ecke Attilastrasse,strassenbahn,96,"52.44731185015507, 13.362092248181296",,,,
1006,Ringstrasse Ecke Pestalozziplatz,bus,A84,"52.434112245947, 13.287347868170125",,,,
1007,Rittberg-Krankenhaus,bus,A85,"52.42987951650218, 13.288961460110901",,,,
1008,Ritterlandweg,bus,"A71,A79","52.56036399935592, 13.36907949823327",nan,972,A71,Ritterlandweg
1009,Robert-Koch-Platz,bus,"A57,O40","52.527570508835595, 13.37877230286134",nan,973,"O40,A57",Robert-Koch-Platz
1010,Roederplatz,bus,O30,"52.52671388514014, 13.479662353432392",nan,974,O30,Roederplatz
1011,Roederplatz,strassenbahn,"3,69,69E","52.5266001,13.479068",Q65685373,975,3,nan
1012,Rohdestrasse Ecke Germaniastrasse,bus,A73,"52.4620458336563, 13.404444184357315",nan,976,A73,nan
1013,Roseneck,bus,"A17,AS3s,A50,A29,A19","52.47580089902253, 13.282411270445099",nan,977,"A19,A50,A29,AS3",Roseneck
1014,"Roseneck, Hundekehl",bus,A60,"52.47640250997692, 13.281611267179592",nan,978,A60,"Roseneck, Hundekehl"
1015,"Rosenthal, Hauptstrasse",strassenbahn,22,"52.5970063,13.3763916",Q65364985,,,
1016,Rosenthaler Platz,bus,O40,"52.5296729549826, 13.401428926082492",nan,980,O40,Rosenthaler Platz
1017,Rosenthaler Platz,strassenbahn,"49,1,11,22","52.5301769,13.4016121",Q65093945,981+ 982,"49,22,11,1+ 49",U Rosenthaler Platz+ nan
1018,Rosenthaler Strasse,strassenbahn,49,"52.59633,13.432876",Q66192394,,,
1019,Rudower Strasse,bus,A52,"52.43428237477314, 13.469124205215895",nan,983,A52,Rudower Strasse Ecke Johannisthaler Chaussee
1020,Ruhleben,u-bahn,A I,"52.525555555556,13.241388888889",Q656401,984,B I,Ruhleben station
1021,Rummelsburg,s-bahn,KBS 102,"52.501244,13.478545",Q15107132,986,KBS 102,Berlin-Rummelsburg railway station
1022,Ruppiner Chaussee,bus,A13,"52.59792202028554, 13.275075196373528",nan,987,A13,Ruppiner Chaussee Ecke Heiligensee
1023,Ruppiner Chaussee Ecke Hennigsdorfer Strasse,bus,A14,"52.62647541728233, 13.227541592099726",,,,
1024,Röntgental,s-bahn,KBS 106,"52.6487,13.5136",Q801386,988,KBS 106,Röntgental station
1025,"Rüdersdorf, Heinitzstrasse",strassenbahn,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)","52.47300367314545, 13.776547132457198",,,,
1026,"Rüdersdorf, Karl-Marx-Platz",strassenbahn,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)","52.466474025436895, 13.805127733329565",,,,
1027,"Rüdersdorf, Post",strassenbahn,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)","52.47029587176764, 13.786537970773646",,,,
1028,"Rüdersdorf, Schulstrasse",strassenbahn,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)","52.469978487336554, 13.787024282488423",,,,
1029,"Rüdersdorf, Thälmannstrasse",strassenbahn,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)","52.47449256857127, 13.773603755509411",,,,
1030,Rüdesheimer Platz,u-bahn,A II,"52.473333333333,13.314444444444",Q167147,991,"A II,B II",Rüdesheimer Platz
1031,Rügener Strasse,bus,"A14,A71","52.544791277773946, 13.391067616355128",nan,992,"A61,A71,A14",Rügener Strasse
1032,S-Bhf. Adlershof,strassenbahn,84,"52.435251,13.5408489",Q66363728,993,84,bus and tram stop S Adlershof
1033,S-Bhf. Alexanderplatz,bus,"A9,A57","52.52074877770386, 13.412147230655155",nan,994,"O30,A57,A9",S-Bhf. Alexanderplatz
1034,S-Bhf. Altglienicke,bus,A23,"52.40840519773821, 13.558816171743953",,,,
1035,S-Bhf. Baumschulenweg,bus,A47,"52.4674967534767, 13.489379882069517",nan,995,A47,S-Bhf. Baumschulenweg
1036,S-Bhf. Baumschulenweg,strassenbahn,92,"52.467425320387854, 13.489303343986984",nan,996,"95,95P",nan
1037,S-Bhf. Biesdorf,bus,O37,"52.513432593832405, 13.555387279249894",nan,997,O37,S-Bhf. Biesdorf
1038,S-Bhf. Friedrichsfelde-Ost,bus,A43,"52.51324537165634, 13.524030584354616",nan,998,A43,"S-Bhf. Friedrichsfelde-Ost, Marzahner Chaussee"
1039,S-Bhf. Friedrichshagen (Grenze),strassenbahn,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)","52.4576956,13.6266712",Q66499230,,,
1040,S-Bhf. Friedrichshagen,strassenbahn,"84,87","52.4564126,13.6253656",Q66360784,1000,"84,87",S Friedrichshagen
1041,S-Bhf. Greifswalder Strasse,strassenbahn,"74E,74","52.5407234,13.4382904",Q65548932,1001,"74E,74",S Greifswalder Straße
1042,S-Bhf. Grünau,bus,"AD,A38,A36","52.41361515857581, 13.573796290663196",nan,1002,"AD/36,A38,AZ,S-Bhf. Grünau <> Potsdam, Bassinplatz (VEB Potsdam-Babelsberg)",S-Bhf. Grünau
1043,S-Bhf. Grünau,strassenbahn,86,"52.413493,13.5746802",Q62470512,1003,86,nan
1044,S-Bhf. Grünbergallee,bus,A36,"52.39982232817773, 13.540170966673278",,,,
1045,S-Bhf. Jannowitzbrücke,bus,A1P,"52.514865856141625, 13.41796028027267",,,,
1046,S-Bhf. Jannowitzbrücke,strassenbahn,"11,64,74E,82,22","52.51478599600389, 13.418056238742702",nan,1004,"64,11,82",nan
1047,S-Bhf. Karlshorst,strassenbahn,"69,69E","52.481331,13.5254433",Q65952829,1005,69,S Karlshorst
1048,"S-Bhf. Kaulsdorf, Planitzstrasse",bus,A27,"52.51113864301491, 13.58755467300039",nan,1006,A27,"S-Bhf. Kaulsdorf, Planitzstrasse"
1049,S-Bhf. Köpenick,bus,A27,"52.45882190200453, 13.579564677172508",nan,1007,A27,S-Bhf. Köpenick
1050,S-Bhf. Köpenick,strassenbahn,"83,86,82","52.4582153,13.5790435",Q66370784,1008,"83,86,82",S Köpenick
1051,S-Bhf. Lenninallee,bus,A54,"52.52851723757576, 13.455728086373169",,,,
1052,S-Bhf. Mahlsdorf,bus,"A44,A44E","52.51234908870327, 13.61221793610957",nan,1009,"A44,A44E",S-Bhf. Mahlsdorf
1053,S-Bhf. Mahlsdorf,strassenbahn,83,"52.51221826761895, 13.612190748726157",nan,1010,83,S-Bhf. Mahlsdorf
1054,S-Bhf. Nöldnerplatz,bus,A43,"52.50326619516546, 13.484293730152238",,,,
1055,S-Bhf. Ostkreuz,strassenbahn,82,"52.50243021718411, 13.469020052690205",nan,1011,82,S-Bhf. Ostkreuz
1056,S-Bhf. Pankow,bus,"A55,A58","52.56742037379333, 13.412250129587665",nan,1012,A55,nan
1057,S-Bhf. Pankow,strassenbahn,"46,49,22","52.5675692,13.4121641",Q65055075,1013,"46,49,22",nan
1058,S-Bhf. Pankow-Heinersdorf,strassenbahn,49,"52.577507820515834, 13.427853061920917",nan,1014,49,S-Bhf. Pankow-Heinersdorf
1059,S-Bhf. Plänterwald,strassenbahn,"87,95","52.479645467025435, 13.47567729609248",nan,1015,"92,87",nan
1060,S-Bhf. Prenzlauer Allee,strassenbahn,"71,72","52.5448075,13.427408",Q65219791,1016,"72,71",S Prenzlauer Allee
1061,S-Bhf. Rahnsdorf,strassenbahn,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf),"52.4514224698383, 13.693045597650851",,,,
1062,S-Bhf. Rahnsdorf,bus,A22,"52.451628368326396, 13.691579101298974",nan,1017,"A22,S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse (VEB Woltersdorf)",S-Bhf. Rahnsdorf
1063,S-Bhf. Rummelsburg,bus,O30,"52.50179539105723, 13.478028581044718",nan,1018,O30,S-Bhf. Rummelsburg
1064,S-Bhf. Schönhauser Allee,strassenbahn,"46,49,22","52.5493619,13.4135734",Q65088013,1019,"46,49,22",nan
1065,S-Bhf. Spindlersfeld,strassenbahn,84,"52.4457311,13.5624298",Q66363397,1020,84,S Spindlersfeld
1066,S-Bhf. Treptower Park,bus,A47,"52.49403640886682, 13.460762565516704",nan,1022,A47,S-Bhf. Treptower Park
1067,S-Bhf. Warschauer Strasse,strassenbahn,"4,3","52.506416666667,13.450955555556",Q111252298,,,
1068,S-Bhf. Wilhelmshagen,bus,A22,"52.43886122089184, 13.721060252199655",nan,1023,A22,S-Bhf. Wilhelmshagen
1069,Saaleckplatz,bus,A17,"52.41629158246214, 13.323941962356194",nan,1024,A17,Saaleckplatz
1070,Saalestrasse Ecke Sonnenallee,strassenbahn,"15,95","52.473848429165976, 13.455898573146731",,,,
1072,SaarBrücker Strasse,strassenbahn,71,"52.5285309565747, 13.417113687314579",nan,1025,"72,71",SaarBrücker Strasse
1073,Saarbrücker Strasse,strassenbahn,72,"52.5285309565747, 13.417113687314579",,,,
1074,Saargemünder Strasse,bus,"A11,A18","52.450918082089416, 13.270922488527036",nan+ nan,1026+ 1027,A18+ A11,Saargemünder Strasse Ecke Clayallee+ nan
1075,Saatwinkler Damm,bus,"A62","52.54802938567344, 13.300569461587116",nan,1028,A62,Saatwinkler Damm Ecke Kurt-Schumacher-Damm
1076,Saatwinkler Damm Ecke Seestrasse,bus,"A89, A99","52.53818364322516, 13.326107534172687",,,,
1077,Ebersstrasse Ecke Dominicusstrasse,bus,"A65, A73","52.48014768414275, 13.352146382023703",,,,
1078,Sadowastrasse,bus,"A8,A8E","52.482675472271694, 13.584833068425244",nan,1029,"A8,A8E",Sadowastrasse Ecke Ulmenstrasse
1079,Sakrower Strasse Ecke Landstrasse,bus,A35E,"52.44931863754513, 13.13008109296192",,,,
1080,Samariterstr.,u-bahn,E,"52.514722222222,13.464444444444",Q552891,1030,E,Samariterstraße metro station
1081,Savignyplatz,bus,AS4,"52.505852905503716, 13.32187246900547",,,,
1082,Savignyplatz,s-bahn,"KBS 100h,KBS 100g,KBS 100k","52.5051746,13.3190659",Q554382,1031,"KBS 101,KBS 102",Berlin Savignyplatz station
1083,Scharfestrasse,bus,A18,"52.43828828643976, 13.262213345971533",nan,1033,A18,Scharfestrasse Ecke Clayallee
1084,Scharnhorststrasse Ecke Kieler Strasse,bus,A9,"52.534358722624745, 13.370310836134667",nan,1035,A9,nan
1085,Scharnweberstr. (Eichborndamm),u-bahn,C I,"52.566944444444,13.312777777778",Q557586,1036,C I,Scharnweberstraße
1086,Scharnweberstrasse,bus,A21,"52.567891242257375, 13.31193029694028",nan,1037,A21,Scharnweberstrasse Ecke Eichborndamm
1087,"Schildow, Kirche",bus,"A7,A7E,AS","52.63581867397586, 13.377719168374458",nan,1038,A7,"Schildow, Kirche"
1088,Schildower Strasse,bus,A12S,"52.61770172749746, 13.315782291969848",,,,
1089,Schillingstr.,u-bahn,E,"52.520278,13.421667",Q552899,1039,E,Schillingstraße station
1090,Schillingstrasse,bus,A61,"52.56595360108564, 13.320255053064429",nan,1040,A61,Schillingstrasse Ecke Scharnweberstrasse
1091,Schlachtensee,s-bahn,KBS 100e,"52.4401,13.2153",Q800509,1042,KBS 104,Berlin-Schlachtensee station
1092,Schlesisches Tor,u-bahn,"A I,A II","52.500833333333,13.441666666667",Q602282,1043,"B II,B I",Schlesisches Tor
1093,Schloss Ruhwald,bus,AS1s,"52.521567840298836, 13.260569641184494",nan,1045,AS1,Schloss Ruhwald
1094,Schloss Ruhwald,strassenbahn,"54,53","52.52160139428261, 13.260396465216335",nan,1046,"53,54",Schloss Ruhwald
1095,Schlosserweg Ecke Buckower Damm,bus,A91,"52.43931812267274, 13.434869114787471",,,,
1097,Schlossstrasse Ecke Albrechtstrasse,bus,"A84, A32","52.4569070081585, 13.32064225120104",,,,
1098,Schlossstrasse Ecke Feuerbachstrasse,bus,A81,"52.46316959269306, 13.326714093529667",,,,
1099,Schlossstrasse Ecke Spandauer Damm,bus,A87,"52.519449844334574, 13.296040553968037",,,,
1100,"Schlossstrasse, Wilhelm-Schreiber-Platz",bus,AS2s,"52.46497175478016, 13.328534991548652",nan,1051,AS2,"Schlossstrasse, Walther-Schreiber-Platz"
1101,Schloßstrasse Ecke Bundesallee,bus,"A85,A86","52.4649407720467, 13.328513608873887",,,,
1102,Schloßstrasse Ecke Feuerbachstrasse,bus,A2,"52.4631173264433, 13.326724826984016",nan,1052,A2,nan
1103,Schmargendorf,s-bahn,"KBS 100,KBS 100k","52.479672222222,13.312441666667",Q302810,1053,KBS 100,Berlin Heidelberger Platz station
1104,Schopenhauer-Strasse Ecke Spanische Allee,bus,A3,"52.433960489825, 13.212025866542618",nan,1054,A3,nan
1105,Schulenburgpark,bus,A65,"52.4665445725577, 13.470341233609716",,,,
1106,Schulenburgpark,strassenbahn,"15,95","52.466660612786704, 13.470292593214328",nan,1055,"15,95",Schulenburgpark
1107,Schulstrasse Ecke Exerzierstrasse,bus,A64,"52.55396008849384, 13.371500780047201",nan,1056,A64,nan
1108,Schulzendorf (b Tegel),s-bahn,KBS 100c,"52.6128,13.2462",Q800487,1057,KBS 105,Schulzendorf railway station
1109,Schulzendorfer Strasse,bus,"A15","52.61057476279662, 13.295480649416259",nan,1058,A15,Schulzendorfer Strasse Ecke Hermsdorfer Damm
1110,Schumannstrasse,bus,A57,"52.52350700053633, 13.379478600060418",,,,
1111,Schwabstrasse Ecke Reginhardstrasse,bus,A79,"52.56575232152958, 13.373148642328006",,,,
1112,Schwarzer Weg Ecke Sonnenallee,strassenbahn,95,"52.46218348846541, 13.477104416215733",nan,1060,95,nan
1113,Schwedenstrasse Ecke Exerzierstrasse,bus,A64,"52.55376624875929, 13.377160797243135",nan,1061,A64,nan
1114,Osloer Strasse Ecke Schwedenstrasse,bus,A89,"52.55669669760979, 13.373827693395064",,,,
1115,Schwiezerhaus,bus,A34,"52.46177834654878, 13.133492629933269",nan,1063,A34,Schwiezerhaus
1116,Schäferberg,bus,A6,"52.41562661861071, 13.12630868100336",nan,1064,A6,nan
1117,"Schäfersee, Pankower Allee",bus,A71,"52.56403098912502, 13.36417150367161",nan,1032,A71,"Schäfersee, Pankower Allee"
1118,Schöneberg,s-bahn,"KBS 100,KBS 100k,KBS 100e","52.4794,13.3517",Q543855,1065,"KBS 104,KBS 100a,KBS 100",Berlin-Schöneberg station
1119,"Schönefeld, Kirche",bus,"AZ,A36","52.387425080944524, 13.505964115736859",,,,
1120,Schönefelder Chaussee,bus,A23,"52.409778884134546, 13.526974904149686",,,,
1121,"Schöneiche, Dorfstrasse",strassenbahn,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)","52.47856620635917, 13.694957894723224",,,,
1122,"Schöneiche, Goethepark",strassenbahn,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)","52.47856620635917, 13.694957894723224",,,,
1123,"Schöneiche, Grätzwalde",strassenbahn,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)","52.47410984584059, 13.71327932499737",,,,
1124,"Schöneiche, Jägerstrasse",strassenbahn,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)","52.47278762603676, 13.730566290724404",,,,
1125,"Schöneiche, Schillerstrasse",strassenbahn,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)","52.47747516744112, 13.708762100565384",,,,
1126,"Schöneiche, Waldstrasse",strassenbahn,"S-Bhf. Friedrichshagen <> Rüdersdorf, Karl-Marx-Platz (VEB Schöneiche-Rüdersdorf)","52.46776642462116, 13.68198321602651",,,,
1127,Schöneweide,s-bahn,"KBS 106a,KBS 106,KBS 103,KBS 103a","52.455,13.509444444444",Q111323931,1068,"KBS 103,KBS 103a,KBS 100a,KBS 106",S-Bahnhof Berlin Schöneweide
1128,Schönfließ,s-bahn,KBS 104,"52.6648,13.3397",Q801423,,,
1129,Schönhauser Allee,s-bahn,"KBS 106a,KBS 104,KBS 106","52.549329,13.413706",Q111264493,1069,KBS 106,S-Bahnhof Schönhauser Allee
1130,Schönhauser Allee,strassenbahn,3,"52.5537705,13.4138898","Q65076842",,,
1131,Schönhauser Allee,u-bahn,A,"52.549328888889,13.413706111111",Q47014936,1071,A,Schönhauser Allee (metro station)
1132,Schönholz,s-bahn,"KBS 100c,KBS 100e","52.5714,13.3814",Q800490,1072,"KBS 105,KBS 106",Berlin-Schönholz station
1133,Schützallee Ecke Onkel-Tom-Strasse,bus,A66,"52.4406263121593, 13.255177908871318",nan,1073,A66,nan
1134,Sebastianfriedhof,bus,A61,"52.571002500013684, 13.336360943589446",nan,1075,A61,Sebastianfriedhof
1135,Sedanstrasse,bus,"A32,A33","52.45143021733514, 13.335289250392284",nan,1077,A33,Sedanstrasse Ecke Albrechtstrasse
1136,Seebugerstrasse Ecke Pichelsdorferstrasse,bus,A13,"52.52917051434413, 13.195651259490834",,,,
1137,Seeburger Strasse,strassenbahn,"75,76","52.52919074855153, 13.195613280527734",nan,1078,"75,76",Seeburger Strasse
