,line_id,year,line_name,type,start_stop,Length (time),Length (km),east_west,Frequency
32,196033,1960,74,strassenbahn,Finckensteinallee<> Potsdamer Platz,39,,West,20
33,196034,1960,74,strassenbahn,"Wie ensee, Pasedagplatz<> Leipziger Platz",39,10.2,Ost,8
34,196035,1960,74E,strassenbahn,"Klement-Gottwald-Allee<> J denstrasse, Molkenmarkt",26,7.5,Ost,8
35,196036,1960,75,strassenbahn,"Bhf. Zoo, Kantstrasse<> Hakenfelde",57,,West,20
36,196037,1960,76,strassenbahn,"Spandau, Johannesstift<> Kanststrasse Ecke Joachimsthaler Strasse",60,,West,20
37,196038,1960,77,strassenbahn,Bhf. Zoo<> Goerzallee,49,,West,20
38,196039,1960,78,strassenbahn,Bhf. Zoo<> Lichterfelde Süd Lindenstrasse,48,,West,20
39,196040,1960,82,strassenbahn,"Mahlsdorf-Süd, Hubertus<> Elisabethstrasse",75,20.9,Ost,20
40,196041,1960,83,strassenbahn,Wendenschloß Ecke Ekhofstrasse<> S-Bhf. Mahlsdorf,47,,Ost,20
41,196042,1960,84,strassenbahn,"Altglienicke, Am Falkenberg<> Friedrichshagen, Wasserwerk",52,,Ost,20
42,196043,1960,86,strassenbahn,"Alt-Schmöckwitz<> Mahlsdorf-Süd, Hubertus",53,,Ost,20
43,196044,1960,87,strassenbahn,Rahnsdorf<> Wiener Brücke,73,21.6,Ost,20
44,196045,1960,88,strassenbahn,Stadtpark<> Wiener Brücke,45,,West,15
45,196046,1960,92,strassenbahn,"Treptow, Flutgraben<> Bhf. Oberspree",38,,Ost,20
46,196047,1960,95,strassenbahn,Attilaplatz<> Schwarzer Weg,42,,West,15
47,196048,1960,95,strassenbahn,"Baumschulenweg, Sonnenallee<> Köpenick, Krankenhaus",0,,Ost,20
48,196049,1960,96,strassenbahn,"Machnower Schleuse<> Teltow, Paul-Gerhardt-Strasse",24,7.0,Ost,20
49,196050,1960,96,strassenbahn,U-Bhf. Tempelhof<> Schwelmer Strasse,33,,West,15
50,196051,1960,98,strassenbahn,Mehringplatz (Hallesches Tor)<> Daimlerstrasse Ecke Birnhornweg,35,,West,15
51,196052,1960,99,strassenbahn,Lindenstrasse<> Bhf. Lichtenrade,49,,West,15
52,196053,1960,A1,bus,Waldstrasse<> Lindenstrasse,58,,West,15
53,196054,1960,A10,bus,"Haselhorst, Kirche<> Lupsteiner Weg",62,,West,15
54,196055,1960,A11,bus,Saargem nder Strasse<> Trippsteinstrasse,26,,West,10
55,196056,1960,A12,bus,Weddingplatz<> Hainbuchenstrasse,47,,West,20
56,196057,1960,A12S,bus,Weddingplatz<> Bhf. Frohnau,34,,West,10
57,196058,1960,A13,bus,Alt-Heiligensee<> Weinmeisterhornweg,59,,West,15
58,196059,1960,A14,bus,Alt-Heiligensee<> Rügener Strasse,53,,West,15
59,196060,1960,A15,bus,Lübarser Strasse<> Bhf. Frohnau,41,,West,15
60,196061,1960,A16,bus,Louise-Schroeder-Platz<> Englerallee,44,,West,10
61,196062,1960,A17,bus,Bhf. Grunewald<> Saaleckplatz,46,,West,10
62,196063,1960,A18,bus,Saargem nder Strasse<> Kohlhasenbr ck,32,,West,20
63,196064,1960,A19,bus,Roseneck<> Flughafen,40,,West,10
64,196065,1960,A2,bus,Strasse des 17. Juni<> Trippsteinstrasse,40,,West,10
65,196066,1960,A20,bus,"Tegelort<> Lübars, Dorfaue",36,,West,15
66,196067,1960,A21,bus,Wentowsteig<> U-Bhf. Fehrbelliner Platz,49,,West,10
67,196068,1960,A22,bus,"Hessenwinkel, Lindenstrasse<> Fichtenau, Stadtgrenze",27,8.5,Ost,20
68,196069,1960,A23,bus,"Altglienicke, Kirche<> Altglienicke, Kirche",13,3.5,Ost,20
69,196070,1960,A24,bus,Wiebestrasse<> Flughafen,38,,West,5
70,196071,1960,A25,bus,Unionplatz<> Gutschmidtstrasse,63,,West,10
71,196072,1960,A27,bus,"S-Bhf. Kaulsdorf, Planitzstrasse<> Alt-Müggelheim",42,,Ost,10
72,196073,1960,A28,bus,Loewenhardtdamm<> Heckmannufer,29,,West,7
73,196074,1960,A29,bus,Roseneck<> Anhalter Bhf.,32,,West,10
74,196075,1960,A3,bus,Rathaus Zehlendorf<> Stölpchensee,39,,West,10
75,196076,1960,A31,bus,Machandelweg<> Heidebergplan,24,,West,15
76,196077,1960,A32,bus,Breitenbachplatz<> Bhf. Marienfelde,28,,West,5
77,196078,1960,A33,bus,Bhf. Steglitz<> Kaiserstrasse,15,,West,10
78,196079,1960,A34,bus,"Spandau, Friedhof<> Gutshof",45,,West,30
79,196080,1960,A35,bus,Germersheimer Platz<> Hottengrund,38,,West,30
80,196081,1960,A38,bus,Waltersdorf<> S-Bhf. Grünau,18,6.7,Ost,20
81,196082,1960,A39,bus,"Wartenberg, Siedlung<> Hohensch nhausen, Falkenberger Strasse",13,4.2,Ost,18
82,196083,1960,A4,bus,Brixplatz<> Finowstrasse,54,,West,10
83,196084,1960,A42,bus,"Buch, Zepernicker Strasse<> Ostseestrasse (Spitze)",34,12.1,Ost,12
84,196085,1960,A43,bus,Bürknersfelde<> U-Bhf. Friedrichsfelde,19,6.2,Ost,20
85,196086,1960,A44,bus,"Hönow, Dorfstrasse<> S-Bhf. Mahlsdorf",13,4.3,Ost,15
86,196087,1960,A44E,bus,Greifswalder Strasse<> S-Bhf. Mahlsdorf,10,2.8,Ost,10
87,196088,1960,A45,bus,"Wilhelmsruh, Fontanestrasse<> Weißensee, Schwarzelfenweg",42,13.3,Ost,15
88,196089,1960,A46,bus,"Ahrensfeld, Kirche<> Malchow, Dorfstrasse",30,10.8,Ost,15
89,196090,1960,A47,bus,Bhf. Schöneweide<> S-Bhf. Treptower Park,26,9.3,Ost,20
90,196091,1960,A48,bus,Potsdamer Strasse Ecke Fischerh ttenstrasse<> Margaretenstrasse,38,,West,5
91,196092,1960,A49,bus,"Kaulsdorf, Bausdorfstrasse<> Kaulsdorf, Bausdorfstrasse",14,5.4,Ost,20
92,196093,1960,A5,bus,Machandelweg<> Waldkrankenhaus,24,,West,10
93,196094,1960,A50,bus,Roseneck<> Prager Platz,15,,West,10
94,196095,1960,A51,bus,Bhf. Wannsee<> Krankenhaus Heckeshorn,10,,West,30
95,196096,1960,A52,bus,Alt-Marienfelde<> Mimosenweg,38,,West,30
96,196097,1960,A53,bus,Krumme Lanke<> Thuner Platz,19,,West,30
97,196098,1960,A55,bus,"Wilhelmsruh, Fontanestrasse<> Weißensee, Liebermannstrasse Ecke Piesporter Strasse",38,11.4,Ost,15
98,196099,1960,A56,bus,"Weißensee, Feldtmannstrasse<> Wicherstrasse",12,4.2,Ost,15
99,1960100,1960,A57,bus,Kniprodestrasse Ecke Erml ndische Strasse<> Robert-Koch-Platz,24,6.5,Ost,7
100,1960101,1960,A6,bus,Bhf. Wannsee<> Glienicker Brücke,13,,West,60
101,1960102,1960,A60,bus,"Roseneck, Hundekehl<> Wittenbergplatz",25,,West,10
102,1960103,1960,A61,bus,"ZobeltitzStrasse<> Gartenplatz, Feldstrasse",32,,West,10
103,1960104,1960,A62,bus,Wittenau<> Wittenbergplatz,38,,West,10
104,1960105,1960,A63,bus,Radelandstrasse<> Seegefelder Weg,23,,West,30
105,1960106,1960,A64,bus,U-Bhf. Kurt-Schumacher-Platz<> Bernauer Strasse Ecke Gartenstrasse,21,,West,10
106,1960107,1960,A65,bus,Goebelplatz<> Flughafen Tempelhof,49,,West,15
107,1960108,1960,A66,bus,Bismarckplatz<> Stephanplatz,31,,West,10
108,1960109,1960,A67,bus,"Jerusalems-Kirche, Lindenstrasse<> U-Bhf. Grenzallee",25,,West,10
109,1960110,1960,A68,bus,"Clayallee<> Grazer Damm, OverbeckStrasse",19,,West,15
110,1960111,1960,A69,bus,Bismarckplatz<> Brandenburger Tor,28,,West,20
111,1960112,1960,A7,bus,"Glienicke, Kirche<> U-Bhf. Vinetastrasse",40,14.7,Ost,17
112,1960113,1960,A70,bus,"Bhf. Wollankstrasse<> Wiebestrasse, Strassenbahnhof",26,,West,10
113,1960114,1960,A71,bus,Bhf. Wilhelmsruh<> Wolliner Strasse,21,,West,15
114,1960115,1960,A8,bus,Waldesruh<> U-Bhf. Friedrichsfelde,36,13.2,Ost,7
115,1960116,1960,A82P,bus,Kinderheim<> Markgrafendamm,5,1.2,Ost,20
116,1960117,1960,A9,bus,Kurische Strasse<> Scharnhorst- Ecke Kieler Strasse,27,7.3,Ost,10
117,1960118,1960,AD/36,bus,"Diepensee, Flughafen<> S-Bhf. Grünau",0,,Ost,7
118,1960119,1960,AL,bus,"Neu-Lindenberg<> Malchow, Dorfstrasse",0,,Ost,45
119,1960120,1960,AN,bus,"S-Bhf. Hohen Neuendorf<> Glienicke, Kirche",20,8.3,Ost,20
120,1960121,1960,AS1,bus,Bhf. Zoo<> Hohenzollernring,28,,West,15
121,1960122,1960,AS2,bus,"Bhf. Zoo<> Lichtenrade, Blohmstrasse Ecke W nsdorfer Strasse",40,,West,20
122,1960123,1960,AS3,bus,Bhf. Zoo<> Rathaus Zehlendorf,24,,West,15
123,1960124,1960,AZ,bus,Groß Ziethen<> S-Bhf. Grünau,36,17.2,Ost,60
124,1960125,1960,O30,bus,Kosterstrasse<> Klosterstrasse,72,18.9,Ost,20
125,1960126,1960,O37,bus,Bürknersfelde<> Bhf. Lichtenberg,0,,Ost,0
126,1960127,1960,O40,bus,Ostbahnhof<> Robert-Koch-Platz,23,6.3,Ost,10
127,1960128,1960,O41,bus,Bürknersfelde<> Dimitroffstrasse,18,6.2,Ost,10
128,1960129,1960,Schmöckwitz<>Eichwalde (VEB Kraftverkehr Schöneiche-Rüdersdorf),bus (Umlandlinie),Alt-Schm ckwitz<> Bhf. Eichwalde,14,3.5,both/unkown,60
129,1960130,1960,Schmöckwitz<>Ziegenhals (VEB Kraftverkehr Schöneiche-Rüdersdorf),bus (Umlandlinie),"Alt-Schm ckwitz<> Ziegenhals, VA Dienststelle",19,9.0,both/unkown,90
130,1960131,1960,Wannsee<>Kladow (Betrieb durch Stern und Kreisschiffahrt),bus,Kladow<> Wannsee,20,,both/unkown,60
131,1960132,1960,A I,u-bahn,Pankow (Vinetastr.)<> Reichskanzlerplatz,0,,Ost/West,0
132,1960133,1960,A II,u-bahn,Pankow (Vinetastr.)<> Krumme Lanke,0,,Ost/West,0
133,1960134,1960,A III,u-bahn,Deutsches Opernhaus (Bismarckstr.)<> Richard-Wagner-Platz,0,,West,0
134,1960135,1960,B I,u-bahn,Warschauer Brücke<> Ruhleben,0,,Ost/West,0
135,1960136,1960,B II,u-bahn,Warschauer Brücke<> Krumme Lanke,0,,Ost/West,0
136,1960137,1960,B III,u-bahn,Nollendorfplatz<> Innsbrucker Platz (Hauptstr.),0,,West,0
137,1960138,1960,C I,u-bahn,Tegel<> Grenzallee,0,,West,0
138,1960139,1960,C II,u-bahn,Tegel<> Tempelhof (Südring),0,,West,0
139,1960140,1960,D,u-bahn,Gesundbrunnen<> Leinestr.,0,,West,0
140,1960141,1960,E,u-bahn,Alexanderplatz<> Friedrichsfelde (Tierpark),0,,Ost,0
141,1960142,1960,KBS 100,s-bahn,Gesundbrunnen<> Gesundbrunnen,0,,,0
142,1960143,1960,KBS 100a,s-bahn,Wilmersdorf<> Grünau,0,,,0
143,1960144,1960,KBS 100b,s-bahn,Blankenburg<> Warschauer Str.,0,,,0
144,1960145,1960,KBS 100c,s-bahn,Gartenfeld<> Warschauer Str.,0,,,0
145,1960146,1960,KBS 100c,s-bahn,Halensee<> Warschauer Str.,0,,,0
146,1960147,1960,KBS 100d,s-bahn,Jungfernheide<> Gartenfeld,0,,,0
147,1960148,1960,KBS 101,s-bahn,Staaken<> Strausberg,0,,,0
148,1960149,1960,KBS 101a,s-bahn,Strausberg<> Strausberg Nord,0,,,0
149,1960150,1960,KBS 102,s-bahn,Potsdam<> Erkner,0,,,0
150,1960151,1960,KBS 103,s-bahn,Falkensee<> Königs Wusterhausen,0,,,0
151,1960152,1960,KBS 103a,s-bahn,Spandau West<> Spindlersfeld,0,,,0
152,1960153,1960,KBS 104,s-bahn,Oranienburg<> Wannsee,0,,,0
153,1960154,1960,KBS 104a,s-bahn,Zehlendorf<> Düppel-Kleinmachnow,0,,,0
154,1960155,1960,KBS 104b,s-bahn,Wannsee<> Stahnsdorf,0,,,0
155,1960156,1960,KBS 105,s-bahn,Velten (Mark)<> Rangsdorf,0,,,0
156,1960157,1960,KBS 106,s-bahn,Bernau (b Bln)<> Teltow,0,,,0
