line_name,Stops,Frequency_7-30,Length (time),type,east-west,year,direction
A 34,"Spandau, Friedhof - Askanierring Ecke Falkenhagener Strasse - Hafenplatz - Rathaus Spandau - Wilhelmstrasse Ecke Pichelsdorferstrasse - Adamstrasse - Heerstrasse Ecke Gatower Strasse - Gatower Strasse - Weinmeisterhornweg - Ortsgrenze Gatow - Gatow, Kirche - Großglienicker Weg - Krankenhaus Hohengatow - Krankenhaus Havelhöhe - Alt-Kladow - Schwiezerhaus - Gutshof",30,48,bus,West,1964
A 35,"Spandau, Friedhof - Askanierring Ecke Falkenseer Chaussee - Rathaus Spandau - Wilhelmstrasse Ecke Pichelsdorferstrasse - Adamstrasse - Heerstrasse Ecke Gatower Strasse - Gatower Strasse - Weinmeisterhornweg - Ortsgrenze Gatow - Gatow, Kirche - Großglienicker Weg - Krankenhaus Hohengatow - Krankenhaus Havelhöhe - Alt-Kladow - Krampnitzer Weg - Hottengrund",30,45,bus,West,1964
A 35E,Altenheim Hottengrund - Pottensteiner Weg Ecke Selbitzer Strasse - Selbitzer Strasse Ecke Krampnitzer Weg - Sakrower Strasse Ecke Landstrasse - Alt-Kladow Ecke Kladower Damm,274,7,bus,West,1964
A 36,"Zentralflughafen - Schönefeld, Kirche - Gartenstrasse - S-Bhf. Grünbergallee - Bohnsdorf, Kirche - Gartenstadtweg - S-Bhf. Grünau",20,21,bus,Ost,1964
A 39,"Wartenberg, Siedlung - Wartenberg, Dorfstrasse - Falkenberger Chaussee - Kolonie ""Land in Sonne"" - Hohenschönhausen, Falkenberger Strasse",15,13,bus,Ost,1964
A 4,Brixplatz - Theodor-Heuss-Platz - Messedamm - Henriettenplatz - Hochmeisterplatz - U-Bhf. Fehrbelliner Platz - Bundesallee Ecke Badenische Strasse - Rathaus Schöneberg - Innsbrucker Platz - Kaiser-Wilhelm-Platz - U-Bhf. Flughafen - Columbiadamm - Kienitzer Strasse - Sonnenallee Ecke Erkstrasse - Harzer Strasse,10,56,bus,West,1964
A 42,"Buch, Kiesgruben - Karower Strasse, Alt-Buch - Strasse 78 - Alt-Karow - Güteraußenring - Blankenburg, Bahnhofstrasse - Heinersdorf, Kirche - Am Steinberg - Prenzlauer Promenade (Spitze)",10,31,bus,Ost,1964
A 43,"Bürknersfelde - Marzahn, Berliner Chaussee - Güterbahnhof Springpfuhl - S-Bhf. Friedrichsfelde-Ost - Alt-Friedrichsfelde, Am Tierpark - U-Bhf. Friedrichsfelde - Weitlingstrasse - S-Bhf. Nöldnerplatz",20,23,bus,Ost,1964
A 44,"Hönow, Dorfstrasse - Greifswalder Strasse - Am Rosenhag - S-Bhf. Mahlsdorf",13,13,bus,Ost,1964
A 44E,Greifswalder Strasse - Am Rosenhag - S-Bhf. Mahlsdorf,10,7,bus,Ost,1964
A 45,"Wilhelmsruh, Fontanestrasse - Hauptstrasse Ecke Edelweißstrasse - Ehrenmal - Heinrich-Mann-Platz - Pankow, Rathaus - Pankow, Kirche - Prenzlauer Promenade Ecke Kissingenstrasse - Am Steinberg - Hamburger Platz - Pistoriusstrasse Ecke Klement-Gottwald-Allee - Lichtenberger Strasse Ecke Klement-Gottwald-Allee - Klement-Gottwald-Allee Ecke Rennbahnstrasse - Weißensee, Schwarzelfenweg",15,38,bus,Ost,1964
A 46,"Ahrensfeld, Kirche - LPG Falkenberg - Strasse nach Wartenberg - Malchower Weg - Buschallee Ecke Klement-Gottwald-Alle - Klement-Gottwald-Allee Ecke Rennbahnstrasse - Feldtmannstrasse - Malchow, Dorfstrasse",15,30,bus,Ost,1964
A 47,"Bhf. Schöneweide - Sterndamm - Johannisthaler Chaussee - Baumschulenstrasse  Ecke Südostallee - S-Bhf. Baumschulenweg - Eichbuschallee - Treptow, Rathaus - S-Bhf. Treptower Park",10,26,bus,Ost,1964
