line_name,type,east-west,Stops,Frequency,Length (time),Length (km),year
8,bus,Ost,Mahlsdorfer Allee - Summter Strasse - Hultschiner Damm - Jägerstrasse - Köpenicker Strasse - Elsterwerdaer Platz - Oberfeldstrasse - Werner-Lamberz-Strasse - Bhf. Friedrichsfelde - Bhf. Lichtenberg,7.5,36,,1984
8,bus,West,Flughafen Berlin-Tegel - Haupthalle - Verwaltungsgebäude/Luftfracht - Kaserne Südtor - U-Bhf. Kurt-Schumacher-Platz - Holländerstrasse - Gotthardstrasse - Teichstrasse - Aroser Allee - Genfer Strasse - Residenzstrasse - Stargardtstrasse - Pankower Allee - Ritterlandweg - U-Bhf. Osloer Strasse,15,24,,1984
80,bus,West,"U-Bhf. Ruhleben - Krematorium Ruhleben - Güterbahn Ruhleben - Teltower Strasse - Tiefwerderweg - Grenadierstrasse - Stresowplatz - Spandau, Markt - Rathaus Spandau - Klosterstrasse - Elsflether Weg - Grünhofer Weg - Nauener Strasse - Päwesiner Weg - Egelpfuhlstrasse - Harburger Weg - Magistratsweg - Louise-Schroeder-Siedlung - Zweiwinkelweg - Staaken Brunsbütteler Damm",15,25,,1984
81,bus,West,"U-Bhf. Friedrich-Wilhelm-Platz - Stubenrauchstrasse - U-Bhf. Walther-Schreiber-Platz - Alsen-/Fregstrasse - Bismarckstrasse - Lauenburger Platz - Bergstrasse - Steglitzer Damm - Halskestrasse - Albrechtstrasse - Leonorenstrasse - Rathaus Lankwitz - Lankwitz, Kirche - Bruchwitzstrasse - Alt-Lankwitz - Mühlenstrasse - Alt-Lankwitz, Dorfaue - Greinerstrasse - Alt-Mariendorf - U-Bhf. Alt-Mariendorf - Britzer Strasse - Dardanellenweg - Mariendorf Dardanellenweg",7.5,39,,1984
82,bus,West,S-Bhf. Lichtenrade - Wolziger Zeile - Kirchheimer Damm - Pechsteinstrasse - Würzburger Strasse - Tietjenstrasse - Nahariyastrasse - Groß-Ziethener-Strasse - Im Domstift - Goltzstrasse - S-Bhf. Lichtenrade - Wünsdorfer Strasse - Maffeistrasse - Barnetstrasse - Schichauweg - Blohmstrasse - Cecilienstrasse - S-Bhf. Lichtenrade,15,31,,1984Ringlinie
82,strassenbahn,Ost,Mahlsdorf-Süd - Wongrowitzer Steig - S-Bhf. Köpenick - Seelenbinderstrasse - Bahnhof-/Lindenstrasse - Pionierpark - Rathenaustrasse - Edisonstrasse - Ehrlichstrasse - Stechlinstrasse - Hönower Wiesenweg - Heizkraftwerk - Saganer Strasse - Karlshorster Strasse - S-Bhf. Ostkreuz,12,49,,1984
83,bus,West,"Nettelbeckplatz - Müllerstrasse - Heidestrasse - Lehrter Bahnhof - Platz der Republik - Philharmonie - Kulturforum - U-Bhf. Kurfürstenstrasse - Bülowstrasse - Pallasstrasse - U-Bhf. Kleistpark - Kaiser-Wilhelm-Platz - Dominicusstrasse - U-Bhf. Innsbrucker Platz - Grazer Platz - Canovastrasse - Göttinger Strasse - Bergstrasse - Planetarium - Steglitzer Damm - Albrechtstrasse - Leonorenstrasse - Rathaus Lankwitz - Lankwitz, Kirche",12,45,,1984
83,strassenbahn,Ost,S-Bhf. Mahlsdorf - Alt-Mahlsdorf - Rahnsdorfer Strasse - Ledebourstrasse - Bürgerwäldchen - Bütower Strasse - Roseggerstrasse - Mahlsdorf-Süd - Wongrowitzer Steig - S-Bhf. Köpenick - Seelenbinderstrasse - Bahnhof-/Lindenstrasse - Schloßplatz - Wendenschloßstrasse - Strassenbahn-Betriebshof - VEB Yachtwerft - Lienhardweg - Wendenschloß,15,42,,1984Wird auch als 123 bezeichnet (1984 und 1989)
84,bus,West,Lichterfelde Ringstrasse Ecke Weißwasserweg - Finckensteinallee - Berner Strasse - Kadettenweg - Karwendelstrasse - Hindenburgdamm - Bäkestrasse - Krahmerstrasse - Moltkestrasse (Klinikum) - Klingsorstrasse - Haydnstrasse - Händelplatz - Fronhoferstrasse - Albrechtstrasse - Düppelstrasse - Friedenauer Brücke - Sportzentrum Schöneberg - Torgauer Strasse - Gustav-Müller-Platz - Kolonnenstrasse - Kaiser-Wilhelm-Platz - U-Bhf. Kleistpark - Goebenstrasse - Bülowstrasse - U-Bhf. Kurfürstenstrasse,12,38,,1984
84,strassenbahn,Ost,"Wasserwerk - Josef-Nawrocki-Strasse - Bölschestrasse - S-Bhf. Friedrichshagen - Hirschgarten - Brandenburgplatz - Lindenstrasse - Schloßplatz - S-Bhf. Spindlersfeld - Ottomar-Geschke-Strasse - S-Bhf. Adlershof - Kanalbrücke - Altglienicke, Kirche - Am Falkenberg",20,47,,1984
85,bus,West,Lichterfelde-Süd Holtheimer Weg - Ostpreußendamm - Goerzallee - Thuner Platz - Osteweg - Rittberg-Krankenhaus - Finckensteinallee - Drakestrasse - Gardeschützenweg - Moltkestrasse - Händelplatz - Birkbuschstrasse - Schloßstrasse/Wrangelstrasse - U-Bhf. Rathaus Steglitz - U-Bhf. Schloßstrasse - U-Bhf. Walther-Schreiber-Platz - Kaisereiche - Rathaus Friedenau - U-Bhf. Innsbrucker Platz - Rathaus Schöneberg - Grunewaldstrasse - Barbarossastrasse - Hohenstaufenstrasse - Motzstrasse - Wittenbergplatz,10,48,,1984
85,strassenbahn,Ost,"Johannisthal, Haeckelstrasse - Bhf. Schöneweide - Wilhelminenhofstrasse - Rathenaustrasse - Pionierpark - Erich-Weinert-Klubhaus - Bahnhofstrasse - Grünstrasse - Wendenschloßstrasse - RFT-Werk - Pritstabelstrasse - VEB Yachtwerft - Lienhardweg - Wendenschloß",20,40,,1984Kein Verkehr zwischen 7.00 und 13.20?
86,bus,West,"Fehrbelliner Platz - U-Bhf. Blissestrasse - Am Volkspark - Weimarische Strasse - U-Bhf. Bundesplatz - U-Bhf. Friedrich-Wilhelm-Platz - U-Bhf. Walther-Schreiber-Platz - U-Bhf. Schloßstrasse - U-Bhf. Rathaus Steglitz - Fronhofer-/Wrangelstrasse - Klingsorstrasse - Sedanstrasse - Siemensstrasse - Stadion Lichterfelde - Königsberger Strasse - Morgensternstrasse - Giesensdorfer Strasse - Osdorfer Strasse - Fahrenheitstrasse - Lichterfelde, Celsiusstrasse",12,41,,1984
86,strassenbahn,Ost,Hirtestrasse - S-Bhf. Köpenick - Lindenstrasse - Schloßplatz - Vollkropfgraben - VEB Kühlbetrieb - VEB Berlin-Chemie - Regattastrasse - S-Bhf. Grünau - Regattatribünen - Studiotechnik - Strandbad Grünau - Richtershorn - Schappachstrasse - Lübbenauer Weg - Adlergestell - Reifenwerk - Zum Seeblick - Alt-Schmöckwitz,10,41,,1984
87,bus,West,U-Bhf. Richard-Wagner-Platz - Wilmersdorfer Strasse - Luisenplatz - Klausenerplatz - Sophie-Charlotten-Strasse - Mollwitzstrasse - Heubnerweg - Pulsstrasse,20,10,,1984
88,bus,West,"U-Bhf. Rathaus Steglitz - Fronhoferstrasse/Wrangelstrasse - Birkbuschstrasse - Breite Strasse/Haydnstrasse - Klingsorstrasse - Amfortasweg - Klinikum Steglitz - Hindenburgdamm - Moltkestrasse - Lichterfelde, Augustaplatz",10,12,,1984
89,bus,West,Bornholmer Strasse - Prinzenallee - Koloniestrasse - U-Bhf. Osloer Strasse - Louise-Schroeder-Platz - Indische Strasse - U-Bhf. Seestrasse/Müllerstrasse - Togostrasse - Afrikanische Strasse - Seestrasse/Friedhöfe - Plötzensee/Dohnagestell - Beusselstrasse - Sickingenstrasse - Wittstocker Strasse - Huttenstrasse/Turmstrasse - Berlichingenstrasse - Wiebestrasse - Kaiserin-Augusta-Allee - Ilsenburger Strasse - U-Bhf. Mierendorffplatz,10,28,,1984
9,bus,Ost,John-Schehr-Strasse - Am Friedrichshain - Mollstrasse - Alexanderplatz - Spandauer Strasse - Breite Strasse - Friedrichstrasse - Otto-Grotewohl-Strasse,3,19,,1984
9,bus,West,Flughafen Berlin-Tegel - Haupthalle - Verwaltungsgeb./Luftfracht - U-Bhf. Jakob-Kaiser-Platz - Luisenplatz - S-Bhf. Charlottenburg - U-Bhf. Adenauerplatz - Olivaer Platz/Leibnizstrasse - Bleibtreustrasse - U-Bhf. Uhlandstrasse - U-Bhf. Kurfürstendamm - U-Bhf./S-Bhf. Zoologischer Garten - Breitscheidplatz / Verkehrsamt - Bayreuther Strasse - Landgrafenstrasse - Lützowplatz - Budapester Strasse,15,40,,1984
90,bus,West,"Zoo, Hardenbergplatz - Hardenbergstrasse - Steinplatz - U-Bhf. Ernst-Reuter-Platz - Marchstrasse - Dovebrücke - Franklinstrasse - Alt-Moabit - U-Bhf. Turmstrasse - Kirchstrasse - Rathenower Strasse - Lehrter Strasse - Seydlitzstrasse - Poststadion - Perleberger Strasse - Am Nordhafen - U-Bhf. Reinickendorfer Strasse - Schulzendorfer Strasse - Neue Hochstrasse - Gartenstrasse - S-Bhf. Humboldthain - Feldstrasse - U-Bhf. Voltastrasse - Bernauer Strasse - Bernauer Strasse Ecke Wolliner Strasse ",20,36,,1984
91,bus,Ost,Lindenberger Strasse - S-Bhf. Ahrensfelde - S-Bhf. Otto-Winzer-Strasse - Otto-Buchwitz-Strasse - Alt-Marzahn - Elisabethstrasse - Otto-Buchwitz-Strasse - Siegmarstrasse - Hellersdorfer Strasse - Kaulsdorf-Nord - S-Bhf. Kaulsdorf,20,30,,1984
91,bus,West,Buckow-Süd - Am Eichenquast - Ringslebenstrasse - Buckower Damm - Mollnerweg - An den Achterhöfen - Alt-Buckow - Parkfriedhof Neukölln - Dachdeckerweg - Zimmererweg - Schlosserweg - Gutschmidtstrasse - Mohriner Allee - Fulhamer Allee - Gradestrasse - Franz-Körner-Strasse - Germaniapromenade - Mariendorfer Weg - Siegfriedstrasse - U-Bhf. Leinestrasse - Kienitzer Strasse - U-Bhf. Boddinstrasse - Biebricher Strasse - Hermannplatz,10,29,,1984
92,bus,Ost,S-Bhf. Marzahn - S-Bhf. Bruno-Leuschner-Strasse - Paul-Dessau-Strasse - Alt-Marzahn - Charlottenstrasse - Cecilienstrasse - S-Bhf. Biesdorf,10,19,,1984
92,bus,West,"Staaken Brunsbütteler Damm - Louise-Schroeder-Siedlung - Magistratsweg - Maulbeerallee - Seeburger Weg - Schmidt-Knobelsdorf-Strasse - Adamstrasse/Wilhelmstrasse - Földerichstrasse - Pichelsdorfer Strasse - Heerstrasse - Freybrücke - Pichelswerder - Stößenseebrücke - Scholzplatz - Reichssportfeldstrasse - Mohrunger Allee - U-Bhf. Theodor-Heuss-Platz - Ausstellungshallen - ICC/Omnibusbahnhof - Suarezstrasse/Amtsgericht - Kaiser-Friedrich-Strasse - U-Bhf. Wilmersdorfer Strasse - Leibnizstrasse - Uhlandstrasse - Zoo, Hardenbergplatz",10,48,,1984
92E,bus,Ost,S-Bhf. Biesdorf - Wilhem-Griesinger-Krankenhaus,20,4,,1984
93,bus,Ost,Lindenhof - Siegfriedstrasse - Fanninger Strasse - U-Bhf. Lichtenberg,0,4,,1984Kein Verkehr zwischen 6:32 und 8:02
93,bus,West,U-Bhf. Alt-Mariendorf - Alt-Mariendorf - Britzer Strasse - Goldenes Horn - Rotkopfweg - Windröschenweg - Im Rosengrund - Straße 247 - Massiner Weg - Buckower Damm - Gutschmidtstrasse - Wesenberger Ring - Britz-Süd Gutschmidtstrasse ,20,13,,1984
94,bus,Ost,U-Bhf. Tierpark - Zwieseler Strasse - Robert-Siewert-Strasse - Frankestrasse - U-Bhf. Tierpark,20,13,,1984Rundverkehr Kein Verkehr zwischen 7:40 und 13:40
94,bus,West,"Heerstrasse Ecke Reimerweg - Wilhelmstrasse - Gatower Strasse - Pichelsdorfer Strasse - Alt-Pichelsdorf/Freybrücke - Pichelswerder - Stößenseebrücke - Scholzplatz - Reichssportfeldstrasse - Mohrunger Allee - Preußenallee - U-Bhf. Theodor-Heuss-Platz - Ausstellungshallen - ICC/Omnibusbahnhof - Dernburgstrasse - Kuno-Fischer-Strasse - Suarezstrasse/Amtsgericht - Kaiser-Friedrich-Strasse - U-Bhf. Wilmersdorfer Strasse - Leibnizstrasse - Schlüterstrasse - Savignyplatz - Uhlandstrasse - Joachimstaler Strasse - Zoo, Hardenbergplatz",10,41,,1984
95,bus,Ost,Greifswalder Strasse - An den Siedlergärten - Hönower Strasse - Am Rosenhag - Lindenhofstrasse - S-Bhf. Mahlsdorf - Landréstrasse - S-Bhf. Kaulsdorf - Kaulsdorf-Nord - Hellersdorf - LPG Edwin-Hoernle - Otto-Buchwitzstrasse - Alt-Marzahn - Elisabethstrasse - Bruno-Baum-Strasse - S-Bhf. Marzahn,20,33,,1984
96,bus,Ost,S-Bhf. Nöldnerplatz - Schlichtallee - Kraftwerk - IFA-Vertrieb - Bhf. Karlshorst - Waldowallee - U-Bhf. Tierpark - Mellenseestrasse - Volkradstrasse - Weitlingstrasse - S-Bhf. Nöldnerplatz,15,29,,1984Rundverkehr Kein Verkehr zwischen 7:58 und 13:28
96,bus,West,Platz der Luftbrücke - Manfred-v.-Richthofen-Strasse - Bayernring - Schreiberring - Adolf-Scheidt-Platz/Krankenhaus - Hoeppnerstrasse - Berlinickeplatz - Albrechtstrasse - Friedrich-Wilhelm-Strasse - Attilaplatz - Paul-Schmidt-Strasse - Röblingstrasse - S-Bhf. Mariendorf - Crailsheimer Strasse - Alt-Lankwitz/Krankenhaus - Bruchwitzstrasse - Lankwitz/Kirche - Seydlitzstrasse - Amalienstrasse - Kranoldplatz - Morgensternstrasse - Ostpreußendamm - Osdorfer Strasse - Wismarer Strasse - Lichterfelde Lindenstrasse,12,33,,1984
96E,bus,West,"Platz der Luftbrücke - Adolf-Schiedt-Platz - Berlinickeplatz - Atillaplatz - S-Bhf. Mariendorf - Lankwitz, Kirche - Morgensternstrasse - Wiesenbaude - Wismarer Strasse - Darser Strasse - Beeskowdamm",12,43,,1984
97,bus,Ost,Rangierbahnhof - S-Bhf. Karlshorst - Sangeallee - Wallensteinstrasse - Dolgenseestrasse - Rangierbahnhof,0,15,,1984
97,bus,West,Heerstrasse/Stadtgrenze - Reimerweg - Magistratsweg - Sandstrasse - Wilhelmstrasse - Gatower Strasse - Jaczostrasse - Pichelsdorfer Strasse - Genfenbergstrasse - Adamstrasse - Weißenburger Strasse - Metzer Strasse - Ruhlebener Strasse - Rathaus Spandau - Wröhmännerpark - Triftstrasse - Parkstrasse/Lynarstrasse - Schäferstrasse - Hohenzollernring - Rauchstrasse - Mertensstrasse - Werderstrasse - Hakenfelde Aalemannufer,20,28,,1984
98,bus,Ost,Franz-Stenzer-Strasse - S-Bhf. Bruno-Leuschner-Strasse - Backwarenkombinat - Arbeitsstättengebiet Marzahn,0,7,,1984
99,bus,Ost,"Greifswalder Strasse - Hönower Strasse - Am Rosenhag - S-Bhf. Mahlsdorf - Landréstrasse - S-Bhf. Kaulsdorf - Kaulsdorf, Nord - Otto-Buchwitzstrasse - Alt-Marzahn - Elisabethstrasse - S-Bhf. Springpfuhl - Kröver Strasse - S-Bhf. Friedrichsfelde Ost",20,39,,1984
99,bus,West,"Wedding, Gartenplatz - Brunnenstrasse - U-Bhf. Gesundbrunnen - U-Bhf. Pankstrasse - Nettelbeckplatz - Müllerstrasse - Rathenower Strasse - Wilhelmshavener Strasse - Beusselstrasse - Wiebestrasse - U-Bhf. Jungfernheide - Tegeler Weg/DRK-Krankenhaus - Jakob-Kaiser-Platz - U-Bhf. Rohrdamm - Paulsternstrasse - Gartenfelder Strasse - Zur Zitadelle - Rathaus Spandau - Zeppelinstrasse - Falkenseer Chaussee - Wasserwerkstrasse - Stadtrandstrasse - Spandau Freudstrasse",10,75,,1984
E,bus,West,U-Bhf. Tegel - Diakoniezentrum - Stolpe,60,,,1984
E,bus,West,S-Bhf. Wannsee - Nibelungenstrasse - Isoldestrasse - Drewitz,30,,,1984
S-Bhf. Friedrichshagen <> Rüdersdorf,strassenbahn,ost,S-Bhf. Friedrichshagen - Brösener Strasse - Waldstrasse - Goethepark - Rahnsdorfer Strasse - Dorfstrasse - Thälmannpark - Schillerstrasse - Grätzwalde - Jägerstrasse - Kalkberger Strasse - Berghof-Weiche - Berghof - Torellplatz - Kulturhaus - Rathaus - Breitscheidstrasse - Brückenstrasse - Alt-Rüdersdorf,20,40,,1984
S-Bhf. Rahnsdorf <> Woltersdorfer Schleuse,strassenbahn,ost,S-Bhf. Rahnsdorf - Goethestrasse - Eichendamm - Lerchenstrasse - Fasanenstrasse - Thälmannplatz - Blumenstrasse - Krankenhaus - Woltersdorfer Schleuse,20,20,,1984
1,u-bahn,West,Schlesisches Tor - Görlitzer Bahnhof - Kottbusser Tor - Prinzenstrasse - Hallesches Tor - Möckernbrücke - Gleisdreieck - Kürfürstenstrasse - Nollendorfplatz - Wittenbergplatz - Zoologischer Garten - Ernst-Reuter-Platz - Deutsche Oper - Bismarckstrasse - Sophie-Charlotte-Platz - Kaiserdamm - Theodor-Heuss-Platz - Neu-Westend - Olympia-Stadion - Ruhleben,6.5,31.5,,1984
2,u-bahn,West,Wittenbergplatz - Augsburger Strasse - Spichernstrasse - Hohenzollernplatz - Fehrbelliner Platz - Heidelberger Platz - Rüdesheimer Platz - Breitenbachplatz - Podbielskiallee - Dahlem-Dorf - Thielplatz - Oskar-Helene-Heim - Onkel Toms Hütte - Krumme Lanke,5,20.5,,1984
3,u-bahn,West,Wittenbergplatz - Kurfürstendamm - Uhlandstr,10,2.5,,1984
4,u-bahn,West,Nollendorfplatz - Viktoria-Luise-Platz - Bayerischer Platz - Rathaus Schöneberg - Innsbrucker Platz,5,6,,1984
6,u-bahn,West,Tegel - Borsigwerke - Holzhauser Strasse - Seidelstrasse - Scharnweberstrasse - Kurt-Schumacher-Platz - Afrikanische Strasse - Rehberge - Seestrasse - Leopoldplatz - Wedding - Reinickendorfer Strasse - Friedrichstrasse - Kochstrasse - Hallesches Tor - Mehringdamm - Platz der Luftbrücke - Paradestrasse - Tempelhof - Alt-Tempelhof - Kaiserin-Augusta-Strasse - Ullsteinstrasse - Westphalweg - Alt-Mariendorf,3,37,,1984
7,u-bahn,West,Rohrdamm - Siemensdamm - Halemweg - Jakob-Kaiser-Platz - Jungfernheide - Mierendorffplatz - Richard-Wagner-Platz - Bismarckstrasse - Wilmersdorfer Strasse - Adenauer Platz - Konstanzer Strasse - Fehrbelliner Platz - Blissestrasse - Berliner Strasse - Bayerischer Platz - Eisenacher Strasse - Kleistpark - Yorckstrasse - Möckernbrücke - Mehringdamm - Gneisenaustrasse - Südstern - Hermannplatz - Rathaus Neukölln - Karl-Marx-Strasse - Neukölln - Grenzallee - Blaschkoallee - Parchimer Allee - Britz-Süd - Johannisthaler Chaussee - Lipschitzallee - Wutzkyallee - Zwickauer Damm - Rudow,3,46.5,,1984
8,u-bahn,West,Osloer Strasse - Pankstrasse - Gesundbrunnen - Voltastrasse - Moritzplatz - Kottbusser Tor - Kottbusser Damm - Hermannplatz - Boddinstrasse - Leinestrasse,6,23,,1984
9,u-bahn,West,Osloer Strasse - Nauener Platz - Leopoldplatz - Amrumer Strasse - Putlitzstrasse - Birkenstrasse - Turmstrasse - Hansaplatz - Zoologischer Garten - Kürfürstendamm - Spichernstrasse - Güntzelstrasse - Berliner Strasse - Bundesplatz - Friedrich-Wilhelm-Platz - Walter-Schreiber-Platz - Schloßstrasse - Rathaus Steglitz,3,22,,1984
2,s-bahn,West,Lichtenrade - Buckower Chaussee - Marienfelde - Mariendorf - Priesterweg - Papestrasse - Yorckstrasse - Anhalter Bhf. - Friedrichstrasse - Humboldthain - Gesundbrunnen,20,34,,1984
3,s-bahn,West,Wannsee - Nikolassee - Grunewald - Westkreuz - Charlottenburg - Savignyplatz - Zoologischer Garten - Tiergarten - Bellevue - Lehrter Bhf. - Friedrichstrasse,20,28.5,,1984
100,s-bahn,Ost,Friedrichstrasse - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Strasse - Ostkreuz - Nöldnerplatz - Lichtenberg - Friedrichsfelde Ost - Biesdorf - Kaulsdorf - Mahlsdorf - Hoppegarten - Neuenhagen - Fredersdorf - Petershagen Nord - Strausberg - Strausberg Stadt - Strausberg Nord,20,65,,1984
101,s-bahn,Ost,Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Strasse - Ostkreuz - Nöldnerplatz - Lichtenberg - Friedrichsfelde Ost - Springpfuhl - Karl-Maron-Strasse - Marzahn - Bruno-Leuschner-Strasse - Otto-Winzer-Strasse,20,,,1984
105,s-bahn,Ost,Friedrichstrasse - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Strasse - Ostkreuz - Rummelsburg - Betriebsbhf. Rummelsburg - Karlshorst - Wuhlheide - Köpenick - Hirschgarten - Friedrichshagen - Rahnsdorf - Wilhelmshagen - Erkner,20,45,,1984
110,s-bahn,Ost,Friedrichstrasse - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Strasse - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Betriebsbhf. Schöneweide - Adlershof - Grünau - Eichwalde - Zeuthen - Wildau - Königs Wusterhausen,20,51,,1984
115,s-bahn,Ost,Friedrichstrasse - Marx-Engels-Platz - Alexanderplatz - Jannowitzbrücke - Ostbahnhof - Warschauer Strasse - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Betriebsbhf. Schöneweide - Adlershof - Altglienicke - Grünbergallee - Flughafen Berlin-Schönefeld,20,39,,1984
140,s-bahn,Ost,Oranienburg - Lehnitz - Borgsdorf - Birkenwerder - Hohen Neuendorf - Bergfelde - Schönfließ - Blankenburg - Pankow-Heinersdorf - Pankow - Schönhauser Allee - Prenzlauer Allee - Greifswalder Strasse - Leninallee - Storkower Strasse - Frankfurter Allee - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Betriebsbhf. Schöneweide - Adlershof - Altglienicke - Grünbergallee - Flughafen Berlin-Schönefeld,20,83,,1984
141,s-bahn,Ost,Bernau - Zepernick - Röntgental - Buch - Karow - Blankenburg - Pankow-Heinersdorf - Pankow - Schönhauser Allee - Prenzlauer Allee - Greifswalder Strasse - Leninallee - Storkower Strasse - Frankfurter Allee - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Betriebsbhf. Schöneweide - Adlershof - Grünau - Eichwalde - Zeuthen,20,73,,1984
142,s-bahn,Ost,Blankenburg - Pankow-Heinersdorf - Pankow - Schönhauser Allee - Prenzlauer Allee - Greifswalder Strasse - Leninallee - Storkower Strasse - Frankfurter Allee - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide - Oberspree - Spindlersfeld,20,41,,1984
143,s-bahn,Ost,Buch - Karow - Blankenburg - Pankow-Heinersdorf - Pankow - Schönhauser Allee - Prenzlauer Allee - Greifswalder Strasse - Leninallee - Storkower Strasse - Frankfurter Allee - Ostkreuz - Warschauerstrasse - Ostbahnhof - Jannowitzbrücke - Alexanderplatz,20,40,,1984
143,s-bahn,Ost,Buch - Karow - Blankenburg - Pankow-Heinersdorf - Pankow - Schönhauser Allee - Prenzlauer Allee - Greifswalder Strasse - Leninallee - Storkower Strasse - Frankfurter Allee - Ostkreuz - Treptower Park - Plänterwald - Baumschulenweg - Schöneweide,20,47,,1984
A,u-bahn,Ost,Panko (Vinetastrasse) - Schönhauser Allee - Dimitroffstrasse - Senefelderplatz - Rosa-Luxemburg-Platz - Alexanderplatz - Klosterstrasse - Märkisches Museum - Spittelmarkt - Hausvogteiplatz - Stadtmitte - Thälmannplatz,2.5,19,,1984
E,u-bahn,Ost,Tierpark - Friedrichsfelde - Bhf. Lichtenberg - Magdalenenstrasse - Frankfurter Allee - Samariterstrasse - Frankfurter Tor - Marchlewskistrasse - Strausberger Platz - Schillingstrasse - Alexanderplatz,4,18,,1984
